protocol,cycle,SOH,CAP_Ah,SOC,soc_group,direction,rate_rank,I_A,CRate_rated,tau_s,tau_actual_s,V_pre_V,V_tau_V,R_mOhm,file
CC,40,0.99362,2.95442,0.5062,6,discharge,2,-23.64,7.88,10.0,9.9,3.7309,3.4294,12.7538,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.5061,6,discharge,3,-33.984,11.328,10.0,9.9,3.7301,3.3053,12.5,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.4079,7,discharge,0,-2.958,0.986,10.0,9.9,3.6493,3.6109,12.9835,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.4078,7,discharge,1,-11.822,3.941,10.0,9.9,3.6501,3.4957,13.0604,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.4077,7,discharge,2,-23.64,7.88,10.0,9.9,3.6497,3.3504,12.6607,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.4076,7,discharge,3,-33.98,11.327,10.0,9.9,3.6499,3.2267,12.4544,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.3094,8,discharge,0,-2.958,0.986,10.0,9.9,3.5905,3.5513,13.2544,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.3093,8,discharge,1,-11.821,3.94,10.0,9.9,3.5906,3.4353,13.1376,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.3092,8,discharge,2,-23.64,7.88,10.0,9.9,3.5903,3.2874,12.813,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.3091,8,discharge,3,-33.984,11.328,10.0,9.9,3.59,3.1611,12.6206,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.2109,9,discharge,0,-2.956,0.985,10.0,9.9,3.5024,3.4607,14.1083,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.2108,9,discharge,1,-11.82,3.94,10.0,9.9,3.5028,3.3407,13.714,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.2107,9,discharge,2,-23.641,7.88,10.0,9.9,3.5061,3.1815,13.7304,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
CC,40,0.99362,2.95442,0.2106,9,discharge,3,-33.982,11.327,10.0,9.9,3.5061,3.0427,13.6366,05-10-21_01.48_CC_protocol_HPPC_IN21700_30T_cycle_#40.mat
