cmd,soc,soh,tau_s,cycles,iters,stack,kf,ks,r_eff,i_star,us
TRIM,0.7524,0.9338,10.0,3457,0,560,1.1393636465072632,1.0400470495224,0.0,0.0,13.828
SOLVE,0.7524,0.9338,10.0,23862,17,560,1.1393636465072632,1.0400470495224,0.0,-61.041786193847656,95.448
FULL,0.7524,0.9338,10.0,27272,17,560,1.1393636465072632,1.0400470495224,0.0,-61.041786193847656,109.088
FEAT,0.7524,0.9338,10.0,6160,0,560,1.1393636465072632,1.0400470495224,0.0,0.0,24.64
FEAT_A8,0.7524,0.9338,10.0,3034,0,560,1.1393636465072632,1.0400470495224,0.0,0.0,12.136
EKF,0.7524,0.9338,10.0,3416,0,560,1.1393636465072632,1.0400470495224,0.0,0.2399943470954895,13.664
EKF_P,0.7524,0.9338,10.0,2339,0,560,1.1393636465072632,1.0400470495224,0.0,0.2409202754497528,9.356
REFF,0.3577,0.8333,10.0,1432,0,560,1.0500385761260986,1.0125993490219116,0.02685592696070671,0.0,5.728
TRIM,0.3577,0.8333,10.0,3370,0,560,1.0500385761260986,1.0125993490219116,0.0,0.0,13.48
SOLVE,0.3577,0.8333,10.0,22583,16,560,1.0500385761260986,1.0125993490219116,0.0,-39.86037063598633,90.332
FULL,0.3577,0.8333,10.0,25906,16,560,1.0500385761260986,1.0125993490219116,0.0,-39.86037063598633,103.624
FEAT,0.3577,0.8333,10.0,6165,0,560,1.0500385761260986,1.0125993490219116,0.0,0.0,24.66
FEAT_A8,0.3577,0.8333,10.0,3034,0,560,1.0500385761260986,1.0125993490219116,0.0,0.0,12.136
EKF,0.3577,0.8333,10.0,3416,0,560,1.0500385761260986,1.0125993490219116,0.0,0.2382742017507553,13.664
EKF_P,0.3577,0.8333,10.0,2339,0,560,1.0500385761260986,1.0125993490219116,0.0,0.23920013010501862,9.356
REFF,0.579,0.7759,2.0,1340,0,560,1.004939317703247,0.9986225366592407,0.024733640253543854,0.0,5.36
TRIM,0.579,0.7759,2.0,3376,0,560,1.004939317703247,0.9986225366592407,0.0,0.0,13.504
SOLVE,0.579,0.7759,2.0,22407,17,560,1.004939317703247,0.9986225366592407,0.0,-49.616668701171875,89.628
FULL,0.579,0.7759,2.0,25736,17,560,1.004939317703247,0.9986225366592407,0.0,-49.616668701171875,102.944
FEAT,0.579,0.7759,2.0,6165,0,560,1.004939317703247,0.9986225366592407,0.0,0.0,24.66
FEAT_A8,0.579,0.7759,2.0,3034,0,560,1.004939317703247,0.9986225366592407,0.0,0.0,12.136
EKF,0.579,0.7759,2.0,3416,0,560,1.004939317703247,0.9986225366592407,0.0,0.23139330744743347,13.664
EKF_P,0.579,0.7759,2.0,2339,0,560,1.004939317703247,0.9986225366592407,0.0,0.23231923580169678,9.356
REFF,0.7211,0.9459,2.0,1340,0,560,1.2458471059799194,1.0745222568511963,0.014800132252275944,0.0,5.36
TRIM,0.7211,0.9459,2.0,3457,0,560,1.2458471059799194,1.0745222568511963,0.0,0.0,13.828
SOLVE,0.7211,0.9459,2.0,22298,17,560,1.2458471059799194,1.0745222568511963,0.0,-62.7479362487793,89.192
FULL,0.7211,0.9459,2.0,25708,17,560,1.2458471059799194,1.0745222568511963,0.0,-62.7479362487793,102.832
FEAT,0.7211,0.9459,2.0,6165,0,560,1.2458471059799194,1.0745222568511963,0.0,0.0,24.66
FEAT_A8,0.7211,0.9459,2.0,3034,0,560,1.2458471059799194,1.0745222568511963,0.0,0.0,12.136
EKF,0.7211,0.9459,2.0,3416,0,560,1.2458471059799194,1.0745222568511963,0.0,0.22888770699501038,13.664
EKF_P,0.7211,0.9459,2.0,2339,0,560,1.2458471059799194,1.0745222568511963,0.0,0.22981363534927368,9.356
REFF,0.6927,0.9389,2.0,1340,0,560,1.175235629081726,1.051302194595337,0.013985906727612019,0.0,5.36
TRIM,0.6927,0.9389,2.0,3457,0,560,1.175235629081726,1.051302194595337,0.0,0.0,13.828
SOLVE,0.6927,0.9389,2.0,23594,18,560,1.175235629081726,1.051302194595337,0.0,-104.45235443115234,94.376
FULL,0.6927,0.9389,2.0,27004,18,560,1.175235629081726,1.051302194595337,0.0,-104.45235443115234,108.016
FEAT,0.6927,0.9389,2.0,6165,0,560,1.175235629081726,1.051302194595337,0.0,0.0,24.66
FEAT_A8,0.6927,0.9389,2.0,3034,0,560,1.175235629081726,1.051302194595337,0.0,0.0,12.136
EKF,0.6927,0.9389,2.0,3416,0,560,1.175235629081726,1.051302194595337,0.0,0.23361548781394958,13.664
EKF_P,0.6927,0.9389,2.0,2339,0,560,1.175235629081726,1.051302194595337,0.0,0.2345414161682129,9.356
REFF,0.4969,0.9753,10.0,1432,0,560,1.0082436800003052,0.9996572136878967,0.013502075336873531,0.0,5.728
TRIM,0.4969,0.9753,10.0,3376,0,560,1.0082436800003052,0.9996572136878967,0.0,0.0,13.504
SOLVE,0.4969,0.9753,10.0,25250,18,560,1.0082436800003052,0.9996572136878967,0.0,-107.26568603515625,101.0
FULL,0.4969,0.9753,10.0,28579,18,560,1.0082436800003052,0.9996572136878967,0.0,-107.26568603515625,114.316
FEAT,0.4969,0.9753,10.0,6165,0,560,1.0082436800003052,0.9996572136878967,0.0,0.0,24.66
FEAT_A8,0.4969,0.9753,10.0,3034,0,560,1.0082436800003052,0.9996572136878967,0.0,0.0,12.136
EKF,0.4969,0.9753,10.0,3416,0,560,1.0082436800003052,0.9996572136878967,0.0,0.23799440264701843,13.664
EKF_P,0.4969,0.9753,10.0,2339,0,560,1.0082436800003052,0.9996572136878967,0.0,0.23892033100128174,9.356
REFF,0.5526,0.9233,2.0,1340,0,560,1.0186758041381836,1.0029104948043823,0.012096244841814041,0.0,5.36
TRIM,0.5526,0.9233,2.0,3370,0,560,1.0186758041381836,1.0029104948043823,0.0,0.0,13.48
SOLVE,0.5526,0.9233,2.0,23594,18,560,1.0186758041381836,1.0029104948043823,0.0,-114.95643615722656,94.376
FULL,0.5526,0.9233,2.0,26917,18,560,1.0186758041381836,1.0029104948043823,0.0,-114.95643615722656,107.668
FEAT,0.5526,0.9233,2.0,6165,0,560,1.0186758041381836,1.0029104948043823,0.0,0.0,24.66
FEAT_A8,0.5526,0.9233,2.0,3034,0,560,1.0186758041381836,1.0029104948043823,0.0,0.0,12.136
EKF,0.5526,0.9233,2.0,3416,0,560,1.0186758041381836,1.0029104948043823,0.0,0.24218317866325378,13.664
EKF_P,0.5526,0.9233,2.0,2339,0,560,1.0186758041381836,1.0029104948043823,0.0,0.2431091070175171,9.356
REFF,0.8047,0.9114,2.0,1340,0,560,1.153843641281128,1.044560432434082,0.01592353917658329,0.0,5.36
