cmd,soc,soh,tau_s,cycles,iters,stack,kf,ks,r_eff,i_star,us
EKF_P,0.6506,0.9169,2.0,1189,0,560,0.9627489447593689,0.9851827025413513,0.0,0.2334490567445755,4.756
REFF,0.5639,0.8481,2.0,794,0,560,0.9806785583496094,0.9909526109695435,0.015572989359498024,0.0,3.176
TRIM,0.5639,0.8481,2.0,1627,0,560,0.9806785583496094,0.9909526109695435,0.0,0.0,6.508
SOLVE,0.5639,0.8481,2.0,11791,17,560,0.9806785583496094,0.9909526109695435,0.0,-55.83889389038086,47.164
FULL,0.5639,0.8481,2.0,13380,17,560,0.9806785583496094,0.9909526109695435,0.0,-55.83889389038086,53.52
FEAT,0.5639,0.8481,2.0,3370,0,560,0.9806785583496094,0.9909526109695435,0.0,0.0,13.48
FEAT_A8,0.5639,0.8481,2.0,1548,0,560,0.9806785583496094,0.9909526109695435,0.0,0.0,6.192
EKF,0.5639,0.8481,2.0,1797,0,560,0.9806785583496094,0.9909526109695435,0.0,0.23093827068805695,7.188
EKF_P,0.5639,0.8481,2.0,1219,0,560,0.9806785583496094,0.9909526109695435,0.0,0.23186419904232025,4.876
REFF,0.3358,0.9674,2.0,757,0,560,1.3594759702682495,1.1179553270339966,0.013988504186272621,0.0,3.028
TRIM,0.3358,0.9674,2.0,1719,0,560,1.3594759702682495,1.1179553270339966,0.0,0.0,6.876
SOLVE,0.3358,0.9674,2.0,10363,17,560,1.3594759702682495,1.1179553270339966,0.0,-64.32584381103516,41.452
FULL,0.3358,0.9674,2.0,12093,17,560,1.3594759702682495,1.1179553270339966,0.0,-64.32584381103516,48.372
FEAT,0.3358,0.9674,2.0,3336,0,560,1.3594759702682495,1.1179553270339966,0.0,0.0,13.344
FEAT_A8,0.3358,0.9674,2.0,1539,0,560,1.3594759702682495,1.1179553270339966,0.0,0.0,6.156
EKF,0.3358,0.9674,2.0,1816,0,560,1.3594759702682495,1.1179553270339966,0.0,0.23035453259944916,7.264
EKF_P,0.3358,0.9674,2.0,1266,0,560,1.3594759702682495,1.1179553270339966,0.0,0.23128046095371246,5.064
REFF,0.7755,0.84,10.0,795,0,560,1.0802185535430908,1.0218515396118164,0.02528330869972706,0.0,3.18
TRIM,0.7755,0.84,10.0,1627,0,560,1.0802185535430908,1.0218515396118164,0.0,0.0,6.508
SOLVE,0.7755,0.84,10.0,11224,17,560,1.0802185535430908,1.0218515396118164,0.0,-50.289180755615234,44.896
FULL,0.7755,0.84,10.0,12831,17,560,1.0802185535430908,1.0218515396118164,0.0,-50.289180755615234,51.324
FEAT,0.7755,0.84,10.0,3294,0,560,1.0802185535430908,1.0218515396118164,0.0,0.0,13.176
FEAT_A8,0.7755,0.84,10.0,1483,0,560,1.0802185535430908,1.0218515396118164,0.0,0.0,5.932
EKF,0.7755,0.84,10.0,1739,0,560,1.0802185535430908,1.0218515396118164,0.0,0.23083321750164032,6.956
EKF_P,0.7755,0.84,10.0,1189,0,560,1.0802185535430908,1.0218515396118164,0.0,0.23175914585590363,4.756
REFF,0.7768,0.9066,10.0,775,0,560,1.0109411478042603,1.000500202178955,0.01826273463666439,0.0,3.1
TRIM,0.7768,0.9066,10.0,1628,0,560,1.0109411478042603,1.000500202178955,0.0,0.0,6.512
SOLVE,0.7768,0.9066,10.0,11599,18,560,1.0109411478042603,1.000500202178955,0.0,-80.65741729736328,46.396
FULL,0.7768,0.9066,10.0,13200,18,560,1.0109411478042603,1.000500202178955,0.0,-80.65741729736328,52.8
FEAT,0.7768,0.9066,10.0,3284,0,560,1.0109411478042603,1.000500202178955,0.0,0.0,13.136
FEAT_A8,0.7768,0.9066,10.0,1477,0,560,1.0109411478042603,1.000500202178955,0.0,0.0,5.908
EKF,0.7768,0.9066,10.0,1739,0,560,1.0109411478042603,1.000500202178955,0.0,0.23373568058013916,6.956
EKF_P,0.7768,0.9066,10.0,1189,0,560,1.0109411478042603,1.000500202178955,0.0,0.23466160893440247,4.756
REFF,0.6839,0.96,10.0,782,0,560,0.9864829182624817,0.9928006529808044,0.014918207190930843,0.0,3.128
TRIM,0.6839,0.96,10.0,1627,0,560,0.9864829182624817,0.9928006529808044,0.0,0.0,6.508
SOLVE,0.6839,0.96,10.0,11814,18,560,0.9864829182624817,0.9928006529808044,0.0,-97.86799621582031,47.256
FULL,0.6839,0.96,10.0,13427,18,560,0.9864829182624817,0.9928006529808044,0.0,-97.86799621582031,53.708
FEAT,0.6839,0.96,10.0,3291,0,560,0.9864829182624817,0.9928006529808044,0.0,0.0,13.164
FEAT_A8,0.6839,0.96,10.0,1476,0,560,0.9864829182624817,0.9928006529808044,0.0,0.0,5.904
EKF,0.6839,0.96,10.0,1745,0,560,0.9864829182624817,0.9928006529808044,0.0,0.23644694685935974,6.98
EKF_P,0.6839,0.96,10.0,1189,0,560,0.9864829182624817,0.9928006529808044,0.0,0.23737287521362305,4.756
REFF,0.3253,0.9221,10.0,806,0,560,1.030561089515686,1.0065960884094238,0.016674082726240158,0.0,3.224
TRIM,0.3253,0.9221,10.0,1621,0,560,1.030561089515686,1.0065960884094238,0.0,0.0,6.484
SOLVE,0.3253,0.9221,10.0,11000,17,560,1.030561089515686,1.0065960884094238,0.0,-49.60723114013672,44.0
FULL,0.3253,0.9221,10.0,12588,17,560,1.030561089515686,1.0065960884094238,0.0,-49.60723114013672,50.352
FEAT,0.3253,0.9221,10.0,3316,0,560,1.030561089515686,1.0065960884094238,0.0,0.0,13.264
FEAT_A8,0.3253,0.9221,10.0,1500,0,560,1.030561089515686,1.0065960884094238,0.0,0.0,6.0
EKF,0.3253,0.9221,10.0,1792,0,560,1.030561089515686,1.0065960884094238,0.0,0.23461800813674927,7.168
EKF_P,0.3253,0.9221,10.0,1219,0,560,1.030561089515686,1.0065960884094238,0.0,0.23554393649101257,4.876
REFF,0.4777,0.7965,2.0,733,0,560,0.9751250743865967,0.9891757965087891,0.020583342760801315,0.0,2.932
TRIM,0.4777,0.7965,2.0,1629,0,560,0.9751250743865967,0.9891757965087891,0.0,0.0,6.516
SOLVE,0.4777,0.7965,2.0,11177,18,560,0.9751250743865967,0.9891757965087891,0.0,-75.58720397949219,44.708
FULL,0.4777,0.7965,2.0,12785,18,560,0.9751250743865967,0.9891757965087891,0.0,-75.58720397949219,51.14
FEAT,0.4777,0.7965,2.0,3294,0,560,0.9751250743865967,0.9891757965087891,0.0,0.0,13.176
FEAT_A8,0.4777,0.7965,2.0,1483,0,560,0.9751250743865967,0.9891757965087891,0.0,0.0,5.932
EKF,0.4777,0.7965,2.0,1746,0,560,0.9751250743865967,0.9891757965087891,0.0,0.23967477679252625,6.984
EKF_P,0.4777,0.7965,2.0,1195,0,560,0.9751250743865967,0.9891757965087891,0.0,0.24060070514678955,4.78
REFF,0.2663,0.7511,10.0,779,0,560,0.9743074178695679,0.9889134764671326,0.06607817858457565,0.0,3.116
TRIM,0.2663,0.7511,10.0,1634,0,560,0.9743074178695679,0.9889134764671326,0.0,0.0,6.536
SOLVE,0.2663,0.7511,10.0,16121,24,560,0.9743074178695679,0.9889134764671326,0.0,-30.24514389038086,64.484
FULL,0.2663,0.7511,10.0,17754,24,560,0.9743074178695679,0.9889134764671326,0.0,-30.24514389038086,71.016
FEAT,0.2663,0.7511,10.0,3278,0,560,0.9743074178695679,0.9889134764671326,0.0,0.0,13.112
FEAT_A8,0.2663,0.7511,10.0,1487,0,560,0.9743074178695679,0.9889134764671326,0.0,0.0,5.948
EKF,0.2663,0.7511,10.0,1743,0,560,0.9743074178695679,0.9889134764671326,0.0,0.23244746029376984,6.972
EKF_P,0.2663,0.7511,10.0,1193,0,560,0.9743074178695679,0.9889134764671326,0.0,0.23337338864803314,4.772
REFF,0.3853,0.9411,10.0,775,0,560,0.9992976188659668,0.9968509674072266,0.014414841309189796,0.0,3.1
TRIM,0.3853,0.9411,10.0,1634,0,560,0.9992976188659668,0.9968509674072266,0.0,0.0,6.536
SOLVE,0.3853,0.9411,10.0,10957,17,560,0.9992976188659668,0.9968509674072266,0.0,-64.87075805664062,43.828
FULL,0.3853,0.9411,10.0,12584,17,560,0.9992976188659668,0.9968509674072266,0.0,-64.87075805664062,50.336
FEAT,0.3853,0.9411,10.0,3279,0,560,0.9992976188659668,0.9968509674072266,0.0,0.0,13.116
FEAT_A8,0.3853,0.9411,10.0,1483,0,560,0.9992976188659668,0.9968509674072266,0.0,0.0,5.932
EKF,0.3853,0.9411,10.0,1739,0,560,0.9992976188659668,0.9968509674072266,0.0,0.23174795508384705,6.956
EKF_P,0.3853,0.9411,10.0,1189,0,560,0.9992976188659668,0.9968509674072266,0.0,0.23267388343811035,4.756
REFF,0.6105,0.9704,10.0,820,0,560,1.0650479793548584,1.017204999923706,0.015321034006774426,0.0,3.28
TRIM,0.6105,0.9704,10.0,1621,0,560,1.0650479793548584,1.017204999923706,0.0,0.0,6.484
SOLVE,0.6105,0.9704,10.0,11637,18,560,1.0650479793548584,1.017204999923706,0.0,-88.78865814208984,46.548
FULL,0.6105,0.9704,10.0,13244,18,560,1.0650479793548584,1.017204999923706,0.0,-88.78865814208984,52.976
FEAT,0.6105,0.9704,10.0,3355,0,560,1.0650479793548584,1.017204999923706,0.0,0.0,13.42
FEAT_A8,0.6105,0.9704,10.0,1533,0,560,1.0650479793548584,1.017204999923706,0.0,0.0,6.132
EKF,0.6105,0.9704,10.0,1787,0,560,1.0650479793548584,1.017204999923706,0.0,0.2337842583656311,7.148
EKF_P,0.6105,0.9704,10.0,1213,0,560,1.0650479793548584,1.017204999923706,0.0,0.2347101867198944,4.852
REFF,0.6022,0.9762,10.0,813,0,560,1.0743767023086548,1.0200626850128174,0.015260064043104649,0.0,3.252
TRIM,0.6022,0.9762,10.0,1621,0,560,1.0743767023086548,1.0200626850128174,0.0,0.0,6.484
SOLVE,0.6022,0.9762,10.0,11637,18,560,1.0743767023086548,1.0200626850128174,0.0,-94.38703918457031,46.548
FULL,0.6022,0.9762,10.0,13244,18,560,1.0743767023086548,1.0200626850128174,0.0,-94.38703918457031,52.976
FEAT,0.6022,0.9762,10.0,3373,0,560,1.0743767023086548,1.0200626850128174,0.0,0.0,13.492
FEAT_A8,0.6022,0.9762,10.0,1533,0,560,1.0743767023086548,1.0200626850128174,0.0,0.0,6.132
EKF,0.6022,0.9762,10.0,1787,0,560,1.0743767023086548,1.0200626850128174,0.0,0.23646126687526703,7.148
EKF_P,0.6022,0.9762,10.0,1213,0,560,1.0743767023086548,1.0200626850128174,0.0,0.23738719522953033,4.852
REFF,0.7448,0.9544,2.0,733,0,560,0.965832531452179,0.9861822128295898,0.011632055975496769,0.0,2.932
TRIM,0.7448,0.9544,2.0,1629,0,560,0.965832531452179,0.9861822128295898,0.0,0.0,6.516
SOLVE,0.7448,0.9544,2.0,11159,18,560,0.965832531452179,0.9861822128295898,0.0,-107.05647277832031,44.636
FULL,0.7448,0.9544,2.0,12761,18,560,0.965832531452179,0.9861822128295898,0.0,-107.05647277832031,51.044
FEAT,0.7448,0.9544,2.0,3294,0,560,0.965832531452179,0.9861822128295898,0.0,0.0,13.176
FEAT_A8,0.7448,0.9544,2.0,1477,0,560,0.965832531452179,0.9861822128295898,0.0,0.0,5.908
EKF,0.7448,0.9544,2.0,1739,0,560,0.965832531452179,0.9861822128295898,0.0,0.23807236552238464,6.956
EKF_P,0.7448,0.9544,2.0,1189,0,560,0.965832531452179,0.9861822128295898,0.0,0.23899829387664795,4.756
REFF,0.5698,0.8021,2.0,757,0,560,1.0833724737167358,1.0228172540664673,0.020060289651155472,0.0,3.028
TRIM,0.5698,0.8021,2.0,1621,0,560,1.0833724737167358,1.0228172540664673,0.0,0.0,6.484
SOLVE,0.5698,0.8021,2.0,10618,17,560,1.0833724737167358,1.0228172540664673,0.0,-69.07086944580078,42.472
FULL,0.5698,0.8021,2.0,12206,17,560,1.0833724737167358,1.0228172540664673,0.0,-69.07086944580078,48.824
FEAT,0.5698,0.8021,2.0,3358,0,560,1.0833724737167358,1.0228172540664673,0.0,0.0,13.432
FEAT_A8,0.5698,0.8021,2.0,1525,0,560,1.0833724737167358,1.0228172540664673,0.0,0.0,6.1
EKF,0.5698,0.8021,2.0,1800,0,560,1.0833724737167358,1.0228172540664673,0.0,0.24083232879638672,7.2
EKF_P,0.5698,0.8021,2.0,1225,0,560,1.0833724737167358,1.0228172540664673,0.0,0.24175825715065002,4.9
REFF,0.3191,0.8828,2.0,757,0,560,1.0655744075775146,1.0173662900924683,0.01601065881550312,0.0,3.028
TRIM,0.3191,0.8828,2.0,1621,0,560,1.0655744075775146,1.0173662900924683,0.0,0.0,6.484
SOLVE,0.3191,0.8828,2.0,10388,17,560,1.0655744075775146,1.0173662900924683,0.0,-72.80323028564453,41.552
FULL,0.3191,0.8828,2.0,11970,17,560,1.0655744075775146,1.0173662900924683,0.0,-72.80323028564453,47.88
FEAT,0.3191,0.8828,2.0,3326,0,560,1.0655744075775146,1.0173662900924683,0.0,0.0,13.304
FEAT_A8,0.3191,0.8828,2.0,1494,0,560,1.0655744075775146,1.0173662900924683,0.0,0.0,5.976
EKF,0.3191,0.8828,2.0,1801,0,560,1.0655744075775146,1.0173662900924683,0.0,0.24170486629009247,7.204
EKF_P,0.3191,0.8828,2.0,1219,0,560,1.0655744075775146,1.0173662900924683,0.0,0.24263079464435577,4.876
REFF,0.7323,0.7753,10.0,830,0,560,0.9754442572593689,0.9892781972885132,0.030434947460889816,0.0,3.32
TRIM,0.7323,0.7753,10.0,1629,0,560,0.9754442572593689,0.9892781972885132,0.0,0.0,6.516
SOLVE,0.7323,0.7753,10.0,11820,17,560,0.9754442572593689,0.9892781972885132,0.0,-45.623992919921875,47.28
FULL,0.7323,0.7753,10.0,13423,17,560,0.9754442572593689,0.9892781972885132,0.0,-45.623992919921875,53.692
FEAT,0.7323,0.7753,10.0,3349,0,560,0.9754442572593689,0.9892781972885132,0.0,0.0,13.396
FEAT_A8,0.7323,0.7753,10.0,1519,0,560,0.9754442572593689,0.9892781972885132,0.0,0.0,6.076
EKF,0.7323,0.7753,10.0,1785,0,560,0.9754442572593689,0.9892781972885132,0.0,0.24041339755058289,7.14
EKF_P,0.7323,0.7753,10.0,1229,0,560,0.9754442572593689,0.9892781972885132,0.0,0.2413393259048462,4.916
REFF,0.4898,0.8913,2.0,757,0,560,1.0218993425369263,1.0039122104644775,0.014103914611041546,0.0,3.028
TRIM,0.4898,0.8913,2.0,1621,0,560,1.0218993425369263,1.0039122104644775,0.0,0.0,6.484
SOLVE,0.4898,0.8913,2.0,11411,18,560,1.0218993425369263,1.0039122104644775,0.0,-89.54637908935547,45.644
FULL,0.4898,0.8913,2.0,13005,18,560,1.0218993425369263,1.0039122104644775,0.0,-89.54637908935547,52.02
FEAT,0.4898,0.8913,2.0,3347,0,560,1.0218993425369263,1.0039122104644775,0.0,0.0,13.388
FEAT_A8,0.4898,0.8913,2.0,1507,0,560,1.0218993425369263,1.0039122104644775,0.0,0.0,6.028
EKF,0.4898,0.8913,2.0,1794,0,560,1.0218993425369263,1.0039122104644775,0.0,0.24224111437797546,7.176
EKF_P,0.4898,0.8913,2.0,1219,0,560,1.0218993425369263,1.0039122104644775,0.0,0.24316704273223877,4.876
REFF,0.713,0.8696,10.0,786,0,560,1.0331926345825195,1.0074095726013184,0.019962718710303307,0.0,3.144
TRIM,0.713,0.8696,10.0,1621,0,560,1.0331926345825195,1.0074095726013184,0.0,0.0,6.484
SOLVE,0.713,0.8696,10.0,11268,17,560,1.0331926345825195,1.0074095726013184,0.0,-58.80140686035156,45.072
FULL,0.713,0.8696,10.0,12869,17,560,1.0331926345825195,1.0074095726013184,0.0,-58.80140686035156,51.476
FEAT,0.713,0.8696,10.0,3311,0,560,1.0331926345825195,1.0074095726013184,0.0,0.0,13.244
FEAT_A8,0.713,0.8696,10.0,1490,0,560,1.0331926345825195,1.0074095726013184,0.0,0.0,5.96
EKF,0.713,0.8696,10.0,1739,0,560,1.0331926345825195,1.0074095726013184,0.0,0.2425660640001297,6.956
EKF_P,0.713,0.8696,10.0,1189,0,560,1.0331926345825195,1.0074095726013184,0.0,0.243491992354393,4.756
REFF,0.4007,0.8027,10.0,799,0,560,0.9436177611351013,0.9789056777954102,0.025753101333975792,0.0,3.196
TRIM,0.4007,0.8027,10.0,1635,0,560,0.9436177611351013,0.9789056777954102,0.0,0.0,6.54
SOLVE,0.4007,0.8027,10.0,11001,17,560,0.9436177611351013,0.9789056777954102,0.0,-48.30972671508789,44.004
FULL,0.4007,0.8027,10.0,12608,17,560,0.9436177611351013,0.9789056777954102,0.0,-48.30972671508789,50.432
FEAT,0.4007,0.8027,10.0,3333,0,560,0.9436177611351013,0.9789056777954102,0.0,0.0,13.332
FEAT_A8,0.4007,0.8027,10.0,1494,0,560,0.9436177611351013,0.9789056777954102,0.0,0.0,5.976
EKF,0.4007,0.8027,10.0,1799,0,560,0.9436177611351013,0.9789056777954102,0.0,0.24417845904827118,7.196
EKF_P,0.4007,0.8027,10.0,1225,0,560,0.9436177611351013,0.9789056777954102,0.0,0.24510438740253448,4.9
REFF,0.3368,0.9735,10.0,799,0,560,1.0159651041030884,1.002066969871521,0.013754568994045258,0.0,3.196
TRIM,0.3368,0.9735,10.0,1641,0,560,1.0159651041030884,1.002066969871521,0.0,0.0,6.564
SOLVE,0.3368,0.9735,10.0,11617,18,560,1.0159651041030884,1.002066969871521,0.0,-90.19510650634766,46.468
FULL,0.3368,0.9735,10.0,13244,18,560,1.0159651041030884,1.002066969871521,0.0,-90.19510650634766,52.976
FEAT,0.3368,0.9735,10.0,3326,0,560,1.0159651041030884,1.002066969871521,0.0,0.0,13.304
FEAT_A8,0.3368,0.9735,10.0,1527,0,560,1.0159651041030884,1.002066969871521,0.0,0.0,6.108
EKF,0.3368,0.9735,10.0,1798,0,560,1.0159651041030884,1.002066969871521,0.0,0.24579572677612305,7.192
EKF_P,0.3368,0.9735,10.0,1219,0,560,1.0159651041030884,1.002066969871521,0.0,0.24672165513038635,4.876
REFF,0.5719,0.9435,10.0,789,0,560,1.3594759702682495,1.1179553270339966,0.01867060735821724,0.0,3.156
TRIM,0.5719,0.9435,10.0,1693,0,560,1.3594759702682495,1.1179553270339966,0.0,0.0,6.772
SOLVE,0.5719,0.9435,10.0,11069,17,560,1.3594759702682495,1.1179553270339966,0.0,-62.15642166137695,44.276
FULL,0.5719,0.9435,10.0,12741,17,560,1.3594759702682495,1.1179553270339966,0.0,-62.15642166137695,50.964
FEAT,0.5719,0.9435,10.0,3311,0,560,1.3594759702682495,1.1179553270339966,0.0,0.0,13.244
FEAT_A8,0.5719,0.9435,10.0,1483,0,560,1.3594759702682495,1.1179553270339966,0.0,0.0,5.932
EKF,0.5719,0.9435,10.0,1794,0,560,1.3594759702682495,1.1179553270339966,0.0,0.24634814262390137,7.176
EKF_P,0.5719,0.9435,10.0,1236,0,560,1.3594759702682495,1.1179553270339966,0.0,0.24727407097816467,4.944
REFF,0.3808,0.7859,2.0,733,0,560,0.9752248525619507,0.9892078042030334,0.024208514019846916,0.0,2.932
TRIM,0.3808,0.7859,2.0,1633,0,560,0.9752248525619507,0.9892078042030334,0.0,0.0,6.532
SOLVE,0.3808,0.7859,2.0,10346,17,560,0.9752248525619507,0.9892078042030334,0.0,-63.06924819946289,41.384
FULL,0.3808,0.7859,2.0,11958,17,560,0.9752248525619507,0.9892078042030334,0.0,-63.06924819946289,47.832
FEAT,0.3808,0.7859,2.0,3297,0,560,0.9752248525619507,0.9892078042030334,0.0,0.0,13.188
FEAT_A8,0.3808,0.7859,2.0,1470,0,560,0.9752248525619507,0.9892078042030334,0.0,0.0,5.88
EKF,0.3808,0.7859,2.0,1752,0,560,0.9752248525619507,0.9892078042030334,0.0,0.2472703754901886,7.008
EKF_P,0.3808,0.7859,2.0,1195,0,560,0.9752248525619507,0.9892078042030334,0.0,0.2481963038444519,4.78
REFF,0.7909,0.9059,2.0,733,0,560,0.9984921813011169,0.9965975284576416,0.013977802358567715,0.0,2.932
TRIM,0.7909,0.9059,2.0,1640,0,560,0.9984921813011169,0.9965975284576416,0.0,0.0,6.56
SOLVE,0.7909,0.9059,2.0,10945,18,560,0.9984921813011169,0.9965975284576416,0.0,-77.30032348632812,43.78
FULL,0.7909,0.9059,2.0,12552,18,560,0.9984921813011169,0.9965975284576416,0.0,-77.30032348632812,50.208
FEAT,0.7909,0.9059,2.0,3288,0,560,0.9984921813011169,0.9965975284576416,0.0,0.0,13.152
FEAT_A8,0.7909,0.9059,2.0,1477,0,560,0.9984921813011169,0.9965975284576416,0.0,0.0,5.908
EKF,0.7909,0.9059,2.0,1746,0,560,0.9984921813011169,0.9965975284576416,0.0,0.2468908727169037,6.984
EKF_P,0.7909,0.9059,2.0,1189,0,560,0.9984921813011169,0.9965975284576416,0.0,0.247816801071167,4.756
REFF,0.5944,0.9654,10.0,813,0,560,1.0629054307937622,1.0165482759475708,0.015152540989220142,0.0,3.252
TRIM,0.5944,0.9654,10.0,1621,0,560,1.0629054307937622,1.0165482759475708,0.0,0.0,6.484
SOLVE,0.5944,0.9654,10.0,11637,18,560,1.0629054307937622,1.0165482759475708,0.0,-74.82494354248047,46.548
FULL,0.5944,0.9654,10.0,13244,18,560,1.0629054307937622,1.0165482759475708,0.0,-74.82494354248047,52.976
FEAT,0.5944,0.9654,10.0,3370,0,560,1.0629054307937622,1.0165482759475708,0.0,0.0,13.48
FEAT_A8,0.5944,0.9654,10.0,1533,0,560,1.0629054307937622,1.0165482759475708,0.0,0.0,6.132
EKF,0.5944,0.9654,10.0,1800,0,560,1.0629054307937622,1.0165482759475708,0.0,0.24675218760967255,7.2
EKF_P,0.5944,0.9654,10.0,1219,0,560,1.0629054307937622,1.0165482759475708,0.0,0.24767811596393585,4.876
REFF,0.3153,0.9517,2.0,733,0,560,1.0653094053268433,1.0172851085662842,0.012021707370877266,0.0,2.932
TRIM,0.3153,0.9517,2.0,1621,0,560,1.0653094053268433,1.0172851085662842,0.0,0.0,6.484
SOLVE,0.3153,0.9517,2.0,10939,18,560,1.0653094053268433,1.0172851085662842,0.0,-111.54364013671875,43.756
FULL,0.3153,0.9517,2.0,12539,18,560,1.0653094053268433,1.0172851085662842,0.0,-111.54364013671875,50.156
FEAT,0.3153,0.9517,2.0,3290,0,560,1.0653094053268433,1.0172851085662842,0.0,0.0,13.16
FEAT_A8,0.3153,0.9517,2.0,1476,0,560,1.0653094053268433,1.0172851085662842,0.0,0.0,5.904
EKF,0.3153,0.9517,2.0,1756,0,560,1.0653094053268433,1.0172851085662842,0.0,0.24997185170650482,7.024
EKF_P,0.3153,0.9517,2.0,1189,0,560,1.0653094053268433,1.0172851085662842,0.0,0.25089776515960693,4.756
REFF,0.3388,0.8963,2.0,757,0,560,1.0002093315124512,0.997137725353241,0.013554899953305721,0.0,3.028
TRIM,0.3388,0.8963,2.0,1636,0,560,1.0002093315124512,0.997137725353241,0.0,0.0,6.544
SOLVE,0.3388,0.8963,2.0,10969,18,560,1.0002093315124512,0.997137725353241,0.0,-96.04664611816406,43.876
FULL,0.3388,0.8963,2.0,12591,18,560,1.0002093315124512,0.997137725353241,0.0,-96.04664611816406,50.364
FEAT,0.3388,0.8963,2.0,3326,0,560,1.0002093315124512,0.997137725353241,0.0,0.0,13.304
FEAT_A8,0.3388,0.8963,2.0,1513,0,560,1.0002093315124512,0.997137725353241,0.0,0.0,6.052
EKF,0.3388,0.8963,2.0,1789,0,560,1.0002093315124512,0.997137725353241,0.0,0.2525207996368408,7.156
EKF_P,0.3388,0.8963,2.0,1219,0,560,1.0002093315124512,0.997137725353241,0.0,0.2534467279911041,4.876
REFF,0.6247,0.7941,10.0,799,0,560,0.9905407428741455,0.9940873980522156,0.027353636920452118,0.0,3.196
TRIM,0.6247,0.7941,10.0,1627,0,560,0.9905407428741455,0.9940873980522156,0.0,0.0,6.508
SOLVE,0.6247,0.7941,10.0,10478,16,560,0.9905407428741455,0.9940873980522156,0.0,-36.36948776245117,41.912
FULL,0.6247,0.7941,10.0,12104,16,560,0.9905407428741455,0.9940873980522156,0.0,-36.36948776245117,48.416
FEAT,0.6247,0.7941,10.0,3353,0,560,0.9905407428741455,0.9940873980522156,0.0,0.0,13.412
FEAT_A8,0.6247,0.7941,10.0,1532,0,560,0.9905407428741455,0.9940873980522156,0.0,0.0,6.128
EKF,0.6247,0.7941,10.0,1751,0,560,0.9905407428741455,0.9940873980522156,0.0,0.24618595838546753,7.004
EKF_P,0.6247,0.7941,10.0,1195,0,560,0.9905407428741455,0.9940873980522156,0.0,0.24711188673973083,4.78
REFF,0.7709,0.7999,10.0,780,0,560,1.219865083694458,1.0657645463943481,0.02982044778764248,0.0,3.12
TRIM,0.7709,0.7999,10.0,1643,0,560,1.219865083694458,1.0657645463943481,0.0,0.0,6.572
SOLVE,0.7709,0.7999,10.0,10685,16,560,1.219865083694458,1.0657645463943481,0.0,-31.86914825439453,42.74
FULL,0.7709,0.7999,10.0,12301,16,560,1.219865083694458,1.0657645463943481,0.0,-31.86914825439453,49.204
FEAT,0.7709,0.7999,10.0,3291,0,560,1.219865083694458,1.0657645463943481,0.0,0.0,13.164
FEAT_A8,0.7709,0.7999,10.0,1477,0,560,1.219865083694458,1.0657645463943481,0.0,0.0,5.908
EKF,0.7709,0.7999,10.0,1765,0,560,1.219865083694458,1.0657645463943481,0.0,0.2398705929517746,7.06
EKF_P,0.7709,0.7999,10.0,1214,0,560,1.219865083694458,1.0657645463943481,0.0,0.2407965213060379,4.856
REFF,0.5857,0.7941,10.0,775,0,560,1.318827748298645,1.1011689901351929,0.032707907259464264,0.0,3.1
TRIM,0.5857,0.7941,10.0,1671,0,560,1.318827748298645,1.1011689901351929,0.0,0.0,6.684
SOLVE,0.5857,0.7941,10.0,12858,18,560,1.318827748298645,1.1011689901351929,0.0,-28.665794372558594,51.432
FULL,0.5857,0.7941,10.0,14502,18,560,1.318827748298645,1.1011689901351929,0.0,-28.665794372558594,58.008
FEAT,0.5857,0.7941,10.0,3324,0,560,1.318827748298645,1.1011689901351929,0.0,0.0,13.296
FEAT_A8,0.5857,0.7941,10.0,1490,0,560,1.318827748298645,1.1011689901351929,0.0,0.0,5.96
EKF,0.5857,0.7941,10.0,1788,0,560,1.318827748298645,1.1011689901351929,0.0,0.23027275502681732,7.152
EKF_P,0.5857,0.7941,10.0,1223,0,560,1.318827748298645,1.1011689901351929,0.0,0.23119868338108063,4.892
REFF,0.7749,0.8416,10.0,805,0,560,0.9773651957511902,0.9898936152458191,0.023162342607975006,0.0,3.22
TRIM,0.7749,0.8416,10.0,1639,0,560,0.9773651957511902,0.9898936152458191,0.0,0.0,6.556
SOLVE,0.7749,0.8416,10.0,11260,17,560,0.9773651957511902,0.9898936152458191,0.0,-49.578433990478516,45.04
FULL,0.7749,0.8416,10.0,12873,17,560,0.9773651957511902,0.9898936152458191,0.0,-49.578433990478516,51.492
FEAT,0.7749,0.8416,10.0,3339,0,560,0.9773651957511902,0.9898936152458191,0.0,0.0,13.356
FEAT_A8,0.7749,0.8416,10.0,1513,0,560,0.9773651957511902,0.9898936152458191,0.0,0.0,6.052
EKF,0.7749,0.8416,10.0,1775,0,560,0.9773651957511902,0.9898936152458191,0.0,0.2285062074661255,7.1
EKF_P,0.7749,0.8416,10.0,1219,0,560,0.9773651957511902,0.9898936152458191,0.0,0.2294321358203888,4.876
REFF,0.394,0.833,10.0,775,0,560,1.0331926345825195,1.0074095726013184,0.024241086095571518,0.0,3.1
TRIM,0.394,0.833,10.0,1621,0,560,1.0331926345825195,1.0074095726013184,0.0,0.0,6.484
SOLVE,0.394,0.833,10.0,10971,17,560,1.0331926345825195,1.0074095726013184,0.0,-49.95875549316406,43.884
FULL,0.394,0.833,10.0,12570,17,560,1.0331926345825195,1.0074095726013184,0.0,-49.95875549316406,50.28
