cmd,soc,soh,tau_s,cycles,iters,stack,kf,ks,r_eff,i_star,us
SOLVE,0.7374,0.8813,2.0,11214,17,640,0.99920254945755,0.9994171857833862,0.0,-63.37385177612305,44.856
FULL,0.7374,0.8813,2.0,12756,17,640,0.99920254945755,0.9994171857833862,0.0,-63.37385177612305,51.024
FEAT,0.7374,0.8813,2.0,3203,0,640,0.99920254945755,0.9994171857833862,0.0,0.0,12.812
EKF,0.7374,0.8813,2.0,1989,0,640,0.99920254945755,0.9994171857833862,0.0,0.24203723669052124,7.956
EKF_P,0.7374,0.8813,2.0,1334,0,640,0.99920254945755,0.9994171857833862,0.0,0.24296316504478455,5.336
REFF,0.2516,0.8595,2.0,710,0,640,1.1038908958435059,1.026899814605713,0.020440485328435898,0.0,2.84
TRIM,0.2516,0.8595,2.0,1670,0,640,1.1038908958435059,1.026899814605713,0.0,0.0,6.68
SOLVE,0.2516,0.8595,2.0,11199,17,640,1.1038908958435059,1.026899814605713,0.0,-59.662574768066406,44.796
FULL,0.2516,0.8595,2.0,12801,17,640,1.1038908958435059,1.026899814605713,0.0,-59.662574768066406,51.204
FEAT,0.2516,0.8595,2.0,3173,0,640,1.1038908958435059,1.026899814605713,0.0,0.0,12.692
EKF,0.2516,0.8595,2.0,1955,0,640,1.1038908958435059,1.026899814605713,0.0,0.24127106368541718,7.82
EKF_P,0.2516,0.8595,2.0,1320,0,640,1.1038908958435059,1.026899814605713,0.0,0.24219699203968048,5.28
REFF,0.4966,0.8848,2.0,732,0,640,1.0001051425933838,1.0085862874984741,0.013964151963591576,0.0,2.928
TRIM,0.4966,0.8848,2.0,1642,0,640,1.0001051425933838,1.0085862874984741,0.0,0.0,6.568
SOLVE,0.4966,0.8848,2.0,11195,17,640,1.0001051425933838,1.0085862874984741,0.0,-64.677734375,44.78
FULL,0.4966,0.8848,2.0,12750,17,640,1.0001051425933838,1.0085862874984741,0.0,-64.677734375,51.0
FEAT,0.4966,0.8848,2.0,3214,0,640,1.0001051425933838,1.0085862874984741,0.0,0.0,12.856
EKF,0.4966,0.8848,2.0,2007,0,640,1.0001051425933838,1.0085862874984741,0.0,0.23724773526191711,8.028
EKF_P,0.4966,0.8848,2.0,1334,0,640,1.0001051425933838,1.0085862874984741,0.0,0.23817366361618042,5.336
REFF,0.6788,0.9395,10.0,794,0,640,0.9949250817298889,0.9975300431251526,0.015436654910445213,0.0,3.176
TRIM,0.6788,0.9395,10.0,1633,0,640,0.9949250817298889,0.9975300431251526,0.0,0.0,6.532
SOLVE,0.6788,0.9395,10.0,12706,18,640,0.9949250817298889,0.9975300431251526,0.0,-96.01641845703125,50.824
FULL,0.6788,0.9395,10.0,14272,18,640,0.9949250817298889,0.9975300431251526,0.0,-96.01641845703125,57.088
FEAT,0.6788,0.9395,10.0,3184,0,640,0.9949250817298889,0.9975300431251526,0.0,0.0,12.736
EKF,0.6788,0.9395,10.0,1955,0,640,0.9949250817298889,0.9975300431251526,0.0,0.24177780747413635,7.82
EKF_P,0.6788,0.9395,10.0,1310,0,640,0.9949250817298889,0.9975300431251526,0.0,0.24270373582839966,5.24
REFF,0.6083,0.7593,10.0,768,0,640,1.070502519607544,1.0256848335266113,0.033593371510505676,0.0,3.072
