config,perturbation,run_index,cell,soh,rmse_full_pct,rmse_tail_pct
pure current integration,no distortion,0,CC,1.0000,0.1012,0.1728
pure current integration,no distortion,1,CC,0.9468,0.0446,0.0361
pure current integration,no distortion,2,CC,0.9024,0.0642,0.1134
pure current integration,no distortion,3,CC,0.8622,0.0319,0.0309
pure current integration,no distortion,4,CC,0.7986,0.1213,0.1765
pure current integration,no distortion,5,CC,0.6957,0.4662,0.7599
pure current integration,no distortion,6,BOOST,1.0000,0.1777,0.2339
pure current integration,no distortion,7,BOOST,0.9438,0.1744,0.2570
pure current integration,no distortion,8,BOOST,0.8960,0.1161,0.1724
pure current integration,no distortion,9,BOOST,0.8507,0.0595,0.0901
pure current integration,no distortion,10,BOOST,0.7809,0.1280,0.1812
pure current integration,no distortion,11,BOOST,0.6921,0.3029,0.4864
pure current integration,no distortion,12,BOOST_NEGPULSE,1.0000,0.1863,0.2836
pure current integration,no distortion,13,BOOST_NEGPULSE,0.9330,0.0428,0.0409
pure current integration,no distortion,14,BOOST_NEGPULSE,0.8672,0.1309,0.1674
pure current integration,no distortion,15,BOOST_NEGPULSE,0.7944,0.1116,0.1538
pure current integration,no distortion,16,BOOST_NEGPULSE,0.7612,0.1663,0.2809
pure current integration,no distortion,17,BOOST_NEGPULSE,0.6821,0.1964,0.3276
pure current integration,no distortion,18,BOOST_REST,1.0000,0.0263,0.0408
pure current integration,no distortion,19,BOOST_REST,0.9384,0.1398,0.2186
pure current integration,no distortion,20,BOOST_REST,0.8642,0.0306,0.0351
pure current integration,no distortion,21,BOOST_REST,0.7854,0.1714,0.3287
pure current integration,no distortion,22,BOOST_REST,0.7398,0.0514,0.0575
pure current integration,no distortion,23,BOOST_REST,0.6915,0.0751,0.1023
pure current integration,no distortion,24,CC_CELL2,1.0000,0.0577,0.0830
pure current integration,no distortion,25,CC_CELL2,0.9320,0.0714,0.1039
pure current integration,no distortion,26,CC_CELL2,0.8829,0.0400,0.0673
pure current integration,no distortion,27,CC_CELL2,0.8282,0.0472,0.0650
pure current integration,no distortion,28,CC_CELL2,0.7679,0.0933,0.1378
pure current integration,no distortion,29,CC_CELL2,0.6870,0.2246,0.3675
pure current integration,no distortion,30,BOOST_NEGPULSE_1S,0.9909,0.0583,0.0894
pure current integration,no distortion,31,BOOST_NEGPULSE_1S,0.9339,0.0538,0.0850
pure current integration,no distortion,32,BOOST_NEGPULSE_1S,0.8724,0.0479,0.0579
pure current integration,no distortion,33,BOOST_NEGPULSE_1S,0.8251,0.0625,0.1067
pure current integration,no distortion,34,BOOST_NEGPULSE_1S,0.8251,0.1386,0.2076
pure current integration,no distortion,35,BOOST_NEGPULSE_1S,0.6925,0.4830,0.8644
pure current integration,initial SOC +10 %p,0,CC,1.0000,10.0674,10.1704
pure current integration,initial SOC +10 %p,1,CC,0.9468,10.0165,9.9842
pure current integration,initial SOC +10 %p,2,CC,0.9024,10.0177,10.0565
pure current integration,initial SOC +10 %p,3,CC,0.8622,10.0024,10.0115
pure current integration,initial SOC +10 %p,4,CC,0.7986,9.9036,9.8261
pure current integration,initial SOC +10 %p,5,CC,0.6957,9.6386,9.2693
pure current integration,initial SOC +10 %p,6,BOOST,1.0000,10.1429,10.2339
pure current integration,initial SOC +10 %p,7,BOOST,0.9438,9.8667,9.7433
pure current integration,initial SOC +10 %p,8,BOOST,0.8960,9.9164,9.8294
pure current integration,initial SOC +10 %p,9,BOOST,0.8507,9.9513,9.9107
pure current integration,initial SOC +10 %p,10,BOOST,0.7809,9.8981,9.8273
pure current integration,initial SOC +10 %p,11,BOOST,0.6921,9.7659,9.5496
pure current integration,initial SOC +10 %p,12,BOOST_NEGPULSE,1.0000,9.8426,9.7193
pure current integration,initial SOC +10 %p,13,BOOST_NEGPULSE,0.9330,10.0275,10.0352
pure current integration,initial SOC +10 %p,14,BOOST_NEGPULSE,0.8672,10.1095,10.1633
pure current integration,initial SOC +10 %p,15,BOOST_NEGPULSE,0.7944,10.0921,10.1525
pure current integration,initial SOC +10 %p,16,BOOST_NEGPULSE,0.7612,9.8747,9.7224
pure current integration,initial SOC +10 %p,17,BOOST_NEGPULSE,0.6821,9.8509,9.6841
pure current integration,initial SOC +10 %p,18,BOOST_REST,1.0000,9.9922,10.0123
pure current integration,initial SOC +10 %p,19,BOOST_REST,0.9384,10.1130,10.2137
pure current integration,initial SOC +10 %p,20,BOOST_REST,0.8642,9.9931,10.0236
pure current integration,initial SOC +10 %p,21,BOOST_REST,0.7854,10.1105,10.3211
pure current integration,initial SOC +10 %p,22,BOOST_REST,0.7398,9.9600,9.9529
pure current integration,initial SOC +10 %p,23,BOOST_REST,0.6915,9.9409,9.9126
pure current integration,initial SOC +10 %p,24,CC_CELL2,1.0000,10.0453,10.0804
pure current integration,initial SOC +10 %p,25,CC_CELL2,0.9320,10.0565,10.1000
pure current integration,initial SOC +10 %p,26,CC_CELL2,0.8829,9.9705,9.9384
pure current integration,initial SOC +10 %p,27,CC_CELL2,0.8282,9.9608,9.9363
pure current integration,initial SOC +10 %p,28,CC_CELL2,0.7679,9.9252,9.8677
pure current integration,initial SOC +10 %p,29,CC_CELL2,0.6870,9.8294,9.6588
pure current integration,initial SOC +10 %p,30,BOOST_NEGPULSE_1S,0.9909,9.9527,9.9109
pure current integration,initial SOC +10 %p,31,BOOST_NEGPULSE_1S,0.9339,9.9565,9.9171
pure current integration,initial SOC +10 %p,32,BOOST_NEGPULSE_1S,0.8724,10.0309,10.0438
pure current integration,initial SOC +10 %p,33,BOOST_NEGPULSE_1S,0.8251,9.9524,9.8961
pure current integration,initial SOC +10 %p,34,BOOST_NEGPULSE_1S,0.8251,9.8941,9.7978
pure current integration,initial SOC +10 %p,35,BOOST_NEGPULSE_1S,0.6925,9.6494,9.1518
pure current integration,initial SOC -10 %p,0,CC,1.0000,9.8603,9.6385
pure current integration,initial SOC -10 %p,1,CC,0.9468,9.9837,10.0158
pure current integration,initial SOC -10 %p,2,CC,0.9024,9.9826,9.9444
pure current integration,initial SOC -10 %p,3,CC,0.8622,9.9977,9.9884
pure current integration,initial SOC -10 %p,4,CC,0.7986,10.0969,10.1739
pure current integration,initial SOC -10 %p,5,CC,0.6957,10.3697,10.7347
pure current integration,initial SOC -10 %p,6,BOOST,1.0000,9.8582,9.7660
pure current integration,initial SOC -10 %p,7,BOOST,0.9438,10.1345,10.2567
pure current integration,initial SOC -10 %p,8,BOOST,0.8960,10.0842,10.1706
pure current integration,initial SOC -10 %p,9,BOOST,0.8507,10.0488,10.0892
pure current integration,initial SOC -10 %p,10,BOOST,0.7809,10.1024,10.1729
pure current integration,initial SOC -10 %p,11,BOOST,0.6921,10.2376,10.4536
pure current integration,initial SOC -10 %p,12,BOOST_NEGPULSE,1.0000,9.7327,9.1400
pure current integration,initial SOC -10 %p,13,BOOST_NEGPULSE,0.9330,9.9726,9.9648
pure current integration,initial SOC -10 %p,14,BOOST_NEGPULSE,0.8672,9.8910,9.8368
pure current integration,initial SOC -10 %p,15,BOOST_NEGPULSE,0.7944,9.9083,9.8474
pure current integration,initial SOC -10 %p,16,BOOST_NEGPULSE,0.7612,10.1265,10.2777
pure current integration,initial SOC -10 %p,17,BOOST_NEGPULSE,0.6821,10.1507,10.3166
pure current integration,initial SOC -10 %p,18,BOOST_REST,1.0000,10.0078,9.9876
pure current integration,initial SOC -10 %p,19,BOOST_REST,0.9384,9.8877,9.7864
pure current integration,initial SOC -10 %p,20,BOOST_REST,0.8642,10.0069,9.9764
pure current integration,initial SOC -10 %p,21,BOOST_REST,0.7854,9.8912,9.6794
pure current integration,initial SOC -10 %p,22,BOOST_REST,0.7398,10.0401,10.0472
pure current integration,initial SOC -10 %p,23,BOOST_REST,0.6915,10.0593,10.0877
pure current integration,initial SOC -10 %p,24,CC_CELL2,1.0000,9.8786,9.7185
pure current integration,initial SOC -10 %p,25,CC_CELL2,0.9320,9.9436,9.9001
pure current integration,initial SOC -10 %p,26,CC_CELL2,0.8829,10.0295,10.0616
pure current integration,initial SOC -10 %p,27,CC_CELL2,0.8282,10.0392,10.0637
pure current integration,initial SOC -10 %p,28,CC_CELL2,0.7679,10.0751,10.1323
pure current integration,initial SOC -10 %p,29,CC_CELL2,0.6870,10.1726,10.3429
pure current integration,initial SOC -10 %p,30,BOOST_NEGPULSE_1S,0.9909,10.0474,10.0890
pure current integration,initial SOC -10 %p,31,BOOST_NEGPULSE_1S,0.9339,10.0436,10.0829
pure current integration,initial SOC -10 %p,32,BOOST_NEGPULSE_1S,0.8724,9.9692,9.9563
pure current integration,initial SOC -10 %p,33,BOOST_NEGPULSE_1S,0.8251,10.0477,10.1039
pure current integration,initial SOC -10 %p,34,BOOST_NEGPULSE_1S,0.8251,10.1067,10.2023
pure current integration,initial SOC -10 %p,35,BOOST_NEGPULSE_1S,0.6925,10.3612,10.8506
pure current integration,current offset +0.10 A,0,CC,1.0000,10.7838,16.4310
pure current integration,current offset +0.10 A,1,CC,0.9468,10.6777,16.1722
pure current integration,current offset +0.10 A,2,CC,0.9024,10.5703,15.9337
pure current integration,current offset +0.10 A,3,CC,0.8622,10.6601,16.1869
pure current integration,current offset +0.10 A,4,CC,0.7986,10.0206,14.5985
pure current integration,current offset +0.10 A,5,CC,0.6957,9.1200,12.5039
pure current integration,current offset +0.10 A,6,BOOST,1.0000,10.8624,16.4922
pure current integration,current offset +0.10 A,7,BOOST,0.9438,10.5092,15.9658
pure current integration,current offset +0.10 A,8,BOOST,0.8960,10.4585,15.7582
pure current integration,current offset +0.10 A,9,BOOST,0.8507,10.3875,15.5168
pure current integration,current offset +0.10 A,10,BOOST,0.7809,10.0696,14.7444
pure current integration,current offset +0.10 A,11,BOOST,0.6921,9.2262,12.5380
pure current integration,current offset +0.10 A,12,BOOST_NEGPULSE,1.0000,10.5080,15.9765
pure current integration,current offset +0.10 A,13,BOOST_NEGPULSE,0.9330,10.6411,16.0736
pure current integration,current offset +0.10 A,14,BOOST_NEGPULSE,0.8672,10.5264,15.6564
pure current integration,current offset +0.10 A,15,BOOST_NEGPULSE,0.7944,10.4988,15.6219
pure current integration,current offset +0.10 A,16,BOOST_NEGPULSE,0.7612,9.9044,14.2903
pure current integration,current offset +0.10 A,17,BOOST_NEGPULSE,0.6821,9.2491,12.4527
pure current integration,current offset +0.10 A,18,BOOST_REST,1.0000,10.6883,16.2740
pure current integration,current offset +0.10 A,19,BOOST_REST,0.9384,10.8041,16.4349
pure current integration,current offset +0.10 A,20,BOOST_REST,0.8642,10.3946,15.4948
pure current integration,current offset +0.10 A,21,BOOST_REST,0.7854,10.0675,14.4975
pure current integration,current offset +0.10 A,22,BOOST_REST,0.7398,10.4314,15.6339
pure current integration,current offset +0.10 A,23,BOOST_REST,0.6915,9.2477,12.3307
pure current integration,current offset +0.10 A,24,CC_CELL2,1.0000,10.7461,16.3381
pure current integration,current offset +0.10 A,25,CC_CELL2,0.9320,10.7203,16.2564
pure current integration,current offset +0.10 A,26,CC_CELL2,0.8829,10.5655,15.9603
pure current integration,current offset +0.10 A,27,CC_CELL2,0.8282,10.3965,15.5321
pure current integration,current offset +0.10 A,28,CC_CELL2,0.7679,10.2239,15.1180
pure current integration,current offset +0.10 A,29,CC_CELL2,0.6870,9.7011,13.7987
pure current integration,current offset +0.10 A,30,BOOST_NEGPULSE_1S,0.9909,10.6347,16.1701
pure current integration,current offset +0.10 A,31,BOOST_NEGPULSE_1S,0.9339,10.6156,16.1131
pure current integration,current offset +0.10 A,32,BOOST_NEGPULSE_1S,0.8724,10.6864,16.1902
pure current integration,current offset +0.10 A,33,BOOST_NEGPULSE_1S,0.8251,10.5705,15.9931
pure current integration,current offset +0.10 A,34,BOOST_NEGPULSE_1S,0.8251,10.5593,16.0561
pure current integration,current offset +0.10 A,35,BOOST_NEGPULSE_1S,0.6925,9.7431,14.0822
pure current integration,current offset -0.10 A,0,CC,1.0000,8.6590,11.6496
pure current integration,current offset -0.10 A,1,CC,0.9468,10.2636,15.1666
pure current integration,current offset -0.10 A,2,CC,0.9024,10.6674,16.1978
pure current integration,current offset -0.10 A,3,CC,0.8622,10.6914,16.2455
pure current integration,current offset -0.10 A,4,CC,0.7986,10.8102,16.4341
pure current integration,current offset -0.10 A,5,CC,0.6957,11.1463,17.0063
pure current integration,current offset -0.10 A,6,BOOST,1.0000,8.7973,11.9861
pure current integration,current offset -0.10 A,7,BOOST,0.9438,10.5746,15.7546
pure current integration,current offset -0.10 A,8,BOOST,0.8960,10.8009,16.4301
pure current integration,current offset -0.10 A,9,BOOST,0.8507,10.7505,16.3482
pure current integration,current offset -0.10 A,10,BOOST,0.7809,10.8144,16.4344
pure current integration,current offset -0.10 A,11,BOOST,0.6921,10.9832,16.7246
pure current integration,current offset -0.10 A,12,BOOST_NEGPULSE,1.0000,8.4273,11.0663
pure current integration,current offset -0.10 A,13,BOOST_NEGPULSE,0.9330,10.4064,15.5529
pure current integration,current offset -0.10 A,14,BOOST_NEGPULSE,0.8672,10.5707,16.0976
pure current integration,current offset -0.10 A,15,BOOST_NEGPULSE,0.7944,10.5885,16.1069
pure current integration,current offset -0.10 A,16,BOOST_NEGPULSE,0.7612,10.8544,16.5392
pure current integration,current offset -0.10 A,17,BOOST_NEGPULSE,0.6821,10.8830,16.5811
pure current integration,current offset -0.10 A,18,BOOST_REST,1.0000,8.8828,12.0181
pure current integration,current offset -0.10 A,19,BOOST_REST,0.9384,10.3214,15.3958
pure current integration,current offset -0.10 A,20,BOOST_REST,0.8642,10.6923,16.2346
pure current integration,current offset -0.10 A,21,BOOST_REST,0.7854,10.5422,15.9352
pure current integration,current offset -0.10 A,22,BOOST_REST,0.7398,10.7351,16.3080
pure current integration,current offset -0.10 A,23,BOOST_REST,0.6915,10.7607,16.3505
pure current integration,current offset -0.10 A,24,CC_CELL2,1.0000,8.6966,11.7545
pure current integration,current offset -0.10 A,25,CC_CELL2,0.9320,10.5531,15.9701
pure current integration,current offset -0.10 A,26,CC_CELL2,0.8829,10.7290,16.3214
pure current integration,current offset -0.10 A,27,CC_CELL2,0.8282,10.7375,16.3226
pure current integration,current offset -0.10 A,28,CC_CELL2,0.7679,10.7827,16.3937
pure current integration,current offset -0.10 A,29,CC_CELL2,0.6870,10.9072,16.6111
pure current integration,current offset -0.10 A,30,BOOST_NEGPULSE_1S,0.9909,9.1232,12.4868
pure current integration,current offset -0.10 A,31,BOOST_NEGPULSE_1S,0.9339,10.5095,15.7188
pure current integration,current offset -0.10 A,32,BOOST_NEGPULSE_1S,0.8724,10.6560,16.2178
pure current integration,current offset -0.10 A,33,BOOST_NEGPULSE_1S,0.8251,10.7527,16.3645
pure current integration,current offset -0.10 A,34,BOOST_NEGPULSE_1S,0.8251,10.8249,16.4624
pure current integration,current offset -0.10 A,35,BOOST_NEGPULSE_1S,0.6925,11.1562,17.1182
pure current integration,current gain +1 %,0,CC,1.0000,0.3082,0.2929
pure current integration,current gain +1 %,1,CC,0.9468,0.3341,0.4033
pure current integration,current gain +1 %,2,CC,0.9024,0.3261,0.3632
pure current integration,current gain +1 %,3,CC,0.8622,0.3087,0.3485
pure current integration,current gain +1 %,4,CC,0.7986,0.3863,0.4240
pure current integration,current gain +1 %,5,CC,0.6957,0.7130,1.0635
pure current integration,current gain +1 %,6,BOOST,1.0000,0.2383,0.2665
pure current integration,current gain +1 %,7,BOOST,0.9438,0.4841,0.6056
pure current integration,current gain +1 %,8,BOOST,0.8960,0.4084,0.4982
pure current integration,current gain +1 %,9,BOOST,0.8507,0.3440,0.4068
pure current integration,current gain +1 %,10,BOOST,0.7809,0.3890,0.4109
pure current integration,current gain +1 %,11,BOOST,0.6921,0.5363,0.7145
pure current integration,current gain +1 %,12,BOOST_NEGPULSE,1.0000,0.5112,0.6506
pure current integration,current gain +1 %,13,BOOST_NEGPULSE,0.9330,0.3012,0.3427
pure current integration,current gain +1 %,14,BOOST_NEGPULSE,0.8672,0.1939,0.2169
pure current integration,current gain +1 %,15,BOOST_NEGPULSE,0.7944,0.1977,0.2164
pure current integration,current gain +1 %,16,BOOST_NEGPULSE,0.7612,0.3969,0.4900
pure current integration,current gain +1 %,17,BOOST_NEGPULSE,0.6821,0.4129,0.5297
pure current integration,current gain +1 %,18,BOOST_REST,1.0000,0.3733,0.4185
pure current integration,current gain +1 %,19,BOOST_REST,0.9384,0.2700,0.2764
pure current integration,current gain +1 %,20,BOOST_REST,0.8642,0.3189,0.3318
pure current integration,current gain +1 %,21,BOOST_REST,0.7854,0.2554,0.2782
pure current integration,current gain +1 %,22,BOOST_REST,0.7398,0.3106,0.2850
pure current integration,current gain +1 %,23,BOOST_REST,0.6915,0.3186,0.3249
pure current integration,current gain +1 %,24,CC_CELL2,1.0000,0.3246,0.3638
pure current integration,current gain +1 %,25,CC_CELL2,0.9320,0.2867,0.3203
pure current integration,current gain +1 %,26,CC_CELL2,0.8829,0.3414,0.4029
pure current integration,current gain +1 %,27,CC_CELL2,0.8282,0.3284,0.3713
pure current integration,current gain +1 %,28,CC_CELL2,0.7679,0.3539,0.3656
pure current integration,current gain +1 %,29,CC_CELL2,0.6870,0.4637,0.6193
pure current integration,current gain +1 %,30,BOOST_NEGPULSE_1S,0.9909,0.4036,0.4805
pure current integration,current gain +1 %,31,BOOST_NEGPULSE_1S,0.9339,0.3781,0.4408
pure current integration,current gain +1 %,32,BOOST_NEGPULSE_1S,0.8724,0.2775,0.2978
pure current integration,current gain +1 %,33,BOOST_NEGPULSE_1S,0.8251,0.3414,0.3822
pure current integration,current gain +1 %,34,BOOST_NEGPULSE_1S,0.8251,0.4091,0.5036
pure current integration,current gain +1 %,35,BOOST_NEGPULSE_1S,0.6925,0.6926,1.1420
pure current integration,current gain -1 %,0,CC,1.0000,0.4324,0.5666
pure current integration,current gain -1 %,1,CC,0.9468,0.3565,0.3785
pure current integration,current gain -1 %,2,CC,0.9024,0.3277,0.3977
pure current integration,current gain -1 %,3,CC,0.8622,0.2953,0.3421
pure current integration,current gain -1 %,4,CC,0.7986,0.2052,0.1690
pure current integration,current gain -1 %,5,CC,0.6957,0.2804,0.4763
pure current integration,current gain -1 %,6,BOOST,1.0000,0.5126,0.6136
pure current integration,current gain -1 %,7,BOOST,0.9438,0.2408,0.2476
pure current integration,current gain -1 %,8,BOOST,0.8960,0.2477,0.2600
pure current integration,current gain -1 %,9,BOOST,0.8507,0.2504,0.2728
pure current integration,current gain -1 %,10,BOOST,0.7809,0.1779,0.1286
pure current integration,current gain -1 %,11,BOOST,0.6921,0.1803,0.2820
pure current integration,current gain -1 %,12,BOOST_NEGPULSE,1.0000,0.2563,0.2792
pure current integration,current gain -1 %,13,BOOST_NEGPULSE,0.9330,0.3699,0.4078
pure current integration,current gain -1 %,14,BOOST_NEGPULSE,0.8672,0.4185,0.4809
pure current integration,current gain -1 %,15,BOOST_NEGPULSE,0.7944,0.3686,0.4192
pure current integration,current gain -1 %,16,BOOST_NEGPULSE,0.7612,0.1991,0.1732
pure current integration,current gain -1 %,17,BOOST_NEGPULSE,0.6821,0.1706,0.1748
pure current integration,current gain -1 %,18,BOOST_REST,1.0000,0.3409,0.3998
pure current integration,current gain -1 %,19,BOOST_REST,0.9384,0.4371,0.5488
pure current integration,current gain -1 %,20,BOOST_REST,0.8642,0.2802,0.3332
pure current integration,current gain -1 %,21,BOOST_REST,0.7854,0.3789,0.5332
pure current integration,current gain -1 %,22,BOOST_REST,0.7398,0.2114,0.1765
pure current integration,current gain -1 %,23,BOOST_REST,0.6915,0.1837,0.1266
pure current integration,current gain -1 %,24,CC_CELL2,1.0000,0.4043,0.4809
pure current integration,current gain -1 %,25,CC_CELL2,0.9320,0.3935,0.4565
pure current integration,current gain -1 %,26,CC_CELL2,0.8829,0.2821,0.3068
pure current integration,current gain -1 %,27,CC_CELL2,0.8282,0.2480,0.2659
pure current integration,current gain -1 %,28,CC_CELL2,0.7679,0.2020,0.1359
pure current integration,current gain -1 %,29,CC_CELL2,0.6870,0.1477,0.1528
pure current integration,current gain -1 %,30,BOOST_NEGPULSE_1S,0.9909,0.3064,0.3344
pure current integration,current gain -1 %,31,BOOST_NEGPULSE_1S,0.9339,0.2990,0.3226
pure current integration,current gain -1 %,32,BOOST_NEGPULSE_1S,0.8724,0.3408,0.3800
pure current integration,current gain -1 %,33,BOOST_NEGPULSE_1S,0.8251,0.2502,0.2145
pure current integration,current gain -1 %,34,BOOST_NEGPULSE_1S,0.8251,0.2018,0.1825
pure current integration,current gain -1 %,35,BOOST_NEGPULSE_1S,0.6925,0.3469,0.6211
EKF no gate,no distortion,0,CC,1.0000,1.3048,1.2711
EKF no gate,no distortion,1,CC,0.9468,1.7464,1.8142
EKF no gate,no distortion,2,CC,0.9024,2.3103,2.4381
EKF no gate,no distortion,3,CC,0.8622,2.5664,2.6715
EKF no gate,no distortion,4,CC,0.7986,3.8837,2.6987
EKF no gate,no distortion,5,CC,0.6957,5.3823,3.4802
EKF no gate,no distortion,6,BOOST,1.0000,1.4288,1.4816
EKF no gate,no distortion,7,BOOST,0.9438,1.8461,1.8542
EKF no gate,no distortion,8,BOOST,0.8960,2.4042,2.4986
EKF no gate,no distortion,9,BOOST,0.8507,2.8015,2.8025
EKF no gate,no distortion,10,BOOST,0.7809,3.5005,2.1855
EKF no gate,no distortion,11,BOOST,0.6921,5.7303,4.1471
EKF no gate,no distortion,12,BOOST_NEGPULSE,1.0000,0.8379,0.9967
EKF no gate,no distortion,13,BOOST_NEGPULSE,0.9330,1.7450,1.6355
EKF no gate,no distortion,14,BOOST_NEGPULSE,0.8672,2.2680,2.2384
EKF no gate,no distortion,15,BOOST_NEGPULSE,0.7944,2.1877,2.2679
EKF no gate,no distortion,16,BOOST_NEGPULSE,0.7612,3.6821,3.0608
EKF no gate,no distortion,17,BOOST_NEGPULSE,0.6821,7.0935,6.2677
EKF no gate,no distortion,18,BOOST_REST,1.0000,1.1019,1.0042
EKF no gate,no distortion,19,BOOST_REST,0.9384,1.7112,1.5488
EKF no gate,no distortion,20,BOOST_REST,0.8642,2.2038,2.1370
EKF no gate,no distortion,21,BOOST_REST,0.7854,3.1330,3.0059
EKF no gate,no distortion,22,BOOST_REST,0.7398,2.9419,2.6313
EKF no gate,no distortion,23,BOOST_REST,0.6915,6.9541,6.7870
EKF no gate,no distortion,24,CC_CELL2,1.0000,1.1800,1.3044
EKF no gate,no distortion,25,CC_CELL2,0.9320,2.3645,2.3719
EKF no gate,no distortion,26,CC_CELL2,0.8829,3.2332,3.2977
EKF no gate,no distortion,27,CC_CELL2,0.8282,4.2117,4.4609
EKF no gate,no distortion,28,CC_CELL2,0.7679,5.0356,4.5821
EKF no gate,no distortion,29,CC_CELL2,0.6870,6.8179,5.6687
EKF no gate,no distortion,30,BOOST_NEGPULSE_1S,0.9909,1.4496,1.3967
EKF no gate,no distortion,31,BOOST_NEGPULSE_1S,0.9339,1.5744,1.6075
EKF no gate,no distortion,32,BOOST_NEGPULSE_1S,0.8724,1.5951,1.3823
EKF no gate,no distortion,33,BOOST_NEGPULSE_1S,0.8251,2.2028,1.5255
EKF no gate,no distortion,34,BOOST_NEGPULSE_1S,0.8251,7.7738,8.0169
EKF no gate,no distortion,35,BOOST_NEGPULSE_1S,0.6925,3.5808,1.6358
EKF no gate,initial SOC +10 %p,0,CC,1.0000,1.3052,1.2711
EKF no gate,initial SOC +10 %p,1,CC,0.9468,1.7464,1.8142
EKF no gate,initial SOC +10 %p,2,CC,0.9024,2.3104,2.4381
EKF no gate,initial SOC +10 %p,3,CC,0.8622,2.5667,2.6715
EKF no gate,initial SOC +10 %p,4,CC,0.7986,3.8865,2.6987
EKF no gate,initial SOC +10 %p,5,CC,0.6957,5.4115,3.4803
EKF no gate,initial SOC +10 %p,6,BOOST,1.0000,1.4290,1.4816
EKF no gate,initial SOC +10 %p,7,BOOST,0.9438,1.8461,1.8542
EKF no gate,initial SOC +10 %p,8,BOOST,0.8960,2.4044,2.4986
EKF no gate,initial SOC +10 %p,9,BOOST,0.8507,2.8024,2.8025
EKF no gate,initial SOC +10 %p,10,BOOST,0.7809,3.5052,2.1855
EKF no gate,initial SOC +10 %p,11,BOOST,0.6921,5.7317,4.1476
EKF no gate,initial SOC +10 %p,12,BOOST_NEGPULSE,1.0000,0.8380,0.9967
EKF no gate,initial SOC +10 %p,13,BOOST_NEGPULSE,0.9330,1.7450,1.6355
EKF no gate,initial SOC +10 %p,14,BOOST_NEGPULSE,0.8672,2.2684,2.2384
EKF no gate,initial SOC +10 %p,15,BOOST_NEGPULSE,0.7944,2.1890,2.2679
EKF no gate,initial SOC +10 %p,16,BOOST_NEGPULSE,0.7612,3.6857,3.0608
EKF no gate,initial SOC +10 %p,17,BOOST_NEGPULSE,0.6821,7.0938,6.2677
EKF no gate,initial SOC +10 %p,18,BOOST_REST,1.0000,1.0818,1.0044
EKF no gate,initial SOC +10 %p,19,BOOST_REST,0.9384,1.7111,1.5488
EKF no gate,initial SOC +10 %p,20,BOOST_REST,0.8642,2.2044,2.1370
EKF no gate,initial SOC +10 %p,21,BOOST_REST,0.7854,3.1385,3.0059
EKF no gate,initial SOC +10 %p,22,BOOST_REST,0.7398,2.9454,2.6313
EKF no gate,initial SOC +10 %p,23,BOOST_REST,0.6915,6.9534,6.7863
EKF no gate,initial SOC +10 %p,24,CC_CELL2,1.0000,1.1804,1.3044
EKF no gate,initial SOC +10 %p,25,CC_CELL2,0.9320,2.3644,2.3719
EKF no gate,initial SOC +10 %p,26,CC_CELL2,0.8829,3.2332,3.2977
EKF no gate,initial SOC +10 %p,27,CC_CELL2,0.8282,4.2119,4.4609
EKF no gate,initial SOC +10 %p,28,CC_CELL2,0.7679,5.0377,4.5820
EKF no gate,initial SOC +10 %p,29,CC_CELL2,0.6870,6.8171,5.6672
EKF no gate,initial SOC +10 %p,30,BOOST_NEGPULSE_1S,0.9909,1.4497,1.3966
EKF no gate,initial SOC +10 %p,31,BOOST_NEGPULSE_1S,0.9339,1.5745,1.6075
EKF no gate,initial SOC +10 %p,32,BOOST_NEGPULSE_1S,0.8724,1.5976,1.3823
EKF no gate,initial SOC +10 %p,33,BOOST_NEGPULSE_1S,0.8251,2.2087,1.5255
EKF no gate,initial SOC +10 %p,34,BOOST_NEGPULSE_1S,0.8251,7.7750,8.0169
EKF no gate,initial SOC +10 %p,35,BOOST_NEGPULSE_1S,0.6925,3.5884,1.6357
EKF no gate,initial SOC -10 %p,0,CC,1.0000,1.3048,1.2711
EKF no gate,initial SOC -10 %p,1,CC,0.9468,1.7465,1.8142
EKF no gate,initial SOC -10 %p,2,CC,0.9024,2.3103,2.4381
EKF no gate,initial SOC -10 %p,3,CC,0.8622,2.5662,2.6715
EKF no gate,initial SOC -10 %p,4,CC,0.7986,3.8814,2.6987
EKF no gate,initial SOC -10 %p,5,CC,0.6957,5.3789,3.4802
EKF no gate,initial SOC -10 %p,6,BOOST,1.0000,1.4294,1.4814
EKF no gate,initial SOC -10 %p,7,BOOST,0.9438,1.8462,1.8542
EKF no gate,initial SOC -10 %p,8,BOOST,0.8960,2.4043,2.4986
EKF no gate,initial SOC -10 %p,9,BOOST,0.8507,2.8012,2.8025
EKF no gate,initial SOC -10 %p,10,BOOST,0.7809,3.4975,2.1855
EKF no gate,initial SOC -10 %p,11,BOOST,0.6921,5.7301,4.1471
EKF no gate,initial SOC -10 %p,12,BOOST_NEGPULSE,1.0000,0.8381,0.9968
EKF no gate,initial SOC -10 %p,13,BOOST_NEGPULSE,0.9330,1.7450,1.6355
EKF no gate,initial SOC -10 %p,14,BOOST_NEGPULSE,0.8672,2.2679,2.2384
EKF no gate,initial SOC -10 %p,15,BOOST_NEGPULSE,0.7944,2.1873,2.2679
EKF no gate,initial SOC -10 %p,16,BOOST_NEGPULSE,0.7612,3.6801,3.0608
