config,perturbation,run_index,cell,soh,rmse_full_pct,rmse_tail_pct
EKF gate + spread k=200,current offset +0.10 A,5,CC,0.6957,7.2196,11.7991
EKF gate + spread k=200,current offset +0.10 A,6,BOOST,1.0000,7.8148,12.7916
EKF gate + spread k=200,current offset +0.10 A,7,BOOST,0.9438,9.1376,14.3700
EKF gate + spread k=200,current offset +0.10 A,8,BOOST,0.8960,9.6884,15.0286
EKF gate + spread k=200,current offset +0.10 A,9,BOOST,0.8507,8.3008,13.3532
EKF gate + spread k=200,current offset +0.10 A,10,BOOST,0.7809,8.9676,14.0887
EKF gate + spread k=200,current offset +0.10 A,11,BOOST,0.6921,7.6169,12.2987
EKF gate + spread k=200,current offset +0.10 A,12,BOOST_NEGPULSE,1.0000,7.7604,12.6547
EKF gate + spread k=200,current offset +0.10 A,13,BOOST_NEGPULSE,0.9330,8.2491,13.3216
EKF gate + spread k=200,current offset +0.10 A,14,BOOST_NEGPULSE,0.8672,10.2348,15.4454
EKF gate + spread k=200,current offset +0.10 A,15,BOOST_NEGPULSE,0.7944,8.2862,13.3758
EKF gate + spread k=200,current offset +0.10 A,16,BOOST_NEGPULSE,0.7612,8.4282,13.4062
EKF gate + spread k=200,current offset +0.10 A,17,BOOST_NEGPULSE,0.6821,8.0087,12.3182
EKF gate + spread k=200,current offset +0.10 A,18,BOOST_REST,1.0000,9.6797,15.0904
EKF gate + spread k=200,current offset +0.10 A,19,BOOST_REST,0.9384,8.1493,13.2619
EKF gate + spread k=200,current offset +0.10 A,20,BOOST_REST,0.8642,10.0275,15.2388
EKF gate + spread k=200,current offset +0.10 A,21,BOOST_REST,0.7854,8.1861,13.3498
EKF gate + spread k=200,current offset +0.10 A,22,BOOST_REST,0.7398,8.1146,13.1207
EKF gate + spread k=200,current offset +0.10 A,23,BOOST_REST,0.6915,7.8267,12.1534
EKF gate + spread k=200,current offset +0.10 A,24,CC_CELL2,1.0000,10.4841,16.0301
EKF gate + spread k=200,current offset +0.10 A,25,CC_CELL2,0.9320,7.3644,12.2047
EKF gate + spread k=200,current offset +0.10 A,26,CC_CELL2,0.8829,7.5359,12.3963
EKF gate + spread k=200,current offset +0.10 A,27,CC_CELL2,0.8282,9.7678,15.1067
EKF gate + spread k=200,current offset +0.10 A,28,CC_CELL2,0.7679,7.7746,12.6555
EKF gate + spread k=200,current offset +0.10 A,29,CC_CELL2,0.6870,8.6440,13.5952
EKF gate + spread k=200,current offset +0.10 A,30,BOOST_NEGPULSE_1S,0.9909,7.2877,12.0811
EKF gate + spread k=200,current offset +0.10 A,31,BOOST_NEGPULSE_1S,0.9339,10.4248,15.9149
EKF gate + spread k=200,current offset +0.10 A,32,BOOST_NEGPULSE_1S,0.8724,8.8607,14.0514
EKF gate + spread k=200,current offset +0.10 A,33,BOOST_NEGPULSE_1S,0.8251,9.2972,14.4973
EKF gate + spread k=200,current offset +0.10 A,34,BOOST_NEGPULSE_1S,0.8251,7.8131,12.6771
EKF gate + spread k=200,current offset +0.10 A,35,BOOST_NEGPULSE_1S,0.6925,9.9154,14.0728
EKF gate + spread k=200,current offset -0.10 A,0,CC,1.0000,8.0579,11.6495
EKF gate + spread k=200,current offset -0.10 A,1,CC,0.9468,10.1128,15.0704
EKF gate + spread k=200,current offset -0.10 A,2,CC,0.9024,9.5514,14.8845
EKF gate + spread k=200,current offset -0.10 A,3,CC,0.8622,8.3232,13.3996
EKF gate + spread k=200,current offset -0.10 A,4,CC,0.7986,7.6012,12.4306
EKF gate + spread k=200,current offset -0.10 A,5,CC,0.6957,8.7031,13.9657
EKF gate + spread k=200,current offset -0.10 A,6,BOOST,1.0000,8.0071,11.7981
EKF gate + spread k=200,current offset -0.10 A,7,BOOST,0.9438,10.4109,15.6465
EKF gate + spread k=200,current offset -0.10 A,8,BOOST,0.8960,9.7213,15.1566
EKF gate + spread k=200,current offset -0.10 A,9,BOOST,0.8507,8.1435,13.1951
EKF gate + spread k=200,current offset -0.10 A,10,BOOST,0.7809,7.0917,11.7127
EKF gate + spread k=200,current offset -0.10 A,11,BOOST,0.6921,8.7657,13.8853
EKF gate + spread k=200,current offset -0.10 A,12,BOOST_NEGPULSE,1.0000,7.4544,11.0662
EKF gate + spread k=200,current offset -0.10 A,13,BOOST_NEGPULSE,0.9330,10.0302,15.3136
EKF gate + spread k=200,current offset -0.10 A,14,BOOST_NEGPULSE,0.8672,9.2744,14.5655
EKF gate + spread k=200,current offset -0.10 A,15,BOOST_NEGPULSE,0.7944,8.2619,13.3088
EKF gate + spread k=200,current offset -0.10 A,16,BOOST_NEGPULSE,0.7612,7.7881,12.7482
EKF gate + spread k=200,current offset -0.10 A,17,BOOST_NEGPULSE,0.6821,8.6331,13.7924
EKF gate + spread k=200,current offset -0.10 A,18,BOOST_REST,1.0000,8.7493,12.0180
EKF gate + spread k=200,current offset -0.10 A,19,BOOST_REST,0.9384,9.8851,15.1104
EKF gate + spread k=200,current offset -0.10 A,20,BOOST_REST,0.8642,9.6111,14.9583
EKF gate + spread k=200,current offset -0.10 A,21,BOOST_REST,0.7854,8.2344,13.1519
EKF gate + spread k=200,current offset -0.10 A,22,BOOST_REST,0.7398,8.2709,13.3336
EKF gate + spread k=200,current offset -0.10 A,23,BOOST_REST,0.6915,8.9995,14.2118
EKF gate + spread k=200,current offset -0.10 A,24,CC_CELL2,1.0000,8.3077,11.7540
EKF gate + spread k=200,current offset -0.10 A,25,CC_CELL2,0.9320,9.0300,14.2514
EKF gate + spread k=200,current offset -0.10 A,26,CC_CELL2,0.8829,9.3903,14.7239
EKF gate + spread k=200,current offset -0.10 A,27,CC_CELL2,0.8282,10.0481,15.5065
EKF gate + spread k=200,current offset -0.10 A,28,CC_CELL2,0.7679,8.6106,13.7554
EKF gate + spread k=200,current offset -0.10 A,29,CC_CELL2,0.6870,7.9770,12.9444
EKF gate + spread k=200,current offset -0.10 A,30,BOOST_NEGPULSE_1S,0.9909,9.3699,12.4867
EKF gate + spread k=200,current offset -0.10 A,31,BOOST_NEGPULSE_1S,0.9339,9.4954,14.8705
EKF gate + spread k=200,current offset -0.10 A,32,BOOST_NEGPULSE_1S,0.8724,7.4455,12.2950
EKF gate + spread k=200,current offset -0.10 A,33,BOOST_NEGPULSE_1S,0.8251,6.8937,11.5194
EKF gate + spread k=200,current offset -0.10 A,34,BOOST_NEGPULSE_1S,0.8251,8.7326,13.9391
EKF gate + spread k=200,current offset -0.10 A,35,BOOST_NEGPULSE_1S,0.6925,6.0179,10.0460
EKF gate + spread k=200,current gain +1 %,0,CC,1.0000,0.8173,0.8766
EKF gate + spread k=200,current gain +1 %,1,CC,0.9468,0.6908,0.7846
EKF gate + spread k=200,current gain +1 %,2,CC,0.9024,0.6102,0.6451
EKF gate + spread k=200,current gain +1 %,3,CC,0.8622,0.4106,0.3486
EKF gate + spread k=200,current gain +1 %,4,CC,0.7986,0.8713,0.2460
EKF gate + spread k=200,current gain +1 %,5,CC,0.6957,1.2803,1.4091
EKF gate + spread k=200,current gain +1 %,6,BOOST,1.0000,1.0337,1.0266
EKF gate + spread k=200,current gain +1 %,7,BOOST,0.9438,0.9514,1.1130
EKF gate + spread k=200,current gain +1 %,8,BOOST,0.8960,0.7606,0.8868
EKF gate + spread k=200,current gain +1 %,9,BOOST,0.8507,0.4028,0.2667
EKF gate + spread k=200,current gain +1 %,10,BOOST,0.7809,1.2765,0.8274
EKF gate + spread k=200,current gain +1 %,11,BOOST,0.6921,1.2182,1.3487
EKF gate + spread k=200,current gain +1 %,12,BOOST_NEGPULSE,1.0000,0.4889,0.5132
EKF gate + spread k=200,current gain +1 %,13,BOOST_NEGPULSE,0.9330,0.8330,0.8855
EKF gate + spread k=200,current gain +1 %,14,BOOST_NEGPULSE,0.8672,0.5723,0.5823
EKF gate + spread k=200,current gain +1 %,15,BOOST_NEGPULSE,0.7944,0.4008,0.2519
EKF gate + spread k=200,current gain +1 %,16,BOOST_NEGPULSE,0.7612,0.7920,0.1767
EKF gate + spread k=200,current gain +1 %,17,BOOST_NEGPULSE,0.6821,0.8198,0.6577
EKF gate + spread k=200,current gain +1 %,18,BOOST_REST,1.0000,1.1275,1.1769
EKF gate + spread k=200,current gain +1 %,19,BOOST_REST,0.9384,0.8414,0.8152
EKF gate + spread k=200,current gain +1 %,20,BOOST_REST,0.8642,0.8801,0.9106
EKF gate + spread k=200,current gain +1 %,21,BOOST_REST,0.7854,0.5372,0.2679
EKF gate + spread k=200,current gain +1 %,22,BOOST_REST,0.7398,0.6310,0.3605
EKF gate + spread k=200,current gain +1 %,23,BOOST_REST,0.6915,0.7287,0.7047
EKF gate + spread k=200,current gain +1 %,24,CC_CELL2,1.0000,0.3447,0.3869
EKF gate + spread k=200,current gain +1 %,25,CC_CELL2,0.9320,1.3119,1.3430
EKF gate + spread k=200,current gain +1 %,26,CC_CELL2,0.8829,1.5861,1.6910
EKF gate + spread k=200,current gain +1 %,27,CC_CELL2,0.8282,1.2733,1.3834
EKF gate + spread k=200,current gain +1 %,28,CC_CELL2,0.7679,1.0021,0.8877
EKF gate + spread k=200,current gain +1 %,29,CC_CELL2,0.6870,1.1330,0.3330
EKF gate + spread k=200,current gain +1 %,30,BOOST_NEGPULSE_1S,0.9909,1.1788,1.2566
EKF gate + spread k=200,current gain +1 %,31,BOOST_NEGPULSE_1S,0.9339,0.4295,0.4973
EKF gate + spread k=200,current gain +1 %,32,BOOST_NEGPULSE_1S,0.8724,0.7466,0.6345
EKF gate + spread k=200,current gain +1 %,33,BOOST_NEGPULSE_1S,0.8251,1.4313,1.1543
EKF gate + spread k=200,current gain +1 %,34,BOOST_NEGPULSE_1S,0.8251,1.1212,1.0421
EKF gate + spread k=200,current gain +1 %,35,BOOST_NEGPULSE_1S,0.6925,3.1734,2.3304
EKF gate + spread k=200,current gain -1 %,0,CC,1.0000,0.3644,0.3180
EKF gate + spread k=200,current gain -1 %,1,CC,0.9468,0.2629,0.2808
EKF gate + spread k=200,current gain -1 %,2,CC,0.9024,0.2048,0.2261
EKF gate + spread k=200,current gain -1 %,3,CC,0.8622,0.4009,0.3419
EKF gate + spread k=200,current gain -1 %,4,CC,0.7986,1.0354,0.5613
EKF gate + spread k=200,current gain -1 %,5,CC,0.6957,0.9586,0.8440
EKF gate + spread k=200,current gain -1 %,6,BOOST,1.0000,0.5707,0.4178
EKF gate + spread k=200,current gain -1 %,7,BOOST,0.9438,0.4514,0.5470
EKF gate + spread k=200,current gain -1 %,8,BOOST,0.8960,0.3059,0.4005
EKF gate + spread k=200,current gain -1 %,9,BOOST,0.8507,0.5383,0.4315
EKF gate + spread k=200,current gain -1 %,10,BOOST,0.7809,1.5557,1.1641
EKF gate + spread k=200,current gain -1 %,11,BOOST,0.6921,0.8488,0.9681
EKF gate + spread k=200,current gain -1 %,12,BOOST_NEGPULSE,1.0000,0.2784,0.2724
EKF gate + spread k=200,current gain -1 %,13,BOOST_NEGPULSE,0.9330,0.3953,0.3725
EKF gate + spread k=200,current gain -1 %,14,BOOST_NEGPULSE,0.8672,0.2597,0.2644
EKF gate + spread k=200,current gain -1 %,15,BOOST_NEGPULSE,0.7944,0.4382,0.3491
EKF gate + spread k=200,current gain -1 %,16,BOOST_NEGPULSE,0.7612,0.9365,0.4014
EKF gate + spread k=200,current gain -1 %,17,BOOST_NEGPULSE,0.6821,0.6564,0.3105
EKF gate + spread k=200,current gain -1 %,18,BOOST_REST,1.0000,0.6066,0.5553
EKF gate + spread k=200,current gain -1 %,19,BOOST_REST,0.9384,0.3909,0.2891
EKF gate + spread k=200,current gain -1 %,20,BOOST_REST,0.8642,0.4343,0.4451
EKF gate + spread k=200,current gain -1 %,21,BOOST_REST,0.7854,0.4312,0.3169
EKF gate + spread k=200,current gain -1 %,22,BOOST_REST,0.7398,0.5265,0.1297
EKF gate + spread k=200,current gain -1 %,23,BOOST_REST,0.6915,0.4017,0.3612
EKF gate + spread k=200,current gain -1 %,24,CC_CELL2,1.0000,0.3840,0.4555
EKF gate + spread k=200,current gain -1 %,25,CC_CELL2,0.9320,0.8317,0.7658
EKF gate + spread k=200,current gain -1 %,26,CC_CELL2,0.8829,1.1265,1.1755
EKF gate + spread k=200,current gain -1 %,27,CC_CELL2,0.8282,0.8338,0.9291
EKF gate + spread k=200,current gain -1 %,28,CC_CELL2,0.7679,0.6922,0.5206
EKF gate + spread k=200,current gain -1 %,29,CC_CELL2,0.6870,1.2669,0.5232
EKF gate + spread k=200,current gain -1 %,30,BOOST_NEGPULSE_1S,0.9909,0.6755,0.6597
EKF gate + spread k=200,current gain -1 %,31,BOOST_NEGPULSE_1S,0.9339,0.2624,0.2854
EKF gate + spread k=200,current gain -1 %,32,BOOST_NEGPULSE_1S,0.8724,1.1537,1.1347
EKF gate + spread k=200,current gain -1 %,33,BOOST_NEGPULSE_1S,0.8251,1.8111,1.6020
EKF gate + spread k=200,current gain -1 %,34,BOOST_NEGPULSE_1S,0.8251,0.7990,0.5397
EKF gate + spread k=200,current gain -1 %,35,BOOST_NEGPULSE_1S,0.6925,3.5099,2.8597
