fold,direction,cycle,SOH,temp_C,SOC,SOP_meas_W,SOP_A0_W,SOP_A8_W,k_f,k_s,limit_hit
CC,charge,1559,0.8371,25,0.020,56.33,,,1.2061,1.0661,out-of-hull
CC,charge,1559,0.8371,10,0.020,58.76,,,1.2061,1.0661,out-of-hull
CC,charge,1559,0.8371,25,0.005,56.28,,,1.2061,1.0661,out-of-hull
CC,charge,1559,0.8371,10,0.005,58.55,,,1.2061,1.0661,out-of-hull
CC,charge,1685,0.8180,25,1.000,0.40,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,10,1.000,0.22,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,25,0.950,5.41,12.50,10.94,1.2088,1.0670,voltage
CC,charge,1685,0.8180,10,0.950,2.79,8.59,7.03,1.2088,1.0670,voltage
CC,charge,1685,0.8180,25,0.900,9.39,20.31,17.19,1.2088,1.0670,voltage
CC,charge,1685,0.8180,10,0.900,6.36,14.06,11.72,1.2088,1.0670,voltage
CC,charge,1685,0.8180,25,0.800,25.88,46.88,40.62,1.2088,1.0670,voltage
CC,charge,1685,0.8180,10,0.800,17.12,34.38,28.12,1.2088,1.0670,voltage
CC,charge,1685,0.8180,25,0.700,39.82,61.04,53.12,1.2088,1.0670,voltage
CC,charge,1685,0.8180,10,0.700,27.10,43.75,35.94,1.2088,1.0670,voltage
CC,charge,1685,0.8180,25,0.600,62.24,60.64,61.52,1.2088,1.0670,current
CC,charge,1685,0.8180,10,0.600,43.11,62.50,48.44,1.2088,1.0670,voltage
CC,charge,1685,0.8180,25,0.500,60.88,59.18,60.06,1.2088,1.0670,current
CC,charge,1685,0.8180,10,0.500,55.04,60.94,62.50,1.2088,1.0670,voltage
CC,charge,1685,0.8180,25,0.400,59.97,58.15,59.08,1.2088,1.0670,current
CC,charge,1685,0.8180,10,0.400,62.20,60.25,61.52,1.2088,1.0670,current
CC,charge,1685,0.8180,25,0.300,59.29,56.74,57.71,1.2088,1.0670,current
CC,charge,1685,0.8180,10,0.300,61.62,58.89,60.25,1.2088,1.0670,current
CC,charge,1685,0.8180,25,0.200,58.47,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,10,0.200,60.72,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,25,0.150,57.88,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,10,0.150,60.60,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,25,0.100,57.19,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,10,0.100,60.06,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,25,0.050,56.86,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,10,0.050,59.72,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,25,0.020,56.91,,,1.2088,1.0670,out-of-hull
CC,charge,1685,0.8180,10,0.020,59.68,,,1.2088,1.0670,out-of-hull
CC_CELL2,discharge,136,0.9781,25,1.000,112.23,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,10,1.000,107.35,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,25,0.950,111.52,111.43,110.30,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.950,106.83,107.23,105.66,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.900,110.91,110.89,109.77,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.900,106.41,107.03,105.57,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.800,108.36,107.96,106.84,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.800,104.30,103.91,102.44,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.700,105.95,105.57,104.49,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.700,102.14,101.86,100.39,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.600,103.65,102.39,101.27,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.600,99.46,98.63,97.17,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.500,100.39,99.66,98.58,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.500,96.09,95.95,94.53,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.400,97.77,97.36,96.29,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.400,93.52,93.31,91.85,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.300,95.59,94.29,93.16,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,10,0.300,90.89,87.40,85.64,1.1187,1.0322,current
CC_CELL2,discharge,136,0.9781,25,0.200,92.36,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,10,0.200,84.46,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,25,0.150,88.95,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,10,0.150,68.39,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,25,0.100,73.76,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,10,0.100,39.21,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,25,0.050,39.69,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,10,0.050,17.50,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,25,0.020,22.36,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,136,0.9781,25,0.005,14.97,,,1.1187,1.0322,out-of-hull
CC_CELL2,discharge,273,0.9594,25,1.000,111.58,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,10,1.000,105.81,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,25,0.950,110.87,111.04,110.55,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.950,105.85,106.69,106.05,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.900,110.23,110.35,109.91,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.900,105.35,106.35,105.76,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.800,107.77,107.32,106.84,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.800,103.41,103.08,102.49,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.700,105.52,105.08,104.64,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.700,101.44,101.22,100.63,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.600,103.18,101.86,101.37,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.600,98.81,97.95,97.36,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.500,99.92,98.97,98.54,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.500,95.70,95.17,94.58,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.400,97.30,96.58,96.19,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.400,93.05,92.33,91.75,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.300,95.03,93.02,92.53,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,10,0.300,89.98,85.64,84.91,1.0476,1.0099,current
CC_CELL2,discharge,273,0.9594,25,0.200,91.70,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,10,0.200,82.71,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,25,0.150,87.20,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,10,0.150,65.78,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,25,0.100,69.32,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,10,0.100,37.07,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,25,0.050,38.03,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,10,0.050,18.82,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,25,0.020,22.32,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,273,0.9594,25,0.005,14.91,,,1.0476,1.0099,out-of-hull
CC_CELL2,discharge,393,0.9463,25,1.000,110.77,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,10,1.000,105.12,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,25,0.950,110.22,110.16,109.57,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.950,105.08,105.47,104.69,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,25,0.900,109.55,109.67,109.08,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.900,104.46,105.37,104.64,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,25,0.800,107.23,106.69,106.15,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.800,102.37,102.34,101.56,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,25,0.700,105.09,104.54,104.00,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.700,100.54,100.54,99.80,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,25,0.600,102.73,101.37,100.83,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.600,97.67,97.41,96.68,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,25,0.500,99.49,98.39,97.85,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.500,94.63,94.43,93.70,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,25,0.400,96.88,96.00,95.46,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.400,91.93,91.55,90.82,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,25,0.300,94.53,92.14,91.55,1.0564,1.0126,current
CC_CELL2,discharge,393,0.9463,10,0.300,88.63,84.47,100.00,1.0564,1.0126,voltage
CC_CELL2,discharge,393,0.9463,25,0.200,90.82,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,10,0.200,78.71,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,25,0.150,85.50,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,10,0.150,55.10,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,25,0.100,64.18,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,10,0.100,31.60,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,25,0.050,36.37,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,10,0.050,16.88,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,25,0.020,21.86,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,393,0.9463,25,0.005,15.29,,,1.0564,1.0126,out-of-hull
CC_CELL2,discharge,522,0.9340,25,1.000,109.95,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,10,1.000,103.81,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,25,0.950,109.40,109.62,108.89,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.950,103.78,104.79,103.76,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.900,108.65,109.13,108.40,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.900,103.17,104.69,103.71,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.800,106.47,106.25,105.52,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.800,101.30,101.76,100.83,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.700,104.43,104.15,103.47,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.700,99.44,100.05,99.12,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.600,102.07,101.03,100.34,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.600,96.71,96.97,96.09,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.500,98.82,98.14,97.46,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.500,93.54,94.09,93.21,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.400,96.16,95.56,94.92,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.400,90.73,91.06,90.14,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.300,93.64,91.31,90.58,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,10,0.300,87.02,83.30,82.18,1.0691,1.0166,current
CC_CELL2,discharge,522,0.9340,25,0.200,89.02,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,10,0.200,72.97,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,25,0.150,82.21,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,10,0.150,48.46,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,25,0.100,55.46,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,10,0.100,28.15,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,25,0.050,31.19,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,10,0.050,15.57,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,25,0.020,19.94,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,522,0.9340,25,0.005,14.18,,,1.0691,1.0166,out-of-hull
CC_CELL2,discharge,641,0.9264,25,1.000,109.18,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,10,1.000,102.13,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,25,0.950,108.69,109.13,108.25,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.950,102.34,104.15,102.93,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.900,107.95,108.79,107.91,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.900,101.80,104.30,103.12,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.800,105.91,105.71,104.88,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.800,100.00,101.12,100.00,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.700,103.93,103.66,102.83,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.700,98.16,99.46,98.34,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.600,101.54,100.44,99.61,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.600,95.41,96.24,95.21,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.500,98.30,97.56,96.78,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.500,92.28,93.41,92.38,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.400,95.66,95.21,94.43,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.400,89.38,90.58,89.50,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.300,93.06,90.87,90.04,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,10,0.300,85.11,82.81,81.47,1.0794,1.0198,current
CC_CELL2,discharge,641,0.9264,25,0.200,87.67,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,10,0.200,62.99,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,25,0.150,79.45,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,10,0.150,41.13,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,25,0.100,51.60,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,10,0.100,24.44,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,25,0.050,29.07,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,25,0.020,18.08,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,641,0.9264,25,0.005,12.76,,,1.0794,1.0198,out-of-hull
CC_CELL2,discharge,762,0.9191,25,1.000,108.24,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,10,1.000,100.85,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,25,0.950,107.80,109.13,108.01,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.950,100.54,104.10,102.64,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.900,107.04,108.20,107.13,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.900,99.94,103.52,102.05,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.800,105.11,105.18,104.15,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.800,98.46,100.49,99.07,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.700,103.20,103.22,102.15,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.700,96.66,98.88,97.51,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.600,100.76,100.05,99.07,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.600,93.86,95.80,94.48,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.500,97.54,97.07,96.09,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.500,90.70,92.77,91.46,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.400,94.86,94.48,93.51,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.400,87.59,89.65,88.28,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.300,92.07,90.09,88.96,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,10,0.300,82.50,81.54,79.83,1.0969,1.0253,current
CC_CELL2,discharge,762,0.9191,25,0.200,85.37,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,10,0.200,53.23,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,25,0.150,74.72,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,10,0.150,33.75,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,25,0.100,44.63,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,10,0.100,19.76,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,25,0.050,25.89,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,10,0.050,11.04,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,25,0.020,15.52,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,10,0.020,6.73,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,762,0.9191,25,0.005,10.97,,,1.0969,1.0253,out-of-hull
CC_CELL2,discharge,867,0.9103,25,1.000,106.98,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,10,1.000,98.91,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,25,0.950,106.55,108.11,104.20,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.950,98.68,102.78,97.36,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,25,0.900,105.79,107.62,103.71,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.900,98.20,102.73,97.51,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,25,0.800,103.93,104.79,101.07,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.800,96.70,99.95,94.97,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,25,0.700,102.06,102.59,98.97,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.700,94.99,98.14,93.36,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,25,0.600,99.57,99.51,95.95,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.600,92.37,95.07,90.38,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,25,0.500,96.36,96.58,93.07,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.500,89.31,92.19,87.50,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,25,0.400,93.59,93.95,90.38,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.400,85.83,89.01,84.13,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,25,0.300,90.34,88.62,84.62,1.3269,1.1045,current
CC_CELL2,discharge,867,0.9103,10,0.300,79.14,79.61,69.92,1.3269,1.1045,voltage
CC_CELL2,discharge,867,0.9103,25,0.200,80.55,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,10,0.200,42.73,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,25,0.150,59.95,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,10,0.150,27.02,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,25,0.100,35.30,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,10,0.100,16.15,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,25,0.050,21.30,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,10,0.050,9.50,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,25,0.020,13.23,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,10,0.020,5.66,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,867,0.9103,25,0.005,9.75,,,1.3269,1.1045,out-of-hull
CC_CELL2,discharge,986,0.8946,25,1.000,105.91,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,10,1.000,97.55,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,25,0.950,105.51,107.13,105.57,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.950,97.37,101.46,99.27,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,25,0.900,104.82,106.40,104.88,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.900,96.95,101.22,99.17,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,25,0.800,103.06,103.61,102.15,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.800,95.71,98.49,96.53,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,25,0.700,101.23,101.46,100.05,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.700,93.75,96.73,94.87,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,25,0.600,98.74,98.34,96.97,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.600,91.18,93.65,91.80,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,25,0.500,95.58,95.46,94.09,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.500,88.18,90.77,88.92,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,25,0.400,92.78,92.48,91.06,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.400,84.61,87.06,85.11,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,25,0.300,89.40,84.91,83.30,1.1229,1.0335,current
CC_CELL2,discharge,986,0.8946,10,0.300,78.28,72.27,67.58,1.1229,1.0335,voltage
CC_CELL2,discharge,986,0.8946,25,0.200,79.72,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,10,0.200,42.00,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,25,0.150,58.84,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,10,0.150,26.22,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,25,0.100,35.35,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,10,0.100,16.10,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,25,0.050,21.95,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,10,0.050,9.82,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,25,0.020,14.47,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,10,0.020,6.03,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,986,0.8946,25,0.005,11.10,,,1.1229,1.0335,out-of-hull
CC_CELL2,discharge,1100,0.8879,25,1.000,104.99,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,10,1.000,96.31,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,25,0.950,104.60,106.45,104.54,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.950,96.08,100.54,97.90,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,25,0.900,103.97,105.76,103.91,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.900,95.62,100.39,97.85,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,25,0.800,102.25,103.03,101.22,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.800,94.32,97.75,95.36,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,25,0.700,100.40,100.83,99.12,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.700,92.42,95.95,93.65,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,25,0.600,97.83,97.85,96.19,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.600,89.53,93.02,90.82,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,25,0.500,94.69,94.97,93.31,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.500,86.28,90.14,87.94,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,25,0.400,91.84,91.50,89.70,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.400,82.67,85.79,83.40,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,25,0.300,88.15,83.30,81.30,1.1441,1.0402,current
CC_CELL2,discharge,1100,0.8879,10,0.300,69.26,67.97,63.28,1.1441,1.0402,voltage
CC_CELL2,discharge,1100,0.8879,25,0.200,75.96,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,10,0.200,35.48,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,25,0.150,52.42,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,10,0.150,22.17,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,25,0.100,32.32,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,10,0.100,13.77,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,25,0.050,19.98,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,10,0.050,9.04,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,25,0.020,13.23,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,10,0.020,6.15,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1100,0.8879,25,0.005,10.15,,,1.1441,1.0402,out-of-hull
CC_CELL2,discharge,1220,0.8650,25,1.000,103.79,,,1.1620,1.0459,out-of-hull
CC_CELL2,discharge,1220,0.8650,10,1.000,94.79,,,1.1620,1.0459,out-of-hull
