fold,direction,cycle,SOH,temp_C,SOC,SOP_meas_W,SOP_A0_W,SOP_A8_W,k_f,k_s,limit_hit
BOOST_NEGPULSE,discharge,762,0.9191,10,0.050,11.04,,,1.0906,1.0234,out-of-hull
BOOST_NEGPULSE,discharge,762,0.9191,25,0.020,15.52,,,1.0906,1.0234,out-of-hull
BOOST_NEGPULSE,discharge,762,0.9191,10,0.020,6.73,,,1.0906,1.0234,out-of-hull
BOOST_NEGPULSE,discharge,762,0.9191,25,0.005,10.97,,,1.0906,1.0234,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,25,1.000,106.98,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,10,1.000,98.91,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,25,0.950,106.55,108.11,104.20,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.950,98.68,102.78,97.41,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,25,0.900,105.79,107.62,103.76,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.900,98.20,102.73,97.56,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,25,0.800,103.93,104.79,101.07,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.800,96.70,99.95,95.02,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,25,0.700,102.06,102.59,99.02,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.700,94.99,98.14,93.41,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,25,0.600,99.57,99.51,96.00,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.600,92.37,95.07,90.43,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,25,0.500,96.36,96.58,93.12,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.500,89.31,92.19,87.57,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,25,0.400,93.59,93.95,90.43,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.400,85.83,89.01,84.18,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,25,0.300,90.34,88.62,84.67,1.3248,1.0988,current
BOOST_NEGPULSE,discharge,867,0.9103,10,0.300,79.14,79.61,69.92,1.3248,1.0988,voltage
BOOST_NEGPULSE,discharge,867,0.9103,25,0.200,80.55,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,10,0.200,42.73,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,25,0.150,59.95,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,10,0.150,27.02,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,25,0.100,35.30,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,10,0.100,16.15,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,25,0.050,21.30,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,10,0.050,9.50,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,25,0.020,13.23,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,10,0.020,5.66,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,867,0.9103,25,0.005,9.75,,,1.3248,1.0988,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,25,1.000,105.91,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,10,1.000,97.55,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,25,0.950,105.51,107.13,105.66,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.950,97.37,101.46,99.41,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,25,0.900,104.82,106.40,104.98,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.900,96.95,101.22,99.27,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,25,0.800,103.06,103.61,102.20,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.800,95.71,98.49,96.63,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,25,0.700,101.23,101.46,100.15,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.700,93.75,96.73,94.97,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,25,0.600,98.74,98.34,97.07,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.600,91.18,93.65,91.89,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,25,0.500,95.58,95.46,94.14,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.500,88.18,90.77,89.01,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,25,0.400,92.78,92.48,91.11,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.400,84.61,87.06,85.21,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,25,0.300,89.40,84.91,83.37,1.1169,1.0312,current
BOOST_NEGPULSE,discharge,986,0.8946,10,0.300,78.28,72.27,67.77,1.1169,1.0312,voltage
BOOST_NEGPULSE,discharge,986,0.8946,25,0.200,79.72,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,10,0.200,42.00,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,25,0.150,58.84,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,10,0.150,26.22,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,25,0.100,35.35,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,10,0.100,16.10,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,25,0.050,21.95,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,10,0.050,9.82,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,25,0.020,14.47,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,10,0.020,6.03,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,986,0.8946,25,0.005,11.10,,,1.1169,1.0312,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,25,1.000,104.99,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,10,1.000,96.31,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.950,104.60,106.45,104.64,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.950,96.08,100.54,98.00,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.900,103.97,105.76,103.96,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.900,95.62,100.39,98.00,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.800,102.25,103.03,101.27,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.800,94.32,97.75,95.46,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.700,100.40,100.83,99.17,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.700,92.42,95.95,93.75,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.600,97.83,97.85,96.24,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.600,89.53,93.02,90.92,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.500,94.69,94.97,93.36,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.500,86.28,90.14,87.99,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.400,91.84,91.50,89.79,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.400,82.67,85.79,83.50,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.300,88.15,83.30,81.40,1.1385,1.0376,current
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.300,69.26,67.97,63.28,1.1385,1.0376,voltage
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.200,75.96,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.200,35.48,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.150,52.42,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.150,22.17,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.100,32.32,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.100,13.77,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.050,19.98,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.050,9.04,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.020,13.23,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,10,0.020,6.15,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1100,0.8879,25,0.005,10.15,,,1.1385,1.0376,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,25,1.000,103.79,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,1.000,94.79,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.950,103.41,104.39,102.10,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.950,94.59,97.80,94.58,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.900,102.85,103.56,101.32,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.900,94.16,97.56,94.53,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.800,101.17,100.98,98.88,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.800,92.90,95.21,92.33,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.700,99.33,98.68,96.63,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.700,90.96,93.31,90.58,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.600,96.79,95.51,93.51,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.600,88.32,90.16,87.50,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.500,93.66,92.68,90.67,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.500,85.10,87.30,84.62,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.400,90.75,87.40,85.16,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.400,81.17,80.62,77.61,1.1567,1.0430,current
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.300,86.80,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.300,64.89,56.43,51.76,1.1567,1.0430,voltage
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.200,73.19,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.200,34.14,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.150,51.21,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.150,21.90,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.100,31.57,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.100,14.48,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.050,19.95,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.050,9.81,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.020,14.25,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.020,6.89,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,25,0.005,11.73,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1220,0.8650,10,0.005,5.71,,,1.1567,1.0430,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,25,1.000,103.16,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,1.000,93.99,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.950,102.80,102.98,100.49,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.950,93.85,95.90,92.48,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.900,102.28,101.95,99.51,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.900,93.47,95.61,92.38,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.800,100.65,99.76,97.51,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.800,92.22,93.70,90.67,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.700,98.82,97.22,95.02,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.700,90.30,91.50,88.60,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.600,96.24,94.04,91.89,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.600,87.66,88.33,85.50,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.500,93.16,90.92,88.72,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.500,84.48,85.08,82.18,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.400,90.28,84.69,82.25,1.1577,1.0433,current
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.400,80.55,78.12,70.70,1.1577,1.0433,voltage
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.300,86.37,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.300,63.56,,46.29,1.1577,1.0433,voltage
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.200,73.24,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.200,33.97,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.150,52.01,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.150,22.02,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.100,32.39,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.100,14.74,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.050,20.62,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.050,10.11,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.020,15.05,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.020,7.52,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,25,0.005,12.63,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1333,0.8528,10,0.005,6.08,,,1.1577,1.0433,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,1.000,101.37,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,1.000,91.92,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.950,101.04,101.17,97.61,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.950,91.91,93.51,88.62,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.900,100.60,100.10,96.68,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.900,91.55,93.26,88.72,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.800,98.98,97.71,94.43,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.800,90.29,91.11,86.72,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.700,97.06,95.17,92.04,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.700,88.23,89.01,84.86,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.600,94.30,92.09,89.01,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.600,85.26,85.99,81.88,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.500,91.22,88.48,85.25,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.500,81.91,82.01,77.78,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.400,88.15,81.20,77.61,1.2084,1.0589,current
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.400,76.76,67.97,58.98,1.2084,1.0589,voltage
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.300,83.37,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.300,51.69,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.200,60.65,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.200,27.58,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.150,42.23,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.150,18.44,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.100,27.16,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.100,12.70,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.050,18.23,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.050,9.16,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.020,13.46,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.020,6.90,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,25,0.005,11.31,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1559,0.8371,10,0.005,5.54,,,1.2084,1.0589,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,25,1.000,99.31,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,10,1.000,89.36,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.950,98.99,98.63,94.68,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.950,89.35,90.23,84.84,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.900,98.59,97.61,93.90,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.900,88.96,90.23,85.21,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.800,96.89,95.31,91.75,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.800,87.46,88.18,83.40,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.700,94.75,92.82,89.45,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.700,85.08,86.23,81.71,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.600,91.74,89.21,85.74,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.600,81.77,82.42,77.88,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.500,88.63,84.79,81.10,1.2109,1.0597,current
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.500,77.77,77.47,67.19,1.2109,1.0597,voltage
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.400,85.04,76.88,66.41,1.2109,1.0597,voltage
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.400,58.57,53.91,46.09,1.2109,1.0597,voltage
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.300,77.88,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.300,36.04,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.200,46.46,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.200,20.69,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.150,32.72,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.150,13.89,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.100,22.37,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.100,10.31,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.050,16.69,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.050,8.03,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,25,0.020,12.55,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,discharge,1685,0.8180,10,0.020,6.01,,,1.2109,1.0597,out-of-hull
BOOST_NEGPULSE,charge,136,0.9781,25,0.950,15.00,15.62,15.62,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,10,0.950,11.26,9.38,9.38,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,25,0.900,22.85,31.25,25.00,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,10,0.900,16.39,14.06,12.50,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,25,0.800,37.69,46.88,43.75,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,10,0.800,29.48,34.38,31.25,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,25,0.700,61.68,61.04,61.23,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.700,55.75,59.38,53.12,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,25,0.600,60.66,100.00,60.55,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.600,61.28,61.23,61.62,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,25,0.500,58.84,58.79,58.98,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.500,59.77,59.77,60.06,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,25,0.400,57.58,57.42,57.62,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.400,58.51,58.50,58.79,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,25,0.300,56.70,56.45,56.74,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.300,57.64,57.57,57.91,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,25,0.200,55.67,55.37,55.57,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.200,56.64,56.84,57.23,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,25,0.150,54.90,54.49,54.74,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.150,55.92,56.01,56.45,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,25,0.100,54.10,53.91,54.15,1.1127,1.0299,current
BOOST_NEGPULSE,charge,136,0.9781,10,0.100,55.33,59.38,53.91,1.1127,1.0299,voltage
BOOST_NEGPULSE,charge,136,0.9781,25,0.050,53.85,,,1.1127,1.0299,out-of-hull
BOOST_NEGPULSE,charge,136,0.9781,10,0.050,54.99,,,1.1127,1.0299,out-of-hull
BOOST_NEGPULSE,charge,136,0.9781,25,0.020,53.00,,,1.1127,1.0299,out-of-hull
BOOST_NEGPULSE,charge,136,0.9781,25,0.005,51.71,,,1.1127,1.0299,out-of-hull
BOOST_NEGPULSE,charge,273,0.9594,25,0.950,14.67,15.62,14.06,1.0406,1.0087,voltage
BOOST_NEGPULSE,charge,273,0.9594,10,0.950,10.87,9.38,9.38,1.0406,1.0087,voltage
BOOST_NEGPULSE,charge,273,0.9594,25,0.900,22.11,31.25,28.12,1.0406,1.0087,voltage
BOOST_NEGPULSE,charge,273,0.9594,10,0.900,15.64,14.06,14.06,1.0406,1.0087,voltage
BOOST_NEGPULSE,charge,273,0.9594,25,0.800,37.28,46.88,45.31,1.0406,1.0087,voltage
BOOST_NEGPULSE,charge,273,0.9594,10,0.800,29.25,34.38,34.38,1.0406,1.0087,voltage
BOOST_NEGPULSE,charge,273,0.9594,25,0.700,61.75,60.94,61.04,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.700,53.78,56.25,53.12,1.0406,1.0087,voltage
BOOST_NEGPULSE,charge,273,0.9594,25,0.600,60.73,59.72,59.81,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.600,61.43,60.55,60.64,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,25,0.500,58.93,58.74,58.84,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.500,59.90,59.77,59.86,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,25,0.400,57.67,57.42,57.52,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.400,58.66,58.50,58.64,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,25,0.300,56.80,56.49,56.59,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.300,57.80,57.67,57.81,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,25,0.200,55.77,55.27,55.37,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.200,56.84,56.88,57.03,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,25,0.150,55.03,54.39,54.49,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.150,56.16,55.96,56.05,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,25,0.100,54.24,53.86,54.00,1.0406,1.0087,current
BOOST_NEGPULSE,charge,273,0.9594,10,0.100,55.52,56.25,53.91,1.0406,1.0087,voltage
