cell,cycle,SOH,SOC_true,SOC_ekf,soc_err,extrap,I_meas_A,I_oracle_A,I_ekf_A
BOOST_NEGPULSE,825,0.85085,0.2817,0.2975,0.0158,1.303,-37.98,-38.12,-38.788
BOOST_NEGPULSE,862,0.84305,1.0,0.9834,-0.0166,2.691,-77.723,-76.271,-77.045
BOOST_NEGPULSE,862,0.84305,0.9581,0.9419,-0.0162,2.689,-77.663,-76.766,-77.142
BOOST_NEGPULSE,862,0.84305,0.9163,0.9129,-0.0034,2.656,-76.711,-75.91,-75.841
BOOST_NEGPULSE,862,0.84305,0.8325,0.8438,0.0113,2.628,-75.896,-75.218,-75.356
BOOST_NEGPULSE,862,0.84305,0.7488,0.7569,0.0081,2.56,-73.94,-74.043,-73.748
BOOST_NEGPULSE,862,0.84305,0.6651,0.6785,0.0134,2.47,-71.352,-70.869,-70.66
BOOST_NEGPULSE,862,0.84305,0.5814,0.5981,0.0167,2.265,-65.416,-66.974,-66.092
BOOST_NEGPULSE,862,0.84305,0.4976,0.5126,0.015,2.17,-62.666,-61.543,-61.685
BOOST_NEGPULSE,862,0.84305,0.4139,0.4272,0.0133,1.937,-55.938,-54.508,-54.379
BOOST_NEGPULSE,862,0.84305,0.3302,0.3464,0.0162,1.603,-46.286,-39.982,-41.314
BOOST_NEGPULSE,862,0.84305,0.2883,0.3076,0.0193,1.268,-36.625,-37.723,-38.213
BOOST_NEGPULSE,900,0.84036,1.0,0.9856,-0.0144,2.764,-79.561,-75.345,-76.13
BOOST_NEGPULSE,900,0.84036,0.9583,0.9439,-0.0144,2.77,-79.728,-75.854,-76.278
BOOST_NEGPULSE,900,0.84036,0.9165,0.9144,-0.0021,2.724,-78.421,-75.032,-74.99
BOOST_NEGPULSE,900,0.84036,0.8331,0.8456,0.0125,2.646,-76.155,-74.394,-74.544
BOOST_NEGPULSE,900,0.84036,0.7497,0.7587,0.009,2.622,-75.484,-73.38,-72.921
BOOST_NEGPULSE,900,0.84036,0.6662,0.681,0.0148,2.479,-71.349,-70.107,-69.956
BOOST_NEGPULSE,900,0.84036,0.5828,0.6017,0.0189,2.318,-66.731,-66.222,-65.747
BOOST_NEGPULSE,900,0.84036,0.4993,0.5164,0.0171,2.179,-62.718,-60.871,-60.738
BOOST_NEGPULSE,900,0.84036,0.4159,0.4307,0.0148,1.984,-57.107,-53.649,-53.509
BOOST_NEGPULSE,900,0.84036,0.3325,0.3493,0.0168,1.61,-46.357,-39.391,-40.786
BOOST_NEGPULSE,900,0.84036,0.2907,0.3105,0.0198,1.31,-37.706,-37.327,-37.936
BOOST_NEGPULSE,937,0.83123,1.0,0.9866,-0.0134,2.669,-76.048,-68.197,-68.825
BOOST_NEGPULSE,937,0.83123,0.9587,0.9462,-0.0125,2.678,-76.293,-68.64,-69.123
BOOST_NEGPULSE,937,0.83123,0.9174,0.9182,0.0008,2.634,-75.046,-68.09,-68.102
BOOST_NEGPULSE,937,0.83123,0.8348,0.8512,0.0164,2.566,-73.099,-68.166,-67.918
BOOST_NEGPULSE,937,0.83123,0.7522,0.7656,0.0134,2.541,-72.386,-67.132,-66.545
BOOST_NEGPULSE,937,0.83123,0.6696,0.6903,0.0207,2.405,-68.533,-64.12,-64.206
BOOST_NEGPULSE,937,0.83123,0.587,0.6133,0.0263,2.247,-64.022,-60.35,-60.073
BOOST_NEGPULSE,937,0.83123,0.5045,0.5289,0.0244,2.109,-60.072,-55.138,-54.565
BOOST_NEGPULSE,937,0.83123,0.4219,0.4434,0.0215,1.918,-54.637,-48.495,-48.307
BOOST_NEGPULSE,937,0.83123,0.3393,0.3611,0.0218,1.551,-44.183,-36.704,-38.446
BOOST_NEGPULSE,937,0.83123,0.298,0.3223,0.0243,1.266,-36.08,-34.51,-35.244
BOOST_NEGPULSE,975,0.81896,1.0,0.9871,-0.0129,2.583,-72.46,-70.475,-71.056
BOOST_NEGPULSE,975,0.81896,0.9593,0.9492,-0.0101,2.64,-74.066,-70.694,-71.163
BOOST_NEGPULSE,975,0.81896,0.9187,0.9234,0.0047,2.643,-74.143,-70.038,-70.113
BOOST_NEGPULSE,975,0.81896,0.8373,0.8591,0.0218,2.532,-71.028,-70.63,-69.518
BOOST_NEGPULSE,975,0.81896,0.756,0.7756,0.0196,2.527,-70.881,-69.38,-68.567
BOOST_NEGPULSE,975,0.81896,0.6747,0.7034,0.0287,2.366,-66.377,-65.878,-66.287
BOOST_NEGPULSE,975,0.81896,0.5934,0.6294,0.036,2.232,-62.604,-61.36,-61.892
BOOST_NEGPULSE,975,0.81896,0.5121,0.5473,0.0352,2.08,-58.349,-56.176,-55.137
BOOST_NEGPULSE,975,0.81896,0.4308,0.4623,0.0315,1.9,-53.298,-51.287,-49.988
BOOST_NEGPULSE,975,0.81896,0.3495,0.3797,0.0302,1.578,-44.263,-38.192,-43.861
BOOST_NEGPULSE,975,0.81896,0.3088,0.34,0.0312,1.27,-35.629,-35.172,-35.409
BOOST_NEGPULSE,1012,0.81164,1.0,0.987,-0.013,2.553,-70.956,-66.477,-67.049
BOOST_NEGPULSE,1012,0.81164,0.9597,0.9506,-0.0091,2.571,-71.448,-66.743,-67.176
BOOST_NEGPULSE,1012,0.81164,0.9194,0.9258,0.0064,2.511,-69.803,-66.328,-66.418
BOOST_NEGPULSE,1012,0.81164,0.8389,0.8633,0.0244,2.496,-69.378,-66.979,-65.568
BOOST_NEGPULSE,1012,0.81164,0.7583,0.7824,0.0241,2.421,-67.291,-65.133,-64.218
BOOST_NEGPULSE,1012,0.81164,0.6777,0.7123,0.0346,2.311,-64.232,-62.33,-62.626
BOOST_NEGPULSE,1012,0.81164,0.5972,0.6403,0.0431,2.149,-59.739,-58.12,-58.347
BOOST_NEGPULSE,1012,0.81164,0.5166,0.5588,0.0422,2.028,-56.367,-53.157,-52.453
BOOST_NEGPULSE,1012,0.81164,0.436,0.4744,0.0384,1.851,-51.454,-47.763,-47.922
BOOST_NEGPULSE,1012,0.81164,0.3555,0.3927,0.0372,1.49,-41.403,-37.078,-45.008
BOOST_NEGPULSE,1012,0.81164,0.3152,0.3532,0.038,1.254,-34.845,-34.415,-35.568
BOOST_NEGPULSE,1050,0.80426,1.0,0.9875,-0.0125,2.525,-69.605,-66.806,-67.339
BOOST_NEGPULSE,1050,0.80426,0.96,0.9527,-0.0073,2.562,-70.608,-67.043,-67.378
BOOST_NEGPULSE,1050,0.80426,0.9201,0.9283,0.0082,2.49,-68.629,-66.635,-66.713
BOOST_NEGPULSE,1050,0.80426,0.8402,0.8676,0.0274,2.458,-67.738,-67.547,-65.814
BOOST_NEGPULSE,1050,0.80426,0.7603,0.789,0.0287,2.397,-66.059,-64.947,-64.211
BOOST_NEGPULSE,1050,0.80426,0.6804,0.7212,0.0408,2.285,-62.987,-62.365,-62.696
BOOST_NEGPULSE,1050,0.80426,0.6005,0.6518,0.0513,2.123,-58.519,-58.283,-58.82
BOOST_NEGPULSE,1050,0.80426,0.5206,0.5706,0.05,2.006,-55.297,-53.192,-53.036
BOOST_NEGPULSE,1050,0.80426,0.4407,0.4865,0.0458,1.86,-51.265,-47.234,-49.233
BOOST_NEGPULSE,1050,0.80426,0.3608,0.4048,0.044,1.472,-40.583,-37.682,-47.577
BOOST_NEGPULSE,1050,0.80426,0.3209,0.3654,0.0445,1.234,-33.997,-35.71,-37.248
BOOST_NEGPULSE,1087,0.79359,1.0,0.9881,-0.0119,2.468,-67.101,-66.054,-66.526
BOOST_NEGPULSE,1087,0.79359,0.9606,0.9544,-0.0062,2.52,-68.515,-66.143,-66.35
BOOST_NEGPULSE,1087,0.79359,0.9212,0.9295,0.0083,2.433,-66.151,-65.583,-65.68
BOOST_NEGPULSE,1087,0.79359,0.8424,0.8701,0.0277,2.42,-65.792,-68.072,-65.246
BOOST_NEGPULSE,1087,0.79359,0.7636,0.7932,0.0296,2.346,-63.779,-65.287,-64.73
BOOST_NEGPULSE,1087,0.79359,0.6847,0.7246,0.0399,2.25,-61.171,-61.192,-61.413
BOOST_NEGPULSE,1087,0.79359,0.6059,0.6548,0.0489,2.093,-56.918,-57.143,-58.066
BOOST_NEGPULSE,1087,0.79359,0.5271,0.5757,0.0486,1.98,-53.835,-52.423,-52.415
BOOST_NEGPULSE,1087,0.79359,0.4483,0.494,0.0457,1.782,-48.441,-45.292,-48.586
BOOST_NEGPULSE,1087,0.79359,0.3695,0.4139,0.0444,1.457,-39.619,-40.333,-46.381
BOOST_NEGPULSE,1087,0.79359,0.3301,0.3736,0.0435,1.213,-32.988,-36.592,-39.774
BOOST_NEGPULSE,1135,0.81795,1.0,0.9824,-0.0176,2.643,-74.078,-74.126,-74.941
BOOST_NEGPULSE,1135,0.81795,0.9593,0.946,-0.0133,2.562,-71.83,-74.424,-74.866
BOOST_NEGPULSE,1135,0.81795,0.9187,0.9207,0.002,2.582,-72.382,-73.777,-73.815
BOOST_NEGPULSE,1135,0.81795,0.8374,0.8524,0.015,2.523,-70.723,-73.738,-73.183
BOOST_NEGPULSE,1135,0.81795,0.7562,0.7675,0.0113,2.491,-69.835,-72.454,-71.96
BOOST_NEGPULSE,1135,0.81795,0.6749,0.6934,0.0185,2.292,-64.253,-68.591,-68.866
BOOST_NEGPULSE,1135,0.81795,0.5937,0.616,0.0223,2.182,-61.177,-63.606,-64.084
BOOST_NEGPULSE,1135,0.81795,0.5124,0.5323,0.0199,2.036,-57.069,-58.328,-57.361
BOOST_NEGPULSE,1135,0.81795,0.4312,0.4498,0.0186,1.846,-51.758,-53.367,-51.179
BOOST_NEGPULSE,1135,0.81795,0.3499,0.3691,0.0192,1.464,-41.034,-39.677,-42.888
BOOST_NEGPULSE,1135,0.81795,0.3093,0.3292,0.0199,1.244,-34.863,-36.302,-36.145
BOOST_NEGPULSE,1172,0.80758,1.0,0.9828,-0.0172,2.576,-71.256,-72.916,-73.685
BOOST_NEGPULSE,1172,0.80758,0.9599,0.9488,-0.0111,2.62,-72.479,-73.202,-73.661
BOOST_NEGPULSE,1172,0.80758,0.9198,0.925,0.0052,2.523,-69.777,-72.633,-72.707
BOOST_NEGPULSE,1172,0.80758,0.8396,0.8594,0.0198,2.519,-69.661,-72.894,-71.783
BOOST_NEGPULSE,1172,0.80758,0.7594,0.778,0.0186,2.43,-67.212,-70.44,-69.675
BOOST_NEGPULSE,1172,0.80758,0.6793,0.7069,0.0276,2.307,-63.815,-67.35,-67.64
BOOST_NEGPULSE,1172,0.80758,0.5991,0.6327,0.0336,2.146,-59.357,-62.563,-62.626
BOOST_NEGPULSE,1172,0.80758,0.5189,0.5499,0.031,2.015,-55.724,-57.171,-56.056
BOOST_NEGPULSE,1172,0.80758,0.4387,0.4688,0.0301,1.807,-49.975,-51.211,-51.272
BOOST_NEGPULSE,1172,0.80758,0.3586,0.3894,0.0308,1.476,-40.814,-39.974,-47.136
BOOST_NEGPULSE,1172,0.80758,0.3185,0.3493,0.0308,1.214,-33.575,-37.246,-37.42
BOOST_NEGPULSE,1210,0.79712,1.0,0.9838,-0.0162,2.577,-70.341,-64.429,-65.08
BOOST_NEGPULSE,1210,0.79712,0.9604,0.9515,-0.0089,2.599,-70.925,-64.723,-65.059
BOOST_NEGPULSE,1210,0.79712,0.9209,0.9278,0.0069,2.523,-68.863,-64.283,-64.352
BOOST_NEGPULSE,1210,0.79712,0.8418,0.8645,0.0227,2.534,-69.157,-65.589,-63.797
BOOST_NEGPULSE,1210,0.79712,0.7626,0.7854,0.0228,2.432,-66.366,-62.928,-62.516
BOOST_NEGPULSE,1210,0.79712,0.6835,0.7163,0.0328,2.327,-63.512,-59.599,-59.91
BOOST_NEGPULSE,1210,0.79712,0.6044,0.644,0.0396,2.147,-58.609,-55.537,-56.132
BOOST_NEGPULSE,1210,0.79712,0.5253,0.5625,0.0372,2.029,-55.372,-50.808,-50.345
BOOST_NEGPULSE,1210,0.79712,0.4462,0.482,0.0358,1.813,-49.486,-44.644,-46.587
BOOST_NEGPULSE,1210,0.79712,0.3671,0.4033,0.0362,1.491,-40.685,-38.316,-46.114
BOOST_NEGPULSE,1210,0.79712,0.3275,0.3637,0.0362,1.22,-33.288,-35.222,-36.407
BOOST_NEGPULSE,1247,0.79034,1.0,0.9832,-0.0168,2.515,-68.068,-64.338,-64.991
BOOST_NEGPULSE,1247,0.79034,0.9607,0.9514,-0.0093,2.474,-66.973,-64.488,-64.79
BOOST_NEGPULSE,1247,0.79034,0.9215,0.9268,0.0053,2.46,-66.574,-63.992,-64.025
BOOST_NEGPULSE,1247,0.79034,0.8431,0.862,0.0189,2.423,-65.589,-66.363,-64.009
BOOST_NEGPULSE,1247,0.79034,0.7646,0.7829,0.0183,2.365,-64.01,-63.95,-63.605
BOOST_NEGPULSE,1247,0.79034,0.6861,0.7113,0.0252,2.237,-60.539,-59.227,-59.474
BOOST_NEGPULSE,1247,0.79034,0.6077,0.6376,0.0299,2.093,-56.646,-55.044,-55.751
BOOST_NEGPULSE,1247,0.79034,0.5292,0.5574,0.0282,1.946,-52.675,-50.594,-50.074
BOOST_NEGPULSE,1247,0.79034,0.4508,0.4783,0.0275,1.754,-47.469,-43.477,-45.287
BOOST_NEGPULSE,1247,0.79034,0.3723,0.401,0.0287,1.444,-39.074,-40.021,-46.645
BOOST_NEGPULSE,1247,0.79034,0.3331,0.3617,0.0286,1.193,-32.296,-35.759,-36.863
BOOST_NEGPULSE,1285,0.78893,1.0,0.9817,-0.0183,2.415,-65.303,-63.121,-63.823
BOOST_NEGPULSE,1285,0.78893,0.9608,0.95,-0.0108,2.449,-66.23,-63.263,-63.61
BOOST_NEGPULSE,1285,0.78893,0.9216,0.9255,0.0039,2.366,-63.977,-62.825,-62.828
BOOST_NEGPULSE,1285,0.78893,0.8432,0.8587,0.0155,2.37,-64.095,-65.03,-63.002
BOOST_NEGPULSE,1285,0.78893,0.7648,0.7793,0.0145,2.271,-61.428,-62.981,-62.707
BOOST_NEGPULSE,1285,0.78893,0.6864,0.7071,0.0207,2.154,-58.245,-58.048,-58.263
BOOST_NEGPULSE,1285,0.78893,0.608,0.6328,0.0248,2.037,-55.102,-53.881,-54.499
BOOST_NEGPULSE,1285,0.78893,0.5297,0.5524,0.0227,1.879,-50.803,-49.558,-48.956
BOOST_NEGPULSE,1285,0.78893,0.4513,0.4739,0.0226,1.716,-46.415,-42.534,-43.926
BOOST_NEGPULSE,1285,0.78893,0.3729,0.397,0.0241,1.347,-36.437,-39.551,-45.104
BOOST_NEGPULSE,1285,0.78893,0.3337,0.3575,0.0238,1.142,-30.887,-35.201,-35.755
BOOST_NEGPULSE,1322,0.77735,1.0,0.9824,-0.0176,2.374,-63.221,-54.848,-55.21
BOOST_NEGPULSE,1322,0.77735,0.9614,0.9525,-0.0089,2.41,-64.172,-54.732,-54.991
BOOST_NEGPULSE,1322,0.77735,0.9228,0.9273,0.0045,2.33,-62.045,-54.716,-54.713
BOOST_NEGPULSE,1322,0.77735,0.8456,0.8594,0.0138,2.337,-62.231,-56.674,-54.855
BOOST_NEGPULSE,1322,0.77735,0.7684,0.7823,0.0139,2.235,-59.529,-56.891,-56.758
BOOST_NEGPULSE,1322,0.77735,0.6912,0.7089,0.0177,2.125,-56.584,-50.963,-50.631
BOOST_NEGPULSE,1322,0.77735,0.614,0.6347,0.0207,1.982,-52.78,-47.499,-48.112
BOOST_NEGPULSE,1322,0.77735,0.5368,0.5563,0.0195,1.851,-49.305,-42.544,-42.922
BOOST_NEGPULSE,1322,0.77735,0.4596,0.4805,0.0209,1.697,-45.184,-37.358,-38.789
BOOST_NEGPULSE,1322,0.77735,0.3825,0.4049,0.0224,1.333,-35.509,-37.446,-40.241
BOOST_NEGPULSE,1322,0.77735,0.3439,0.3655,0.0216,1.141,-30.388,-32.369,-34.046
BOOST_NEGPULSE,1360,0.77257,1.0,0.984,-0.016,2.312,-61.196,-57.083,-57.174
BOOST_NEGPULSE,1360,0.77257,0.9616,0.9551,-0.0065,2.316,-61.317,-56.639,-56.815
BOOST_NEGPULSE,1360,0.77257,0.9232,0.9305,0.0073,2.331,-61.708,-56.699,-56.704
BOOST_NEGPULSE,1360,0.77257,0.8465,0.8629,0.0164,2.26,-59.825,-58.233,-56.313
BOOST_NEGPULSE,1360,0.77257,0.7698,0.7878,0.018,2.219,-58.74,-59.123,-59.574
BOOST_NEGPULSE,1360,0.77257,0.693,0.718,0.025,2.066,-54.703,-52.692,-52.186
BOOST_NEGPULSE,1360,0.77257,0.6163,0.645,0.0287,1.955,-51.757,-49.35,-50.226
BOOST_NEGPULSE,1360,0.77257,0.5396,0.5667,0.0271,1.808,-47.864,-43.71,-44.194
BOOST_NEGPULSE,1360,0.77257,0.4628,0.4899,0.0271,1.622,-42.93,-38.831,-40.705
BOOST_NEGPULSE,1360,0.77257,0.3861,0.4158,0.0297,1.335,-35.341,-38.587,-39.142
BOOST_NEGPULSE,1360,0.77257,0.3477,0.3757,0.028,1.096,-29.025,-33.664,-36.136
BOOST_NEGPULSE,1397,0.76186,1.0,0.9838,-0.0162,2.269,-59.218,-61.745,-61.721
BOOST_NEGPULSE,1397,0.76186,0.9622,0.9623,0.0001,2.213,-57.762,-60.579,-60.58
BOOST_NEGPULSE,1397,0.76186,0.9243,0.9388,0.0145,2.225,-58.077,-60.455,-60.227
BOOST_NEGPULSE,1397,0.76186,0.8487,0.8717,0.023,2.171,-56.65,-61.072,-59.09
BOOST_NEGPULSE,1397,0.76186,0.773,0.8003,0.0273,2.115,-55.186,-63.775,-65.617
BOOST_NEGPULSE,1397,0.76186,0.6974,0.7366,0.0392,1.996,-52.082,-55.123,-55.253
BOOST_NEGPULSE,1397,0.76186,0.6217,0.6692,0.0475,1.872,-48.852,-53.149,-53.844
BOOST_NEGPULSE,1397,0.76186,0.5461,0.5919,0.0458,1.781,-46.471,-46.044,-47.446
BOOST_NEGPULSE,1397,0.76186,0.4704,0.5132,0.0428,1.553,-40.54,-41.647,-43.713
BOOST_NEGPULSE,1397,0.76186,0.3948,0.4402,0.0454,1.273,-33.226,-40.866,-36.548
BOOST_NEGPULSE,1397,0.76186,0.357,0.4032,0.0462,1.057,-27.589,-36.965,-40.253
BOOST_NEGPULSE,1435,0.75837,1.0,0.9835,-0.0165,2.224,-57.84,-60.806,-60.771
BOOST_NEGPULSE,1435,0.75837,0.9623,0.9625,0.0002,2.256,-58.666,-59.671,-59.671
BOOST_NEGPULSE,1435,0.75837,0.9246,0.9392,0.0146,2.188,-56.916,-59.725,-59.505
BOOST_NEGPULSE,1435,0.75837,0.8492,0.871,0.0218,2.194,-57.064,-59.626,-57.885
BOOST_NEGPULSE,1435,0.75837,0.7738,0.8005,0.0267,2.085,-54.219,-62.745,-65.246
BOOST_NEGPULSE,1435,0.75837,0.6984,0.738,0.0396,1.979,-51.471,-53.862,-54.113
BOOST_NEGPULSE,1435,0.75837,0.6231,0.6713,0.0482,1.864,-48.475,-52.189,-53.024
BOOST_NEGPULSE,1435,0.75837,0.5477,0.5944,0.0467,1.716,-44.627,-45.05,-46.603
BOOST_NEGPULSE,1435,0.75837,0.4723,0.5168,0.0445,1.556,-40.459,-40.747,-42.856
BOOST_NEGPULSE,1435,0.75837,0.3969,0.4425,0.0456,1.209,-31.437,-40.547,-35.454
BOOST_NEGPULSE,1435,0.75837,0.3592,0.4054,0.0462,1.042,-27.099,-36.524,-39.168
BOOST_NEGPULSE,1472,0.74786,1.0,0.9817,-0.0183,2.167,-55.549,-56.855,-56.821
BOOST_NEGPULSE,1472,0.74786,0.9628,0.9628,0.0,2.153,-55.189,-57.58,-57.577
BOOST_NEGPULSE,1472,0.74786,0.9257,0.9413,0.0156,2.131,-54.613,-58.024,-58.348
BOOST_NEGPULSE,1472,0.74786,0.8514,0.8745,0.0231,2.149,-55.084,-55.32,-53.771
BOOST_NEGPULSE,1472,0.74786,0.7771,0.8055,0.0284,2.025,-51.894,-59.175,-63.431
BOOST_NEGPULSE,1472,0.74786,0.7028,0.7472,0.0444,1.94,-49.714,-50.41,-49.447
BOOST_NEGPULSE,1472,0.74786,0.6285,0.6799,0.0514,1.795,-46.005,-49.229,-48.839
BOOST_NEGPULSE,1472,0.74786,0.5542,0.6052,0.051,1.682,-43.107,-41.864,-44.355
BOOST_NEGPULSE,1472,0.74786,0.4799,0.5303,0.0504,1.471,-37.712,-38.475,-39.932
BOOST_NEGPULSE,1472,0.74786,0.4056,0.4572,0.0516,1.181,-30.269,-39.84,-33.804
BOOST_NEGPULSE,1472,0.74786,0.3685,0.4178,0.0493,1.009,-25.863,-34.414,-36.903
BOOST_NEGPULSE,1510,0.73448,1.0,0.9869,-0.0131,2.267,-57.051,-53.897,-55.022
BOOST_NEGPULSE,1510,0.73448,0.9635,0.9658,0.0023,2.29,-57.634,-56.494,-56.224
BOOST_NEGPULSE,1510,0.73448,0.927,0.9433,0.0163,2.241,-56.388,-55.264,-56.947
BOOST_NEGPULSE,1510,0.73448,0.8541,0.8784,0.0243,2.22,-55.871,-52.518,-50.858
BOOST_NEGPULSE,1510,0.73448,0.7812,0.8092,0.028,2.168,-54.547,-53.338,-56.263
BOOST_NEGPULSE,1510,0.73448,0.7082,0.7506,0.0424,2.019,-50.818,-47.854,-47.431
BOOST_NEGPULSE,1510,0.73448,0.6353,0.6866,0.0513,1.924,-48.417,-46.48,-45.228
BOOST_NEGPULSE,1510,0.73448,0.5623,0.6151,0.0528,1.755,-44.15,-39.911,-42.21
BOOST_NEGPULSE,1510,0.73448,0.4894,0.5423,0.0529,1.574,-39.613,-39.979,-37.269
BOOST_NEGPULSE,1510,0.73448,0.4164,0.4718,0.0554,1.233,-31.024,-31.241,-36.214
BOOST_NEGPULSE,1547,0.72047,1.0,0.9881,-0.0119,2.273,-56.056,-52.988,-54.375
BOOST_NEGPULSE,1547,0.72047,0.9642,0.9655,0.0013,2.191,-54.036,-56.723,-56.53
BOOST_NEGPULSE,1547,0.72047,0.9285,0.9415,0.013,2.23,-55.004,-55.555,-56.89
BOOST_NEGPULSE,1547,0.72047,0.857,0.8769,0.0199,2.235,-55.116,-52.352,-51.015
BOOST_NEGPULSE,1547,0.72047,0.7855,0.8084,0.0229,2.116,-52.183,-51.033,-50.476
BOOST_NEGPULSE,1547,0.72047,0.714,0.748,0.034,2.031,-50.077,-48.517,-50.106
BOOST_NEGPULSE,1547,0.72047,0.6425,0.685,0.0425,1.876,-46.261,-45.328,-45.102
BOOST_NEGPULSE,1547,0.72047,0.5711,0.613,0.0419,1.76,-43.401,-42.08,-45.77
BOOST_NEGPULSE,1547,0.72047,0.4996,0.5437,0.0441,1.544,-38.067,-43.313,-37.202
BOOST_NEGPULSE,1547,0.72047,0.4281,0.4745,0.0464,1.26,-31.083,-33.352,-36.788
BOOST_NEGPULSE,1585,0.72476,1.0,0.988,-0.012,2.117,-52.674,-53.559,-54.531
BOOST_NEGPULSE,1585,0.72476,0.9639,0.9647,0.0008,2.137,-53.157,-57.032,-56.909
BOOST_NEGPULSE,1585,0.72476,0.9279,0.9402,0.0123,2.089,-51.971,-55.758,-57.035
BOOST_NEGPULSE,1585,0.72476,0.8557,0.8726,0.0169,2.078,-51.691,-52.473,-51.313
BOOST_NEGPULSE,1585,0.72476,0.7836,0.8025,0.0189,2.011,-50.037,-50.355,-52.47
BOOST_NEGPULSE,1585,0.72476,0.7115,0.7413,0.0298,1.876,-46.681,-47.572,-48.896
BOOST_NEGPULSE,1585,0.72476,0.6394,0.6764,0.037,1.798,-44.729,-44.691,-44.882
BOOST_NEGPULSE,1585,0.72476,0.5673,0.6033,0.036,1.626,-40.455,-40.305,-45.665
BOOST_NEGPULSE,1585,0.72476,0.4952,0.5342,0.039,1.457,-36.258,-42.127,-37.559
BOOST_NEGPULSE,1585,0.72476,0.4231,0.4644,0.0413,1.153,-28.68,-32.437,-34.759
BOOST_NEGPULSE,1660,0.70178,1.0,0.9825,-0.0175,2.049,-49.291,-44.914,-46.842
BOOST_NEGPULSE,1660,0.70178,0.9651,0.9601,-0.005,2.078,-50.004,-48.164,-48.802
BOOST_NEGPULSE,1660,0.70178,0.9302,0.935,0.0048,2.024,-48.702,-46.361,-47.006
BOOST_NEGPULSE,1660,0.70178,0.8605,0.8655,0.005,2.026,-48.754,-43.784,-43.219
BOOST_NEGPULSE,1660,0.70178,0.7908,0.7976,0.0068,1.912,-46.011,-45.675,-45.653
BOOST_NEGPULSE,1660,0.70178,0.721,0.7358,0.0148,1.818,-43.749,-40.719,-42.5
BOOST_NEGPULSE,1660,0.70178,0.6513,0.6706,0.0193,1.691,-40.685,-37.821,-37.05
BOOST_NEGPULSE,1660,0.70178,0.5815,0.5979,0.0164,1.569,-37.744,-38.378,-43.351
BOOST_NEGPULSE,1660,0.70178,0.5118,0.5318,0.02,1.378,-33.163,-35.742,-31.672
BOOST_NEGPULSE_1S,81,0.98469,1.0,0.9897,-0.0103,3.641,-122.681,-122.537,-125.095
BOOST_NEGPULSE_1S,81,0.98469,0.9498,0.9443,-0.0055,3.845,-129.558,-129.709,-129.59
BOOST_NEGPULSE_1S,81,0.98469,0.901,0.8955,-0.0055,3.785,-127.526,-127.634,-127.238
BOOST_NEGPULSE_1S,81,0.98469,0.8033,0.7985,-0.0048,3.434,-115.717,-115.455,-115.274
BOOST_NEGPULSE_1S,81,0.98469,0.7056,0.7036,-0.002,3.395,-114.396,-112.542,-112.664
BOOST_NEGPULSE_1S,81,0.98469,0.6079,0.6076,-0.0003,3.208,-108.106,-105.343,-105.393
BOOST_NEGPULSE_1S,81,0.98469,0.5103,0.5014,-0.0089,2.941,-99.092,-98.315,-99.25
BOOST_NEGPULSE_1S,81,0.98469,0.4126,0.4047,-0.0079,2.75,-92.677,-92.152,-92.44
BOOST_NEGPULSE_1S,81,0.98469,0.315,0.3112,-0.0038,2.543,-85.691,-85.607,-85.758
BOOST_NEGPULSE_1S,81,0.98469,0.2173,0.2146,-0.0027,2.189,-73.747,-73.525,-73.582
BOOST_NEGPULSE_1S,81,0.98469,0.1685,0.1616,-0.0069,1.844,-62.122,-64.042,-63.586
BOOST_NEGPULSE_1S,118,0.97493,1.0,0.9897,-0.0103,3.621,-120.743,-121.552,-123.873
BOOST_NEGPULSE_1S,118,0.97493,0.9505,0.9439,-0.0066,3.809,-126.993,-128.331,-128.332
BOOST_NEGPULSE_1S,118,0.97493,0.9022,0.8955,-0.0067,3.76,-125.37,-126.56,-126.261
BOOST_NEGPULSE_1S,118,0.97493,0.8056,0.8009,-0.0047,3.428,-114.286,-114.967,-114.559
BOOST_NEGPULSE_1S,118,0.97493,0.7089,0.7065,-0.0024,3.4,-113.358,-111.427,-111.572
BOOST_NEGPULSE_1S,118,0.97493,0.6123,0.6101,-0.0022,3.208,-106.951,-105.199,-105.555
BOOST_NEGPULSE_1S,118,0.97493,0.5156,0.5068,-0.0088,2.945,-98.198,-98.38,-99.11
BOOST_NEGPULSE_1S,118,0.97493,0.4191,0.4111,-0.008,2.757,-91.92,-91.92,-92.241
BOOST_NEGPULSE_1S,118,0.97493,0.3224,0.3184,-0.004,2.553,-85.131,-85.499,-85.659
BOOST_NEGPULSE_1S,118,0.97493,0.2258,0.2227,-0.0031,2.191,-73.047,-72.897,-72.959
BOOST_NEGPULSE_1S,118,0.97493,0.1775,0.1715,-0.006,1.84,-61.351,-61.901,-61.865
BOOST_NEGPULSE_1S,156,0.96731,1.0,0.9897,-0.0103,3.591,-118.775,-117.539,-119.745
BOOST_NEGPULSE_1S,156,0.96731,0.9513,0.9438,-0.0075,3.76,-124.381,-123.573,-123.764
BOOST_NEGPULSE_1S,156,0.96731,0.9034,0.8956,-0.0078,3.713,-122.819,-122.729,-122.477
BOOST_NEGPULSE_1S,156,0.96731,0.8075,0.8027,-0.0048,3.396,-112.327,-111.504,-111.096
