cell,cycle,SOH,SOC_true,SOC_ekf,soc_err,extrap,I_meas_A,I_oracle_A,I_ekf_A
CC,1200,0.84578,1.0,0.9737,-0.0263,2.56,-74.032,-69.266,-70.797
CC,1200,0.84578,0.9581,0.9314,-0.0267,2.556,-73.916,-70.09,-70.591
CC,1200,0.84578,0.9161,0.8946,-0.0215,2.441,-70.59,-70.054,-70.176
CC,1200,0.84578,0.8323,0.8129,-0.0194,2.447,-70.762,-67.432,-68.052
CC,1200,0.84578,0.7485,0.731,-0.0175,2.432,-70.327,-67.406,-67.192
CC,1200,0.84578,0.6646,0.6368,-0.0278,2.245,-64.938,-63.1,-63.073
CC,1200,0.84578,0.5808,0.5448,-0.036,2.114,-61.156,-59.102,-59.749
CC,1200,0.84578,0.497,0.462,-0.035,1.922,-55.582,-55.532,-53.414
CC,1200,0.84578,0.4132,0.3855,-0.0277,1.719,-49.715,-49.815,-46.828
CC,1200,0.84578,0.3293,0.3043,-0.025,1.233,-35.659,-37.376,-34.833
CC,1237,0.8392,1.0,0.9715,-0.0285,2.543,-72.943,-66.521,-67.921
CC,1237,0.8392,0.9584,0.9296,-0.0288,2.484,-71.27,-67.241,-67.74
CC,1237,0.8392,0.9168,0.8936,-0.0232,2.466,-70.737,-67.239,-67.462
CC,1237,0.8392,0.8337,0.8125,-0.0212,2.403,-68.941,-65.08,-65.732
CC,1237,0.8392,0.7505,0.7309,-0.0196,2.348,-67.367,-64.77,-64.682
CC,1237,0.8392,0.6674,0.6378,-0.0296,2.189,-62.793,-60.716,-60.669
CC,1237,0.8392,0.5842,0.5462,-0.038,2.041,-58.543,-56.676,-57.464
CC,1237,0.8392,0.5011,0.4642,-0.0369,1.871,-53.667,-53.475,-51.182
CC,1237,0.8392,0.418,0.3882,-0.0298,1.654,-47.436,-47.91,-45.921
CC,1237,0.8392,0.3348,0.3079,-0.0269,1.194,-34.241,-35.324,-33.801
CC,1275,0.8347,1.0,0.9702,-0.0298,2.454,-70.038,-67.53,-69.044
CC,1275,0.8347,0.9586,0.929,-0.0296,2.453,-70.008,-68.299,-68.622
CC,1275,0.8347,0.9173,0.8938,-0.0235,2.369,-67.611,-68.08,-68.254
CC,1275,0.8347,0.8345,0.8127,-0.0218,2.357,-67.273,-66.046,-66.724
CC,1275,0.8347,0.7518,0.7317,-0.0201,2.274,-64.898,-65.441,-65.46
CC,1275,0.8347,0.6691,0.6384,-0.0307,2.146,-61.226,-61.34,-61.233
CC,1275,0.8347,0.5864,0.5474,-0.039,2.004,-57.176,-57.191,-58.123
CC,1275,0.8347,0.5036,0.466,-0.0376,1.83,-52.218,-53.979,-51.645
CC,1275,0.8347,0.4209,0.3912,-0.0297,1.632,-46.576,-48.474,-47.246
CC,1275,0.8347,0.3382,0.3114,-0.0268,1.139,-32.495,-35.547,-34.05
CC,1312,0.82713,1.0,0.9722,-0.0278,2.426,-68.613,-62.806,-64.199
CC,1312,0.82713,0.9585,0.932,-0.0265,2.365,-66.879,-63.517,-63.788
CC,1312,0.82713,0.9175,0.8983,-0.0192,2.345,-66.324,-63.129,-63.23
CC,1312,0.82713,0.8356,0.8193,-0.0163,2.291,-64.791,-62.028,-62.498
CC,1312,0.82713,0.7536,0.7394,-0.0142,2.28,-64.471,-61.047,-61.276
CC,1312,0.82713,0.6716,0.6489,-0.0227,2.105,-59.534,-57.463,-57.428
CC,1312,0.82713,0.5897,0.5581,-0.0316,1.977,-55.897,-53.495,-54.318
CC,1312,0.82713,0.5077,0.4772,-0.0305,1.798,-50.853,-50.435,-48.741
CC,1312,0.82713,0.4257,0.4025,-0.0232,1.594,-45.086,-45.422,-46.672
CC,1312,0.82713,0.3438,0.3256,-0.0182,1.145,-32.374,-34.155,-32.556
CC,1312,0.82713,0.3028,0.2822,-0.0206,0.973,-27.52,-30.529,-30.105
CC,1350,0.82108,1.0,0.9684,-0.0316,2.369,-66.505,-59.013,-60.49
CC,1350,0.82108,0.9593,0.9298,-0.0295,2.303,-64.65,-59.82,-60.142
CC,1350,0.82108,0.9186,0.8961,-0.0225,2.279,-63.974,-59.488,-59.506
CC,1350,0.82108,0.8372,0.8138,-0.0234,2.274,-63.84,-58.366,-58.997
CC,1350,0.82108,0.7559,0.7317,-0.0242,2.171,-60.939,-57.318,-57.502
CC,1350,0.82108,0.6745,0.6378,-0.0367,2.075,-58.236,-53.695,-53.57
CC,1350,0.82108,0.5931,0.549,-0.0441,1.878,-52.711,-49.96,-50.979
CC,1350,0.82108,0.5117,0.4705,-0.0412,1.753,-49.199,-47.394,-45.243
CC,1350,0.82108,0.4303,0.3976,-0.0327,1.484,-41.653,-42.554,-43.46
CC,1350,0.82108,0.349,0.3205,-0.0285,1.053,-29.55,-32.704,-30.278
CC,1425,0.80602,1.0,0.9646,-0.0354,2.232,-61.499,-72.544,-74.012
CC,1425,0.80602,0.96,0.9333,-0.0267,2.239,-61.701,-72.889,-73.026
CC,1425,0.80602,0.9201,0.9058,-0.0143,2.164,-59.644,-72.123,-72.08
CC,1425,0.80602,0.8402,0.8228,-0.0174,2.174,-59.908,-70.152,-70.698
CC,1425,0.80602,0.7603,0.7395,-0.0208,2.054,-56.593,-68.621,-68.885
CC,1425,0.80602,0.6804,0.654,-0.0264,1.942,-53.527,-64.486,-63.307
CC,1425,0.80602,0.6005,0.5675,-0.033,1.77,-48.776,-59.63,-60.135
CC,1425,0.80602,0.5207,0.4876,-0.0331,1.644,-45.312,-56.516,-54.985
CC,1425,0.80602,0.4408,0.4128,-0.028,1.366,-37.639,-50.375,-47.761
CC,1425,0.80602,0.3609,0.3352,-0.0257,0.988,-27.227,-37.603,-36.452
CC,1462,0.80131,1.0,0.9625,-0.0375,2.172,-59.528,-53.547,-54.59
CC,1462,0.80131,0.9596,0.9328,-0.0268,2.117,-58.027,-53.749,-54.086
CC,1462,0.80131,0.9199,0.9056,-0.0143,2.103,-57.636,-53.376,-53.44
CC,1462,0.80131,0.8405,0.8221,-0.0184,2.11,-57.816,-52.183,-52.611
CC,1462,0.80131,0.761,0.7375,-0.0235,1.983,-54.33,-50.988,-51.336
CC,1462,0.80131,0.6816,0.6541,-0.0275,1.872,-51.295,-47.639,-46.886
CC,1462,0.80131,0.6022,0.5692,-0.033,1.703,-46.667,-44.539,-44.918
CC,1462,0.80131,0.5227,0.4893,-0.0334,1.564,-42.853,-42.116,-41.057
CC,1462,0.80131,0.4433,0.4141,-0.0292,1.287,-35.277,-37.199,-35.171
CC,1462,0.80131,0.3639,0.3354,-0.0285,0.96,-26.307,-28.705,-26.791
CC,1537,0.78499,1.0,0.9636,-0.0364,2.038,-54.684,-51.745,-52.485
CC,1537,0.78499,0.958,0.9287,-0.0293,2.005,-53.792,-51.774,-52.236
CC,1537,0.78499,0.9192,0.8943,-0.0249,2.001,-53.705,-51.331,-51.662
CC,1537,0.78499,0.8414,0.8098,-0.0316,1.991,-53.413,-51.207,-52.169
CC,1537,0.78499,0.7636,0.7232,-0.0404,1.858,-49.849,-50.071,-49.059
CC,1537,0.78499,0.6858,0.6346,-0.0512,1.754,-47.053,-45.611,-45.168
CC,1537,0.78499,0.6081,0.5504,-0.0577,1.584,-42.515,-42.463,-42.533
CC,1537,0.78499,0.5303,0.4763,-0.054,1.456,-39.065,-39.635,-38.328
CC,1537,0.78499,0.4525,0.406,-0.0465,1.158,-31.08,-35.681,-32.471
CC,1537,0.78499,0.3747,0.3312,-0.0435,0.926,-24.841,-27.88,-25.247
CC,1575,0.77766,1.0,0.9623,-0.0377,1.99,-52.912,-50.493,-51.34
CC,1575,0.77766,0.958,0.928,-0.03,1.932,-51.375,-50.642,-51.076
CC,1575,0.77766,0.9195,0.8906,-0.0289,1.94,-51.593,-49.929,-50.68
CC,1575,0.77766,0.8424,0.8063,-0.0361,1.876,-49.889,-50.337,-51.811
CC,1575,0.77766,0.7653,0.7178,-0.0475,1.793,-47.689,-49.155,-47.417
CC,1575,0.77766,0.6882,0.6287,-0.0595,1.642,-43.659,-44.699,-44.291
CC,1575,0.77766,0.6112,0.5453,-0.0659,1.529,-40.656,-41.611,-40.717
CC,1575,0.77766,0.5341,0.474,-0.0601,1.353,-35.968,-38.066,-37.266
CC,1575,0.77766,0.457,0.4049,-0.0521,1.097,-29.183,-34.813,-31.755
CC,1575,0.77766,0.3799,0.3305,-0.0494,0.9,-22.269,-27.313,-24.731
CC,1612,0.76788,1.0,0.9641,-0.0359,1.939,-50.894,-45.172,-46.724
CC,1612,0.76788,0.9574,0.9335,-0.0239,1.873,-49.153,-46.147,-46.476
CC,1612,0.76788,0.9194,0.8991,-0.0203,1.885,-49.473,-44.904,-44.49
CC,1612,0.76788,0.8433,0.8171,-0.0262,1.812,-47.557,-45.692,-48.178
CC,1612,0.76788,0.7672,0.7295,-0.0377,1.724,-45.247,-45.273,-41.939
CC,1612,0.76788,0.6912,0.6454,-0.0458,1.58,-41.455,-40.521,-40.733
CC,1612,0.76788,0.6151,0.5628,-0.0523,1.465,-38.438,-38.397,-36.532
CC,1612,0.76788,0.539,0.4918,-0.0472,1.289,-33.837,-34.275,-34.421
CC,1612,0.76788,0.463,0.4238,-0.0392,1.03,-27.041,-31.575,-29.603
CC,1612,0.76788,0.3869,0.3485,-0.0384,0.898,-20.796,-24.928,-23.653
CC,1650,0.75634,1.0,0.9625,-0.0375,1.832,-47.384,-42.907,-44.647
CC,1650,0.75634,0.9536,0.9359,-0.0177,1.823,-47.128,-44.615,-43.244
CC,1650,0.75634,0.9161,0.9028,-0.0133,1.775,-45.902,-41.372,-41.071
CC,1650,0.75634,0.8412,0.8228,-0.0184,1.754,-45.347,-43.352,-46.335
CC,1650,0.75634,0.7662,0.7434,-0.0228,1.652,-42.715,-41.628,-38.373
CC,1650,0.75634,0.6913,0.6592,-0.0321,1.525,-39.441,-37.753,-39.415
CC,1650,0.75634,0.6163,0.5784,-0.0379,1.404,-36.317,-35.507,-33.67
CC,1650,0.75634,0.5414,0.5048,-0.0366,1.232,-31.86,-32.646,-33.029
CC,1650,0.75634,0.4664,0.4365,-0.0299,0.995,-25.718,-28.468,-26.329
CC,1650,0.75634,0.3915,0.3617,-0.0298,0.913,-19.628,-22.843,-22.764
CC,1687,0.74655,1.0,0.96,-0.04,1.793,-45.775,-43.781,-47.107
CC,1687,0.74655,0.9545,0.9306,-0.0239,1.75,-44.674,-46.874,-43.826
CC,1687,0.74655,0.9175,0.8918,-0.0257,1.763,-45.011,-40.076,-40.038
CC,1687,0.74655,0.8435,0.8113,-0.0322,1.663,-42.452,-44.12,-47.636
CC,1687,0.74655,0.7696,0.7224,-0.0472,1.581,-40.348,-40.178,-37.632
CC,1687,0.74655,0.6956,0.6456,-0.05,1.48,-37.77,-38.728,-40.158
CC,1687,0.74655,0.6216,0.5679,-0.0537,1.379,-35.204,-35.109,-33.744
CC,1687,0.74655,0.5476,0.4984,-0.0492,1.179,-30.092,-33.241,-33.185
CC,1687,0.74655,0.4736,0.4292,-0.0444,0.966,-24.661,-28.768,-27.245
CC,1687,0.74655,0.3996,0.3575,-0.0421,0.93,-18.628,-24.712,-21.951
CC,1687,0.74655,0.3626,0.3278,-0.0348,0.96,-15.861,-20.837,-19.25
CC,1725,0.73707,1.0,0.9536,-0.0464,1.693,-42.676,-39.134,-43.538
CC,1725,0.73707,0.9525,0.9213,-0.0312,1.711,-43.123,-42.663,-38.306
CC,1725,0.73707,0.9159,0.8783,-0.0376,1.68,-42.347,-35.898,-36.871
CC,1725,0.73707,0.8429,0.7979,-0.045,1.637,-41.257,-39.346,-41.847
CC,1725,0.73707,0.7698,0.7096,-0.0602,1.503,-37.884,-33.509,-34.94
CC,1725,0.73707,0.6968,0.6239,-0.0729,1.415,-35.66,-33.875,-31.853
CC,1725,0.73707,0.6237,0.55,-0.0737,1.27,-32.02,-30.158,-31.025
CC,1725,0.73707,0.5507,0.484,-0.0667,1.12,-28.224,-29.523,-28.317
CC,1725,0.73707,0.4776,0.4193,-0.0583,0.932,-23.482,-26.106,-24.678
CC,1725,0.73707,0.4046,0.3547,-0.0499,0.948,-17.728,-21.639,-17.741
CC,1725,0.73707,0.368,0.3285,-0.0395,0.954,-14.001,-17.483,-16.328
CC,1762,0.7304,1.0,0.9472,-0.0528,1.655,-41.341,-39.082,-43.083
CC,1762,0.7304,0.9515,0.9186,-0.0329,1.625,-40.597,-42.263,-37.686
CC,1762,0.7304,0.9153,0.8763,-0.039,1.635,-40.84,-35.624,-36.941
CC,1762,0.7304,0.8429,0.7947,-0.0482,1.539,-38.445,-38.988,-39.328
CC,1762,0.7304,0.7705,0.7084,-0.0621,1.447,-36.134,-32.629,-34.719
CC,1762,0.7304,0.6981,0.6248,-0.0733,1.331,-33.239,-33.565,-31.36
CC,1762,0.7304,0.6257,0.5508,-0.0749,1.222,-30.516,-29.828,-30.672
CC,1762,0.7304,0.5533,0.4854,-0.0679,1.04,-25.985,-29.08,-29.164
CC,1762,0.7304,0.4809,0.4224,-0.0585,0.92,-22.783,-26.855,-25.578
CC,1762,0.7304,0.4085,0.3612,-0.0473,0.97,-16.488,-21.809,-18.054
CC,1762,0.7304,0.3723,0.3369,-0.0354,0.954,-13.343,-16.422,-16.928
CC,1800,0.71932,1.0,0.9408,-0.0592,1.548,-38.128,-37.027,-39.589
CC,1800,0.71932,0.9487,0.9163,-0.0324,1.565,-38.533,-39.305,-35.464
CC,1800,0.71932,0.913,0.877,-0.036,1.578,-38.854,-33.504,-34.846
CC,1800,0.71932,0.8417,0.7945,-0.0472,1.474,-36.294,-35.998,-35.599
CC,1800,0.71932,0.7703,0.7124,-0.0579,1.394,-34.336,-31.883,-32.263
CC,1800,0.71932,0.6989,0.6306,-0.0683,1.274,-31.381,-31.404,-31.654
CC,1800,0.71932,0.6275,0.5575,-0.07,1.168,-28.763,-30.124,-29.098
CC,1800,0.71932,0.5561,0.4944,-0.0617,0.989,-24.368,-27.512,-29.831
CC,1800,0.71932,0.4847,0.4325,-0.0522,0.907,-21.419,-25.965,-24.399
CC,1800,0.71932,0.4133,0.3759,-0.0374,0.964,-15.928,-20.693,-16.337
CC,1800,0.71932,0.3776,0.3527,-0.0249,0.953,-12.793,-14.963,-16.041
CC,1800,0.71932,0.3419,0.3342,-0.0077,0.943,-9.819,-14.804,-14.571
CC,1837,0.70882,1.0,0.9513,-0.0487,1.51,-36.637,-34.569,-38.378
CC,1837,0.70882,0.9486,0.9258,-0.0228,1.511,-36.649,-36.748,-33.115
CC,1837,0.70882,0.9134,0.8876,-0.0258,1.521,-36.892,-30.305,-30.355
CC,1837,0.70882,0.8431,0.8089,-0.0342,1.417,-34.367,-33.485,-33.511
CC,1837,0.70882,0.7728,0.729,-0.0438,1.345,-32.626,-30.5,-29.973
CC,1837,0.70882,0.7025,0.6494,-0.0531,1.227,-29.761,-28.502,-29.323
CC,1837,0.70882,0.6322,0.5773,-0.0549,1.127,-27.335,-28.986,-29.045
CC,1837,0.70882,0.5619,0.5143,-0.0476,0.954,-23.139,-23.467,-24.213
CC,1837,0.70882,0.4916,0.4527,-0.0389,0.902,-20.157,-22.924,-23.433
CC,1837,0.70882,0.4213,0.3955,-0.0258,0.955,-15.613,-19.385,-16.32
CC,1837,0.70882,0.351,0.3515,0.0005,0.94,-9.864,-13.293,-13.272
CC,1875,0.7009,1.0,0.9543,-0.0457,1.446,-34.699,-34.798,-38.549
CC,1875,0.7009,0.9479,0.9288,-0.0191,1.442,-34.611,-36.771,-33.688
CC,1875,0.7009,0.9131,0.8913,-0.0218,1.428,-34.278,-30.082,-29.623
CC,1875,0.7009,0.8435,0.8157,-0.0278,1.378,-33.065,-33.461,-33.465
CC,1875,0.7009,0.7739,0.7381,-0.0358,1.262,-30.292,-31.076,-30.705
CC,1875,0.7009,0.7044,0.6604,-0.044,1.182,-28.371,-28.266,-29.103
CC,1875,0.7009,0.6348,0.5907,-0.0441,1.048,-25.147,-28.893,-29.245
CC,1875,0.7009,0.5652,0.5293,-0.0359,0.942,-22.618,-21.184,-20.161
CC,1875,0.7009,0.4957,0.469,-0.0267,0.91,-18.869,-22.511,-22.565
CC,1875,0.7009,0.4261,0.4069,-0.0192,0.959,-14.068,-19.501,-18.58
CC,1875,0.7009,0.3565,0.3614,0.0049,0.952,-9.087,-13.421,-13.819
CC_CELL2,43,0.98234,1.0,0.9897,-0.0103,3.646,-123.604,-122.819,-125.415
CC_CELL2,43,0.98234,0.9495,0.9442,-0.0053,3.86,-130.878,-130.25,-130.194
CC_CELL2,43,0.98234,0.9004,0.895,-0.0054,3.806,-129.052,-128.349,-127.896
CC_CELL2,43,0.98234,0.8021,0.7977,-0.0044,3.434,-116.455,-116.071,-116.032
CC_CELL2,43,0.98234,0.7038,0.7023,-0.0015,3.39,-114.943,-113.372,-113.465
CC_CELL2,43,0.98234,0.6055,0.6033,-0.0022,3.208,-108.785,-106.023,-106.388
CC_CELL2,43,0.98234,0.5072,0.4994,-0.0078,2.913,-98.78,-99.251,-99.843
CC_CELL2,43,0.98234,0.4089,0.403,-0.0059,2.736,-92.767,-92.802,-92.993
CC_CELL2,43,0.98234,0.3107,0.3099,-0.0008,2.535,-85.973,-86.134,-86.166
CC_CELL2,43,0.98234,0.2124,0.2124,0.0,2.198,-74.525,-73.204,-73.204
CC_CELL2,43,0.98234,0.1632,0.1586,-0.0046,1.879,-63.723,-63.116,-62.889
CC_CELL2,81,0.97564,1.0,0.9897,-0.0103,3.638,-122.533,-120.826,-123.325
CC_CELL2,81,0.97564,0.95,0.9446,-0.0054,3.838,-129.258,-128.177,-128.125
CC_CELL2,81,0.97564,0.9012,0.8959,-0.0053,3.784,-127.436,-126.402,-126.128
CC_CELL2,81,0.97564,0.8036,0.7992,-0.0044,3.424,-115.318,-114.633,-114.362
CC_CELL2,81,0.97564,0.7059,0.7038,-0.0021,3.386,-114.027,-111.619,-111.742
CC_CELL2,81,0.97564,0.6083,0.6047,-0.0036,3.203,-107.89,-105.126,-105.64
CC_CELL2,81,0.97564,0.5107,0.5019,-0.0088,2.914,-98.145,-98.473,-98.984
CC_CELL2,81,0.97564,0.413,0.4059,-0.0071,2.735,-92.122,-91.914,-92.235
CC_CELL2,81,0.97564,0.3154,0.3134,-0.002,2.532,-85.276,-85.361,-85.446
CC_CELL2,81,0.97564,0.2178,0.2162,-0.0016,2.18,-73.435,-72.059,-72.063
CC_CELL2,81,0.97564,0.169,0.1629,-0.0061,1.828,-61.579,-61.148,-61.025
CC_CELL2,118,0.9578,1.0,0.9897,-0.0103,3.621,-119.647,-115.099,-117.126
CC_CELL2,118,0.9578,0.9512,0.9439,-0.0073,3.819,-126.166,-120.709,-120.981
CC_CELL2,118,0.9578,0.9033,0.8959,-0.0074,3.772,-124.614,-119.917,-119.803
CC_CELL2,118,0.9578,0.8075,0.8058,-0.0017,3.428,-113.25,-109.96,-109.833
CC_CELL2,118,0.9578,0.7117,0.7118,0.0001,3.438,-113.571,-106.729,-106.719
CC_CELL2,118,0.9578,0.616,0.6159,-0.0001,3.208,-106.003,-102.129,-102.133
CC_CELL2,118,0.9578,0.5202,0.5165,-0.0037,2.986,-98.656,-95.665,-95.869
CC_CELL2,118,0.9578,0.4244,0.4222,-0.0022,2.759,-91.148,-90.008,-90.112
CC_CELL2,118,0.9578,0.3287,0.3311,0.0024,2.576,-85.123,-81.624,-81.711
CC_CELL2,118,0.9578,0.2329,0.2369,0.004,2.214,-73.133,-60.698,-60.689
CC_CELL2,118,0.9578,0.185,0.1875,0.0025,1.887,-62.357,-56.453,-56.496
CC_CELL2,156,0.95916,1.0,0.9896,-0.0104,3.591,-118.874,-116.955,-119.178
CC_CELL2,156,0.95916,0.9513,0.9441,-0.0072,3.752,-124.194,-123.036,-123.337
CC_CELL2,156,0.95916,0.9034,0.8965,-0.0069,3.731,-123.473,-122.268,-122.179
CC_CELL2,156,0.95916,0.8074,0.8049,-0.0025,3.372,-111.623,-111.961,-111.771
CC_CELL2,156,0.95916,0.7115,0.7106,-0.0009,3.364,-111.326,-108.481,-108.62
CC_CELL2,156,0.95916,0.6155,0.6117,-0.0038,3.145,-104.076,-103.418,-103.628
CC_CELL2,156,0.95916,0.5196,0.5129,-0.0067,2.906,-96.2,-97.043,-97.419
CC_CELL2,156,0.95916,0.3169,0.3209,0.004,2.507,-82.976,-78.495,-80.116
CC_CELL2,156,0.95916,0.2209,0.2247,0.0038,2.139,-70.811,-61.395,-61.579
CC_CELL2,156,0.95916,0.173,0.1744,0.0014,1.733,-57.352,-56.662,-56.675
CC_CELL2,193,0.95614,1.0,0.9896,-0.0104,3.592,-118.613,-111.575,-113.37
CC_CELL2,193,0.95614,0.9517,0.9446,-0.0071,3.765,-124.314,-116.961,-117.324
CC_CELL2,193,0.95614,0.9038,0.8974,-0.0064,3.706,-122.35,-116.281,-116.238
CC_CELL2,193,0.95614,0.8081,0.8055,-0.0026,3.388,-111.873,-106.768,-106.573
CC_CELL2,193,0.95614,0.7124,0.7111,-0.0013,3.373,-111.372,-103.637,-103.83
CC_CELL2,193,0.95614,0.6167,0.612,-0.0047,3.194,-105.452,-98.91,-99.156
CC_CELL2,193,0.95614,0.521,0.5139,-0.0071,2.922,-96.471,-92.747,-93.122
CC_CELL2,193,0.95614,0.4253,0.4202,-0.0051,2.736,-90.349,-87.228,-87.465
CC_CELL2,193,0.95614,0.3297,0.3288,-0.0009,2.529,-83.493,-78.975,-78.549
CC_CELL2,193,0.95614,0.2341,0.2337,-0.0004,2.157,-71.231,-57.413,-57.444
CC_CELL2,193,0.95614,0.1862,0.1831,-0.0031,1.767,-58.348,-54.082,-54.028
CC_CELL2,231,0.94642,1.0,0.989,-0.011,3.552,-116.02,-108.832,-110.554
CC_CELL2,231,0.94642,0.9526,0.9442,-0.0084,3.65,-119.228,-112.74,-113.252
CC_CELL2,231,0.94642,0.9053,0.8977,-0.0076,3.597,-117.498,-112.268,-112.271
CC_CELL2,231,0.94642,0.8106,0.8071,-0.0035,3.332,-108.857,-104.205,-103.956
CC_CELL2,231,0.94642,0.7159,0.7135,-0.0024,3.292,-107.551,-101.51,-101.633
CC_CELL2,231,0.94642,0.6212,0.6151,-0.0061,3.156,-103.098,-97.169,-97.383
CC_CELL2,231,0.94642,0.5265,0.5188,-0.0077,2.857,-93.313,-90.497,-90.241
CC_CELL2,231,0.94642,0.4318,0.4257,-0.0061,2.7,-88.197,-84.999,-84.99
CC_CELL2,231,0.94642,0.3371,0.3356,-0.0015,2.47,-80.673,-75.422,-74.852
CC_CELL2,231,0.94642,0.2424,0.2424,-0.0,2.108,-68.854,-56.463,-56.448
CC_CELL2,231,0.94642,0.1951,0.1918,-0.0033,1.699,-55.499,-51.391,-51.334
CC_CELL2,268,0.94191,1.0,0.9887,-0.0113,3.512,-114.213,-110.469,-112.205
CC_CELL2,268,0.94191,0.9528,0.9439,-0.0089,3.59,-116.759,-113.93,-114.474
CC_CELL2,268,0.94191,0.9057,0.8975,-0.0082,3.552,-115.521,-113.507,-113.518
CC_CELL2,268,0.94191,0.8114,0.8074,-0.004,3.262,-106.102,-105.806,-105.548
CC_CELL2,268,0.94191,0.7172,0.714,-0.0032,3.272,-106.416,-102.98,-103.144
CC_CELL2,268,0.94191,0.6228,0.6163,-0.0065,3.075,-100.009,-98.978,-99.209
CC_CELL2,268,0.94191,0.5286,0.5206,-0.008,2.837,-92.259,-91.546,-91.227
CC_CELL2,268,0.94191,0.4343,0.4277,-0.0066,2.654,-86.326,-85.968,-85.952
CC_CELL2,268,0.94191,0.34,0.3376,-0.0024,2.444,-79.484,-75.785,-74.957
CC_CELL2,268,0.94191,0.2458,0.2448,-0.001,2.096,-68.172,-59.308,-58.679
CC_CELL2,268,0.94191,0.1986,0.1949,-0.0037,1.649,-53.631,-51.408,-51.424
CC_CELL2,306,0.93672,1.0,0.9886,-0.0114,3.445,-111.412,-107.88,-109.559
CC_CELL2,306,0.93672,0.9531,0.9439,-0.0092,3.588,-116.044,-111.03,-111.414
CC_CELL2,306,0.93672,0.9062,0.8978,-0.0084,3.488,-112.832,-110.513,-110.469
CC_CELL2,306,0.93672,0.8125,0.8086,-0.0039,3.252,-105.189,-102.923,-102.711
CC_CELL2,306,0.93672,0.7187,0.7153,-0.0034,3.27,-105.769,-100.964,-101.134
CC_CELL2,306,0.93672,0.625,0.6186,-0.0064,3.055,-98.82,-97.084,-97.304
CC_CELL2,306,0.93672,0.5312,0.5235,-0.0077,2.852,-92.243,-89.414,-89.038
CC_CELL2,306,0.93672,0.4374,0.4306,-0.0068,2.635,-85.213,-83.885,-83.861
CC_CELL2,306,0.93672,0.3437,0.3407,-0.003,2.449,-79.203,-73.882,-72.747
CC_CELL2,306,0.93672,0.2499,0.25,0.0001,2.027,-65.547,-62.419,-62.616
CC_CELL2,306,0.93672,0.2031,0.2005,-0.0026,1.628,-52.657,-49.844,-49.621
CC_CELL2,343,0.92806,1.0,0.9885,-0.0115,3.464,-110.94,-104.002,-105.57
CC_CELL2,343,0.92806,0.9536,0.9448,-0.0088,3.521,-112.794,-106.83,-107.262
CC_CELL2,343,0.92806,0.9071,0.8999,-0.0072,3.483,-111.553,-105.945,-106.041
CC_CELL2,343,0.92806,0.8143,0.8134,-0.0009,3.218,-103.076,-98.555,-98.506
CC_CELL2,343,0.92806,0.7214,0.7195,-0.0019,3.23,-103.469,-98.292,-98.384
CC_CELL2,343,0.92806,0.6286,0.625,-0.0036,3.062,-98.091,-94.271,-94.321
CC_CELL2,343,0.92806,0.5358,0.5303,-0.0055,2.81,-89.992,-86.476,-86.199
CC_CELL2,343,0.92806,0.4429,0.4382,-0.0047,2.67,-85.514,-81.249,-81.12
CC_CELL2,343,0.92806,0.3501,0.3486,-0.0015,2.417,-77.422,-74.735,-73.969
CC_CELL2,343,0.92806,0.2572,0.2588,0.0016,2.044,-65.477,-58.952,-58.941
CC_CELL2,343,0.92806,0.2108,0.2129,0.0021,1.607,-51.478,-47.631,-47.803
CC_CELL2,381,0.92385,1.0,0.9886,-0.0114,3.388,-108.04,-102.826,-104.329
CC_CELL2,381,0.92385,0.9538,0.945,-0.0088,3.504,-111.745,-105.503,-105.95
CC_CELL2,381,0.92385,0.9075,0.9007,-0.0068,3.422,-109.112,-104.538,-104.623
CC_CELL2,381,0.92385,0.8151,0.8146,-0.0005,3.199,-102.029,-97.058,-97.03
CC_CELL2,381,0.92385,0.7227,0.7211,-0.0016,3.249,-103.598,-97.637,-97.713
CC_CELL2,381,0.92385,0.6302,0.6274,-0.0028,3.01,-96.001,-93.26,-93.299
CC_CELL2,381,0.92385,0.5378,0.5327,-0.0051,2.809,-89.577,-85.523,-85.276
CC_CELL2,381,0.92385,0.4454,0.4408,-0.0046,2.607,-83.141,-80.403,-80.116
CC_CELL2,381,0.92385,0.3529,0.3514,-0.0015,2.409,-76.826,-73.858,-73.92
CC_CELL2,381,0.92385,0.2605,0.2624,0.0019,1.987,-63.371,-57.76,-57.751
CC_CELL2,381,0.92385,0.2143,0.2175,0.0032,1.578,-50.334,-46.565,-46.798
CC_CELL2,418,0.91576,1.0,0.9883,-0.0117,3.363,-106.289,-99.666,-101.019
CC_CELL2,418,0.91576,0.9542,0.9447,-0.0095,3.502,-110.683,-102.088,-102.481
CC_CELL2,418,0.91576,0.9084,0.9011,-0.0073,3.384,-106.945,-101.045,-101.047
CC_CELL2,418,0.91576,0.8168,0.817,0.0002,3.21,-101.436,-94.148,-94.129
CC_CELL2,418,0.91576,0.7252,0.7241,-0.0011,3.172,-100.241,-95.544,-95.597
CC_CELL2,418,0.91576,0.6335,0.6323,-0.0012,3.012,-95.21,-90.888,-90.904
CC_CELL2,418,0.91576,0.5419,0.538,-0.0039,2.768,-87.497,-83.295,-83.118
CC_CELL2,418,0.91576,0.4503,0.4463,-0.004,2.608,-82.422,-78.374,-78.047
