cell,cycle,SOH,CAP_Ah,SOC,direction,rate_rank,I_A,V_pre_V,rest_before_s,n_points,R0_mOhm,R1_mOhm,tau1_s,R2_mOhm,tau2_s,fit_rmse_mV
RPC_CC,1,1.0,2.9103,0.4151,discharge,3,-29.707,3.6541,300.0,12,9.2069,0.001,0.2134,6.0118,8.7874,0.519
RPC_CC,1,1.0,2.9103,0.3181,discharge,3,-29.684,3.5933,300.1,12,9.262,0.001,0.2134,6.6642,9.6139,0.477
RPC_CC,1,1.0,2.9103,0.221,discharge,3,-29.715,3.5089,300.0,12,9.5123,0.001,0.2134,5.9533,8.0319,0.804
RPC_CC,1,1.0,2.9103,0.9973,discharge,3,-29.812,4.1849,1459.8,12,10.4381,0.001,0.2134,4.6813,5.1242,0.944
RPC_CC,1,1.0,2.9103,0.9488,discharge,3,-29.851,4.1039,300.0,12,9.9136,0.001,0.2134,3.3552,5.7767,1.051
RPC_CC,1,1.0,2.9103,0.9003,discharge,3,-29.816,4.0822,300.0,12,9.7414,0.001,0.2134,4.2997,8.528,0.827
RPC_CC,1,1.0,2.9103,0.8032,discharge,3,-29.737,4.0306,300.0,12,9.861,0.001,0.2134,5.9695,8.7874,0.992
RPC_CC,1,1.0,2.9103,0.7062,discharge,3,-29.77,3.9237,300.0,12,9.7604,0.001,0.2134,4.8269,8.2762,1.165
RPC_CC,1,1.0,2.9103,0.6092,discharge,3,-29.753,3.8302,300.0,12,9.3086,0.001,0.2134,5.2437,9.0547,0.889
RPC_CC,1,1.0,2.9103,0.5121,discharge,3,-29.719,3.7369,300.0,12,9.2443,0.001,0.2134,5.8343,8.528,0.849
RPC_CC,1,1.0,2.9103,0.4151,discharge,3,-29.709,3.6541,300.0,12,9.2097,0.001,0.2134,6.0158,8.7874,0.539
RPC_CC,1,1.0,2.9103,0.3181,discharge,3,-29.684,3.5932,300.0,12,9.2622,0.001,0.2134,6.6744,9.6139,0.471
RPC_CC,1,1.0,2.9103,0.221,discharge,3,-29.718,3.5086,300.0,12,9.5151,0.001,0.2134,5.9561,8.0319,0.776
RPC_CC,1,1.0,2.9103,0.9973,discharge,3,-29.812,4.1847,1459.8,12,10.4294,0.001,0.2134,4.6357,4.9729,0.915
RPC_CC,1,1.0,2.9103,0.9488,discharge,3,-29.853,4.1038,300.0,12,9.9183,0.001,0.2134,3.3551,5.7767,1.086
RPC_CC,1,1.0,2.9103,0.9003,discharge,3,-29.817,4.0821,300.0,12,9.7492,0.001,0.2134,4.3722,8.7874,0.81
RPC_CC,1,1.0,2.9103,0.8033,discharge,3,-29.74,4.0305,300.0,12,9.869,0.001,0.2134,5.9649,8.7874,0.985
RPC_CC,1,1.0,2.9103,0.7062,discharge,3,-29.773,3.9236,300.0,12,9.7613,0.001,0.2134,4.8335,8.2762,1.164
RPC_CC,1,1.0,2.9103,0.6092,discharge,3,-29.754,3.83,300.0,12,9.3052,0.001,0.2134,5.2488,9.0547,0.956
