T_C,SOC,Ah,Direction,CRate,OCV_V,R_mOhm
25.0,0.7,0.9000000000000001,charge,0.5,3.91474,16.18666666666672
25.0,0.6,1.2000000000000002,charge,0.5,3.83383,16.860000000000024
25.0,0.5,1.5,charge,0.5,3.7155,14.493333333333247
25.0,0.4,1.7999999999999998,charge,0.5,3.6388,14.273333333333582
25.0,0.3,2.0999999999999996,charge,0.5,3.57862,14.613333333333442
25.0,0.2,2.4000000000000004,charge,0.5,3.48625,15.960000000000049
25.0,0.15,2.55,charge,0.5,3.42102,16.62666666666664
25.0,0.1,2.7,charge,0.5,3.38326,20.000000000000167
25.0,0.95,0.15000000000000013,charge,1.0,4.09376,15.786666666666763
25.0,0.9,0.29999999999999993,charge,1.0,4.07454,14.553333333333343
25.0,0.8,0.5999999999999999,charge,1.0,4.01875,15.843333333333357
25.0,0.7,0.9000000000000001,charge,1.0,3.91474,15.226666666666647
25.0,0.6,1.2000000000000002,charge,1.0,3.83383,16.63333333333335
25.0,0.5,1.5,charge,1.0,3.7155,14.326666666666673
25.0,0.4,1.7999999999999998,charge,1.0,3.6388,14.216666666666692
25.0,0.3,2.0999999999999996,charge,1.0,3.57862,14.49666666666675
25.0,0.2,2.4000000000000004,charge,1.0,3.48625,16.07000000000003
25.0,0.15,2.55,charge,1.0,3.42102,16.350000000000087
25.0,0.1,2.7,charge,1.0,3.38326,19.159999999999993
25.0,0.95,0.15000000000000013,charge,2.0,4.09376,15.648333333333339
25.0,0.9,0.29999999999999993,charge,2.0,4.07454,14.103333333333358
25.0,0.8,0.5999999999999999,charge,2.0,4.01875,14.97333333333343
25.0,0.7,0.9000000000000001,charge,2.0,3.91474,14.271666666666682
25.0,0.6,1.2000000000000002,charge,2.0,3.83383,15.56500000000005
25.0,0.5,1.5,charge,2.0,3.7155,14.160000000000025
25.0,0.4,1.7999999999999998,charge,2.0,3.6388,13.991666666666697
25.0,0.3,2.0999999999999996,charge,2.0,3.57862,14.38500000000002
25.0,0.2,2.4000000000000004,charge,2.0,3.48625,15.93
25.0,0.15,2.55,charge,2.0,3.42102,15.928333333333322
25.0,0.1,2.7,charge,2.0,3.38326,17.61500000000001
25.0,0.8,0.5999999999999999,charge,4.0,4.01875,14.229166666666663
25.0,0.7,0.9000000000000001,charge,4.0,3.91474,13.555833333333359
25.0,0.6,1.2000000000000002,charge,4.0,3.83383,14.355833333333345
25.0,0.5,1.5,charge,4.0,3.7155,13.836666666666682
25.0,0.4,1.7999999999999998,charge,4.0,3.6388,13.597500000000004
25.0,0.3,2.0999999999999996,charge,4.0,3.57862,13.96333333333333
25.0,0.2,2.4000000000000004,charge,4.0,3.48625,15.227499999999987
25.0,0.15,2.55,charge,4.0,3.42102,15.465833333333327
25.0,0.1,2.7,charge,4.0,3.38326,15.802500000000016
40.0,1.0,0,discharge,1.0,4.17804,14.319999999999963
40.0,0.95,0.15000000000000013,discharge,1.0,4.09494,11.73333333333352
40.0,0.9,0.29999999999999993,discharge,1.0,4.07656,11.506666666666554
40.0,0.8,0.5999999999999999,discharge,1.0,4.01689,13.473333333333374
40.0,0.7,0.9000000000000001,discharge,1.0,3.91424,13.473333333333374
40.0,0.6,1.2000000000000002,discharge,1.0,3.83181,14.316666666666606
40.0,0.5,1.5,discharge,1.0,3.71921,11.899999999999949
40.0,0.4,1.7999999999999998,discharge,1.0,3.64251,11.616666666666683
40.0,0.3,2.0999999999999996,discharge,1.0,3.57509,11.730000000000018
40.0,0.2,2.4000000000000004,discharge,1.0,3.48693,12.233333333333391
40.0,0.15,2.55,discharge,1.0,3.4222,12.120000000000056
40.0,0.1,2.7,discharge,1.0,3.38427,14.309999999999897
40.0,1.0,0,discharge,2.0,4.17804,14.070000000000102
40.0,0.95,0.15000000000000013,discharge,2.0,4.09494,11.541666666666709
40.0,0.9,0.29999999999999993,discharge,2.0,4.07656,11.39999999999993
40.0,0.8,0.5999999999999999,discharge,2.0,4.01689,13.423333333333341
40.0,0.7,0.9000000000000001,discharge,2.0,3.91424,13.311666666666683
40.0,0.6,1.2000000000000002,discharge,2.0,3.83181,13.478333333333333
40.0,0.5,1.5,discharge,2.0,3.71921,11.736666666666656
40.0,0.4,1.7999999999999998,discharge,2.0,3.64251,11.566666666666725
40.0,0.3,2.0999999999999996,discharge,2.0,3.57509,11.651666666666616
40.0,0.2,2.4000000000000004,discharge,2.0,3.48693,12.07333333333338
40.0,0.15,2.55,discharge,2.0,3.4222,11.79166666666672
40.0,0.1,2.7,discharge,2.0,3.38427,14.17833333333333
40.0,1.0,0,discharge,6.0,4.17804,13.080555555555565
40.0,0.95,0.15000000000000013,discharge,6.0,4.09494,11.030000000000022
40.0,0.9,0.29999999999999993,discharge,6.0,4.07656,11.010555555555548
40.0,0.8,0.5999999999999999,discharge,6.0,4.01689,12.481111111111115
40.0,0.7,0.9000000000000001,discharge,6.0,3.91424,11.900555555555556
40.0,0.6,1.2000000000000002,discharge,6.0,3.83181,11.825
40.0,0.5,1.5,discharge,6.0,3.71921,11.366111111111115
40.0,0.4,1.7999999999999998,discharge,6.0,3.64251,11.375555555555572
40.0,0.3,2.0999999999999996,discharge,6.0,3.57509,11.356666666666657
40.0,0.2,2.4000000000000004,discharge,6.0,3.48693,11.927777777777784
40.0,0.15,2.55,discharge,6.0,3.4222,11.983888888888892
40.0,0.1,2.7,discharge,6.0,3.38427,16.21611111111111
40.0,1.0,0,discharge,12.0,4.17804,12.074722222222228
40.0,0.95,0.15000000000000013,discharge,12.0,4.09494,10.670000000000007
40.0,0.9,0.29999999999999993,discharge,12.0,4.07656,10.814999999999994
40.0,0.8,0.5999999999999999,discharge,12.0,4.01689,11.788888888888884
40.0,0.7,0.9000000000000001,discharge,12.0,3.91424,11.231666666666664
40.0,0.6,1.2000000000000002,discharge,12.0,3.83181,11.301944444444446
40.0,0.5,1.5,discharge,12.0,3.71921,11.128611111111113
40.0,0.4,1.7999999999999998,discharge,12.0,3.64251,11.133055555555561
40.0,0.3,2.0999999999999996,discharge,12.0,3.57509,11.273611111111112
40.0,0.2,2.4000000000000004,discharge,12.0,3.48693,11.80722222222223
40.0,0.15,2.55,discharge,12.0,3.4222,13.249166666666671
40.0,0.1,2.7,discharge,12.0,3.38427,24.46777777777778
40.0,0.95,0.15000000000000013,charge,0.5,4.09494,11.799999999999736
40.0,0.9,0.29999999999999993,charge,0.5,4.07656,11.353333333333401
40.0,0.8,0.5999999999999999,charge,0.5,4.01689,13.040000000000163
40.0,0.7,0.9000000000000001,charge,0.5,3.91424,13.033333333333452
40.0,0.6,1.2000000000000002,charge,0.5,3.83181,13.706666666666756
40.0,0.5,1.5,charge,0.5,3.71921,11.913333333333517
40.0,0.4,1.7999999999999998,charge,0.5,3.64251,11.91333333333322
40.0,0.3,2.0999999999999996,charge,0.5,3.57509,11.906666666666807
40.0,0.2,2.4000000000000004,charge,0.5,3.48693,13.033333333333156
40.0,0.15,2.55,charge,0.5,3.4222,13.373333333333312
40.0,0.1,2.7,charge,0.5,3.38427,15.393333333333517
40.0,0.95,0.15000000000000013,charge,1.0,4.09494,11.629999999999955
40.0,0.9,0.29999999999999993,charge,1.0,4.07656,11.126666666666729
40.0,0.8,0.5999999999999999,charge,1.0,4.01689,12.643333333333414
40.0,0.7,0.9000000000000001,charge,1.0,3.91424,12.303333333333407
40.0,0.6,1.2000000000000002,charge,1.0,3.83181,13.483333333333292
40.0,0.5,1.5,charge,1.0,3.71921,11.800000000000033
40.0,0.4,1.7999999999999998,charge,1.0,3.64251,11.743333333333291
40.0,0.3,2.0999999999999996,charge,1.0,3.57509,11.910000000000013
40.0,0.2,2.4000000000000004,charge,1.0,3.48693,13.14666666666664
40.0,0.15,2.55,charge,1.0,3.4222,12.979999999999919
40.0,0.1,2.7,charge,1.0,3.38427,14.66666666666668
40.0,0.95,0.15000000000000013,charge,2.0,4.09494,11.433333333333332
40.0,0.9,0.29999999999999993,charge,2.0,4.07656,10.788333333333327
40.0,0.8,0.5999999999999999,charge,2.0,4.01689,11.996666666666655
40.0,0.7,0.9000000000000001,charge,2.0,3.91424,11.546666666666667
40.0,0.6,1.2000000000000002,charge,2.0,3.83181,12.895000000000026
40.0,0.5,1.5,charge,2.0,3.71921,11.575000000000038
40.0,0.4,1.7999999999999998,charge,2.0,3.64251,11.463333333333308
40.0,0.3,2.0999999999999996,charge,2.0,3.57509,12.02333333333335
40.0,0.2,2.4000000000000004,charge,2.0,3.48693,13.091666666666649
40.0,0.15,2.55,charge,2.0,3.4222,12.558333333333302
40.0,0.1,2.7,charge,2.0,3.38427,13.541666666666712
40.0,0.8,0.5999999999999999,charge,4.0,4.01689,11.434166666666634
40.0,0.7,0.9000000000000001,charge,4.0,3.91424,10.970833333333337
40.0,0.6,1.2000000000000002,charge,4.0,3.83181,11.911666666666655
40.0,0.5,1.5,charge,4.0,3.71921,11.265833333333346
40.0,0.4,1.7999999999999998,charge,4.0,3.64251,11.026666666666666
40.0,0.3,2.0999999999999996,charge,4.0,3.57509,11.63083333333333
40.0,0.2,2.4000000000000004,charge,4.0,3.48693,12.473333333333336
40.0,0.15,2.55,charge,4.0,3.4222,12.333333333333307
40.0,0.1,2.7,charge,4.0,3.38427,12.614166666666668
