sheet,cycle,temp_C,SOC,cap_Ah,SOP_disch,SOP_disch_CCCV,SOP_char,SOP_char_CCCV
Test#2,1333,10,0.7,,-90.295,-90.3,32.522,32.522
Test#2,1333,25,0.6,,-96.239,-96.24,61.866,61.866
Test#2,1333,10,0.6,,-87.661,-87.45,49.263,49.263
Test#2,1333,25,0.5,,-93.161,-93.162,60.308,60.308
Test#2,1333,10,0.5,,-84.479,-84.243,61.851,61.851
Test#2,1333,25,0.4,,-90.276,-90.279,59.204,59.204
Test#2,1333,10,0.4,,-80.547,-80.241,60.936,60.936
Test#2,1333,25,0.3,,-86.372,-86.373,58.436,58.436
Test#2,1333,10,0.3,,-63.559,-61.432,60.295,60.295
Test#2,1333,25,0.2,,-73.242,-70.19,57.618,57.618
Test#2,1333,10,0.2,,-33.97,-30.546,59.554,59.554
Test#2,1333,25,0.15,,-52.009,-46.937,57.11,57.11
Test#2,1333,10,0.15,,-22.023,-18.34,59.344,59.344
Test#2,1333,25,0.1,,-32.388,-27.716,56.31,56.31
Test#2,1333,10,0.1,,-14.745,-10.533,58.639,58.639
Test#2,1333,25,0.05,,-20.62,-15.679,55.891,55.891
Test#2,1333,10,0.05,,-10.106,-5.7347,58.162,58.162
Test#2,1333,25,0.02,,-15.046,-10.431,55.894,55.894
Test#2,1333,10,0.02,,-7.5167,-3.5675,58.111,58.111
Test#2,1333,25,0.005,,-12.627,-8.2735,55.843,55.843
Test#2,1333,10,0.005,,-6.0846,-2.6846,57.925,57.925
Test#2,1446,25,1.0,,-102.27,-102.27,0.0123,0.0123
Test#2,1446,10,1.0,,-92.738,-92.736,0.1121,0.1121
Test#2,1446,25,0.95,,-101.9,-101.9,7.2253,7.2253
Test#2,1446,10,0.95,,-92.624,-92.628,3.6079,3.6079
Test#2,1446,25,0.9,,-101.41,-101.42,10.945,10.945
Test#2,1446,10,0.9,,-92.246,-92.25,6.9593,6.9593
Test#2,1446,25,0.8,,-99.778,-99.777,28.288,28.288
Test#2,1446,10,0.8,,-90.992,-90.987,20.773,20.773
Test#2,1446,25,0.7,,-97.889,-97.89,46.05,46.05
Test#2,1446,10,0.7,,-89.19,-88.974,31.079,31.079
Test#2,1446,25,0.6,,-95.191,-95.193,61.919,61.919
Test#2,1446,10,0.6,,-86.242,-86.007,48.073,48.073
Test#2,1446,25,0.5,,-92.09,-92.088,60.407,60.407
Test#2,1446,10,0.5,,-82.911,-82.656,62.028,62.028
Test#2,1446,25,0.4,,-89.069,-89.07,59.343,59.343
Test#2,1446,10,0.4,,-78.313,-77.982,61.182,61.182
Test#2,1446,25,0.3,,-84.503,-84.501,58.601,58.601
Test#2,1446,10,0.3,,-54.755,-52.681,60.567,60.567
Test#2,1446,25,0.2,,-63.41,-59.199,57.776,57.776
Test#2,1446,10,0.2,,-28.757,-25.567,59.776,59.776
Test#2,1446,25,0.15,,-43.754,-39.909,57.24,57.24
Test#2,1446,10,0.15,,-18.461,-15.129,59.543,59.543
Test#2,1446,25,0.1,,-27.669,-23.695,56.436,56.436
Test#2,1446,10,0.1,,-12.843,-8.825,58.862,58.862
Test#2,1446,25,0.05,,-18.308,-13.817,56.055,56.055
Test#2,1446,10,0.05,,-9.1102,-4.8112,58.429,58.429
Test#2,1446,25,0.02,,-13.247,-9.0959,56.06,56.06
Test#2,1446,10,0.02,,-6.6813,-2.9282,58.359,58.359
Test#2,1446,25,0.005,,-10.919,-7.0762,55.94,55.94
Test#2,1559,25,1.0,,-101.37,-101.37,0.1216,0.1216
Test#2,1559,10,1.0,,-91.92,-91.713,0.1365,0.1365
Test#2,1559,25,0.95,,-101.04,-101.04,6.6624,6.6624
Test#2,1559,10,0.95,,-91.909,-91.671,3.3095,3.3095
Test#2,1559,25,0.9,,-100.6,-100.6,10.341,10.341
Test#2,1559,10,0.9,,-91.553,-91.32,6.6479,6.6479
Test#2,1559,25,0.8,,-98.981,-98.979,27.286,27.286
Test#2,1559,10,0.8,,-90.294,-90.06,19.618,19.618
Test#2,1559,25,0.7,,-97.055,-97.059,43.932,43.932
Test#2,1559,10,0.7,,-88.232,-88.014,29.559,29.559
Test#2,1559,25,0.6,,-94.298,-94.299,62.046,62.046
Test#2,1559,10,0.6,,-85.256,-85.038,46.253,46.253
Test#2,1559,25,0.5,,-91.219,-91.221,60.582,60.582
Test#2,1559,10,0.5,,-81.908,-81.666,62.239,62.239
Test#2,1559,25,0.4,,-88.154,-88.158,59.546,59.546
Test#2,1559,10,0.4,,-76.758,-76.761,61.459,61.459
Test#2,1559,25,0.3,,-83.37,-83.373,58.82,58.82
Test#2,1559,10,0.3,,-51.691,-49.915,60.868,60.868
Test#2,1559,25,0.2,,-60.648,-56.748,58.017,58.017
Test#2,1559,10,0.2,,-27.578,-24.684,60.075,60.075
Test#2,1559,25,0.15,,-42.233,-38.741,57.494,57.494
Test#2,1559,10,0.15,,-18.444,-14.787,59.877,59.877
Test#2,1559,25,0.1,,-27.163,-23.427,56.711,56.711
Test#2,1559,10,0.1,,-12.696,-8.8081,59.226,59.226
Test#2,1559,25,0.05,,-18.235,-13.997,56.315,56.315
Test#2,1559,10,0.05,,-9.1563,-4.9687,58.79,58.79
Test#2,1559,25,0.02,,-13.462,-9.4548,56.334,56.334
Test#2,1559,10,0.02,,-6.9036,-3.154,58.763,58.763
Test#2,1559,25,0.005,,-11.312,-7.5197,56.281,56.281
Test#2,1559,10,0.005,,-5.5415,-2.3903,58.549,58.549
Test#2,1685,25,1.0,,-99.3102,-99.3068,0.3979,0.3979
Test#2,1685,10,1.0,,-89.3584,-89.3618,0.2248,0.2248
Test#2,1685,25,0.95,,-98.993,-98.9938,5.4097,5.4097
Test#2,1685,10,0.95,,-89.3457,-89.3526,2.7867,2.7867
Test#2,1685,25,0.9,,-98.5944,-98.5867,9.3903,9.3903
Test#2,1685,10,0.9,,-88.9572,-88.9541,6.3558,6.3558
Test#2,1685,25,0.8,,-96.895,-96.8984,25.8842,25.8842
Test#2,1685,10,0.8,,-87.4648,-87.4654,17.1175,17.1175
Test#2,1685,25,0.7,,-94.7541,-94.7538,39.8194,39.8194
Test#2,1685,10,0.7,,-85.08,-85.0813,27.0969,27.0969
Test#2,1685,25,0.6,,-91.7392,-91.7441,62.2415,62.2415
Test#2,1685,10,0.6,,-81.7745,-81.7769,43.1054,43.1054
Test#2,1685,25,0.5,,-88.6274,-88.6297,60.8795,60.8795
Test#2,1685,10,0.5,,-77.77,-77.6104,55.0372,55.0372
Test#2,1685,25,0.4,,-85.0445,-85.0428,59.9658,59.9658
Test#2,1685,10,0.4,,-58.5678,-58.5649,62.1952,62.1952
Test#2,1685,25,0.3,,-77.8842,-77.9019,59.2865,59.2865
Test#2,1685,10,0.3,,-36.036,-34.7341,61.6232,61.6232
Test#2,1685,25,0.2,,-46.4641,-43.668,58.47,58.47
Test#2,1685,10,0.2,,-20.6861,-17.9094,60.7218,60.7218
Test#2,1685,25,0.15,,-32.7187,-30.2344,57.8805,57.8805
Test#2,1685,10,0.15,,-13.895,-10.8905,60.5964,60.5964
Test#2,1685,25,0.1,,-22.3673,-19.6038,57.1857,57.1857
Test#2,1685,10,0.1,,-10.3103,-6.9044,60.0565,60.0565
Test#2,1685,25,0.05,,-16.6861,-12.6582,56.8579,56.8579
Test#2,1685,10,0.05,,-8.0287,-4.0868,59.7181,59.7181
Test#2,1685,25,0.02,,-12.5543,-8.6724,56.9052,56.9052
Test#2,1685,10,0.02,,-6.0075,-2.5813,59.6798,59.6798
