sheet,cycle,temp_C,SOC,cap_Ah,SOP_disch,SOP_disch_CCCV,SOP_char,SOP_char_CCCV
Test#1,1656,25,0.15,,-35.311,-33.641,58.34,58.34
Test#1,1656,10,0.15,,-15.537,-12.98,61.369,61.369
Test#1,1656,25,0.1,,-26.427,-24.04,58.042,58.042
Test#1,1656,10,0.1,,-11.797,-8.8592,61.116,61.116
Test#1,1656,25,0.05,,-18.663,-15.768,57.725,57.725
Test#1,1656,10,0.05,,-8.2226,-5.293,60.699,60.699
Test#1,1656,25,0.02,,-12.683,-10.098,57.305,57.305
Test#1,1656,10,0.02,,-5.2038,-3.1234,60.057,60.057
Test#1,1656,25,0.005,,-9.8076,-7.5646,56.78,56.78
Test#1,1769,25,1.0,,-93.86,-93.861,0.5232,0.5232
Test#1,1769,10,1.0,,-83.523,-83.529,0.2208,0.2208
Test#1,1769,25,0.95,,-93.804,-93.807,4.0939,4.0939
Test#1,1769,10,0.95,,-83.8,-83.802,2.7901,2.7901
Test#1,1769,25,0.9,,-93.488,-93.492,8.9403,8.9403
Test#1,1769,10,0.9,,-83.43,-83.427,6.6259,6.6259
Test#1,1769,25,0.8,,-91.421,-91.419,23.878,23.878
Test#1,1769,10,0.8,,-81.775,-81.678,16.324,16.324
Test#1,1769,25,0.7,,-88.543,-88.539,39.792,39.792
Test#1,1769,10,0.7,,-78.886,-78.792,27.881,27.881
Test#1,1769,25,0.6,,-85.593,-85.59,57.608,57.608
Test#1,1769,10,0.6,,-72.6,-72.598,37.641,37.641
Test#1,1769,25,0.5,,-82.669,-82.671,61.54,61.54
Test#1,1769,10,0.5,,-58.735,-58.734,44.203,44.203
Test#1,1769,25,0.4,,-78.933,-78.93,60.828,60.828
Test#1,1769,10,0.4,,-43.722,-43.721,49.616,49.616
Test#1,1769,25,0.3,,-64.847,-64.847,60.169,60.169
Test#1,1769,10,0.3,,-30.897,-29.923,56.185,56.185
Test#1,1769,25,0.2,,-42.679,-42.68,59.197,59.197
Test#1,1769,10,0.2,,-20.495,-18.341,61.875,61.875
Test#1,1769,25,0.15,,-33.595,-32.045,58.735,58.735
Test#1,1769,10,0.15,,-14.709,-12.231,62.01,62.01
Test#1,1769,25,0.1,,-25.397,-23.171,58.459,58.459
Test#1,1769,10,0.1,,-11.285,-8.4178,61.786,61.786
Test#1,1769,25,0.05,,-18.008,-15.306,58.136,58.136
Test#1,1769,10,0.05,,-7.8924,-5.0398,61.279,61.279
Test#1,1769,25,0.02,,-12.309,-9.8834,57.71,57.71
Test#1,1769,10,0.02,,-4.9834,-2.9887,60.514,60.514
Test#1,1769,25,0.005,,-9.5772,-7.4585,57.195,57.195
Test#1,1885,25,1.0,,-91.9348,-91.9315,0.5463,0.5463
Test#1,1885,10,1.0,,-81.6086,-81.6097,0.2255,0.2255
Test#1,1885,25,0.95,,-92.042,-92.0423,3.818,3.818
Test#1,1885,10,0.95,,-81.9864,-81.9823,2.8129,2.8129
Test#1,1885,25,0.9,,-91.7613,-91.758,8.7476,8.7476
Test#1,1885,10,0.9,,-81.6175,-81.6183,6.3139,6.3139
Test#1,1885,25,0.8,,-89.4405,-89.4441,22.8956,22.8956
Test#1,1885,10,0.8,,-79.8482,-79.8469,15.5699,15.5699
Test#1,1885,25,0.7,,-86.808,-86.5996,37.9189,37.9189
Test#1,1885,10,0.7,,-76.9574,-76.9521,26.1684,26.1684
Test#1,1885,25,0.6,,-84.0313,-83.8272,54.1875,54.1875
Test#1,1885,10,0.6,,-66.0143,-66.011,34.1657,34.1657
Test#1,1885,25,0.5,,-81.1859,-80.9417,61.9042,61.9042
Test#1,1885,10,0.5,,-52.8938,-52.8944,39.666,39.666
Test#1,1885,25,0.4,,-77.1134,-77.1126,61.227,61.227
Test#1,1885,10,0.4,,-39.4177,-39.4158,44.4723,44.4723
Test#1,1885,25,0.3,,-59.8548,-59.8577,60.5727,60.5727
Test#1,1885,10,0.3,,-28.4106,-27.382,50.4749,50.4749
Test#1,1885,25,0.2,,-41.2417,-39.8795,59.604,59.604
Test#1,1885,10,0.2,,-19.1011,-17.0613,60.0945,60.0945
Test#1,1885,25,0.15,,-31.9588,-30.3033,59.1882,59.1882
Test#1,1885,10,0.15,,-13.9461,-11.4484,58.0938,58.0938
Test#1,1885,25,0.1,,-24.4953,-22.3087,58.9331,58.9331
Test#1,1885,10,0.1,,-10.8568,-7.9791,60.4074,60.4074
Test#1,1885,25,0.05,,-17.3489,-14.8335,58.5841,58.5841
Test#1,1885,10,0.05,,-7.6499,-4.8175,61.8757,61.8757
Test#1,1885,25,0.02,,-11.8363,-9.6794,58.1248,58.1248
Test#1,1885,10,0.02,,-4.8759,-2.9149,61.0789,61.0789
Test#1,1885,25,0.005,,-9.184,-7.3782,57.6226,57.6226
Test#1,1994,25,1.0,,-87.1176,-87.1153,0.5847,0.5847
Test#1,1994,10,1.0,,-76.5289,-76.533,0.2415,0.2415
Test#1,1994,25,0.95,,-87.5873,-87.5928,3.3622,3.3622
Test#1,1994,10,0.95,,-77.4272,-77.4295,2.7104,2.7104
Test#1,1994,25,0.9,,-87.4058,-87.4055,7.9356,7.9356
Test#1,1994,10,0.9,,-77.2275,-77.2328,5.3461,5.3461
Test#1,1994,25,0.8,,-85.2238,-85.2235,19.4173,19.4173
Test#1,1994,10,0.8,,-72.5787,-72.5743,13.3136,13.3136
Test#1,1994,25,0.7,,-82.7763,-82.7792,31.9533,31.9533
Test#1,1994,10,0.7,,-62.6058,-62.6083,20.5425,20.5425
Test#1,1994,25,0.6,,-80.3763,-80.3747,43.0287,43.0287
Test#1,1994,10,0.6,,-51.9846,-51.9852,25.3917,25.3917
Test#1,1994,25,0.5,,-77.717,-77.7117,51.1274,51.1274
Test#1,1994,10,0.5,,-41.3737,-41.3723,29.0675,29.0675
Test#1,1994,25,0.4,,-67.6104,-67.6171,57.9778,57.9778
Test#1,1994,10,0.4,,-31.4379,-31.4399,32.6787,32.6787
Test#1,1994,25,0.3,,-51.9934,-51.9945,61.9621,61.9621
Test#1,1994,10,0.3,,-23.3723,-22.3942,37.4646,37.4646
Test#1,1994,25,0.2,,-34.855,-34.8548,61.019,61.019
Test#1,1994,10,0.2,,-16.6148,-14.399,44.3103,44.3103
Test#1,1994,25,0.15,,-28.1779,-26.6617,60.6668,60.6668
Test#1,1994,10,0.15,,-12.4184,-9.8083,42.4744,42.4744
Test#1,1994,25,0.1,,-22.0279,-19.9316,60.4183,60.4183
Test#1,1994,10,0.1,,-10.0061,-7.0057,44.2599,44.2599
Test#1,1994,25,0.05,,-16.2164,-13.6387,60.0528,60.0528
Test#1,1994,10,0.05,,-7.3744,-4.4309,49.2958,49.2958
Test#1,1994,25,0.02,,-11.8504,-9.4308,59.7753,59.7753
Test#1,1994,10,0.02,,-5.3152,-2.9202,54.392,54.392
Test#1,1994,25,0.005,,-9.815,-7.5756,59.4554,59.4554
Test#2,1,25,1.0,,-112.758,-112.6093,,
Test#2,1,10,1.0,,-108.265,-107.731,,
Test#2,1,25,0.95,,-111.6448,-111.642,14.8066,14.8066
Test#2,1,10,0.95,,-107.8524,-107.4972,11.206,11.206
Test#2,1,25,0.9,,-111.0313,-111.0335,22.8598,22.8598
Test#2,1,10,0.9,,-107.1903,-107.1911,16.69,16.69
Test#2,1,25,0.8,,-108.5048,-108.5031,36.8317,36.8317
Test#2,1,10,0.8,,-105.0172,-105.0163,28.052,28.052
Test#2,1,25,0.7,,-105.9278,-105.9265,61.6831,61.6831
Test#2,1,10,0.7,,-102.3052,-102.307,57.346,57.346
Test#2,1,25,0.6,,-103.7123,-103.4091,60.5747,60.5747
Test#2,1,10,0.6,,-99.636,-99.6278,61.141,61.141
Test#2,1,25,0.5,,-100.2781,-100.282,58.8609,58.8609
Test#2,1,10,0.5,,-96.6363,-96.6417,59.738,59.738
Test#2,1,25,0.4,,-97.7534,-97.7567,57.5829,57.5829
Test#2,1,10,0.4,,-94.2025,-94.201,58.458,58.458
Test#2,1,25,0.3,,-95.6568,-95.6514,56.703,56.703
Test#2,1,10,0.3,,-91.8647,-91.864,57.578,57.578
Test#2,1,25,0.2,,-93.0595,-93.0622,55.6929,55.6929
Test#2,1,10,0.2,,-88.0261,-88.0272,56.543,56.543
Test#2,1,25,0.15,,-90.978,-90.9755,54.9097,54.9097
Test#2,1,10,0.15,,-81.4464,-82.4802,55.816,55.816
Test#2,1,25,0.1,,-82.475,-83.5299,54.0364,54.0364
Test#2,1,10,0.1,,-50.6886,-37.2379,55.178,55.178
Test#2,1,25,0.05,,-40.1232,-30.3737,53.7423,53.7423
Test#2,1,10,0.05,,-21.1184,-13.7594,54.842,54.842
Test#2,1,25,0.02,,-27.458,-17.4825,53.0008,53.0008
Test#2,1,25,0.005,,-18.2156,-12.3657,51.7539,51.7539
Test#2,136,25,1.0,,-112.229,-112.3246,,
Test#2,136,10,1.0,,-107.3461,-106.9169,,
Test#2,136,25,0.95,,-111.5208,-111.5211,15.0024,15.0024
Test#2,136,10,0.95,,-106.8349,-106.8355,11.2607,11.2607
Test#2,136,25,0.9,,-110.9106,-110.908,22.8488,22.8488
Test#2,136,10,0.9,,-106.4131,-106.4138,16.39,16.39
Test#2,136,25,0.8,,-108.363,-108.3643,37.6935,37.6935
Test#2,136,10,0.8,,-104.3046,-104.299,29.4812,29.4812
Test#2,136,25,0.7,,-105.9549,-105.9536,61.6791,61.6791
Test#2,136,10,0.7,,-102.1406,-102.1319,55.746,55.746
Test#2,136,25,0.6,,-103.6521,-103.6544,60.6601,60.6601
Test#2,136,10,0.6,,-99.4619,-99.4604,61.2773,61.2773
Test#2,136,25,0.5,,-100.3883,-100.3855,58.8431,58.8431
Test#2,136,10,0.5,,-96.0862,-96.3563,59.7665,59.7665
Test#2,136,25,0.4,,-97.7686,-97.7714,57.5773,57.5773
Test#2,136,10,0.4,,-93.5169,-93.7872,58.5063,58.5063
Test#2,136,25,0.3,,-95.5885,-95.5853,56.6996,56.6996
Test#2,136,10,0.3,,-90.8897,-91.1644,57.6413,57.6413
Test#2,136,25,0.2,,-92.3576,-92.6558,55.6662,55.6662
Test#2,136,10,0.2,,-84.4579,-85.8225,56.6415,56.6415
Test#2,136,25,0.15,,-88.9492,-89.7649,54.9001,54.9001
Test#2,136,10,0.15,,-68.3878,-75.3503,55.9245,55.9245
Test#2,136,25,0.1,,-73.7607,-76.5618,54.0979,54.0979
Test#2,136,10,0.1,,-39.2102,-33.1899,55.3286,55.3286
Test#2,136,25,0.05,,-39.689,-29.2503,53.8509,53.8509
Test#2,136,10,0.05,,-17.5042,-13.5438,54.9853,54.9853
Test#2,136,25,0.02,,-22.3641,-15.9252,53.0024,53.0024
Test#2,136,25,0.005,,-14.9652,-10.1136,51.7148,51.7148
Test#2,273,25,1.0,,-111.58,-111.58,,
Test#2,273,10,1.0,,-105.81,-105.81,,
Test#2,273,25,0.95,,-110.87,-110.87,14.667,14.667
Test#2,273,10,0.95,,-105.85,-105.85,10.868,10.868
Test#2,273,25,0.9,,-110.23,-110.23,22.111,22.111
Test#2,273,10,0.9,,-105.35,-105.35,15.643,15.643
Test#2,273,25,0.8,,-107.77,-107.77,37.277,37.277
Test#2,273,10,0.8,,-103.41,-103.41,29.248,29.248
Test#2,273,25,0.7,,-105.52,-105.52,61.75,61.75
Test#2,273,10,0.7,,-101.44,-101.44,53.781,53.781
Test#2,273,25,0.6,,-103.18,-103.19,60.735,60.735
Test#2,273,10,0.6,,-98.808,-98.808,61.431,61.431
Test#2,273,25,0.5,,-99.916,-99.918,58.93,58.93
Test#2,273,10,0.5,,-95.703,-95.703,59.903,59.903
Test#2,273,25,0.4,,-97.304,-97.302,57.671,57.671
Test#2,273,10,0.4,,-93.054,-93.06,58.657,58.657
Test#2,273,25,0.3,,-95.03,-95.025,56.8,56.8
Test#2,273,10,0.3,,-89.979,-90.219,57.802,57.802
Test#2,273,25,0.2,,-91.696,-91.695,55.774,55.774
Test#2,273,10,0.2,,-82.711,-83.535,56.836,56.836
Test#2,273,25,0.15,,-87.198,-87.681,55.034,55.034
Test#2,273,10,0.15,,-65.775,-63.643,56.156,56.156
Test#2,273,25,0.1,,-69.319,-63.115,54.24,54.24
Test#2,273,10,0.1,,-37.073,-32.304,55.523,55.523
Test#2,273,25,0.05,,-38.035,-27.724,54.014,54.014
Test#2,273,10,0.05,,-18.822,-15.167,55.187,55.187
Test#2,273,25,0.02,,-22.318,-15.086,53.334,53.334
Test#2,273,25,0.005,,-14.909,-9.7137,52.176,52.176
Test#2,393,25,1.0,,-110.77,-110.83,,
Test#2,393,10,1.0,,-105.12,-104.44,,
Test#2,393,25,0.95,,-110.22,-110.22,14.336,14.336
Test#2,393,10,0.95,,-105.08,-104.61,10.247,10.247
Test#2,393,25,0.9,,-109.55,-109.55,21.326,21.326
Test#2,393,10,0.9,,-104.46,-104.13,14.457,14.457
Test#2,393,25,0.8,,-107.23,-107.23,36.572,36.572
Test#2,393,10,0.8,,-102.37,-102.37,29.068,29.068
Test#2,393,25,0.7,,-105.09,-105.09,61.845,61.845
Test#2,393,10,0.7,,-100.54,-100.54,51.233,51.233
Test#2,393,25,0.6,,-102.73,-102.73,60.823,60.823
Test#2,393,10,0.6,,-97.666,-97.959,61.601,61.601
Test#2,393,25,0.5,,-99.488,-99.492,59.038,59.038
Test#2,393,10,0.5,,-94.629,-94.896,60.08,60.08
Test#2,393,25,0.4,,-96.88,-96.882,57.788,57.788
Test#2,393,10,0.4,,-91.93,-92.199,58.86,58.86
Test#2,393,25,0.3,,-94.531,-94.533,56.917,56.917
Test#2,393,10,0.3,,-88.631,-89.136,58.026,58.026
Test#2,393,25,0.2,,-90.821,-90.825,55.9,55.9
Test#2,393,10,0.2,,-78.712,-81.045,57.099,57.099
Test#2,393,25,0.15,,-85.505,-85.797,55.183,55.183
Test#2,393,10,0.15,,-55.097,-55.893,56.442,56.442
Test#2,393,25,0.1,,-64.178,-56.912,54.401,54.401
Test#2,393,10,0.1,,-31.599,-27.744,55.797,55.797
Test#2,393,25,0.05,,-36.373,-26.611,54.175,54.175
Test#2,393,10,0.05,,-16.883,-24.565,55.439,55.439
Test#2,393,25,0.02,,-21.857,-14.516,53.594,53.594
Test#2,393,25,0.005,,-15.287,-9.3424,52.523,52.523
Test#2,522,25,1.0,,-109.95,-109.94,,
Test#2,522,10,1.0,,-103.81,-103.81,,
Test#2,522,25,0.95,,-109.4,-109.4,13.63,13.63
Test#2,522,10,0.95,,-103.78,-103.78,9.4489,9.4489
Test#2,522,25,0.9,,-108.65,-108.65,20.043,20.043
Test#2,522,10,0.9,,-103.17,-103.18,13.292,13.292
Test#2,522,25,0.8,,-106.47,-106.47,36.028,36.028
Test#2,522,10,0.8,,-101.3,-101.3,28.684,28.684
Test#2,522,25,0.7,,-104.43,-104.43,61.95,61.95
Test#2,522,10,0.7,,-99.437,-99.435,48.958,48.958
Test#2,522,25,0.6,,-102.07,-102.07,60.926,60.926
Test#2,522,10,0.6,,-96.712,-96.711,61.787,61.787
Test#2,522,25,0.5,,-98.822,-98.82,59.144,59.144
Test#2,522,10,0.5,,-93.54,-93.546,60.258,60.258
Test#2,522,25,0.4,,-96.163,-96.165,57.911,57.911
Test#2,522,10,0.4,,-90.726,-90.726,59.064,59.064
Test#2,522,25,0.3,,-93.64,-93.636,57.042,57.042
Test#2,522,10,0.3,,-87.019,-87.021,58.253,58.253
Test#2,522,25,0.2,,-89.021,-89.019,56.058,56.058
Test#2,522,10,0.2,,-72.973,-67.785,57.382,57.382
Test#2,522,25,0.15,,-82.206,-81.81,55.39,55.39
Test#2,522,10,0.15,,-48.463,-39.414,56.768,56.768
Test#2,522,25,0.1,,-55.461,-47.459,54.596,54.596
Test#2,522,10,0.1,,-28.15,-20.336,56.045,56.045
Test#2,522,25,0.05,,-31.194,-23.487,54.368,54.368
Test#2,522,10,0.05,,-15.571,-13.961,55.674,55.674
Test#2,522,25,0.02,,-19.937,-13.472,53.943,53.943
Test#2,522,25,0.005,,-14.181,-9.3672,53.044,53.044
Test#2,641,25,1.0,,-109.18,-109.18,,
Test#2,641,10,1.0,,-102.13,-102.34,,
Test#2,641,25,0.95,,-108.69,-108.7,12.953,12.953
Test#2,641,10,0.95,,-102.34,-102.33,8.4814,8.4814
Test#2,641,25,0.9,,-107.95,-107.95,18.887,18.887
Test#2,641,10,0.9,,-101.8,-101.81,12.086,12.086
Test#2,641,25,0.8,,-105.91,-105.91,35.334,35.334
Test#2,641,10,0.8,,-99.999,-99.999,28.064,28.064
Test#2,641,25,0.7,,-103.93,-103.94,62.055,62.055
Test#2,641,10,0.7,,-98.164,-98.166,46.376,46.376
Test#2,641,25,0.6,,-101.54,-101.54,61.006,61.006
Test#2,641,10,0.6,,-95.408,-95.406,61.965,61.965
Test#2,641,25,0.5,,-98.303,-98.31,59.254,59.254
Test#2,641,10,0.5,,-92.281,-92.277,60.456,60.456
Test#2,641,25,0.4,,-95.658,-95.658,58.025,58.025
Test#2,641,10,0.4,,-89.379,-89.373,59.297,59.297
Test#2,641,25,0.3,,-93.059,-93.057,57.17,57.17
Test#2,641,10,0.3,,-85.105,-85.107,58.506,58.506
Test#2,641,25,0.2,,-87.669,-87.918,56.188,56.188
Test#2,641,10,0.2,,-62.986,-58.771,57.632,57.632
Test#2,641,25,0.15,,-79.451,-79.758,55.522,55.522
Test#2,641,10,0.15,,-41.132,-35.99,56.985,56.985
Test#2,641,25,0.1,,-51.597,-42.179,54.763,54.763
Test#2,641,10,0.1,,-24.436,-18.571,56.295,56.295
Test#2,641,25,0.05,,-29.068,-19.663,54.524,54.524
Test#2,641,25,0.02,,-18.082,-12.03,54.043,54.043
Test#2,641,25,0.005,,-12.755,-12.247,53.099,53.099
Test#2,762,25,1.0,,-108.24,-108.24,,
Test#2,762,10,1.0,,-100.85,-100.85,,
Test#2,762,25,0.95,,-107.8,-107.8,12.147,12.147
Test#2,762,10,0.95,,-100.54,-100.55,7.1944,7.1944
Test#2,762,25,0.9,,-107.04,-107.04,17.497,17.497
Test#2,762,10,0.9,,-99.936,-99.948,10.501,10.501
Test#2,762,25,0.8,,-105.11,-105.11,34.567,34.567
Test#2,762,10,0.8,,-98.461,-98.466,27.372,27.372
Test#2,762,25,0.7,,-103.2,-103.2,62.196,62.196
Test#2,762,10,0.7,,-96.66,-96.654,43.933,43.933
Test#2,762,25,0.6,,-100.76,-100.76,61.11,61.11
Test#2,762,10,0.6,,-93.864,-93.864,62.169,62.169
Test#2,762,25,0.5,,-97.544,-97.545,59.383,59.383
Test#2,762,10,0.5,,-90.704,-90.699,60.651,60.651
Test#2,762,25,0.4,,-94.862,-94.863,58.174,58.174
Test#2,762,10,0.4,,-87.586,-87.582,59.539,59.539
Test#2,762,25,0.3,,-92.07,-92.067,57.331,57.331
Test#2,762,10,0.3,,-82.501,-82.143,58.778,58.778
Test#2,762,25,0.2,,-85.369,-85.662,56.36,56.36
Test#2,762,10,0.2,,-53.23,-47.031,57.952,57.952
Test#2,762,25,0.15,,-74.716,-73.802,55.709,55.709
Test#2,762,10,0.15,,-33.754,-27.702,57.547,57.547
Test#2,762,25,0.1,,-44.632,-38.462,54.971,54.971
Test#2,762,10,0.1,,-19.756,-14.283,56.893,56.893
Test#2,762,25,0.05,,-25.892,-19.238,54.712,54.712
Test#2,762,10,0.05,,-11.037,-6.3375,56.528,56.528
Test#2,762,25,0.02,,-15.524,-10.577,54.553,54.553
Test#2,762,10,0.02,,-6.7319,-2.9714,56.099,56.099
Test#2,762,25,0.005,,-10.973,-7.2203,53.627,53.627
Test#2,867,25,1.0,,-106.98,-106.99,,
Test#2,867,10,1.0,,-98.91,-98.439,,
Test#2,867,25,0.95,,-106.55,-106.55,10.986,10.986
Test#2,867,10,0.95,,-98.677,-98.313,6.1272,6.1272
Test#2,867,25,0.9,,-105.79,-105.79,15.642,15.642
Test#2,867,10,0.9,,-98.2,-97.899,9.3778,9.3778
Test#2,867,25,0.8,,-103.93,-103.94,33.683,33.683
Test#2,867,10,0.8,,-96.697,-96.693,26.21,26.21
Test#2,867,25,0.7,,-102.06,-102.06,59.168,59.168
Test#2,867,10,0.7,,-94.986,-94.989,40.742,40.742
Test#2,867,25,0.6,,-99.574,-99.573,61.266,61.266
Test#2,867,10,0.6,,-92.374,-92.376,60.081,60.081
Test#2,867,25,0.5,,-96.363,-96.36,59.555,59.555
Test#2,867,10,0.5,,-89.31,-89.31,60.927,60.927
Test#2,867,25,0.4,,-93.592,-93.591,58.372,58.372
Test#2,867,10,0.4,,-85.828,-86.046,59.87,59.87
Test#2,867,25,0.3,,-90.342,-90.342,57.551,57.551
Test#2,867,10,0.3,,-79.145,-79.884,59.138,59.138
Test#2,867,25,0.2,,-80.552,-80.865,56.626,56.626
Test#2,867,10,0.2,,-42.731,-42.73,58.308,58.308
Test#2,867,25,0.15,,-59.948,-55.293,56.008,56.008
Test#2,867,10,0.15,,-27.015,-25.744,57.928,57.928
Test#2,867,25,0.1,,-35.303,-30.26,55.265,55.265
Test#2,867,10,0.1,,-16.146,-13.891,57.277,57.277
Test#2,867,25,0.05,,-21.295,-15.406,54.983,54.983
Test#2,867,10,0.05,,-9.4978,-6.8791,56.866,56.866
Test#2,867,25,0.02,,-13.23,-8.6463,54.917,54.917
Test#2,867,10,0.02,,-5.6623,-3.9033,56.41,56.41
Test#2,867,25,0.005,,-9.7509,-6.0155,54.064,54.064
Test#2,867,10,0.005,,,-2.6766,,
Test#2,986,25,1.0,,-105.91,-105.91,,
Test#2,986,10,1.0,,-97.55,-97.011,,
Test#2,986,25,0.95,,-105.51,-105.5,10.128,10.128
Test#2,986,10,0.95,,-97.371,-96.933,5.4563,5.4563
Test#2,986,25,0.9,,-104.82,-104.83,14.452,14.452
Test#2,986,10,0.9,,-96.954,-96.576,8.6777,8.6777
Test#2,986,25,0.8,,-103.06,-103.06,32.253,32.253
Test#2,986,10,0.8,,-95.712,-95.445,25.022,25.022
Test#2,986,25,0.7,,-101.23,-101.23,56.197,56.197
Test#2,986,10,0.7,,-93.748,-93.75,38.397,38.397
Test#2,986,25,0.6,,-98.737,-98.733,61.42,61.42
Test#2,986,10,0.6,,-91.183,-91.182,56.682,56.682
Test#2,986,25,0.5,,-95.582,-95.58,59.764,59.764
Test#2,986,10,0.5,,-88.179,-88.176,61.182,61.182
Test#2,986,25,0.4,,-92.778,-92.787,58.587,58.587
Test#2,986,10,0.4,,-84.613,-84.837,60.153,60.153
Test#2,986,25,0.3,,-89.397,-89.403,57.781,57.781
Test#2,986,10,0.3,,-78.276,-78.279,59.434,59.434
Test#2,986,25,0.2,,-79.722,-79.287,56.881,56.881
Test#2,986,10,0.2,,-41.999,-40.805,58.61,58.61
Test#2,986,25,0.15,,-58.843,-53.0,56.285,56.285
Test#2,986,10,0.15,,-26.222,-25.024,58.271,58.271
Test#2,986,25,0.1,,-35.347,-29.682,55.525,55.525
Test#2,986,10,0.1,,-16.104,-13.886,57.609,57.609
Test#2,986,25,0.05,,-21.946,-15.643,55.195,55.195
Test#2,986,10,0.05,,-9.8175,-7.2856,57.17,57.17
Test#2,986,25,0.02,,-14.47,-9.2287,55.054,55.054
Test#2,986,10,0.02,,-6.0266,-4.4367,56.86,56.86
Test#2,986,25,0.005,,-11.1,-6.6218,54.592,54.592
Test#2,986,10,0.005,,,-3.2358,,
Test#2,1100,25,1.0,,-104.99,-104.99,,
Test#2,1100,10,1.0,,-96.308,-96.315,,
Test#2,1100,25,0.95,,-104.6,-104.6,9.3686,9.3686
Test#2,1100,10,0.95,,-96.08,-96.075,4.8746,4.8746
Test#2,1100,25,0.9,,-103.97,-103.96,13.446,13.446
Test#2,1100,10,0.9,,-95.623,-95.625,8.1977,8.1977
Test#2,1100,25,0.8,,-102.25,-102.24,31.481,31.481
Test#2,1100,10,0.8,,-94.324,-94.323,24.298,24.298
Test#2,1100,25,0.7,,-100.4,-100.4,53.647,53.647
Test#2,1100,10,0.7,,-92.416,-92.418,36.45,36.45
Test#2,1100,25,0.6,,-97.835,-97.839,61.514,61.514
Test#2,1100,10,0.6,,-89.535,-89.538,54.462,54.462
Test#2,1100,25,0.5,,-94.691,-94.689,59.891,59.891
Test#2,1100,10,0.5,,-86.275,-86.28,61.347,61.347
Test#2,1100,25,0.4,,-91.843,-91.848,58.746,58.746
Test#2,1100,10,0.4,,-82.671,-82.386,60.381,60.381
Test#2,1100,25,0.3,,-88.154,-88.149,57.951,57.951
Test#2,1100,10,0.3,,-69.264,-66.736,59.702,59.702
Test#2,1100,25,0.2,,-75.958,-75.954,57.062,57.062
Test#2,1100,10,0.2,,-35.485,-31.082,58.907,58.907
Test#2,1100,25,0.15,,-52.416,-47.274,56.469,56.469
Test#2,1100,10,0.15,,-22.169,-17.819,58.6,58.6
Test#2,1100,25,0.1,,-32.318,-26.391,55.704,55.704
Test#2,1100,10,0.1,,-13.774,-9.6872,57.884,57.884
Test#2,1100,25,0.05,,-19.982,-14.082,55.37,55.37
Test#2,1100,10,0.05,,-9.042,-4.6855,57.465,57.465
Test#2,1100,25,0.02,,-13.227,-8.3241,55.228,55.228
Test#2,1100,10,0.02,,-6.1495,-2.4547,57.245,57.245
Test#2,1100,25,0.005,,-10.148,-5.9808,54.748,54.748
Test#2,1220,25,1.0,,-103.79,-103.8,,
Test#2,1220,10,1.0,,-94.788,-94.794,0.0377,0.0377
Test#2,1220,25,0.95,,-103.41,-103.4,8.3357,8.3357
Test#2,1220,10,0.95,,-94.592,-94.593,4.2803,4.2803
Test#2,1220,25,0.9,,-102.85,-102.84,12.164,12.164
Test#2,1220,10,0.9,,-94.162,-94.17,7.5549,7.5549
Test#2,1220,25,0.8,,-101.17,-101.17,29.727,29.727
Test#2,1220,10,0.8,,-92.897,-92.895,22.634,22.634
Test#2,1220,25,0.7,,-99.329,-99.33,49.775,49.775
Test#2,1220,10,0.7,,-90.963,-90.96,33.794,33.794
Test#2,1220,25,0.6,,-96.789,-96.789,61.779,61.779
Test#2,1220,10,0.6,,-88.32,-88.092,50.81,50.81
Test#2,1220,25,0.5,,-93.656,-93.663,60.167,60.167
Test#2,1220,10,0.5,,-85.098,-84.849,61.679,61.679
Test#2,1220,25,0.4,,-90.75,-90.75,59.045,59.045
Test#2,1220,10,0.4,,-81.171,-80.823,60.743,60.743
Test#2,1220,25,0.3,,-86.799,-86.79,58.268,58.268
Test#2,1220,10,0.3,,-64.892,-62.394,60.09,60.09
Test#2,1220,25,0.2,,-73.194,-69.795,57.444,57.444
Test#2,1220,10,0.2,,-34.136,-30.349,59.339,59.339
Test#2,1220,25,0.15,,-51.208,-45.953,56.925,56.925
Test#2,1220,10,0.15,,-21.896,-17.977,59.11,59.11
Test#2,1220,25,0.1,,-31.568,-26.715,56.106,56.106
Test#2,1220,10,0.1,,-14.484,-10.169,58.377,58.377
Test#2,1220,25,0.05,,-19.952,-14.89,55.713,55.713
Test#2,1220,10,0.05,,-9.8078,-5.3662,57.92,57.92
Test#2,1220,25,0.02,,-14.249,-9.6748,55.712,55.712
Test#2,1220,10,0.02,,-6.8928,-3.2154,57.858,57.858
Test#2,1220,25,0.005,,-11.731,-7.4894,55.622,55.622
Test#2,1220,10,0.005,,-5.7054,-2.3243,57.615,57.615
Test#2,1333,25,1.0,,-103.16,-103.16,,
Test#2,1333,10,1.0,,-93.994,-93.987,0.0693,0.0693
Test#2,1333,25,0.95,,-102.8,-102.8,7.8663,7.8663
Test#2,1333,10,0.95,,-93.85,-93.846,3.9982,3.9982
Test#2,1333,25,0.9,,-102.28,-102.28,11.596,11.596
Test#2,1333,10,0.9,,-93.466,-93.459,7.237,7.237
Test#2,1333,25,0.8,,-100.65,-100.65,28.785,28.785
Test#2,1333,10,0.8,,-92.225,-92.22,21.768,21.768
Test#2,1333,25,0.7,,-98.824,-98.826,47.996,47.996
