cell,cycle,SOH,SOC,OCV_V,V_dis_V,V_chg_V,hyst_mV
BOOST_NEGPULSE,72,0.98925,0.37,3.63027,3.61252,3.64802,35.5
BOOST_NEGPULSE,72,0.98925,0.38,3.63654,3.61877,3.6543,35.53
BOOST_NEGPULSE,72,0.98925,0.39,3.64289,3.62527,3.66052,35.25
BOOST_NEGPULSE,72,0.98925,0.4,3.6496,3.63207,3.66712,35.05
BOOST_NEGPULSE,72,0.98925,0.41,3.65645,3.6388,3.6741,35.3
BOOST_NEGPULSE,72,0.98925,0.42,3.66347,3.64592,3.68102,35.1
BOOST_NEGPULSE,72,0.98925,0.43,3.67114,3.65356,3.68872,35.16
BOOST_NEGPULSE,72,0.98925,0.44,3.67896,3.6613,3.69662,35.32
BOOST_NEGPULSE,72,0.98925,0.45,3.68718,3.66944,3.70492,35.48
BOOST_NEGPULSE,72,0.98925,0.46,3.69596,3.67824,3.71368,35.44
BOOST_NEGPULSE,72,0.98925,0.47,3.705,3.68708,3.72292,35.84
BOOST_NEGPULSE,72,0.98925,0.48,3.71443,3.69653,3.73232,35.79
BOOST_NEGPULSE,72,0.98925,0.49,3.72424,3.70623,3.74226,36.03
BOOST_NEGPULSE,72,0.98925,0.5,3.734,3.71587,3.75214,36.27
BOOST_NEGPULSE,72,0.98925,0.51,3.74385,3.7257,3.762,36.3
BOOST_NEGPULSE,72,0.98925,0.52,3.75383,3.73561,3.77206,36.45
BOOST_NEGPULSE,72,0.98925,0.53,3.76344,3.74511,3.78176,36.65
BOOST_NEGPULSE,72,0.98925,0.54,3.77303,3.75458,3.79148,36.9
BOOST_NEGPULSE,72,0.98925,0.55,3.78275,3.76416,3.80134,37.18
BOOST_NEGPULSE,72,0.98925,0.56,3.79225,3.77341,3.81108,37.67
BOOST_NEGPULSE,72,0.98925,0.57,3.80208,3.78277,3.82139,38.63
BOOST_NEGPULSE,72,0.98925,0.58,3.8122,3.7925,3.83189,39.39
BOOST_NEGPULSE,72,0.98925,0.59,3.82247,3.80215,3.84279,40.64
BOOST_NEGPULSE,72,0.98925,0.6,3.83292,3.81189,3.85396,42.08
BOOST_NEGPULSE,72,0.98925,0.61,3.84341,3.8218,3.86502,43.21
BOOST_NEGPULSE,72,0.98925,0.62,3.85342,3.83185,3.87499,43.14
BOOST_NEGPULSE,72,0.98925,0.63,3.86329,3.84187,3.88472,42.84
BOOST_NEGPULSE,72,0.98925,0.64,3.87294,3.85207,3.89382,41.75
BOOST_NEGPULSE,72,0.98925,0.65,3.88201,3.8622,3.90182,39.62
BOOST_NEGPULSE,72,0.98925,0.66,3.89028,3.87142,3.90914,37.72
BOOST_NEGPULSE,72,0.98925,0.67,3.89791,3.88028,3.91554,35.27
BOOST_NEGPULSE,72,0.98925,0.68,3.90557,3.88889,3.92224,33.35
BOOST_NEGPULSE,72,0.98925,0.69,3.91297,3.89692,3.92902,32.1
BOOST_NEGPULSE,72,0.98925,0.7,3.92077,3.90518,3.93637,31.19
BOOST_NEGPULSE,72,0.98925,0.71,3.92943,3.91419,3.94467,30.48
BOOST_NEGPULSE,72,0.98925,0.72,3.9384,3.92331,3.95349,30.19
BOOST_NEGPULSE,72,0.98925,0.73,3.94845,3.93341,3.96349,30.09
BOOST_NEGPULSE,72,0.98925,0.74,3.95922,3.9442,3.97424,30.04
BOOST_NEGPULSE,72,0.98925,0.75,3.97059,3.95553,3.98564,30.11
BOOST_NEGPULSE,72,0.98925,0.76,3.98292,3.96777,3.99806,30.29
BOOST_NEGPULSE,72,0.98925,0.77,3.99545,3.98043,4.01046,30.03
BOOST_NEGPULSE,72,0.98925,0.78,4.00804,3.99292,4.02316,30.25
BOOST_NEGPULSE,72,0.98925,0.79,4.02015,4.0051,4.03519,30.09
BOOST_NEGPULSE,72,0.98925,0.8,4.03161,4.01667,4.04654,29.87
BOOST_NEGPULSE,72,0.98925,0.81,4.04223,4.02717,4.05729,30.12
BOOST_NEGPULSE,72,0.98925,0.82,4.05184,4.03697,4.0667,29.72
BOOST_NEGPULSE,72,0.98925,0.83,4.06009,4.04585,4.07434,28.5
BOOST_NEGPULSE,72,0.98925,0.84,4.06652,4.05294,4.0801,27.15
BOOST_NEGPULSE,72,0.98925,0.85,4.07068,4.05789,4.08347,25.59
BOOST_NEGPULSE,72,0.98925,0.86,4.07374,4.0613,4.08617,24.87
BOOST_NEGPULSE,72,0.98925,0.87,4.07635,4.0642,4.0885,24.3
BOOST_NEGPULSE,72,0.98925,0.88,4.07858,4.06647,4.09068,24.21
BOOST_NEGPULSE,72,0.98925,0.89,4.08104,4.06873,4.09336,24.63
BOOST_NEGPULSE,72,0.98925,0.9,4.08369,4.0714,4.09598,24.58
BOOST_NEGPULSE,72,0.98925,0.91,4.08681,4.07433,4.09928,24.96
BOOST_NEGPULSE,72,0.98925,0.92,4.09016,4.07743,4.10288,25.46
BOOST_NEGPULSE,72,0.98925,0.93,4.09458,4.0816,4.10757,25.97
BOOST_NEGPULSE,72,0.98925,0.94,4.10001,4.08657,4.11344,26.87
BOOST_NEGPULSE,72,0.98925,0.95,4.10681,4.093,4.12062,27.62
BOOST_NEGPULSE,72,0.98925,0.96,4.11604,4.1017,4.13038,28.68
BOOST_NEGPULSE,72,0.98925,0.97,4.12796,4.11318,4.14274,29.55
BOOST_NEGPULSE,72,0.98925,0.98,4.14388,4.12858,4.15918,30.59
BOOST_NEGPULSE,72,0.98925,0.99,4.16515,4.14989,4.1804,30.51
BOOST_NEGPULSE,145,0.97731,0.02,2.90717,2.82698,2.98736,160.38
BOOST_NEGPULSE,145,0.97731,0.03,3.07631,3.02315,3.12948,106.33
BOOST_NEGPULSE,145,0.97731,0.04,3.17792,3.13512,3.22072,85.6
BOOST_NEGPULSE,145,0.97731,0.05,3.25222,3.21619,3.28825,72.05
BOOST_NEGPULSE,145,0.97731,0.06,3.30896,3.27669,3.34122,64.53
BOOST_NEGPULSE,145,0.97731,0.07,3.34598,3.31663,3.37533,58.7
BOOST_NEGPULSE,145,0.97731,0.08,3.36672,3.34332,3.39012,46.81
BOOST_NEGPULSE,145,0.97731,0.09,3.38161,3.36217,3.40106,38.89
BOOST_NEGPULSE,145,0.97731,0.1,3.39366,3.37663,3.41068,34.05
BOOST_NEGPULSE,145,0.97731,0.11,3.4035,3.3877,3.41931,31.61
BOOST_NEGPULSE,145,0.97731,0.12,3.41212,3.39711,3.42714,30.03
BOOST_NEGPULSE,145,0.97731,0.13,3.42033,3.40557,3.43509,29.51
BOOST_NEGPULSE,145,0.97731,0.14,3.42825,3.41346,3.44304,29.58
BOOST_NEGPULSE,145,0.97731,0.15,3.43678,3.42168,3.45189,30.2
BOOST_NEGPULSE,145,0.97731,0.16,3.44643,3.43111,3.46176,30.65
BOOST_NEGPULSE,145,0.97731,0.17,3.45739,3.4424,3.47239,29.99
BOOST_NEGPULSE,145,0.97731,0.18,3.46918,3.45444,3.48391,29.47
BOOST_NEGPULSE,145,0.97731,0.19,3.48123,3.46662,3.49584,29.22
BOOST_NEGPULSE,145,0.97731,0.2,3.49277,3.47787,3.50766,29.79
BOOST_NEGPULSE,145,0.97731,0.21,3.50396,3.48866,3.51927,30.6
BOOST_NEGPULSE,145,0.97731,0.22,3.51461,3.49847,3.53074,32.27
BOOST_NEGPULSE,145,0.97731,0.23,3.52517,3.50827,3.54207,33.79
BOOST_NEGPULSE,145,0.97731,0.24,3.5356,3.51804,3.55317,35.13
BOOST_NEGPULSE,145,0.97731,0.25,3.54553,3.52746,3.5636,36.14
BOOST_NEGPULSE,145,0.97731,0.26,3.55483,3.53696,3.5727,35.74
BOOST_NEGPULSE,145,0.97731,0.27,3.56358,3.54586,3.5813,35.43
BOOST_NEGPULSE,145,0.97731,0.28,3.57189,3.55476,3.58902,34.26
BOOST_NEGPULSE,145,0.97731,0.29,3.57984,3.56324,3.59645,33.21
BOOST_NEGPULSE,145,0.97731,0.3,3.58719,3.57117,3.6032,32.03
BOOST_NEGPULSE,145,0.97731,0.31,3.59449,3.57914,3.60985,30.71
BOOST_NEGPULSE,145,0.97731,0.32,3.60141,3.58646,3.61635,29.89
BOOST_NEGPULSE,145,0.97731,0.33,3.60812,3.59374,3.6225,28.76
BOOST_NEGPULSE,145,0.97731,0.34,3.61455,3.60045,3.62865,28.2
BOOST_NEGPULSE,145,0.97731,0.35,3.62098,3.60725,3.6347,27.46
BOOST_NEGPULSE,145,0.97731,0.36,3.6273,3.61382,3.64078,26.96
BOOST_NEGPULSE,145,0.97731,0.37,3.63361,3.62014,3.64708,26.94
BOOST_NEGPULSE,145,0.97731,0.38,3.63986,3.62663,3.65308,26.45
BOOST_NEGPULSE,145,0.97731,0.39,3.64619,3.63286,3.65953,26.68
BOOST_NEGPULSE,145,0.97731,0.4,3.65291,3.63964,3.66618,26.54
BOOST_NEGPULSE,145,0.97731,0.41,3.6595,3.64615,3.67286,26.71
BOOST_NEGPULSE,145,0.97731,0.42,3.66668,3.65326,3.68011,26.85
BOOST_NEGPULSE,145,0.97731,0.43,3.6741,3.66055,3.68766,27.11
BOOST_NEGPULSE,145,0.97731,0.44,3.68174,3.66806,3.69543,27.38
BOOST_NEGPULSE,145,0.97731,0.45,3.68999,3.67607,3.70391,27.84
BOOST_NEGPULSE,145,0.97731,0.46,3.69855,3.68457,3.71253,27.96
BOOST_NEGPULSE,145,0.97731,0.47,3.70772,3.69356,3.72188,28.32
BOOST_NEGPULSE,145,0.97731,0.48,3.71704,3.70256,3.73151,28.94
BOOST_NEGPULSE,145,0.97731,0.49,3.72676,3.71236,3.74116,28.79
BOOST_NEGPULSE,145,0.97731,0.5,3.73652,3.72196,3.75108,29.13
BOOST_NEGPULSE,145,0.97731,0.51,3.74645,3.73164,3.76126,29.62
BOOST_NEGPULSE,145,0.97731,0.52,3.75642,3.74153,3.77131,29.78
BOOST_NEGPULSE,145,0.97731,0.53,3.76617,3.75123,3.78111,29.88
BOOST_NEGPULSE,145,0.97731,0.54,3.77585,3.76063,3.79106,30.43
BOOST_NEGPULSE,145,0.97731,0.55,3.78567,3.77043,3.80091,30.48
BOOST_NEGPULSE,145,0.97731,0.56,3.79532,3.77993,3.81071,30.78
BOOST_NEGPULSE,145,0.97731,0.57,3.80535,3.78983,3.82086,31.03
BOOST_NEGPULSE,145,0.97731,0.58,3.81564,3.80014,3.83113,30.99
BOOST_NEGPULSE,145,0.97731,0.59,3.82638,3.81104,3.84172,30.68
BOOST_NEGPULSE,145,0.97731,0.6,3.83721,3.82184,3.85258,30.74
BOOST_NEGPULSE,145,0.97731,0.61,3.84823,3.83324,3.86322,29.98
BOOST_NEGPULSE,145,0.97731,0.62,3.85888,3.84454,3.87322,28.68
BOOST_NEGPULSE,145,0.97731,0.63,3.86927,3.85554,3.883,27.46
BOOST_NEGPULSE,145,0.97731,0.64,3.87915,3.86634,3.89196,25.62
BOOST_NEGPULSE,145,0.97731,0.65,3.88805,3.87603,3.90008,24.05
BOOST_NEGPULSE,145,0.97731,0.66,3.89629,3.88493,3.90766,22.73
BOOST_NEGPULSE,145,0.97731,0.67,3.90385,3.89292,3.91478,21.86
BOOST_NEGPULSE,145,0.97731,0.68,3.91091,3.90032,3.9215,21.18
BOOST_NEGPULSE,145,0.97731,0.69,3.9181,3.90782,3.92838,20.56
BOOST_NEGPULSE,145,0.97731,0.7,3.92564,3.91522,3.93606,20.84
BOOST_NEGPULSE,145,0.97731,0.71,3.93368,3.92333,3.94404,20.71
BOOST_NEGPULSE,145,0.97731,0.72,3.94267,3.93222,3.95312,20.9
BOOST_NEGPULSE,145,0.97731,0.73,3.95227,3.94163,3.96292,21.29
BOOST_NEGPULSE,145,0.97731,0.74,3.96294,3.95213,3.97376,21.63
BOOST_NEGPULSE,145,0.97731,0.75,3.97423,3.96313,3.98532,22.19
BOOST_NEGPULSE,145,0.97731,0.76,3.98636,3.97523,3.99748,22.25
BOOST_NEGPULSE,145,0.97731,0.77,3.99901,3.98772,4.0103,22.58
BOOST_NEGPULSE,145,0.97731,0.78,4.01147,4.00023,4.0227,22.47
BOOST_NEGPULSE,145,0.97731,0.79,4.02395,4.01273,4.03516,22.43
BOOST_NEGPULSE,145,0.97731,0.8,4.03549,4.02442,4.04656,22.14
BOOST_NEGPULSE,145,0.97731,0.81,4.04611,4.03482,4.0574,22.58
BOOST_NEGPULSE,145,0.97731,0.82,4.0559,4.04491,4.06688,21.97
BOOST_NEGPULSE,145,0.97731,0.83,4.06412,4.05371,4.07452,20.81
BOOST_NEGPULSE,145,0.97731,0.84,4.07075,4.06111,4.0804,19.29
BOOST_NEGPULSE,145,0.97731,0.85,4.07484,4.066,4.08368,17.68
BOOST_NEGPULSE,145,0.97731,0.86,4.07762,4.06901,4.08624,17.23
BOOST_NEGPULSE,145,0.97731,0.87,4.08019,4.0717,4.08868,16.98
BOOST_NEGPULSE,145,0.97731,0.88,4.08233,4.0738,4.09086,17.06
BOOST_NEGPULSE,145,0.97731,0.89,4.08478,4.07601,4.09356,17.55
BOOST_NEGPULSE,145,0.97731,0.9,4.08744,4.0787,4.09618,17.48
BOOST_NEGPULSE,145,0.97731,0.91,4.09035,4.0812,4.0995,18.3
BOOST_NEGPULSE,145,0.97731,0.92,4.09398,4.0847,4.10326,18.56
BOOST_NEGPULSE,145,0.97731,0.93,4.09816,4.0885,4.10782,19.32
BOOST_NEGPULSE,145,0.97731,0.94,4.10375,4.0937,4.1138,20.1
BOOST_NEGPULSE,145,0.97731,0.95,4.11048,4.1,4.12096,20.96
BOOST_NEGPULSE,145,0.97731,0.96,4.11958,4.1084,4.13076,22.35
BOOST_NEGPULSE,145,0.97731,0.97,4.13156,4.12,4.14311,23.11
BOOST_NEGPULSE,145,0.97731,0.98,4.14726,4.135,4.15951,24.51
BOOST_NEGPULSE,145,0.97731,0.99,4.16796,4.1556,4.18033,24.73
BOOST_NEGPULSE,220,0.96417,0.03,2.97116,2.8988,3.04352,144.72
BOOST_NEGPULSE,220,0.96417,0.04,3.11096,3.0577,3.16422,106.52
BOOST_NEGPULSE,220,0.96417,0.05,3.20239,3.1582,3.24658,88.38
BOOST_NEGPULSE,220,0.96417,0.06,3.26952,3.2304,3.30864,78.24
BOOST_NEGPULSE,220,0.96417,0.07,3.31896,3.2813,3.35661,75.31
BOOST_NEGPULSE,220,0.96417,0.08,3.34807,3.3155,3.38064,65.14
BOOST_NEGPULSE,220,0.96417,0.09,3.36715,3.3411,3.39321,52.11
BOOST_NEGPULSE,220,0.96417,0.1,3.38269,3.3611,3.40429,43.19
BOOST_NEGPULSE,220,0.96417,0.11,3.39533,3.3765,3.41417,37.67
BOOST_NEGPULSE,220,0.96417,0.12,3.40603,3.3889,3.42317,34.27
BOOST_NEGPULSE,220,0.96417,0.13,3.41538,3.3991,3.43167,32.57
BOOST_NEGPULSE,220,0.96417,0.14,3.42417,3.4085,3.43985,31.35
BOOST_NEGPULSE,220,0.96417,0.15,3.43285,3.4173,3.44839,31.09
BOOST_NEGPULSE,220,0.96417,0.16,3.44187,3.4263,3.45745,31.15
BOOST_NEGPULSE,220,0.96417,0.17,3.45182,3.4363,3.46734,31.04
BOOST_NEGPULSE,220,0.96417,0.18,3.46279,3.4473,3.47827,30.97
BOOST_NEGPULSE,220,0.96417,0.19,3.47442,3.4592,3.48964,30.44
BOOST_NEGPULSE,220,0.96417,0.2,3.4861,3.4706,3.5016,31.0
BOOST_NEGPULSE,220,0.96417,0.21,3.49711,3.4812,3.51302,31.82
BOOST_NEGPULSE,220,0.96417,0.22,3.50817,3.4917,3.52464,32.94
BOOST_NEGPULSE,220,0.96417,0.23,3.51885,3.5014,3.5363,34.9
BOOST_NEGPULSE,220,0.96417,0.24,3.52934,3.5114,3.54728,35.88
BOOST_NEGPULSE,220,0.96417,0.25,3.5393,3.5209,3.5577,36.8
BOOST_NEGPULSE,220,0.96417,0.26,3.54879,3.5305,3.56708,36.58
BOOST_NEGPULSE,220,0.96417,0.27,3.55784,3.5396,3.57608,36.48
BOOST_NEGPULSE,220,0.96417,0.28,3.56658,3.5485,3.58466,36.16
BOOST_NEGPULSE,220,0.96417,0.29,3.57491,3.5573,3.59251,35.21
BOOST_NEGPULSE,220,0.96417,0.3,3.58262,3.5655,3.59974,34.24
BOOST_NEGPULSE,220,0.96417,0.31,3.59032,3.5737,3.60694,33.24
BOOST_NEGPULSE,220,0.96417,0.32,3.59742,3.5813,3.61354,32.24
BOOST_NEGPULSE,220,0.96417,0.33,3.60444,3.5888,3.62009,31.29
BOOST_NEGPULSE,220,0.96417,0.34,3.61135,3.5961,3.62659,30.49
BOOST_NEGPULSE,220,0.96417,0.35,3.61782,3.6029,3.63274,29.84
BOOST_NEGPULSE,220,0.96417,0.36,3.62446,3.6098,3.63912,29.32
BOOST_NEGPULSE,220,0.96417,0.37,3.63082,3.6164,3.64524,28.84
BOOST_NEGPULSE,220,0.96417,0.38,3.63727,3.6229,3.65164,28.74
BOOST_NEGPULSE,220,0.96417,0.39,3.64376,3.6296,3.65792,28.32
BOOST_NEGPULSE,220,0.96417,0.4,3.65043,3.6363,3.66457,28.27
BOOST_NEGPULSE,220,0.96417,0.41,3.65725,3.643,3.6715,28.5
BOOST_NEGPULSE,220,0.96417,0.42,3.66428,3.6501,3.67847,28.37
BOOST_NEGPULSE,220,0.96417,0.43,3.67163,3.6572,3.68607,28.87
BOOST_NEGPULSE,220,0.96417,0.44,3.67928,3.6647,3.69387,29.17
BOOST_NEGPULSE,220,0.96417,0.45,3.6876,3.673,3.70219,29.19
BOOST_NEGPULSE,220,0.96417,0.46,3.69607,3.6811,3.71104,29.94
BOOST_NEGPULSE,220,0.96417,0.47,3.7051,3.6901,3.72009,29.99
BOOST_NEGPULSE,220,0.96417,0.48,3.71456,3.6993,3.72982,30.52
BOOST_NEGPULSE,220,0.96417,0.49,3.72423,3.7088,3.73967,30.87
BOOST_NEGPULSE,220,0.96417,0.5,3.73406,3.7185,3.74962,31.12
BOOST_NEGPULSE,220,0.96417,0.51,3.74426,3.7286,3.75992,31.32
BOOST_NEGPULSE,220,0.96417,0.52,3.75416,3.7384,3.76992,31.52
BOOST_NEGPULSE,220,0.96417,0.53,3.76421,3.7483,3.78012,31.82
BOOST_NEGPULSE,220,0.96417,0.54,3.77411,3.7583,3.78992,31.62
BOOST_NEGPULSE,220,0.96417,0.55,3.7841,3.7681,3.80009,31.99
BOOST_NEGPULSE,220,0.96417,0.56,3.79386,3.7778,3.80992,32.12
BOOST_NEGPULSE,220,0.96417,0.57,3.80409,3.7881,3.82008,31.98
BOOST_NEGPULSE,220,0.96417,0.58,3.81438,3.7983,3.83047,32.17
BOOST_NEGPULSE,220,0.96417,0.59,3.82485,3.809,3.84071,31.71
BOOST_NEGPULSE,220,0.96417,0.6,3.83545,3.8199,3.851,31.1
BOOST_NEGPULSE,220,0.96417,0.61,3.84576,3.8305,3.86102,30.52
BOOST_NEGPULSE,220,0.96417,0.62,3.85615,3.8415,3.87081,29.31
BOOST_NEGPULSE,220,0.96417,0.63,3.86625,3.8522,3.8803,28.1
BOOST_NEGPULSE,220,0.96417,0.64,3.87568,3.8622,3.88915,26.95
BOOST_NEGPULSE,220,0.96417,0.65,3.8849,3.8721,3.8977,25.6
BOOST_NEGPULSE,220,0.96417,0.66,3.89322,3.8811,3.90534,24.24
BOOST_NEGPULSE,220,0.96417,0.67,3.90115,3.8895,3.9128,23.3
BOOST_NEGPULSE,220,0.96417,0.68,3.90871,3.8974,3.92001,22.61
BOOST_NEGPULSE,220,0.96417,0.69,3.916,3.9049,3.9271,22.2
BOOST_NEGPULSE,220,0.96417,0.7,3.92378,3.9128,3.93475,21.95
BOOST_NEGPULSE,220,0.96417,0.71,3.93195,3.9207,3.9432,22.5
BOOST_NEGPULSE,220,0.96417,0.72,3.94085,3.9296,3.9521,22.5
BOOST_NEGPULSE,220,0.96417,0.73,3.95041,3.9389,3.96192,23.02
BOOST_NEGPULSE,220,0.96417,0.74,3.96091,3.9491,3.97272,23.62
BOOST_NEGPULSE,220,0.96417,0.75,3.97225,3.9603,3.98421,23.91
BOOST_NEGPULSE,220,0.96417,0.76,3.98435,3.972,3.99671,24.71
BOOST_NEGPULSE,220,0.96417,0.77,3.99694,3.9845,4.00938,24.88
BOOST_NEGPULSE,220,0.96417,0.78,4.00955,3.997,4.02211,25.11
BOOST_NEGPULSE,220,0.96417,0.79,4.02204,4.0094,4.03468,25.28
BOOST_NEGPULSE,220,0.96417,0.8,4.03385,4.0214,4.0463,24.9
BOOST_NEGPULSE,220,0.96417,0.81,4.0444,4.0318,4.05701,25.21
BOOST_NEGPULSE,220,0.96417,0.82,4.05447,4.0421,4.06684,24.74
BOOST_NEGPULSE,220,0.96417,0.83,4.06296,4.0512,4.07472,23.52
BOOST_NEGPULSE,220,0.96417,0.84,4.06974,4.059,4.08048,21.48
BOOST_NEGPULSE,220,0.96417,0.85,4.07414,4.0645,4.08378,19.28
BOOST_NEGPULSE,220,0.96417,0.86,4.07743,4.0683,4.08656,18.26
BOOST_NEGPULSE,220,0.96417,0.87,4.07973,4.0707,4.08876,18.06
BOOST_NEGPULSE,220,0.96417,0.88,4.08208,4.0729,4.09126,18.36
BOOST_NEGPULSE,220,0.96417,0.89,4.08448,4.0753,4.09366,18.36
BOOST_NEGPULSE,220,0.96417,0.9,4.08708,4.0775,4.09666,19.16
BOOST_NEGPULSE,220,0.96417,0.91,4.09005,4.0803,4.0998,19.5
BOOST_NEGPULSE,220,0.96417,0.92,4.09353,4.0833,4.10376,20.46
BOOST_NEGPULSE,220,0.96417,0.93,4.0978,4.0871,4.1085,21.4
BOOST_NEGPULSE,220,0.96417,0.94,4.1032,4.092,4.11439,22.39
BOOST_NEGPULSE,220,0.96417,0.95,4.11011,4.0982,4.12202,23.82
BOOST_NEGPULSE,220,0.96417,0.96,4.11381,4.1061,4.12152,15.42
BOOST_NEGPULSE,220,0.96417,0.97,4.12746,4.1172,4.13771,20.51
BOOST_NEGPULSE,220,0.96417,0.98,4.14382,4.1318,4.15584,24.04
BOOST_NEGPULSE,220,0.96417,0.99,4.16477,4.1522,4.17734,25.14
BOOST_NEGPULSE,295,0.95127,0.04,3.01139,2.9253,3.09748,172.18
BOOST_NEGPULSE,295,0.95127,0.05,3.13613,3.071,3.20126,130.26
BOOST_NEGPULSE,295,0.95127,0.06,3.21996,3.1649,3.27501,110.11
BOOST_NEGPULSE,295,0.95127,0.07,3.28197,3.2322,3.33173,99.53
BOOST_NEGPULSE,295,0.95127,0.08,3.32439,3.2787,3.37007,91.37
BOOST_NEGPULSE,295,0.95127,0.09,3.34932,3.3119,3.38674,74.84
BOOST_NEGPULSE,295,0.95127,0.1,3.36862,3.3387,3.39854,59.84
BOOST_NEGPULSE,295,0.95127,0.11,3.38497,3.3608,3.40914,48.34
BOOST_NEGPULSE,295,0.95127,0.12,3.39857,3.3778,3.41934,41.54
BOOST_NEGPULSE,295,0.95127,0.13,3.40987,3.3912,3.42855,37.35
BOOST_NEGPULSE,295,0.95127,0.14,3.41987,3.4026,3.43714,34.54
BOOST_NEGPULSE,295,0.95127,0.15,3.42902,3.4123,3.44575,33.45
BOOST_NEGPULSE,295,0.95127,0.16,3.438,3.4217,3.4543,32.6
BOOST_NEGPULSE,295,0.95127,0.17,3.44725,3.4309,3.4636,32.7
BOOST_NEGPULSE,295,0.95127,0.18,3.4573,3.4408,3.4738,33.0
BOOST_NEGPULSE,295,0.95127,0.19,3.4684,3.4522,3.4846,32.4
BOOST_NEGPULSE,295,0.95127,0.2,3.47978,3.4635,3.49605,32.55
BOOST_NEGPULSE,295,0.95127,0.21,3.49105,3.4746,3.5075,32.9
BOOST_NEGPULSE,295,0.95127,0.22,3.50218,3.4851,3.51925,34.15
BOOST_NEGPULSE,295,0.95127,0.23,3.5131,3.4955,3.5307,35.2
BOOST_NEGPULSE,295,0.95127,0.24,3.5235,3.5053,3.54171,36.41
BOOST_NEGPULSE,295,0.95127,0.25,3.5336,3.5151,3.55211,37.01
BOOST_NEGPULSE,295,0.95127,0.26,3.543,3.5244,3.56161,37.21
BOOST_NEGPULSE,295,0.95127,0.27,3.55218,3.5334,3.57096,37.56
BOOST_NEGPULSE,295,0.95127,0.28,3.56118,3.5426,3.57976,37.16
BOOST_NEGPULSE,295,0.95127,0.29,3.56968,3.5513,3.58806,36.76
BOOST_NEGPULSE,295,0.95127,0.3,3.57793,3.5598,3.59606,36.26
BOOST_NEGPULSE,295,0.95127,0.31,3.58585,3.5683,3.60341,35.11
BOOST_NEGPULSE,295,0.95127,0.32,3.59336,3.5761,3.61061,34.51
BOOST_NEGPULSE,295,0.95127,0.33,3.60071,3.584,3.61741,33.41
BOOST_NEGPULSE,295,0.95127,0.34,3.60778,3.5914,3.62416,32.76
BOOST_NEGPULSE,295,0.95127,0.35,3.6146,3.5985,3.63071,32.21
BOOST_NEGPULSE,295,0.95127,0.36,3.62145,3.6058,3.63711,31.31
BOOST_NEGPULSE,295,0.95127,0.37,3.62808,3.6126,3.64356,30.96
BOOST_NEGPULSE,295,0.95127,0.38,3.63461,3.6193,3.64991,30.61
BOOST_NEGPULSE,295,0.95127,0.39,3.64136,3.6262,3.65651,30.31
BOOST_NEGPULSE,295,0.95127,0.4,3.64803,3.6328,3.66326,30.46
BOOST_NEGPULSE,295,0.95127,0.41,3.65488,3.6398,3.66996,30.16
BOOST_NEGPULSE,295,0.95127,0.42,3.66206,3.6468,3.67731,30.51
BOOST_NEGPULSE,295,0.95127,0.43,3.66931,3.654,3.68461,30.61
BOOST_NEGPULSE,295,0.95127,0.44,3.67718,3.6618,3.69257,30.77
BOOST_NEGPULSE,295,0.95127,0.45,3.68516,3.6694,3.70092,31.52
BOOST_NEGPULSE,295,0.95127,0.46,3.69376,3.678,3.70952,31.52
BOOST_NEGPULSE,295,0.95127,0.47,3.70271,3.6866,3.71882,32.22
BOOST_NEGPULSE,295,0.95127,0.48,3.71216,3.6958,3.72852,32.72
BOOST_NEGPULSE,295,0.95127,0.49,3.72182,3.7053,3.73834,33.04
BOOST_NEGPULSE,295,0.95127,0.5,3.73188,3.7152,3.74856,33.36
BOOST_NEGPULSE,295,0.95127,0.51,3.74212,3.7254,3.75885,33.45
BOOST_NEGPULSE,295,0.95127,0.52,3.75225,3.7356,3.7689,33.3
BOOST_NEGPULSE,295,0.95127,0.53,3.76247,3.7456,3.77935,33.75
BOOST_NEGPULSE,295,0.95127,0.54,3.77262,3.7559,3.78935,33.45
BOOST_NEGPULSE,295,0.95127,0.55,3.78275,3.7659,3.7996,33.7
BOOST_NEGPULSE,295,0.95127,0.56,3.79277,3.776,3.80955,33.55
BOOST_NEGPULSE,295,0.95127,0.57,3.80307,3.7863,3.81985,33.55
BOOST_NEGPULSE,295,0.95127,0.58,3.81322,3.7966,3.82984,33.24
BOOST_NEGPULSE,295,0.95127,0.59,3.8234,3.807,3.8398,32.8
BOOST_NEGPULSE,295,0.95127,0.6,3.8337,3.8175,3.8499,32.4
BOOST_NEGPULSE,295,0.95127,0.61,3.8437,3.8278,3.8596,31.8
BOOST_NEGPULSE,295,0.95127,0.62,3.85347,3.8381,3.86885,30.75
BOOST_NEGPULSE,295,0.95127,0.63,3.86302,3.8481,3.87795,29.85
BOOST_NEGPULSE,295,0.95127,0.64,3.87227,3.8577,3.88684,29.14
BOOST_NEGPULSE,295,0.95127,0.65,3.88135,3.8675,3.89519,27.69
BOOST_NEGPULSE,295,0.95127,0.66,3.89002,3.8766,3.90344,26.84
BOOST_NEGPULSE,295,0.95127,0.67,3.89824,3.8854,3.91108,25.68
BOOST_NEGPULSE,295,0.95127,0.68,3.90607,3.8938,3.91834,24.54
BOOST_NEGPULSE,295,0.95127,0.69,3.9137,3.9015,3.92589,24.39
BOOST_NEGPULSE,295,0.95127,0.7,3.92147,3.9095,3.93344,23.94
