cell,cycle,SOH,SOC,OCV_V,V_dis_V,V_chg_V,hyst_mV
BOOST,370,0.94828,0.69,3.91559,3.90361,3.92757,23.96
BOOST,370,0.94828,0.7,3.92255,3.91061,3.93448,23.87
BOOST,370,0.94828,0.71,3.9302,3.91791,3.94248,24.57
BOOST,370,0.94828,0.72,3.93865,3.92611,3.9512,25.08
BOOST,370,0.94828,0.73,3.94774,3.93471,3.96076,26.05
BOOST,370,0.94828,0.74,3.95778,3.94431,3.97124,26.93
BOOST,370,0.94828,0.75,3.96879,3.95471,3.98286,28.15
BOOST,370,0.94828,0.76,3.98049,3.96601,3.99498,28.96
BOOST,370,0.94828,0.77,3.99289,3.97801,4.00778,29.76
BOOST,370,0.94828,0.78,4.00548,3.99021,4.02074,30.53
BOOST,370,0.94828,0.79,4.01789,4.00261,4.03318,30.56
BOOST,370,0.94828,0.8,4.03004,4.01481,4.04526,30.45
BOOST,370,0.94828,0.81,4.04131,4.02621,4.05641,30.21
BOOST,370,0.94828,0.82,4.05133,4.03641,4.06624,29.84
BOOST,370,0.94828,0.83,4.06056,4.04631,4.07481,28.51
BOOST,370,0.94828,0.84,4.06761,4.0545,4.08072,26.21
BOOST,370,0.94828,0.85,4.07272,4.0614,4.08403,22.63
BOOST,370,0.94828,0.86,4.07647,4.0661,4.08683,20.73
BOOST,370,0.94828,0.87,4.07907,4.069,4.08913,20.13
BOOST,370,0.94828,0.88,4.08166,4.0715,4.09182,20.31
BOOST,370,0.94828,0.89,4.08392,4.0736,4.09425,20.65
BOOST,370,0.94828,0.9,4.08659,4.0759,4.09728,21.38
BOOST,370,0.94828,0.91,4.08977,4.0786,4.10093,22.33
BOOST,370,0.94828,0.92,4.09313,4.0814,4.10486,23.46
BOOST,370,0.94828,0.93,4.09759,4.0851,4.11008,24.98
BOOST,370,0.94828,0.94,4.10293,4.0895,4.11636,26.86
BOOST,370,0.94828,0.95,4.10957,4.095,4.12414,29.14
BOOST,370,0.94828,0.96,4.11852,4.1027,4.13433,31.62
BOOST,370,0.94828,0.97,4.13005,4.113,4.14709,34.09
BOOST,370,0.94828,0.98,4.14534,4.127,4.16367,36.67
BOOST,370,0.94828,0.99,4.16579,4.147,4.18459,37.59
BOOST,445,0.93853,0.04,2.95229,2.85602,3.04856,192.54
BOOST,445,0.93853,0.05,3.10054,3.03051,3.17057,140.06
BOOST,445,0.93853,0.06,3.19439,3.13579,3.25298,117.19
BOOST,445,0.93853,0.07,3.26308,3.21092,3.31523,104.32
BOOST,445,0.93853,0.08,3.31362,3.26544,3.36179,96.35
BOOST,445,0.93853,0.09,3.34388,3.30371,3.38406,80.34
BOOST,445,0.93853,0.1,3.36458,3.33278,3.39637,63.58
BOOST,445,0.93853,0.11,3.38087,3.35526,3.40647,51.21
BOOST,445,0.93853,0.12,3.39401,3.37215,3.41587,43.73
BOOST,445,0.93853,0.13,3.40466,3.38504,3.42428,39.25
BOOST,445,0.93853,0.14,3.41416,3.39574,3.43258,36.84
BOOST,445,0.93853,0.15,3.4232,3.40553,3.44088,35.35
BOOST,445,0.93853,0.16,3.4319,3.41452,3.44928,34.76
BOOST,445,0.93853,0.17,3.44101,3.42344,3.45858,35.14
BOOST,445,0.93853,0.18,3.45126,3.43344,3.46908,35.64
BOOST,445,0.93853,0.19,3.46256,3.44484,3.48028,35.44
BOOST,445,0.93853,0.2,3.47476,3.45704,3.49247,35.43
BOOST,445,0.93853,0.21,3.48661,3.46884,3.50438,35.54
BOOST,445,0.93853,0.22,3.49816,3.48004,3.51628,36.24
BOOST,445,0.93853,0.23,3.50936,3.49064,3.52808,37.44
BOOST,445,0.93853,0.24,3.52011,3.50104,3.53919,38.15
BOOST,445,0.93853,0.25,3.53031,3.51073,3.54988,39.15
BOOST,445,0.93853,0.26,3.54006,3.52024,3.55989,39.65
BOOST,445,0.93853,0.27,3.54941,3.52963,3.56919,39.56
BOOST,445,0.93853,0.28,3.55846,3.53873,3.57819,39.46
BOOST,445,0.93853,0.29,3.56731,3.54783,3.58679,38.96
BOOST,445,0.93853,0.3,3.57536,3.55643,3.59429,37.87
BOOST,445,0.93853,0.31,3.58331,3.56483,3.6018,36.97
BOOST,445,0.93853,0.32,3.59071,3.57282,3.6086,35.78
BOOST,445,0.93853,0.33,3.59796,3.58043,3.61549,35.07
BOOST,445,0.93853,0.34,3.60496,3.58792,3.622,34.08
BOOST,445,0.93853,0.35,3.61171,3.59492,3.6285,33.57
BOOST,445,0.93853,0.36,3.61831,3.60183,3.6348,32.97
BOOST,445,0.93853,0.37,3.62491,3.60882,3.641,32.18
BOOST,445,0.93853,0.38,3.63121,3.61523,3.6472,31.97
BOOST,445,0.93853,0.39,3.63776,3.62192,3.6536,31.68
BOOST,445,0.93853,0.4,3.64431,3.62832,3.6603,31.98
BOOST,445,0.93853,0.41,3.65091,3.63493,3.6669,31.97
BOOST,445,0.93853,0.42,3.65786,3.64182,3.6739,32.08
BOOST,445,0.93853,0.43,3.66511,3.64882,3.6814,32.58
BOOST,445,0.93853,0.44,3.67241,3.65592,3.6889,32.98
BOOST,445,0.93853,0.45,3.68041,3.66363,3.6972,33.57
BOOST,445,0.93853,0.46,3.68876,3.67162,3.7059,34.28
BOOST,445,0.93853,0.47,3.69732,3.67983,3.7148,34.97
BOOST,445,0.93853,0.48,3.70662,3.68884,3.7244,35.56
BOOST,445,0.93853,0.49,3.71621,3.69813,3.7343,36.17
BOOST,445,0.93853,0.5,3.72602,3.70774,3.7443,36.56
BOOST,445,0.93853,0.51,3.73627,3.71773,3.7548,37.07
BOOST,445,0.93853,0.52,3.74642,3.72784,3.765,37.16
BOOST,445,0.93853,0.53,3.75702,3.73844,3.7756,37.16
BOOST,445,0.93853,0.54,3.76737,3.74884,3.7859,37.06
BOOST,445,0.93853,0.55,3.77777,3.75934,3.7962,36.86
BOOST,445,0.93853,0.56,3.78842,3.77013,3.8067,36.57
BOOST,445,0.93853,0.57,3.79875,3.7806,3.8169,36.3
BOOST,445,0.93853,0.58,3.8092,3.791,3.8274,36.4
BOOST,445,0.93853,0.59,3.81992,3.8018,3.83803,36.23
BOOST,445,0.93853,0.6,3.83057,3.8128,3.84833,35.53
BOOST,445,0.93853,0.61,3.84112,3.8236,3.85864,35.04
BOOST,445,0.93853,0.62,3.85191,3.8349,3.86893,34.03
BOOST,445,0.93853,0.63,3.86252,3.8463,3.87874,32.44
BOOST,445,0.93853,0.64,3.87316,3.8578,3.88852,30.72
BOOST,445,0.93853,0.65,3.88271,3.8681,3.89733,29.23
BOOST,445,0.93853,0.66,3.89156,3.8776,3.90553,27.93
BOOST,445,0.93853,0.67,3.89927,3.88611,3.91242,26.31
BOOST,445,0.93853,0.68,3.90642,3.89361,3.91922,25.61
BOOST,445,0.93853,0.69,3.91312,3.90051,3.92572,25.21
BOOST,445,0.93853,0.7,3.92017,3.90761,3.93272,25.11
BOOST,445,0.93853,0.71,3.92781,3.91501,3.94062,25.61
BOOST,445,0.93853,0.72,3.93582,3.92281,3.94884,26.03
BOOST,445,0.93853,0.73,3.94487,3.93131,3.95844,27.12
BOOST,445,0.93853,0.74,3.95487,3.94091,3.96883,27.92
BOOST,445,0.93853,0.75,3.96542,3.95101,3.97984,28.83
BOOST,445,0.93853,0.76,3.97713,3.96221,3.99205,29.84
BOOST,445,0.93853,0.77,3.98933,3.97391,4.00474,30.83
BOOST,445,0.93853,0.78,4.00193,3.98621,4.01765,31.44
BOOST,445,0.93853,0.79,4.01477,3.99891,4.03064,31.73
BOOST,445,0.93853,0.8,4.02687,4.01101,4.04274,31.73
BOOST,445,0.93853,0.81,4.03857,4.02281,4.05433,31.52
BOOST,445,0.93853,0.82,4.04912,4.0337,4.06453,30.83
BOOST,445,0.93853,0.83,4.05837,4.04331,4.07343,30.12
BOOST,445,0.93853,0.84,4.06616,4.0523,4.08001,27.7
BOOST,445,0.93853,0.85,4.07156,4.0594,4.08371,24.31
BOOST,445,0.93853,0.86,4.07576,4.0649,4.08661,21.71
BOOST,445,0.93853,0.87,4.07856,4.0682,4.08891,20.71
BOOST,445,0.93853,0.88,4.08126,4.071,4.09152,20.52
BOOST,445,0.93853,0.89,4.08381,4.0732,4.09441,21.21
BOOST,445,0.93853,0.9,4.0864,4.0754,4.09741,22.01
BOOST,445,0.93853,0.91,4.08956,4.0781,4.10102,22.92
BOOST,445,0.93853,0.92,4.09291,4.0808,4.10501,24.21
BOOST,445,0.93853,0.93,4.09732,4.0845,4.11014,25.64
BOOST,445,0.93853,0.94,4.10252,4.0887,4.11633,27.63
BOOST,445,0.93853,0.95,4.10913,4.0944,4.12386,29.46
BOOST,445,0.93853,0.96,4.11784,4.1017,4.13397,32.27
BOOST,445,0.93853,0.97,4.1288,4.1114,4.1462,34.8
BOOST,445,0.93853,0.98,4.14367,4.1252,4.16214,36.94
BOOST,445,0.93853,0.99,4.16353,4.1447,4.18237,37.67
BOOST,520,0.91929,0.05,2.77714,2.5875,2.96678,379.27
BOOST,520,0.91929,0.06,3.03183,2.93363,3.13003,196.4
BOOST,520,0.91929,0.07,3.14929,3.07167,3.22692,155.25
BOOST,520,0.91929,0.08,3.22996,3.16405,3.29586,131.81
BOOST,520,0.91929,0.09,3.29022,3.23163,3.34881,117.18
BOOST,520,0.91929,0.1,3.3303,3.28062,3.37998,99.36
BOOST,520,0.91929,0.11,3.35539,3.31642,3.39436,77.95
BOOST,520,0.91929,0.12,3.37456,3.34387,3.40525,61.38
BOOST,520,0.91929,0.13,3.38988,3.36471,3.41506,50.35
BOOST,520,0.91929,0.14,3.40218,3.38029,3.42406,43.77
BOOST,520,0.91929,0.15,3.41254,3.39242,3.43265,40.23
BOOST,520,0.91929,0.16,3.42192,3.40308,3.44076,37.68
BOOST,520,0.91929,0.17,3.4309,3.41253,3.44928,36.74
BOOST,520,0.91929,0.18,3.44013,3.42188,3.45837,36.49
BOOST,520,0.91929,0.19,3.44975,3.43151,3.46799,36.49
BOOST,520,0.91929,0.2,3.46064,3.44226,3.47901,36.75
BOOST,520,0.91929,0.21,3.47236,3.45414,3.49059,36.46
BOOST,520,0.91929,0.22,3.48407,3.46571,3.50243,36.72
BOOST,520,0.91929,0.23,3.49563,3.47686,3.5144,37.54
BOOST,520,0.91929,0.24,3.50687,3.48788,3.52585,37.97
BOOST,520,0.91929,0.25,3.51775,3.49821,3.53729,39.08
BOOST,520,0.91929,0.26,3.52826,3.50858,3.54794,39.35
BOOST,520,0.91929,0.27,3.5381,3.51821,3.55798,39.78
BOOST,520,0.91929,0.28,3.54765,3.52778,3.56752,39.73
BOOST,520,0.91929,0.29,3.55686,3.53691,3.5768,39.9
BOOST,520,0.91929,0.3,3.56576,3.54611,3.58541,39.3
BOOST,520,0.91929,0.31,3.57426,3.55493,3.59359,38.66
BOOST,520,0.91929,0.32,3.58238,3.56346,3.6013,37.84
BOOST,520,0.91929,0.33,3.59007,3.57176,3.60838,36.62
BOOST,520,0.91929,0.34,3.59749,3.57948,3.6155,36.02
BOOST,520,0.91929,0.35,3.60467,3.58716,3.62219,35.03
BOOST,520,0.91929,0.36,3.6116,3.5944,3.62881,34.41
BOOST,520,0.91929,0.37,3.61842,3.60164,3.63519,33.55
BOOST,520,0.91929,0.38,3.62515,3.60868,3.64161,32.93
BOOST,520,0.91929,0.39,3.6317,3.61532,3.64808,32.76
BOOST,520,0.91929,0.4,3.63821,3.622,3.65442,32.42
BOOST,520,0.91929,0.41,3.64504,3.62888,3.6612,32.32
BOOST,520,0.91929,0.42,3.65176,3.63554,3.66798,32.44
BOOST,520,0.91929,0.43,3.65874,3.64254,3.67494,32.4
BOOST,520,0.91929,0.44,3.66619,3.64986,3.68252,32.66
BOOST,520,0.91929,0.45,3.67361,3.65708,3.69014,33.06
BOOST,520,0.91929,0.46,3.68172,3.66506,3.69838,33.32
BOOST,520,0.91929,0.47,3.69023,3.67326,3.7072,33.94
BOOST,520,0.91929,0.48,3.69904,3.68182,3.71626,34.44
BOOST,520,0.91929,0.49,3.70851,3.69106,3.72596,34.9
BOOST,520,0.91929,0.5,3.71813,3.7005,3.73576,35.26
BOOST,520,0.91929,0.51,3.72834,3.71047,3.74622,35.74
BOOST,520,0.91929,0.52,3.73873,3.72104,3.75642,35.38
BOOST,520,0.91929,0.53,3.7492,3.73149,3.76692,35.43
BOOST,520,0.91929,0.54,3.75967,3.74207,3.77727,35.2
BOOST,520,0.91929,0.55,3.77029,3.75277,3.78782,35.04
BOOST,520,0.91929,0.56,3.78052,3.76297,3.79807,35.1
BOOST,520,0.91929,0.57,3.79069,3.77317,3.80822,35.04
BOOST,520,0.91929,0.58,3.8011,3.78369,3.81852,34.82
BOOST,520,0.91929,0.59,3.8113,3.794,3.82859,34.59
BOOST,520,0.91929,0.6,3.82167,3.80457,3.83878,34.21
BOOST,520,0.91929,0.61,3.83208,3.81519,3.84897,33.78
BOOST,520,0.91929,0.62,3.84225,3.82562,3.85888,33.26
BOOST,520,0.91929,0.63,3.85265,3.83638,3.86892,32.54
BOOST,520,0.91929,0.64,3.86272,3.84712,3.87832,31.21
BOOST,520,0.91929,0.65,3.87294,3.85789,3.888,30.1
BOOST,520,0.91929,0.66,3.88275,3.8685,3.897,28.49
BOOST,520,0.91929,0.67,3.89176,3.87792,3.9056,27.68
BOOST,520,0.91929,0.68,3.89977,3.88642,3.91311,26.69
BOOST,520,0.91929,0.69,3.90721,3.89443,3.91999,25.56
BOOST,520,0.91929,0.7,3.91434,3.90172,3.92696,25.24
BOOST,520,0.91929,0.71,3.92158,3.90913,3.93402,24.9
BOOST,520,0.91929,0.72,3.92946,3.91683,3.94209,25.26
BOOST,520,0.91929,0.73,3.93777,3.92492,3.95062,25.7
BOOST,520,0.91929,0.74,3.94707,3.93393,3.96022,26.29
BOOST,520,0.91929,0.75,3.95737,3.94391,3.97082,26.91
BOOST,520,0.91929,0.76,3.96829,3.95443,3.98215,27.72
BOOST,520,0.91929,0.77,3.98004,3.96572,3.99436,28.64
BOOST,520,0.91929,0.78,3.99241,3.97783,4.007,29.16
BOOST,520,0.91929,0.79,4.00511,3.99013,4.0201,29.96
BOOST,520,0.91929,0.8,4.01767,4.00274,4.0326,29.86
BOOST,520,0.91929,0.81,4.02971,4.01464,4.04479,30.15
BOOST,520,0.91929,0.82,4.04102,4.02594,4.0561,30.15
BOOST,520,0.91929,0.83,4.05124,4.03616,4.06632,30.16
BOOST,520,0.91929,0.84,4.06019,4.04546,4.07492,29.46
BOOST,520,0.91929,0.85,4.06746,4.05387,4.08104,27.18
BOOST,520,0.91929,0.86,4.07239,4.06048,4.08431,23.83
BOOST,520,0.91929,0.87,4.07634,4.06558,4.08711,21.53
BOOST,520,0.91929,0.88,4.07909,4.06859,4.08958,20.99
BOOST,520,0.91929,0.89,4.08173,4.07128,4.09218,20.9
BOOST,520,0.91929,0.9,4.0844,4.07359,4.09522,21.63
BOOST,520,0.91929,0.91,4.08704,4.07579,4.09828,22.49
BOOST,520,0.91929,0.92,4.09033,4.07859,4.10206,23.47
BOOST,520,0.91929,0.93,4.09428,4.08179,4.10676,24.97
BOOST,520,0.91929,0.94,4.09881,4.08549,4.11212,26.63
BOOST,520,0.91929,0.95,4.10488,4.09069,4.11908,28.39
BOOST,520,0.91929,0.96,4.11232,4.09709,4.12754,30.45
BOOST,520,0.91929,0.97,4.12223,4.10599,4.13847,32.48
BOOST,520,0.91929,0.98,4.13551,4.11869,4.15233,33.64
BOOST,520,0.91929,0.99,4.15299,4.13659,4.1694,32.82
BOOST,595,0.91982,0.05,2.75813,2.55199,2.96426,412.27
BOOST,595,0.91982,0.06,3.02353,2.91514,3.13192,216.78
BOOST,595,0.91982,0.07,3.14433,3.05946,3.22919,169.72
BOOST,595,0.91982,0.08,3.22688,3.1552,3.29856,143.37
BOOST,595,0.91982,0.09,3.28854,3.22577,3.35131,125.54
BOOST,595,0.91982,0.1,3.32957,3.27707,3.38206,104.99
BOOST,595,0.91982,0.11,3.35542,3.31465,3.39618,81.53
BOOST,595,0.91982,0.12,3.37494,3.3428,3.40708,64.29
BOOST,595,0.91982,0.13,3.39045,3.36414,3.41676,52.61
BOOST,595,0.91982,0.14,3.40278,3.37992,3.42564,45.72
BOOST,595,0.91982,0.15,3.41317,3.39222,3.43411,41.88
BOOST,595,0.91982,0.16,3.4224,3.40259,3.44222,39.63
BOOST,595,0.91982,0.17,3.43149,3.41226,3.45072,38.46
BOOST,595,0.91982,0.18,3.44055,3.42147,3.45962,38.15
BOOST,595,0.91982,0.19,3.45019,3.4308,3.46958,38.78
BOOST,595,0.91982,0.2,3.46089,3.44126,3.48053,39.27
BOOST,595,0.91982,0.21,3.47268,3.45317,3.49219,39.01
BOOST,595,0.91982,0.22,3.48464,3.46498,3.50429,39.31
BOOST,595,0.91982,0.23,3.49635,3.47647,3.51623,39.77
BOOST,595,0.91982,0.24,3.50746,3.48722,3.5277,40.48
BOOST,595,0.91982,0.25,3.51845,3.49788,3.53903,41.15
BOOST,595,0.91982,0.26,3.52899,3.50802,3.54997,41.95
BOOST,595,0.91982,0.27,3.53877,3.5177,3.55984,42.14
BOOST,595,0.91982,0.28,3.54841,3.5273,3.56952,42.21
BOOST,595,0.91982,0.29,3.55738,3.53632,3.57845,42.13
BOOST,595,0.91982,0.3,3.56635,3.54552,3.58718,41.67
BOOST,595,0.91982,0.31,3.57485,3.55422,3.59549,41.27
BOOST,595,0.91982,0.32,3.58301,3.56302,3.603,39.98
BOOST,595,0.91982,0.33,3.59056,3.57103,3.61009,39.07
BOOST,595,0.91982,0.34,3.59808,3.57913,3.61703,37.9
BOOST,595,0.91982,0.35,3.60527,3.58662,3.62393,37.32
BOOST,595,0.91982,0.36,3.61232,3.5941,3.63054,36.43
BOOST,595,0.91982,0.37,3.61909,3.60114,3.63704,35.9
BOOST,595,0.91982,0.38,3.62579,3.60832,3.64327,34.96
BOOST,595,0.91982,0.39,3.63254,3.61523,3.64985,34.62
BOOST,595,0.91982,0.4,3.63914,3.62183,3.65644,34.62
BOOST,595,0.91982,0.41,3.64587,3.62872,3.66302,34.3
BOOST,595,0.91982,0.42,3.65278,3.63545,3.67012,34.66
BOOST,595,0.91982,0.43,3.6598,3.64242,3.67718,34.76
BOOST,595,0.91982,0.44,3.66722,3.64964,3.68479,35.14
BOOST,595,0.91982,0.45,3.67484,3.65696,3.69272,35.76
BOOST,595,0.91982,0.46,3.68304,3.66494,3.70115,36.22
BOOST,595,0.91982,0.47,3.69156,3.67305,3.71006,37.01
BOOST,595,0.91982,0.48,3.70064,3.68174,3.71955,37.82
BOOST,595,0.91982,0.49,3.71003,3.69094,3.72912,38.18
BOOST,595,0.91982,0.5,3.71985,3.70034,3.73936,39.02
BOOST,595,0.91982,0.51,3.73015,3.71052,3.74979,39.27
BOOST,595,0.91982,0.52,3.74044,3.72074,3.76014,39.4
BOOST,595,0.91982,0.53,3.75091,3.73113,3.7707,39.57
BOOST,595,0.91982,0.54,3.76143,3.74172,3.78114,39.42
BOOST,595,0.91982,0.55,3.77182,3.75223,3.79142,39.19
BOOST,595,0.91982,0.56,3.78208,3.76234,3.80182,39.48
BOOST,595,0.91982,0.57,3.79222,3.77263,3.81182,39.19
BOOST,595,0.91982,0.58,3.80252,3.78293,3.82212,39.19
BOOST,595,0.91982,0.59,3.81255,3.79304,3.83206,39.02
BOOST,595,0.91982,0.6,3.82294,3.80353,3.84236,38.83
BOOST,595,0.91982,0.61,3.83319,3.81423,3.85216,37.93
BOOST,595,0.91982,0.62,3.84354,3.82465,3.86242,37.77
BOOST,595,0.91982,0.63,3.85382,3.83552,3.87212,36.6
BOOST,595,0.91982,0.64,3.86402,3.84633,3.88172,35.39
BOOST,595,0.91982,0.65,3.87412,3.85703,3.89122,34.19
BOOST,595,0.91982,0.66,3.88407,3.86786,3.90028,32.42
BOOST,595,0.91982,0.67,3.89302,3.87757,3.90846,30.9
BOOST,595,0.91982,0.68,3.90128,3.88656,3.91601,29.45
BOOST,595,0.91982,0.69,3.90889,3.89456,3.92322,28.66
BOOST,595,0.91982,0.7,3.91597,3.90177,3.93018,28.41
BOOST,595,0.91982,0.71,3.92344,3.90927,3.93761,28.34
BOOST,595,0.91982,0.72,3.93139,3.91678,3.94601,29.23
BOOST,595,0.91982,0.73,3.93996,3.92496,3.95495,29.99
BOOST,595,0.91982,0.74,3.94955,3.93406,3.96504,30.98
BOOST,595,0.91982,0.75,3.95978,3.94356,3.976,32.43
BOOST,595,0.91982,0.76,3.97082,3.95396,3.98768,33.72
BOOST,595,0.91982,0.77,3.98282,3.96526,4.00038,35.12
BOOST,595,0.91982,0.78,3.99497,3.97686,4.01308,36.22
BOOST,595,0.91982,0.79,4.00765,3.98916,4.02613,36.96
BOOST,595,0.91982,0.8,4.01995,4.00107,4.03883,37.76
BOOST,595,0.91982,0.81,4.0317,4.01287,4.05053,37.66
BOOST,595,0.91982,0.82,4.04283,4.02398,4.06168,37.71
BOOST,595,0.91982,0.83,4.0527,4.03437,4.07104,36.66
BOOST,595,0.91982,0.84,4.06121,4.04378,4.07864,34.86
BOOST,595,0.91982,0.85,4.06769,4.05218,4.0832,31.02
BOOST,595,0.91982,0.86,4.07279,4.05939,4.08619,26.81
BOOST,595,0.91982,0.87,4.07672,4.0645,4.08894,24.45
BOOST,595,0.91982,0.88,4.07989,4.06829,4.0915,23.21
BOOST,595,0.91982,0.89,4.08255,4.0707,4.0944,23.7
BOOST,595,0.91982,0.9,4.08537,4.0732,4.09754,24.34
BOOST,595,0.91982,0.91,4.08845,4.0757,4.1012,25.5
BOOST,595,0.91982,0.92,4.09184,4.0783,4.10539,27.1
BOOST,595,0.91982,0.93,4.09617,4.0817,4.11064,28.94
BOOST,595,0.91982,0.94,4.10137,4.0855,4.11724,31.74
BOOST,595,0.91982,0.95,4.10788,4.09059,4.12516,34.57
BOOST,595,0.91982,0.96,4.11641,4.0975,4.13532,37.83
BOOST,595,0.91982,0.97,4.12731,4.10649,4.14812,41.63
BOOST,595,0.91982,0.98,4.14189,4.11969,4.16408,44.39
BOOST,595,0.91982,0.99,4.16111,4.13809,4.18414,46.04
BOOST,670,0.91208,0.06,2.87109,2.697,3.04518,348.18
BOOST,670,0.91208,0.07,3.06991,2.96206,3.17776,215.7
BOOST,670,0.91208,0.08,3.17506,3.08764,3.26248,174.84
BOOST,670,0.91208,0.09,3.25009,3.17546,3.32471,149.25
BOOST,670,0.91208,0.1,3.3051,3.24096,3.36924,128.28
BOOST,670,0.91208,0.11,3.33973,3.28888,3.39058,101.7
BOOST,670,0.91208,0.12,3.36338,3.32382,3.40294,79.12
BOOST,670,0.91208,0.13,3.38169,3.35022,3.41315,62.93
BOOST,670,0.91208,0.14,3.39632,3.37008,3.42255,52.47
BOOST,670,0.91208,0.15,3.4078,3.38456,3.43105,46.49
BOOST,670,0.91208,0.16,3.41778,3.3963,3.43926,42.96
BOOST,670,0.91208,0.17,3.42705,3.40646,3.44764,41.18
BOOST,670,0.91208,0.18,3.43609,3.41602,3.45615,40.13
BOOST,670,0.91208,0.19,3.44555,3.42544,3.46566,40.22
BOOST,670,0.91208,0.2,3.45554,3.43512,3.47597,40.85
BOOST,670,0.91208,0.21,3.4667,3.4463,3.4871,40.8
BOOST,670,0.91208,0.22,3.47859,3.458,3.49918,41.18
BOOST,670,0.91208,0.23,3.49035,3.4697,3.51099,41.29
BOOST,670,0.91208,0.24,3.50191,3.48092,3.5229,41.98
BOOST,670,0.91208,0.25,3.51283,3.49157,3.5341,42.53
BOOST,670,0.91208,0.26,3.52372,3.50214,3.5453,43.16
BOOST,670,0.91208,0.27,3.53394,3.512,3.55587,43.87
BOOST,670,0.91208,0.28,3.54362,3.52176,3.56549,43.73
BOOST,670,0.91208,0.29,3.55293,3.53117,3.5747,43.53
BOOST,670,0.91208,0.3,3.56203,3.54019,3.58387,43.68
BOOST,670,0.91208,0.31,3.57079,3.54939,3.59219,42.8
BOOST,670,0.91208,0.32,3.57914,3.5581,3.60018,42.08
BOOST,670,0.91208,0.33,3.58711,3.56657,3.60765,41.08
BOOST,670,0.91208,0.34,3.59469,3.5748,3.61457,39.77
BOOST,670,0.91208,0.35,3.60209,3.5825,3.62168,39.17
BOOST,670,0.91208,0.36,3.60934,3.5902,3.62848,38.28
BOOST,670,0.91208,0.37,3.61614,3.5974,3.63488,37.48
BOOST,670,0.91208,0.38,3.62318,3.60479,3.64157,36.78
BOOST,670,0.91208,0.39,3.62983,3.61162,3.64805,36.43
BOOST,670,0.91208,0.4,3.63651,3.61852,3.6545,35.98
BOOST,670,0.91208,0.41,3.64336,3.62542,3.6613,35.88
BOOST,670,0.91208,0.42,3.65019,3.6323,3.66808,35.78
BOOST,670,0.91208,0.43,3.65727,3.63922,3.67531,36.09
BOOST,670,0.91208,0.44,3.66463,3.64639,3.68288,36.49
BOOST,670,0.91208,0.45,3.67222,3.6538,3.69063,36.82
BOOST,670,0.91208,0.46,3.68026,3.66141,3.69911,37.7
BOOST,670,0.91208,0.47,3.68876,3.66972,3.70781,38.1
BOOST,670,0.91208,0.48,3.69759,3.67803,3.71714,39.12
BOOST,670,0.91208,0.49,3.70706,3.6873,3.72681,39.51
BOOST,670,0.91208,0.5,3.71674,3.69663,3.73686,40.23
BOOST,670,0.91208,0.51,3.727,3.70668,3.74733,40.65
BOOST,670,0.91208,0.52,3.73722,3.71682,3.75763,40.81
BOOST,670,0.91208,0.53,3.74786,3.72737,3.76836,40.99
BOOST,670,0.91208,0.54,3.75824,3.73789,3.77858,40.69
BOOST,670,0.91208,0.55,3.76868,3.74819,3.78916,40.97
BOOST,670,0.91208,0.56,3.77894,3.75868,3.7992,40.52
BOOST,670,0.91208,0.57,3.78919,3.76889,3.80948,40.59
BOOST,670,0.91208,0.58,3.79917,3.7788,3.81954,40.74
BOOST,670,0.91208,0.59,3.80924,3.7891,3.82938,40.28
BOOST,670,0.91208,0.6,3.81958,3.79959,3.83956,39.97
BOOST,670,0.91208,0.61,3.82958,3.80979,3.84936,39.57
BOOST,670,0.91208,0.62,3.83994,3.8204,3.85948,39.08
BOOST,670,0.91208,0.63,3.85008,3.83089,3.86926,38.37
BOOST,670,0.91208,0.64,3.86008,3.84149,3.87866,37.17
BOOST,670,0.91208,0.65,3.87009,3.85203,3.88816,36.13
BOOST,670,0.91208,0.66,3.88017,3.86281,3.89752,34.71
BOOST,670,0.91208,0.67,3.88951,3.87294,3.90607,33.12
BOOST,670,0.91208,0.68,3.89839,3.88261,3.91417,31.56
BOOST,670,0.91208,0.69,3.90619,3.89104,3.92134,30.31
BOOST,670,0.91208,0.7,3.91365,3.89864,3.92867,30.03
BOOST,670,0.91208,0.71,3.92108,3.90604,3.93612,30.08
BOOST,670,0.91208,0.72,3.92886,3.91364,3.94407,30.42
BOOST,670,0.91208,0.73,3.93747,3.92165,3.95329,31.64
BOOST,670,0.91208,0.74,3.94667,3.93034,3.96299,32.65
BOOST,670,0.91208,0.75,3.95689,3.93995,3.97384,33.89
BOOST,670,0.91208,0.76,3.96769,3.94994,3.98544,35.5
BOOST,670,0.91208,0.77,3.97947,3.96104,3.99789,36.85
BOOST,670,0.91208,0.78,3.99159,3.97235,4.01084,38.49
BOOST,670,0.91208,0.79,4.0041,3.98443,4.02378,39.35
BOOST,670,0.91208,0.8,4.01639,3.99625,4.03654,40.29
BOOST,670,0.91208,0.81,4.02842,4.00815,4.0487,40.55
BOOST,670,0.91208,0.82,4.03951,4.01917,4.05985,40.68
BOOST,670,0.91208,0.83,4.04987,4.02985,4.0699,40.04
BOOST,670,0.91208,0.84,4.05856,4.03947,4.07764,38.17
BOOST,670,0.91208,0.85,4.06564,4.04846,4.08281,34.35
BOOST,670,0.91208,0.86,4.07099,4.05598,4.086,30.02
BOOST,670,0.91208,0.87,4.07553,4.06238,4.08868,26.31
