cell,cycle,SOC,direction,I_A,tau_s,tau_actual_s,T_C,rest_before_s,V_pre_V,V_tau_V,R_mOhm,CAP_Ah,SOH
RPC_CC,389,0.1814,discharge,-23.537,2.0,2.0,26.28,300.0,3.4071,2.986,17.891,2.7214,0.93509
RPC_CC,389,0.1814,discharge,-23.537,10.0,9.01,26.28,300.0,3.4071,2.5592,36.0241,2.7214,0.93509
RPC_CC,389,0.1368,discharge,-14.302,2.0,2.0,26.36,300.0,3.3529,2.982,25.9334,2.7214,0.93509
RPC_CC,389,0.1368,discharge,-14.302,10.0,9.0,26.36,300.0,3.3529,2.5226,58.0548,2.7214,0.93509
RPC_CC,389,0.11,discharge,-8.891,2.0,2.0,26.28,300.1,3.2292,2.9334,33.2685,2.7214,0.93509
RPC_CC,389,0.11,discharge,-8.891,10.0,9.0,26.28,300.1,3.2292,2.5471,76.7154,2.7214,0.93509
RPC_CC,389,0.0966,discharge,-6.263,2.0,1.0,26.04,300.0,3.1179,2.92,31.5983,2.7214,0.93509
RPC_CC,389,0.0966,discharge,-6.263,10.0,9.0,26.04,300.0,3.1179,2.5625,88.6795,2.7214,0.93509
RPC_CC,389,0.9551,charge,3.428,2.0,1.0,25.57,300.0,4.0929,4.1502,16.717,2.7214,0.93509
RPC_CC,389,0.9551,charge,3.428,10.0,9.0,25.57,300.0,4.0929,4.1501,16.6878,2.7214,0.93509
RPC_CC,389,0.9099,charge,5.054,2.0,2.0,25.57,300.0,4.0755,4.15,14.7395,2.7214,0.93509
RPC_CC,389,0.9099,charge,5.054,10.0,9.0,25.57,300.0,4.0755,4.15,14.7395,2.7214,0.93509
RPC_CC,389,0.8198,charge,9.704,2.0,2.0,25.71,300.0,4.0064,4.1502,14.8182,2.7214,0.93509
RPC_CC,389,0.8198,charge,9.704,10.0,9.0,25.71,300.0,4.0064,4.1501,14.8079,2.7214,0.93509
RPC_CC,389,0.7291,charge,15.0,2.0,2.0,25.75,300.0,3.9147,4.0948,12.0067,2.7214,0.93509
RPC_CC,389,0.7291,charge,15.0,10.0,9.01,25.75,300.0,3.9147,4.1299,14.3467,2.7214,0.93509
RPC_CC,389,0.6384,charge,15.001,2.0,2.0,25.74,300.0,3.822,3.9999,11.8592,2.7214,0.93509
RPC_CC,389,0.6384,charge,15.001,10.0,9.0,25.74,300.0,3.822,4.0399,14.5257,2.7214,0.93509
RPC_CC,389,0.5477,charge,15.001,2.0,1.0,25.58,300.0,3.7329,3.9003,11.1593,2.7214,0.93509
RPC_CC,389,0.5477,charge,15.001,10.0,9.01,25.58,300.0,3.7329,3.9463,14.2257,2.7214,0.93509
RPC_CC,389,0.4569,charge,15.001,2.0,2.0,25.61,300.0,3.6523,3.8282,11.7259,2.7214,0.93509
RPC_CC,389,0.4569,charge,15.001,10.0,9.0,25.61,300.0,3.6523,3.8645,14.1457,2.7214,0.93509
RPC_CC,389,0.3662,charge,15.001,2.0,2.0,25.68,300.0,3.5897,3.7685,11.9192,2.7214,0.93509
RPC_CC,389,0.3662,charge,15.001,10.0,9.0,25.68,300.0,3.5897,3.8053,14.3724,2.7214,0.93509
RPC_CC,389,0.2754,charge,15.001,2.0,2.0,25.88,300.0,3.5042,3.6914,12.4792,2.7214,0.93509
RPC_CC,389,0.2754,charge,15.001,10.0,9.0,25.88,300.0,3.5042,3.7337,15.299,2.7214,0.93509
RPC_CC,389,0.2301,charge,15.001,2.0,2.0,25.83,300.0,3.4455,3.6398,12.9525,2.7214,0.93509
RPC_CC,389,0.2301,charge,15.001,10.0,9.0,25.83,300.0,3.4455,3.6831,15.8389,2.7214,0.93509
RPC_CC,389,0.1847,charge,15.001,2.0,2.0,25.85,300.0,3.407,3.61,13.5324,2.7214,0.93509
RPC_CC,389,0.1847,charge,15.001,10.0,9.0,25.85,300.0,3.407,3.6408,15.5856,2.7214,0.93509
RPC_CC,389,0.1393,charge,15.001,2.0,2.0,25.91,300.0,3.3518,3.589,15.8123,2.7214,0.93509
RPC_CC,389,0.1393,charge,15.001,10.0,9.0,25.91,300.0,3.3518,3.6239,18.1388,2.7214,0.93509
RPC_CC,389,0.1121,charge,15.001,2.0,2.0,26.09,300.0,3.2277,3.5059,18.5454,2.7214,0.93509
RPC_CC,389,0.1121,charge,15.001,10.0,9.0,26.09,300.0,3.2277,3.5878,24.0051,2.7214,0.93509
RPC_CC,389,0.0985,charge,15.001,2.0,2.0,26.06,300.0,3.1186,3.4218,20.212,2.7214,0.93509
RPC_CC,389,0.0985,charge,15.001,10.0,9.0,26.06,300.0,3.1186,3.5278,27.2782,2.7214,0.93509
RPC_CC,389,0.9549,charge,3.13,2.0,2.0,25.55,300.1,4.0929,4.1389,14.6984,2.7214,0.93509
RPC_CC,389,0.9549,charge,3.13,10.0,9.0,25.55,300.1,4.0929,4.1485,17.7658,2.7214,0.93509
RPC_CC,389,0.9097,charge,4.728,2.0,2.0,25.59,300.1,4.0754,4.1391,13.4728,2.7214,0.93509
RPC_CC,389,0.9097,charge,4.728,10.0,9.0,25.59,300.1,4.0754,4.1492,15.609,2.7214,0.93509
RPC_CC,389,0.8193,charge,8.746,2.0,2.0,25.73,300.1,4.0063,4.1205,13.0578,2.7214,0.93509
RPC_CC,389,0.8193,charge,8.746,10.0,9.01,25.73,300.1,4.0063,4.146,15.9735,2.7214,0.93509
RPC_CC,389,0.7292,charge,15.051,2.0,1.0,25.77,300.1,3.9148,4.0891,11.5806,2.7214,0.93509
RPC_CC,389,0.7292,charge,15.051,10.0,9.01,25.77,300.1,3.9148,4.1304,14.3246,2.7214,0.93509
RPC_CC,389,0.6384,charge,15.058,2.0,2.0,25.73,300.1,3.822,4.0022,11.9671,2.7214,0.93509
RPC_CC,389,0.6384,charge,15.058,10.0,9.01,25.73,300.1,3.822,4.0406,14.5172,2.7214,0.93509
RPC_CC,389,0.5477,charge,15.055,2.0,2.0,25.61,300.1,3.7328,3.9111,11.8436,2.7214,0.93509
RPC_CC,389,0.5477,charge,15.055,10.0,9.0,25.61,300.1,3.7328,3.947,14.2283,2.7214,0.93509
RPC_CC,389,0.457,charge,15.055,2.0,2.0,25.6,300.1,3.6525,3.8304,11.8171,2.7214,0.93509
RPC_CC,389,0.457,charge,15.055,10.0,9.0,25.6,300.1,3.6525,3.865,14.1154,2.7214,0.93509
RPC_CC,389,0.3662,charge,15.053,2.0,2.0,25.69,300.1,3.5896,3.7708,12.0371,2.7214,0.93509
RPC_CC,389,0.3662,charge,15.053,10.0,9.0,25.69,300.1,3.5896,3.8059,14.3688,2.7214,0.93509
RPC_CC,389,0.2755,charge,15.07,2.0,2.0,25.86,300.1,3.5042,3.694,12.5946,2.7214,0.93509
RPC_CC,389,0.2755,charge,15.07,10.0,9.0,25.86,300.1,3.5042,3.7345,15.282,2.7214,0.93509
RPC_CC,389,0.2301,charge,15.072,2.0,2.0,25.83,300.1,3.4455,3.6426,13.0768,2.7214,0.93509
RPC_CC,389,0.2301,charge,15.072,10.0,9.0,25.83,300.1,3.4455,3.6839,15.8169,2.7214,0.93509
RPC_CC,389,0.1847,charge,15.052,2.0,2.0,25.83,300.1,3.4069,3.612,13.6265,2.7214,0.93509
RPC_CC,389,0.1847,charge,15.052,10.0,9.0,25.83,300.1,3.4069,3.6415,15.5865,2.7214,0.93509
RPC_CC,389,0.1394,charge,15.05,2.0,2.0,25.91,300.1,3.3519,3.5914,15.9131,2.7214,0.93509
RPC_CC,389,0.1394,charge,15.05,10.0,9.0,25.91,300.1,3.3519,3.6245,18.1124,2.7214,0.93509
RPC_CC,389,0.1122,charge,15.13,2.0,2.0,26.08,300.1,3.2277,3.5122,18.8037,2.7214,0.93509
RPC_CC,389,0.1122,charge,15.13,10.0,9.01,26.08,300.1,3.2277,3.5895,23.9128,2.7214,0.93509
RPC_CC,389,0.0986,charge,15.175,2.0,2.0,26.06,300.1,3.1187,3.4304,20.5404,2.7214,0.93509
RPC_CC,389,0.0986,charge,15.175,10.0,9.0,26.06,300.1,3.1187,3.531,27.1697,2.7214,0.93509
RPC_CC,495,0.9973,discharge,-30.0,2.0,2.0,25.45,4358.1,4.1553,3.6752,16.0033,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-30.0,10.0,9.0,25.45,4358.1,4.1553,3.6302,17.5033,2.7119,0.93182
RPC_CC,495,0.9727,charge,3.385,2.0,2.0,26.5,60.0,4.0915,4.15,17.2837,2.7119,0.93182
RPC_CC,495,0.9727,charge,3.385,10.0,9.0,26.5,60.0,4.0915,4.1501,17.3132,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-30.0,2.0,2.0,25.46,3600.0,4.0958,3.6538,14.7333,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-30.0,10.0,9.0,25.46,3600.0,4.0958,3.607,16.2933,2.7119,0.93182
RPC_CC,495,0.9277,charge,4.897,2.0,2.0,26.47,60.0,4.0735,4.1501,15.641,2.7119,0.93182
RPC_CC,495,0.9277,charge,4.897,10.0,9.0,26.47,60.0,4.0735,4.15,15.6205,2.7119,0.93182
RPC_CC,495,0.9068,discharge,-30.0,2.0,2.0,25.45,3600.0,4.0791,3.6514,14.2567,2.7119,0.93182
RPC_CC,495,0.9068,discharge,-30.0,10.0,9.0,25.45,3600.0,4.0791,3.5902,16.2967,2.7119,0.93182
RPC_CC,495,0.8826,charge,5.838,2.0,2.0,26.47,60.0,4.0584,4.1501,15.7085,2.7119,0.93182
RPC_CC,495,0.8826,charge,5.838,10.0,9.0,26.47,60.0,4.0584,4.15,15.6914,2.7119,0.93182
RPC_CC,495,0.8164,discharge,-30.0,2.0,2.0,25.43,3600.0,4.0199,3.5978,14.07,2.7119,0.93182
RPC_CC,495,0.8164,discharge,-30.0,10.0,9.0,25.43,3600.0,4.0199,3.523,16.5633,2.7119,0.93182
RPC_CC,495,0.7928,charge,12.421,2.0,2.0,26.41,60.0,3.9591,4.1503,15.3933,2.7119,0.93182
RPC_CC,495,0.7928,charge,12.421,10.0,9.0,26.41,60.0,3.9591,4.1501,15.3772,2.7119,0.93182
RPC_CC,495,0.726,discharge,-30.0,2.0,2.0,25.43,3600.0,3.9191,3.5184,13.3567,2.7119,0.93182
RPC_CC,495,0.726,discharge,-30.0,10.0,9.0,25.43,3600.0,3.9191,3.4522,15.5633,2.7119,0.93182
RPC_CC,495,0.7023,charge,15.001,2.0,2.0,26.33,60.0,3.8654,4.0492,12.2525,2.7119,0.93182
RPC_CC,495,0.7023,charge,15.001,10.0,9.0,26.33,60.0,3.8654,4.0979,15.499,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-30.0,2.0,2.0,25.43,3600.0,3.8275,3.4437,12.7933,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-30.0,10.0,9.0,25.43,3600.0,3.8275,3.3688,15.29,2.7119,0.93182
RPC_CC,495,0.6119,charge,15.001,2.0,2.0,26.28,60.0,3.7865,3.9686,12.1392,2.7119,0.93182
RPC_CC,495,0.6119,charge,15.001,10.0,9.0,26.28,60.0,3.7865,4.0074,14.7257,2.7119,0.93182
RPC_CC,495,0.5451,discharge,-30.0,2.0,1.0,25.43,3600.0,3.7388,3.3725,12.21,2.7119,0.93182
RPC_CC,495,0.5451,discharge,-30.0,10.0,9.0,25.43,3600.0,3.7388,3.2685,15.6767,2.7119,0.93182
RPC_CC,495,0.5215,charge,15.001,2.0,2.0,26.3,60.0,3.6951,3.879,12.2592,2.7119,0.93182
RPC_CC,495,0.5215,charge,15.001,10.0,9.0,26.3,60.0,3.6951,3.9222,15.139,2.7119,0.93182
RPC_CC,495,0.4551,discharge,-30.0,2.0,2.0,25.3,3600.0,3.6613,3.2689,13.08,2.7119,0.93182
RPC_CC,495,0.4551,discharge,-30.0,10.0,9.0,25.3,3600.0,3.6613,3.181,16.01,2.7119,0.93182
RPC_CC,495,0.4314,charge,15.001,2.0,1.0,26.28,60.0,3.6194,3.7959,11.7659,2.7119,0.93182
RPC_CC,495,0.4314,charge,15.001,10.0,9.0,26.28,60.0,3.6194,3.8499,15.3656,2.7119,0.93182
RPC_CC,495,0.3643,discharge,-30.0,2.0,2.0,25.45,3600.0,3.5991,3.1952,13.4633,2.7119,0.93182
RPC_CC,495,0.3643,discharge,-30.0,10.0,9.0,25.45,3600.0,3.5991,3.0988,16.6767,2.7119,0.93182
RPC_CC,495,0.3407,charge,15.001,2.0,2.0,26.5,60.0,3.5508,3.74,12.6125,2.7119,0.93182
RPC_CC,495,0.3407,charge,15.001,10.0,9.0,26.5,60.0,3.5508,3.7857,15.659,2.7119,0.93182
RPC_CC,495,0.2739,discharge,-30.0,2.0,2.0,25.44,3600.0,3.5076,3.064,14.7867,2.7119,0.93182
RPC_CC,495,0.2739,discharge,-30.0,10.0,9.0,25.44,3600.0,3.5076,2.9365,19.0367,2.7119,0.93182
RPC_CC,495,0.2502,charge,15.001,2.0,2.0,26.61,60.0,3.4555,3.6536,13.2058,2.7119,0.93182
RPC_CC,495,0.2502,charge,15.001,10.0,9.0,26.61,60.0,3.4555,3.6975,16.1323,2.7119,0.93182
RPC_CC,495,0.2287,discharge,-30.0,2.0,2.0,25.46,3600.0,3.4492,2.9565,16.4233,2.7119,0.93182
RPC_CC,495,0.2287,discharge,-30.0,10.0,9.0,25.46,3600.0,3.4492,2.7312,23.9333,2.7119,0.93182
RPC_CC,495,0.205,charge,15.001,2.0,2.0,26.77,60.0,3.4137,3.6189,13.6791,2.7119,0.93182
RPC_CC,495,0.205,charge,15.001,10.0,9.0,26.77,60.0,3.4137,3.6507,15.7989,2.7119,0.93182
RPC_CC,495,0.1834,discharge,-29.844,2.0,2.0,25.48,3600.0,3.4155,2.7576,22.0446,2.7119,0.93182
RPC_CC,495,0.1834,discharge,-29.844,10.0,9.0,25.48,3600.0,3.4155,2.5496,29.0142,2.7119,0.93182
RPC_CC,495,0.1621,charge,15.001,2.0,2.0,27.14,60.0,3.3702,3.5947,14.9657,2.7119,0.93182
RPC_CC,495,0.1621,charge,15.001,10.0,9.0,27.14,60.0,3.3702,3.6296,17.2922,2.7119,0.93182
RPC_CC,495,0.1382,discharge,-14.174,2.0,2.0,25.45,3600.0,3.3573,2.5485,57.0622,2.7119,0.93182
RPC_CC,495,0.1382,discharge,-14.174,10.0,9.0,25.45,3600.0,3.3573,2.5498,56.9705,2.7119,0.93182
RPC_CC,495,0.1259,charge,15.001,2.0,2.0,26.6,60.0,3.248,3.5273,18.6188,2.7119,0.93182
RPC_CC,495,0.1259,charge,15.001,10.0,9.0,26.6,60.0,3.248,3.6047,23.7784,2.7119,0.93182
RPC_CC,495,0.1112,discharge,-8.291,2.0,2.0,25.47,3600.0,3.2246,2.5492,81.4648,2.7119,0.93182
RPC_CC,495,0.1112,discharge,-8.291,10.0,9.0,25.47,3600.0,3.2246,2.5499,81.3803,2.7119,0.93182
RPC_CC,495,0.1044,charge,15.001,2.0,2.0,26.13,60.0,3.098,3.4214,21.5586,2.7119,0.93182
RPC_CC,495,0.1044,charge,15.001,10.0,9.0,26.13,60.0,3.098,3.5322,28.9447,2.7119,0.93182
RPC_CC,495,0.0979,discharge,-5.754,2.0,2.0,25.45,3600.0,3.1152,2.5494,98.3384,2.7119,0.93182
RPC_CC,495,0.0979,discharge,-5.754,10.0,9.0,25.45,3600.0,3.1152,2.5499,98.2515,2.7119,0.93182
RPC_CC,495,0.0937,charge,15.001,2.0,2.0,25.88,60.0,2.9825,3.3401,23.8384,2.7119,0.93182
RPC_CC,495,0.0937,charge,15.001,10.0,9.0,25.88,60.0,2.9825,3.476,32.8978,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-30.0,2.0,2.0,25.48,1962.5,4.167,3.6853,16.0567,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-30.0,10.0,9.0,25.48,1962.5,4.167,3.6376,17.6467,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-30.0,2.0,2.0,25.95,300.0,4.0909,3.6713,13.9867,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-30.0,10.0,9.0,25.95,300.0,4.0909,3.6203,15.6867,2.7119,0.93182
RPC_CC,495,0.9068,discharge,-30.0,2.0,2.0,26.07,300.0,4.0742,3.6666,13.5867,2.7119,0.93182
RPC_CC,495,0.9068,discharge,-30.0,10.0,9.0,26.07,300.0,4.0742,3.5926,16.0533,2.7119,0.93182
RPC_CC,495,0.8164,discharge,-30.0,2.0,2.0,26.05,300.0,3.9993,3.5963,13.4333,2.7119,0.93182
RPC_CC,495,0.8164,discharge,-30.0,10.0,9.0,26.05,300.0,3.9993,3.5227,15.8867,2.7119,0.93182
RPC_CC,495,0.726,discharge,-30.0,2.0,2.0,26.04,300.0,3.9087,3.5248,12.7967,2.7119,0.93182
RPC_CC,495,0.726,discharge,-30.0,10.0,9.01,26.04,300.0,3.9087,3.456,15.09,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-30.0,2.0,2.0,25.93,300.0,3.8148,3.443,12.3933,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-30.0,10.0,9.0,25.93,300.0,3.8148,3.3656,14.9733,2.7119,0.93182
RPC_CC,495,0.5451,discharge,-30.0,2.0,2.0,25.84,300.0,3.7257,3.3483,12.58,2.7119,0.93182
RPC_CC,495,0.5451,discharge,-30.0,10.0,9.01,25.84,300.0,3.7257,3.2622,15.45,2.7119,0.93182
RPC_CC,495,0.4547,discharge,-30.0,2.0,2.0,25.85,300.0,3.6468,3.2673,12.65,2.7119,0.93182
RPC_CC,495,0.4547,discharge,-30.0,10.0,9.01,25.85,300.0,3.6468,3.1783,15.6167,2.7119,0.93182
RPC_CC,495,0.3643,discharge,-30.0,2.0,2.0,25.9,300.0,3.5833,3.1897,13.12,2.7119,0.93182
RPC_CC,495,0.3643,discharge,-30.0,10.0,9.01,25.9,300.0,3.5833,3.0908,16.4167,2.7119,0.93182
RPC_CC,495,0.2739,discharge,-30.0,2.0,2.0,26.1,300.0,3.4932,3.0528,14.68,2.7119,0.93182
RPC_CC,495,0.2739,discharge,-30.0,10.0,9.0,26.1,300.0,3.4932,2.905,19.6067,2.7119,0.93182
RPC_CC,495,0.2287,discharge,-30.0,2.0,2.0,26.28,300.0,3.4381,2.9205,17.2533,2.7119,0.93182
RPC_CC,495,0.2287,discharge,-30.0,10.0,9.0,26.28,300.0,3.4381,2.6347,26.78,2.7119,0.93182
RPC_CC,495,0.1834,discharge,-23.35,2.0,2.0,26.52,300.0,3.4005,2.6504,32.1242,2.7119,0.93182
RPC_CC,495,0.1834,discharge,-23.35,10.0,9.01,26.52,300.0,3.4005,2.5497,36.4368,2.7119,0.93182
RPC_CC,495,0.1382,discharge,-11.817,2.0,2.0,26.64,300.0,3.3285,2.549,65.9643,2.7119,0.93182
RPC_CC,495,0.1382,discharge,-11.817,10.0,9.01,26.64,300.0,3.3285,2.5498,65.8966,2.7119,0.93182
RPC_CC,495,0.1113,discharge,-6.406,2.0,2.0,26.58,300.0,3.1736,2.5495,97.4212,2.7119,0.93182
RPC_CC,495,0.1113,discharge,-6.406,10.0,9.0,26.58,300.0,3.1736,2.5499,97.3588,2.7119,0.93182
RPC_CC,495,0.0984,discharge,-3.867,2.0,2.0,26.25,300.0,3.0386,2.5495,126.4837,2.7119,0.93182
RPC_CC,495,0.0984,discharge,-3.867,10.0,9.0,26.25,300.0,3.0386,2.55,126.3544,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-29.841,2.0,2.0,25.48,1951.9,4.1669,3.6904,15.968,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-29.841,10.0,9.0,25.48,1951.9,4.1669,3.6378,17.7306,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-29.802,2.0,2.0,25.96,300.1,4.0908,3.6763,13.9085,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-29.802,10.0,9.0,25.96,300.1,4.0908,3.6207,15.7741,2.7119,0.93182
RPC_CC,495,0.9069,discharge,-29.708,2.0,2.0,26.07,300.1,4.0743,3.6743,13.4644,2.7119,0.93182
RPC_CC,495,0.9069,discharge,-29.708,10.0,9.0,26.07,300.1,4.0743,3.5935,16.1842,2.7119,0.93182
RPC_CC,495,0.8165,discharge,-29.717,2.0,2.0,26.04,300.1,3.9992,3.6042,13.2923,2.7119,0.93182
RPC_CC,495,0.8165,discharge,-29.717,10.0,9.0,26.04,300.1,3.9992,3.5237,16.0012,2.7119,0.93182
RPC_CC,495,0.7261,discharge,-29.714,2.0,2.0,26.02,300.0,3.9086,3.532,12.6742,2.7119,0.93182
RPC_CC,495,0.7261,discharge,-29.714,10.0,9.0,26.02,300.0,3.9086,3.4572,15.1915,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-29.664,2.0,2.0,25.92,300.1,3.8148,3.4519,12.2337,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-29.664,10.0,9.0,25.92,300.1,3.8148,3.3675,15.0789,2.7119,0.93182
RPC_CC,495,0.5452,discharge,-29.618,2.0,2.0,25.82,300.1,3.7258,3.3592,12.3776,2.7119,0.93182
RPC_CC,495,0.5452,discharge,-29.618,10.0,9.0,25.82,300.1,3.7258,3.2647,15.5682,2.7119,0.93182
RPC_CC,495,0.4548,discharge,-29.59,2.0,2.0,25.82,300.1,3.6468,3.2791,12.4267,2.7119,0.93182
RPC_CC,495,0.4548,discharge,-29.59,10.0,9.01,25.82,300.1,3.6468,3.1811,15.7387,2.7119,0.93182
RPC_CC,495,0.3644,discharge,-29.516,2.0,2.0,25.89,300.1,3.5832,3.2037,12.8574,2.7119,0.93182
RPC_CC,495,0.3644,discharge,-29.516,10.0,9.0,25.89,300.1,3.5832,3.0942,16.5673,2.7119,0.93182
RPC_CC,495,0.2741,discharge,-29.087,2.0,2.0,26.1,300.0,3.4931,3.0783,14.2604,2.7119,0.93182
RPC_CC,495,0.2741,discharge,-29.087,10.0,9.01,26.1,300.0,3.4931,2.9156,19.8539,2.7119,0.93182
RPC_CC,495,0.229,discharge,-27.818,2.0,2.0,26.24,300.1,3.4379,2.9887,16.1478,2.7119,0.93182
RPC_CC,495,0.229,discharge,-27.818,10.0,9.0,26.24,300.1,3.4379,2.6813,27.1982,2.7119,0.93182
RPC_CC,495,0.1848,discharge,-16.076,2.0,2.0,26.33,300.1,3.3999,3.0622,21.0065,2.7119,0.93182
RPC_CC,495,0.1848,discharge,-16.076,10.0,9.0,26.33,300.1,3.3999,2.7783,38.6663,2.7119,0.93182
RPC_CC,495,0.1403,discharge,-8.002,2.0,2.0,26.22,300.1,3.3241,3.0754,31.0799,2.7119,0.93182
RPC_CC,495,0.1403,discharge,-8.002,10.0,9.0,26.22,300.1,3.3241,2.85,59.2481,2.7119,0.93182
RPC_CC,495,0.1135,discharge,-4.244,2.0,2.0,26.19,300.1,3.1633,2.9997,38.5517,2.7119,0.93182
RPC_CC,495,0.1135,discharge,-4.244,10.0,9.0,26.19,300.1,3.1633,2.8427,75.5482,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-29.852,2.0,2.0,25.49,1955.0,4.167,3.6891,16.0092,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-29.852,10.0,9.0,25.49,1955.0,4.167,3.6367,17.7646,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-29.81,2.0,2.0,25.95,300.1,4.0908,3.6751,13.945,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-29.81,10.0,9.0,25.95,300.1,4.0908,3.6196,15.8068,2.7119,0.93182
RPC_CC,495,0.9069,discharge,-29.717,2.0,2.0,26.08,300.1,4.0743,3.6732,13.4973,2.7119,0.93182
RPC_CC,495,0.9069,discharge,-29.717,10.0,9.0,26.08,300.1,4.0743,3.5925,16.2129,2.7119,0.93182
RPC_CC,495,0.8165,discharge,-29.726,2.0,1.0,26.04,300.1,3.999,3.6233,12.6388,2.7119,0.93182
RPC_CC,495,0.8165,discharge,-29.726,10.0,9.01,26.04,300.1,3.999,3.5229,16.0163,2.7119,0.93182
RPC_CC,495,0.7261,discharge,-29.721,2.0,2.0,26.02,300.1,3.9084,3.5312,12.6916,2.7119,0.93182
RPC_CC,495,0.7261,discharge,-29.721,10.0,9.0,26.02,300.1,3.9084,3.4564,15.2084,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-29.673,2.0,2.0,25.92,300.1,3.8146,3.4511,12.2502,2.7119,0.93182
RPC_CC,495,0.6356,discharge,-29.673,10.0,9.0,25.92,300.1,3.8146,3.3667,15.0945,2.7119,0.93182
RPC_CC,495,0.5452,discharge,-29.624,2.0,2.0,25.85,300.0,3.7256,3.3584,12.3954,2.7119,0.93182
RPC_CC,495,0.5452,discharge,-29.624,10.0,9.0,25.85,300.0,3.7256,3.264,15.582,2.7119,0.93182
RPC_CC,495,0.4548,discharge,-29.596,2.0,2.0,25.83,300.0,3.6468,3.2784,12.4478,2.7119,0.93182
RPC_CC,495,0.4548,discharge,-29.596,10.0,9.0,25.83,300.0,3.6468,3.1802,15.7659,2.7119,0.93182
RPC_CC,495,0.3644,discharge,-29.525,2.0,2.0,25.92,300.1,3.5831,3.2028,12.8808,2.7119,0.93182
RPC_CC,495,0.3644,discharge,-29.525,10.0,9.0,25.92,300.1,3.5831,3.0934,16.5862,2.7119,0.93182
RPC_CC,495,0.2741,discharge,-29.212,2.0,2.0,26.09,300.1,3.4928,3.0754,14.2884,2.7119,0.93182
RPC_CC,495,0.2741,discharge,-29.212,10.0,9.01,26.09,300.1,3.4928,2.9105,19.9332,2.7119,0.93182
RPC_CC,495,0.229,discharge,-28.325,2.0,2.0,26.23,300.1,3.4376,2.9793,16.1803,2.7119,0.93182
RPC_CC,495,0.229,discharge,-28.325,10.0,9.0,26.23,300.1,3.4376,2.6579,27.5274,2.7119,0.93182
RPC_CC,495,0.1844,discharge,-21.804,2.0,2.0,26.37,300.0,3.3998,2.9349,21.3218,2.7119,0.93182
RPC_CC,495,0.1399,discharge,-12.872,2.0,2.0,26.39,300.1,3.3243,2.9222,31.2383,2.7119,0.93182
RPC_CC,495,0.1132,discharge,-7.974,2.0,2.0,26.31,300.0,3.1625,2.8419,40.2057,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-29.856,2.0,2.0,25.49,1955.3,4.1669,3.6885,16.0236,2.7119,0.93182
RPC_CC,495,0.9973,discharge,-29.856,10.0,9.0,25.49,1955.3,4.1669,3.6362,17.7753,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-29.813,2.0,2.0,25.94,300.1,4.0908,3.6748,13.9536,2.7119,0.93182
RPC_CC,495,0.9521,discharge,-29.813,10.0,9.01,25.94,300.1,4.0908,3.6193,15.8152,2.7119,0.93182
RPC_CC,495,0.9069,discharge,-29.721,2.0,2.0,26.07,300.0,4.0742,3.6728,13.5056,2.7119,0.93182
RPC_CC,495,0.9069,discharge,-29.721,10.0,9.0,26.07,300.0,4.0742,3.592,16.2242,2.7119,0.93182
RPC_CC,495,0.8165,discharge,-29.728,2.0,2.0,26.04,300.1,3.9989,3.603,13.3172,2.7119,0.93182
RPC_CC,495,0.8165,discharge,-29.728,10.0,9.0,26.04,300.1,3.9989,3.5225,16.025,2.7119,0.93182
RPC_CC,495,0.7261,discharge,-29.722,2.0,2.0,26.0,300.1,3.9082,3.5309,12.6941,2.7119,0.93182
RPC_CC,495,0.7261,discharge,-29.722,10.0,9.0,26.0,300.1,3.9082,3.4562,15.2073,2.7119,0.93182
RPC_CC,495,0.6357,discharge,-29.675,2.0,2.0,25.94,300.0,3.8146,3.4508,12.2595,2.7119,0.93182
RPC_CC,495,0.6357,discharge,-29.675,10.0,9.0,25.94,300.0,3.8146,3.3661,15.1137,2.7119,0.93182
RPC_CC,495,0.5452,discharge,-29.627,2.0,2.0,25.84,300.0,3.7256,3.3582,12.4011,2.7119,0.93182
RPC_CC,495,0.5452,discharge,-29.627,10.0,9.0,25.84,300.0,3.7256,3.2637,15.5908,2.7119,0.93182
