cell,cycle,SOC,direction,I_A,tau_s,tau_actual_s,T_C,rest_before_s,V_pre_V,V_tau_V,R_mOhm,CAP_Ah,SOH
RPC_US06,273,0.1871,discharge,-29.082,10.0,9.0,,300.0,3.4461,2.9149,18.2653,2.8593,0.95942
RPC_US06,273,0.1397,discharge,-26.839,2.0,2.0,,300.0,3.4017,2.9849,15.5296,2.8593,0.95942
RPC_US06,273,0.093,discharge,-15.69,2.0,2.0,,300.0,3.3538,2.986,23.4417,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.637,2.0,2.0,,300.0,3.2059,2.9306,31.8736,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.637,10.0,8.79,,300.0,3.2059,2.4997,81.7621,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.466,2.0,2.0,,300.0,3.0665,2.8643,36.9923,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.466,10.0,9.0,,300.0,3.0665,2.5665,91.4746,2.8593,0.95942
RPC_US06,273,0.9973,discharge,-29.837,2.0,2.0,,1641.8,4.1756,3.7786,13.3054,2.8593,0.95942
RPC_US06,273,0.9973,discharge,-29.837,10.0,9.0,,1641.8,4.1756,3.7176,15.3498,2.8593,0.95942
RPC_US06,273,0.9496,discharge,-29.842,2.0,2.0,,300.0,4.0942,3.7448,11.7083,2.8593,0.95942
RPC_US06,273,0.9496,discharge,-29.842,10.0,9.0,,300.0,4.0942,3.6943,13.4006,2.8593,0.95942
RPC_US06,273,0.902,discharge,-29.785,2.0,2.0,,300.0,4.076,3.7378,11.3549,2.8593,0.95942
RPC_US06,273,0.902,discharge,-29.785,10.0,9.0,,300.0,4.076,3.6725,13.5473,2.8593,0.95942
RPC_US06,273,0.8067,discharge,-29.743,2.0,2.0,,300.0,4.0173,3.6697,11.6868,2.8593,0.95942
RPC_US06,273,0.8067,discharge,-29.743,10.0,9.0,,300.0,4.0173,3.5907,14.3429,2.8593,0.95942
RPC_US06,273,0.7113,discharge,-29.767,2.0,2.0,,300.0,3.9187,3.5827,11.2877,2.8593,0.95942
RPC_US06,273,0.7113,discharge,-29.767,10.0,9.01,,300.0,3.9187,3.5158,13.5351,2.8593,0.95942
RPC_US06,273,0.616,discharge,-29.744,2.0,2.0,,300.0,3.8383,3.5093,11.0612,2.8593,0.95942
RPC_US06,273,0.616,discharge,-29.744,10.0,9.0,,300.0,3.8383,3.4381,13.455,2.8593,0.95942
RPC_US06,273,0.5206,discharge,-29.72,2.0,2.0,,300.0,3.7299,3.4068,10.8716,2.8593,0.95942
RPC_US06,273,0.5206,discharge,-29.72,10.0,9.0,,300.0,3.7299,3.3291,13.4861,2.8593,0.95942
RPC_US06,273,0.4253,discharge,-29.691,2.0,2.0,,300.0,3.6485,3.3255,10.8789,2.8593,0.95942
RPC_US06,273,0.4253,discharge,-29.691,10.0,9.0,,300.0,3.6485,3.242,13.6912,2.8593,0.95942
RPC_US06,273,0.33,discharge,-29.646,2.0,2.0,,300.0,3.5876,3.2588,11.0907,2.8593,0.95942
RPC_US06,273,0.33,discharge,-29.646,10.0,9.0,,300.0,3.5876,3.1655,14.2378,2.8593,0.95942
RPC_US06,273,0.2347,discharge,-29.597,2.0,2.0,,300.0,3.5071,3.1582,11.7884,2.8593,0.95942
RPC_US06,273,0.2347,discharge,-29.597,10.0,9.0,,300.0,3.5071,3.0503,15.434,2.8593,0.95942
RPC_US06,273,0.1871,discharge,-29.005,2.0,1.0,,300.0,3.4458,3.1089,11.6152,2.8593,0.95942
RPC_US06,273,0.1871,discharge,-29.005,10.0,9.0,,300.0,3.4458,2.9085,18.5244,2.8593,0.95942
RPC_US06,273,0.1398,discharge,-25.886,2.0,2.0,,300.0,3.4013,3.0028,15.3947,2.8593,0.95942
RPC_US06,273,0.1398,discharge,-25.886,10.0,8.6,,300.0,3.4013,2.4993,34.8458,2.8593,0.95942
RPC_US06,273,0.0931,discharge,-14.864,2.0,2.0,,300.0,3.3534,3.0037,23.5266,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.072,2.0,2.0,,300.0,3.2058,2.9489,31.8276,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.072,10.0,9.0,,300.0,3.2058,2.5463,81.7062,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.479,2.0,2.0,,300.0,3.0669,2.8613,37.5265,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.479,10.0,9.0,,300.0,3.0669,2.5567,93.1226,2.8593,0.95942
RPC_US06,273,0.9973,discharge,-29.839,2.0,2.0,,1645.8,4.1756,3.7781,13.3215,2.8593,0.95942
RPC_US06,273,0.9973,discharge,-29.839,10.0,9.0,,1645.8,4.1756,3.717,15.3691,2.8593,0.95942
RPC_US06,273,0.9496,discharge,-29.846,2.0,2.0,,300.0,4.0942,3.7446,11.7137,2.8593,0.95942
RPC_US06,273,0.9496,discharge,-29.846,10.0,9.0,,300.0,4.0942,3.6938,13.4158,2.8593,0.95942
RPC_US06,273,0.902,discharge,-29.787,2.0,2.0,,300.0,4.076,3.7374,11.3676,2.8593,0.95942
RPC_US06,273,0.902,discharge,-29.787,10.0,9.0,,300.0,4.076,3.672,13.5632,2.8593,0.95942
RPC_US06,273,0.8066,discharge,-29.747,2.0,2.0,,300.0,4.017,3.6693,11.6886,2.8593,0.95942
RPC_US06,273,0.8066,discharge,-29.747,10.0,9.0,,300.0,4.017,3.5902,14.3477,2.8593,0.95942
RPC_US06,273,0.7113,discharge,-29.77,2.0,2.0,,300.0,3.9186,3.5824,11.2931,2.8593,0.95942
RPC_US06,273,0.7113,discharge,-29.77,10.0,9.0,,300.0,3.9186,3.5156,13.5369,2.8593,0.95942
RPC_US06,273,0.616,discharge,-29.746,2.0,2.0,,300.0,3.8382,3.5092,11.0603,2.8593,0.95942
RPC_US06,273,0.616,discharge,-29.746,10.0,9.0,,300.0,3.8382,3.4376,13.4674,2.8593,0.95942
RPC_US06,273,0.5206,discharge,-29.723,2.0,1.0,,300.0,3.7297,3.4242,10.2784,2.8593,0.95942
RPC_US06,273,0.5206,discharge,-29.723,10.0,9.0,,300.0,3.7297,3.3286,13.4948,2.8593,0.95942
RPC_US06,273,0.4253,discharge,-29.694,2.0,2.0,,300.0,3.6485,3.3251,10.8913,2.8593,0.95942
RPC_US06,273,0.4253,discharge,-29.694,10.0,9.0,,300.0,3.6485,3.2417,13.7,2.8593,0.95942
RPC_US06,273,0.33,discharge,-29.651,2.0,2.0,,300.0,3.5873,3.2582,11.0991,2.8593,0.95942
RPC_US06,273,0.33,discharge,-29.651,10.0,9.0,,300.0,3.5873,3.165,14.2424,2.8593,0.95942
RPC_US06,273,0.2347,discharge,-29.607,2.0,2.0,,300.0,3.507,3.1574,11.808,2.8593,0.95942
RPC_US06,273,0.2347,discharge,-29.607,10.0,9.0,,300.0,3.507,3.0492,15.4626,2.8593,0.95942
RPC_US06,273,0.1871,discharge,-29.14,2.0,2.0,,300.0,3.4459,3.0823,12.4775,2.8593,0.95942
RPC_US06,273,0.1871,discharge,-29.14,10.0,9.0,,300.0,3.4459,2.9048,18.5687,2.8593,0.95942
RPC_US06,273,0.1399,discharge,-24.587,2.0,2.0,,300.0,3.4012,3.0213,15.4513,2.8593,0.95942
RPC_US06,273,0.1399,discharge,-24.587,10.0,9.0,,300.0,3.4012,2.5317,35.3642,2.8593,0.95942
RPC_US06,273,0.0931,discharge,-14.294,2.0,2.0,,300.0,3.3533,3.0208,23.2607,2.8593,0.95942
RPC_US06,273,0.0931,discharge,-14.294,10.0,8.67,,300.0,3.3533,2.4991,59.7572,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.087,2.0,2.0,,300.0,3.2059,2.9465,32.0752,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.087,10.0,9.0,,300.0,3.2059,2.5379,82.5992,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.486,2.0,2.0,,300.0,3.0672,2.8596,37.8383,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.486,10.0,9.0,,300.0,3.0672,2.5511,94.0673,2.8593,0.95942
RPC_US06,273,0.9973,discharge,-29.845,2.0,2.0,,1647.2,4.1756,3.7775,13.3389,2.8593,0.95942
RPC_US06,273,0.9973,discharge,-29.845,10.0,9.0,,1647.2,4.1756,3.7168,15.3728,2.8593,0.95942
RPC_US06,273,0.9496,discharge,-29.849,2.0,1.0,,300.0,4.0942,3.7573,11.287,2.8593,0.95942
RPC_US06,273,0.9496,discharge,-29.849,10.0,9.0,,300.0,4.0942,3.6934,13.4278,2.8593,0.95942
RPC_US06,273,0.902,discharge,-29.791,2.0,2.0,,300.0,4.076,3.7369,11.3826,2.8593,0.95942
RPC_US06,273,0.902,discharge,-29.791,10.0,9.0,,300.0,4.076,3.6715,13.5779,2.8593,0.95942
RPC_US06,273,0.8066,discharge,-29.752,2.0,2.0,,300.0,4.0168,3.6689,11.6935,2.8593,0.95942
RPC_US06,273,0.8066,discharge,-29.752,10.0,9.0,,300.0,4.0168,3.5897,14.3556,2.8593,0.95942
RPC_US06,273,0.7113,discharge,-29.774,2.0,2.0,,300.0,3.9183,3.5822,11.2884,2.8593,0.95942
RPC_US06,273,0.7113,discharge,-29.774,10.0,9.0,,300.0,3.9183,3.515,13.5454,2.8593,0.95942
RPC_US06,273,0.616,discharge,-29.75,2.0,2.0,,300.0,3.838,3.5087,11.0689,2.8593,0.95942
RPC_US06,273,0.616,discharge,-29.75,10.0,9.0,,300.0,3.838,3.4373,13.4689,2.8593,0.95942
RPC_US06,273,0.5206,discharge,-29.724,2.0,2.0,,300.0,3.7297,3.406,10.89,2.8593,0.95942
RPC_US06,273,0.5206,discharge,-29.724,10.0,9.0,,300.0,3.7297,3.3283,13.504,2.8593,0.95942
RPC_US06,273,0.4253,discharge,-29.697,2.0,2.0,,300.0,3.6481,3.3246,10.8932,2.8593,0.95942
RPC_US06,273,0.4253,discharge,-29.697,10.0,9.0,,300.0,3.6481,3.2412,13.7015,2.8593,0.95942
RPC_US06,273,0.33,discharge,-29.656,2.0,2.0,,300.0,3.5872,3.2578,11.1074,2.8593,0.95942
RPC_US06,273,0.33,discharge,-29.656,10.0,9.0,,300.0,3.5872,3.1643,14.2602,2.8593,0.95942
RPC_US06,273,0.2347,discharge,-29.614,2.0,2.0,,300.0,3.5068,3.1567,11.8219,2.8593,0.95942
RPC_US06,273,0.2347,discharge,-29.614,10.0,9.0,,300.0,3.5068,3.0479,15.4958,2.8593,0.95942
RPC_US06,273,0.1871,discharge,-29.062,2.0,2.0,,300.0,3.4457,3.0826,12.4938,2.8593,0.95942
RPC_US06,273,0.1871,discharge,-29.062,10.0,9.0,,300.0,3.4457,2.9039,18.6426,2.8593,0.95942
RPC_US06,273,0.1399,discharge,-24.645,2.0,2.0,,300.0,3.4012,3.0186,15.5244,2.8593,0.95942
RPC_US06,273,0.1399,discharge,-24.645,10.0,9.0,,300.0,3.4012,2.5191,35.7922,2.8593,0.95942
RPC_US06,273,0.0932,discharge,-13.529,2.0,2.0,,300.0,3.353,3.0385,23.2472,2.8593,0.95942
RPC_US06,273,0.0932,discharge,-13.529,10.0,9.0,,300.0,3.353,2.5333,60.5906,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.107,2.0,2.0,,300.0,3.2056,2.943,32.391,2.8593,0.95942
RPC_US06,273,0.065,discharge,-8.107,10.0,9.0,,300.0,3.2056,2.5296,83.3827,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.493,2.0,2.0,,300.0,3.0667,2.8577,38.0505,2.8593,0.95942
RPC_US06,273,0.0509,discharge,-5.493,10.0,9.0,,300.0,3.0667,2.5461,94.7803,2.8593,0.95942
RPC_US06,273,0.9528,charge,3.891,2.0,2.0,,300.0,4.094,4.15,14.3913,2.8593,0.95942
RPC_US06,273,0.9528,charge,3.891,10.0,9.0,,300.0,4.094,4.1499,14.3656,2.8593,0.95942
RPC_US06,273,0.9054,charge,5.704,2.0,2.0,,300.0,4.0758,4.15,13.008,2.8593,0.95942
RPC_US06,273,0.9054,charge,5.704,10.0,9.0,,300.0,4.0758,4.15,13.008,2.8593,0.95942
RPC_US06,273,0.8106,charge,9.956,2.0,2.0,,300.0,4.0165,4.1502,13.429,2.8593,0.95942
RPC_US06,273,0.8106,charge,9.956,10.0,9.0,,300.0,4.0165,4.1501,13.4189,2.8593,0.95942
RPC_US06,273,0.7154,charge,15.001,2.0,2.0,,300.0,3.9186,4.0847,11.0726,2.8593,0.95942
RPC_US06,273,0.7154,charge,15.001,10.0,9.0,,300.0,3.9186,4.1164,13.1858,2.8593,0.95942
RPC_US06,273,0.62,charge,15.0,2.0,2.0,,300.0,3.8402,4.0137,11.5667,2.8593,0.95942
RPC_US06,273,0.62,charge,15.0,10.0,9.0,,300.0,3.8402,4.049,13.92,2.8593,0.95942
RPC_US06,273,0.5247,charge,15.001,2.0,2.0,,300.0,3.7296,3.8937,10.9393,2.8593,0.95942
RPC_US06,273,0.5247,charge,15.001,10.0,9.0,,300.0,3.7296,3.9284,13.2524,2.8593,0.95942
RPC_US06,273,0.4293,charge,15.0,2.0,2.0,,300.0,3.6485,3.8117,10.88,2.8593,0.95942
RPC_US06,273,0.4293,charge,15.0,10.0,9.0,,300.0,3.6485,3.8447,13.08,2.8593,0.95942
RPC_US06,273,0.334,charge,15.001,2.0,2.0,,300.0,3.5874,3.753,11.0393,2.8593,0.95942
RPC_US06,273,0.334,charge,15.001,10.0,9.0,,300.0,3.5874,3.7864,13.2658,2.8593,0.95942
RPC_US06,273,0.2387,charge,15.001,2.0,2.0,,300.0,3.5067,3.6775,11.3859,2.8593,0.95942
RPC_US06,273,0.2387,charge,15.001,10.0,9.0,,300.0,3.5067,3.718,14.0857,2.8593,0.95942
RPC_US06,273,0.191,charge,15.0,2.0,2.0,,300.0,3.446,3.626,12.0,2.8593,0.95942
RPC_US06,273,0.191,charge,15.0,10.0,9.0,,300.0,3.446,3.6689,14.86,2.8593,0.95942
RPC_US06,273,0.1433,charge,15.0,2.0,1.0,,300.0,3.4009,3.5787,11.8533,2.8593,0.95942
RPC_US06,273,0.1433,charge,15.0,10.0,9.0,,300.0,3.4009,3.616,14.34,2.8593,0.95942
RPC_US06,273,0.0956,charge,15.001,2.0,2.0,,300.0,3.3529,3.5682,14.3524,2.8593,0.95942
RPC_US06,273,0.0956,charge,15.001,10.0,9.0,,300.0,3.3529,3.6007,16.5189,2.8593,0.95942
RPC_US06,273,0.067,charge,15.0,2.0,2.0,,300.0,3.2067,3.4681,17.4267,2.8593,0.95942
RPC_US06,273,0.067,charge,15.0,10.0,9.0,,300.0,3.2067,3.5556,23.26,2.8593,0.95942
RPC_US06,273,0.0528,charge,15.0,2.0,2.0,,300.0,3.0702,3.362,19.4533,2.8593,0.95942
RPC_US06,273,0.0528,charge,15.0,10.0,9.0,,300.0,3.0702,3.4784,27.2133,2.8593,0.95942
RPC_US06,273,0.9527,charge,3.539,2.0,1.0,,300.1,4.0939,4.1365,12.0364,2.8593,0.95942
RPC_US06,273,0.9527,charge,3.539,10.0,9.0,,300.1,4.0939,4.1483,15.3705,2.8593,0.95942
RPC_US06,273,0.9052,charge,5.334,2.0,2.0,,300.1,4.0757,4.1392,11.9045,2.8593,0.95942
RPC_US06,273,0.9052,charge,5.334,10.0,9.0,,300.1,4.0757,4.1492,13.7793,2.8593,0.95942
RPC_US06,273,0.8102,charge,9.012,2.0,2.0,,300.1,4.0164,4.1237,11.9069,2.8593,0.95942
RPC_US06,273,0.8102,charge,9.012,10.0,9.0,,300.1,4.0164,4.1465,14.4369,2.8593,0.95942
RPC_US06,273,0.7154,charge,15.046,2.0,2.0,,300.1,3.9185,4.0864,11.1587,2.8593,0.95942
RPC_US06,273,0.7154,charge,15.046,10.0,9.0,,300.1,3.9185,4.117,13.1924,2.8593,0.95942
RPC_US06,273,0.62,charge,15.049,2.0,2.0,,300.1,3.8402,4.0156,11.6556,2.8593,0.95942
RPC_US06,273,0.62,charge,15.049,10.0,9.0,,300.1,3.8402,4.0496,13.915,2.8593,0.95942
RPC_US06,273,0.5247,charge,15.053,2.0,2.0,,300.1,3.7297,3.8956,11.0211,2.8593,0.95942
RPC_US06,273,0.5247,charge,15.053,10.0,9.0,,300.1,3.7297,3.929,13.2399,2.8593,0.95942
RPC_US06,273,0.4294,charge,15.05,2.0,2.0,,300.1,3.6485,3.8135,10.9635,2.8593,0.95942
RPC_US06,273,0.4294,charge,15.05,10.0,9.0,,300.1,3.6485,3.8455,13.0897,2.8593,0.95942
RPC_US06,273,0.334,charge,15.051,2.0,1.0,,300.1,3.5874,3.7472,10.6172,2.8593,0.95942
RPC_US06,273,0.334,charge,15.051,10.0,9.0,,300.1,3.5874,3.7869,13.2549,2.8593,0.95942
RPC_US06,273,0.2387,charge,15.067,2.0,2.0,,300.1,3.5067,3.68,11.502,2.8593,0.95942
RPC_US06,273,0.2387,charge,15.067,10.0,9.0,,300.1,3.5067,3.7188,14.0771,2.8593,0.95942
RPC_US06,273,0.191,charge,15.072,2.0,2.0,,300.1,3.4457,3.6285,12.1289,2.8593,0.95942
RPC_US06,273,0.191,charge,15.072,10.0,9.0,,300.1,3.4457,3.6699,14.8758,2.8593,0.95942
RPC_US06,273,0.1434,charge,15.048,2.0,2.0,,300.1,3.4009,3.5878,12.4203,2.8593,0.95942
RPC_US06,273,0.1434,charge,15.048,10.0,9.0,,300.1,3.4009,3.6165,14.3275,2.8593,0.95942
RPC_US06,273,0.0957,charge,15.05,2.0,2.0,,300.1,3.3527,3.5706,14.4789,2.8593,0.95942
RPC_US06,273,0.0957,charge,15.05,10.0,9.0,,300.1,3.3527,3.6013,16.5188,2.8593,0.95942
RPC_US06,273,0.0671,charge,15.143,2.0,2.0,,300.1,3.2066,3.4746,17.6979,2.8593,0.95942
RPC_US06,273,0.0671,charge,15.143,10.0,9.0,,300.1,3.2066,3.5577,23.1856,2.8593,0.95942
RPC_US06,273,0.0528,charge,15.194,2.0,1.0,,300.1,3.0704,3.3489,18.329,2.8593,0.95942
RPC_US06,273,0.0528,charge,15.194,10.0,9.01,,300.1,3.0704,3.4821,27.0953,2.8593,0.95942
RPC_US06,393,0.9973,discharge,-30.0,2.0,2.0,,4107.6,4.1652,3.7371,14.27,2.8203,0.94633
RPC_US06,393,0.9973,discharge,-30.0,10.0,9.0,,4107.6,4.1652,3.6872,15.9333,2.8203,0.94633
RPC_US06,393,0.9727,charge,3.406,2.0,2.0,,60.0,4.0978,4.1501,15.3553,2.8203,0.94633
RPC_US06,393,0.9727,charge,3.406,10.0,9.0,,60.0,4.0978,4.15,15.3259,2.8203,0.94633
RPC_US06,393,0.9502,discharge,-30.0,2.0,2.0,,3600.0,4.0955,3.7075,12.9333,2.8203,0.94633
RPC_US06,393,0.9502,discharge,-30.0,10.0,9.0,,3600.0,4.0955,3.6626,14.43,2.8203,0.94633
RPC_US06,393,0.9259,charge,5.601,2.0,2.0,,60.0,4.0743,4.1501,13.5328,2.8203,0.94633
RPC_US06,393,0.9259,charge,5.601,10.0,9.0,,60.0,4.0743,4.15,13.515,2.8203,0.94633
RPC_US06,393,0.9032,discharge,-30.0,2.0,2.0,,3600.0,4.0781,3.7025,12.52,2.8203,0.94633
RPC_US06,393,0.9032,discharge,-30.0,10.0,9.0,,3600.0,4.0781,3.647,14.37,2.8203,0.94633
RPC_US06,393,0.879,charge,6.437,2.0,2.0,,60.0,4.0642,4.1501,13.3445,2.8203,0.94633
RPC_US06,393,0.879,charge,6.437,10.0,9.0,,60.0,4.0642,4.15,13.329,2.8203,0.94633
RPC_US06,393,0.8092,discharge,-30.0,2.0,2.0,,3600.0,4.0286,3.6499,12.6233,2.8203,0.94633
RPC_US06,393,0.8092,discharge,-30.0,10.0,9.0,,3600.0,4.0286,3.5759,15.09,2.8203,0.94633
RPC_US06,393,0.7855,charge,12.551,2.0,2.0,,60.0,3.9766,4.1503,13.8395,2.8203,0.94633
RPC_US06,393,0.7855,charge,12.551,10.0,9.0,,60.0,3.9766,4.1501,13.8236,2.8203,0.94633
RPC_US06,393,0.7151,discharge,-30.0,2.0,2.0,,3600.0,3.9247,3.5606,12.1367,2.8203,0.94633
RPC_US06,393,0.7151,discharge,-30.0,10.0,9.0,,3600.0,3.9247,3.4995,14.1733,2.8203,0.94633
RPC_US06,393,0.6915,charge,15.001,2.0,2.0,,60.0,3.8806,4.0526,11.4659,2.8203,0.94633
RPC_US06,393,0.6915,charge,15.001,10.0,9.0,,60.0,3.8806,4.0955,14.3257,2.8203,0.94633
RPC_US06,393,0.6211,discharge,-30.0,2.0,2.0,,3600.0,3.8555,3.4925,12.1,2.8203,0.94633
RPC_US06,393,0.6211,discharge,-30.0,10.0,9.0,,3600.0,3.8555,3.4242,14.3767,2.8203,0.94633
RPC_US06,393,0.5975,charge,15.0,2.0,2.0,,60.0,3.798,3.9661,11.2067,2.8203,0.94633
RPC_US06,393,0.5975,charge,15.0,10.0,9.0,,60.0,3.798,4.0099,14.1267,2.8203,0.94633
RPC_US06,393,0.5271,discharge,-30.0,2.0,2.0,,3600.0,3.7412,3.3932,11.6,2.8203,0.94633
RPC_US06,393,0.5271,discharge,-30.0,10.0,9.0,,3600.0,3.7412,3.3205,14.0233,2.8203,0.94633
RPC_US06,393,0.5034,charge,15.001,2.0,2.0,,60.0,3.7047,3.8724,11.1793,2.8203,0.94633
RPC_US06,393,0.5034,charge,15.001,10.0,9.0,,60.0,3.7047,3.9099,13.6791,2.8203,0.94633
RPC_US06,393,0.433,discharge,-30.0,2.0,2.0,,3600.0,3.6596,3.3116,11.6,2.8203,0.94633
RPC_US06,393,0.433,discharge,-30.0,10.0,9.0,,3600.0,3.6596,3.2356,14.1333,2.8203,0.94633
RPC_US06,393,0.4094,charge,15.0,2.0,2.0,,60.0,3.6253,3.7927,11.16,2.8203,0.94633
RPC_US06,393,0.4094,charge,15.0,10.0,9.0,,60.0,3.6253,3.8315,13.7467,2.8203,0.94633
RPC_US06,393,0.339,discharge,-30.0,2.0,2.0,,3600.0,3.6009,3.2445,11.88,2.8203,0.94633
RPC_US06,393,0.339,discharge,-30.0,10.0,9.0,,3600.0,3.6009,3.1593,14.72,2.8203,0.94633
RPC_US06,393,0.3154,charge,15.001,2.0,2.0,,60.0,3.5593,3.7286,11.2859,2.8203,0.94633
RPC_US06,393,0.3154,charge,15.001,10.0,9.0,,60.0,3.5593,3.7716,14.1524,2.8203,0.94633
RPC_US06,393,0.245,discharge,-30.0,2.0,2.0,,3600.0,3.5158,3.1336,12.74,2.8203,0.94633
RPC_US06,393,0.245,discharge,-30.0,10.0,9.0,,3600.0,3.5158,3.036,15.9933,2.8203,0.94633
RPC_US06,393,0.2213,charge,15.001,2.0,2.0,,60.0,3.4683,3.6466,11.8859,2.8203,0.94633
RPC_US06,393,0.2213,charge,15.001,10.0,9.0,,60.0,3.4683,3.6901,14.7857,2.8203,0.94633
RPC_US06,393,0.1979,discharge,-30.0,2.0,2.0,,3600.0,3.456,3.0483,13.59,2.8203,0.94633
RPC_US06,393,0.1979,discharge,-30.0,10.0,9.0,,3600.0,3.456,2.9036,18.4133,2.8203,0.94633
RPC_US06,393,0.1743,charge,15.001,2.0,2.0,,60.0,3.4184,3.5991,12.0459,2.8203,0.94633
RPC_US06,393,0.1743,charge,15.001,10.0,9.0,,60.0,3.4184,3.6313,14.1924,2.8203,0.94633
RPC_US06,393,0.1509,discharge,-30.0,2.0,2.0,,3600.0,3.4149,2.8998,17.17,2.8203,0.94633
RPC_US06,393,0.1509,discharge,-30.0,10.0,9.0,,3600.0,3.4149,2.5493,28.8533,2.8203,0.94633
RPC_US06,393,0.1276,charge,15.001,2.0,1.0,,60.0,3.3781,3.5654,12.4858,2.8203,0.94633
RPC_US06,393,0.1276,charge,15.001,10.0,9.0,,60.0,3.3781,3.6063,15.2123,2.8203,0.94633
RPC_US06,393,0.1039,discharge,-15.714,2.0,2.0,,3600.0,3.3716,2.5477,52.431,2.8203,0.94633
RPC_US06,393,0.1039,discharge,-15.714,10.0,9.0,,3600.0,3.3716,2.5498,52.2973,2.8203,0.94633
RPC_US06,393,0.09,charge,15.001,2.0,2.0,,60.0,3.2776,3.5201,16.1656,2.8203,0.94633
RPC_US06,393,0.09,charge,15.001,10.0,9.0,,60.0,3.2776,3.5871,20.632,2.8203,0.94633
RPC_US06,393,0.0757,discharge,-8.722,2.0,2.0,,3600.0,3.2412,2.5491,79.3556,2.8203,0.94633
RPC_US06,393,0.0757,discharge,-8.722,10.0,9.0,,3600.0,3.2412,2.5498,79.2754,2.8203,0.94633
RPC_US06,393,0.0682,charge,15.001,2.0,2.0,,60.0,3.1211,3.4067,19.0387,2.8203,0.94633
RPC_US06,393,0.0682,charge,15.001,10.0,9.0,,60.0,3.1211,3.5141,26.1983,2.8203,0.94633
RPC_US06,393,0.0618,discharge,-6.264,2.0,2.0,,3600.0,3.1343,2.5494,93.3793,2.8203,0.94633
RPC_US06,393,0.0618,discharge,-6.264,10.0,9.0,,3600.0,3.1343,2.5499,93.2995,2.8203,0.94633
RPC_US06,393,0.057,charge,15.0,2.0,2.0,,60.0,3.0045,3.3239,21.2933,2.8203,0.94633
RPC_US06,393,0.057,charge,15.0,10.0,9.0,,60.0,3.0045,3.4572,30.18,2.8203,0.94633
RPC_US06,393,0.9973,discharge,-30.0,2.0,1.0,,1711.6,4.173,3.7654,13.5867,2.8203,0.94633
RPC_US06,393,0.9973,discharge,-30.0,10.0,9.0,,1711.6,4.173,3.6943,15.9567,2.8203,0.94633
RPC_US06,393,0.9502,discharge,-30.0,2.0,2.0,,300.0,4.0922,3.7209,12.3767,2.8203,0.94633
RPC_US06,393,0.9502,discharge,-30.0,10.0,9.0,,300.0,4.0922,3.674,13.94,2.8203,0.94633
RPC_US06,393,0.9032,discharge,-30.0,2.0,2.0,,300.0,4.0748,3.7151,11.99,2.8203,0.94633
RPC_US06,393,0.9032,discharge,-30.0,10.0,9.0,,300.0,4.0748,3.6515,14.11,2.8203,0.94633
RPC_US06,393,0.8092,discharge,-30.0,2.0,2.0,,300.0,4.0149,3.6483,12.22,2.8203,0.94633
RPC_US06,393,0.8092,discharge,-30.0,10.0,9.0,,300.0,4.0149,3.5744,14.6833,2.8203,0.94633
RPC_US06,393,0.7151,discharge,-30.0,2.0,2.0,,300.0,3.9186,3.5663,11.7433,2.8203,0.94633
RPC_US06,393,0.7151,discharge,-30.0,10.0,9.0,,300.0,3.9186,3.5029,13.8567,2.8203,0.94633
RPC_US06,393,0.6211,discharge,-30.0,2.0,2.0,,300.0,3.8366,3.4923,11.4767,2.8203,0.94633
RPC_US06,393,0.6211,discharge,-30.0,10.0,9.0,,300.0,3.8366,3.4243,13.7433,2.8203,0.94633
RPC_US06,393,0.5271,discharge,-30.0,2.0,2.0,,300.0,3.7314,3.3902,11.3733,2.8203,0.94633
RPC_US06,393,0.5271,discharge,-30.0,10.0,9.0,,300.0,3.7314,3.3164,13.8333,2.8203,0.94633
RPC_US06,393,0.433,discharge,-30.0,2.0,2.0,,300.0,3.65,3.308,11.4,2.8203,0.94633
RPC_US06,393,0.433,discharge,-30.0,10.0,9.0,,300.0,3.65,3.2294,14.02,2.8203,0.94633
RPC_US06,393,0.339,discharge,-30.0,2.0,2.0,,300.0,3.5888,3.2386,11.6733,2.8203,0.94633
RPC_US06,393,0.339,discharge,-30.0,10.0,9.0,,300.0,3.5888,3.1511,14.59,2.8203,0.94633
RPC_US06,393,0.245,discharge,-30.0,2.0,2.0,,300.0,3.5074,3.1314,12.5333,2.8203,0.94633
RPC_US06,393,0.245,discharge,-30.0,10.0,9.0,,300.0,3.5074,3.0274,16.0,2.8203,0.94633
RPC_US06,393,0.1979,discharge,-30.0,2.0,2.0,,300.0,3.4475,3.0412,13.5433,2.8203,0.94633
