holdout,cycle,SOH,SOC,T_C,I_meas_A,I_A0_A,I_A3_A,k_f,k_s,k_f_span
BOOST_NEGPULSE_1S,1656.0,0.8008,0.95,10.0,0.676,0.05,0.05,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1656.0,0.8008,0.9,25.0,2.209,1.448,1.244,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1656.0,0.8008,0.9,10.0,1.643,0.898,0.776,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1656.0,0.8008,0.8,25.0,6.004,7.301,6.012,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1656.0,0.8008,0.8,10.0,4.131,3.51,3.028,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1656.0,0.8008,0.7,25.0,10.02,11.863,9.984,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1656.0,0.8008,0.7,10.0,7.077,8.307,6.869,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1656.0,0.8008,0.6,10.0,9.885,11.223,9.451,1.2086,1.0388,0.0505
BOOST_NEGPULSE_1S,1769.0,0.7899,1.0,25.0,0.126,0.05,0.05,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,1.0,10.0,0.053,0.05,0.05,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.95,25.0,0.986,0.209,0.179,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.95,10.0,0.672,0.13,0.112,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.9,25.0,2.154,1.522,1.295,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.9,10.0,1.597,0.94,0.807,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.8,25.0,5.754,7.728,6.26,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.8,10.0,3.933,3.724,3.182,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.7,25.0,9.588,11.487,9.577,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.7,10.0,6.718,7.824,6.598,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.6,10.0,9.07,10.941,9.129,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1769.0,0.7899,0.5,10.0,10.651,14.33,11.723,1.226,1.0321,0.0241
BOOST_NEGPULSE_1S,1885.0,0.7767,1.0,25.0,0.132,0.05,0.05,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,1.0,10.0,0.054,0.05,0.05,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.95,25.0,0.92,0.385,0.324,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.95,10.0,0.678,0.24,0.202,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.9,25.0,2.108,1.52,1.268,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.9,10.0,1.521,0.939,0.79,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.8,25.0,5.517,8.111,6.377,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.8,10.0,3.752,3.909,3.261,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.7,25.0,9.137,10.89,8.869,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.7,10.0,6.306,7.414,6.112,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.6,10.0,8.233,10.38,8.463,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.5,10.0,9.558,13.426,10.665,1.2512,1.0574,0.0368
BOOST_NEGPULSE_1S,1885.0,0.7767,0.4,10.0,10.716,16.048,12.885,1.2512,1.0574,0.0368
