holdout,cycle,SOH,SOC,T_C,I_meas_A,I_A0_A,I_A3_A,k_f,k_s,k_f_span
CC,867.0,0.9103,0.8,10.0,6.316,6.613,3.708,1.3349,1.0784,0.2993
CC,867.0,0.9103,0.7,10.0,9.817,11.081,8.667,1.3349,1.0784,0.2993
CC,986.0,0.8946,0.95,25.0,2.44,1.056,0.925,1.1935,1.0216,0.1301
CC,986.0,0.8946,0.95,10.0,1.315,0.659,0.577,1.1935,1.0216,0.1301
CC,986.0,0.8946,0.9,25.0,3.482,2.79,2.427,1.1935,1.0216,0.1301
CC,986.0,0.8946,0.9,10.0,2.091,1.727,1.505,1.1935,1.0216,0.1301
CC,986.0,0.8946,0.8,25.0,7.772,8.645,7.44,1.1935,1.0216,0.1301
CC,986.0,0.8946,0.8,10.0,6.029,6.431,3.942,1.1935,1.0216,0.1301
CC,986.0,0.8946,0.7,10.0,9.252,10.463,9.057,1.1935,1.0216,0.1301
CC,1100.0,0.8879,0.95,25.0,2.257,0.959,0.833,1.2054,1.0251,0.1594
CC,1100.0,0.8879,0.95,10.0,1.175,0.598,0.519,1.2054,1.0251,0.1594
CC,1100.0,0.8879,0.9,25.0,3.24,2.681,2.314,1.2054,1.0251,0.1594
CC,1100.0,0.8879,0.9,10.0,1.975,1.663,1.437,1.2054,1.0251,0.1594
CC,1100.0,0.8879,0.8,25.0,7.586,8.517,7.262,1.2054,1.0251,0.1594
CC,1100.0,0.8879,0.8,10.0,5.855,6.323,3.82,1.2054,1.0251,0.1594
CC,1100.0,0.8879,0.7,10.0,8.783,10.228,8.77,1.2054,1.0251,0.1594
CC,1220.0,0.865,0.95,25.0,2.009,0.688,0.59,1.2244,1.0292,0.1867
CC,1220.0,0.865,0.95,10.0,1.031,0.429,0.368,1.2244,1.0292,0.1867
CC,1220.0,0.865,0.9,25.0,2.931,2.302,1.959,1.2244,1.0292,0.1867
CC,1220.0,0.865,0.9,10.0,1.82,1.421,1.212,1.2244,1.0292,0.1867
CC,1220.0,0.865,0.8,25.0,7.163,8.083,6.743,1.2244,1.0292,0.1867
CC,1220.0,0.865,0.8,10.0,5.454,5.894,3.469,1.2244,1.0292,0.1867
CC,1220.0,0.865,0.7,10.0,8.143,9.514,7.821,1.2244,1.0292,0.1867
CC,1333.0,0.8528,1.0,10.0,0.017,0.05,0.05,1.2316,1.0337,0.3781
CC,1333.0,0.8528,0.95,25.0,1.895,0.585,0.499,1.2316,1.0337,0.3781
CC,1333.0,0.8528,0.95,10.0,0.963,0.365,0.311,1.2316,1.0337,0.3781
CC,1333.0,0.8528,0.9,25.0,2.794,2.142,1.813,1.2316,1.0337,0.3781
CC,1333.0,0.8528,0.9,10.0,1.744,1.32,1.122,1.2316,1.0337,0.3781
CC,1333.0,0.8528,0.8,25.0,6.936,7.931,6.542,1.2316,1.0337,0.3781
CC,1333.0,0.8528,0.8,10.0,5.245,3.924,3.34,1.2316,1.0337,0.3781
CC,1333.0,0.8528,0.7,10.0,7.837,9.222,7.533,1.2316,1.0337,0.3781
CC,1559.0,0.8371,1.0,25.0,0.029,0.05,0.05,1.282,1.0468,0.2049
CC,1559.0,0.8371,1.0,10.0,0.033,0.05,0.05,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.95,25.0,1.605,0.485,0.401,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.95,10.0,0.797,0.303,0.25,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.9,25.0,2.492,1.971,1.612,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.9,10.0,1.602,1.214,1.0,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.8,25.0,6.575,7.844,6.174,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.8,10.0,4.727,3.835,3.157,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.7,25.0,10.586,12.666,10.151,1.282,1.0468,0.2049
CC,1559.0,0.8371,0.7,10.0,7.123,8.923,7.031,1.282,1.0468,0.2049
CC,1685.0,0.818,1.0,25.0,0.096,0.05,0.05,1.2889,1.0479,0.2469
CC,1685.0,0.818,1.0,10.0,0.054,0.05,0.05,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.95,25.0,1.304,0.339,0.279,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.95,10.0,0.671,0.212,0.174,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.9,25.0,2.263,1.714,1.391,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.9,10.0,1.532,1.053,0.864,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.8,25.0,6.237,7.874,6.102,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.8,10.0,4.125,3.815,3.126,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.7,25.0,9.595,12.289,9.789,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.7,10.0,6.529,8.639,6.773,1.2889,1.0479,0.2469
CC,1685.0,0.818,0.6,10.0,10.387,12.072,9.614,1.2889,1.0479,0.2469
CC_CELL2,136.0,0.9781,0.95,25.0,3.615,2.001,1.939,1.0497,0.9908,0.0764
CC_CELL2,136.0,0.9781,0.95,10.0,2.713,1.244,1.206,1.0497,0.9908,0.0764
CC_CELL2,136.0,0.9781,0.9,25.0,5.506,4.078,3.936,1.0497,0.9908,0.0764
CC_CELL2,136.0,0.9781,0.9,10.0,3.949,2.496,2.412,1.0497,0.9908,0.0764
CC_CELL2,136.0,0.9781,0.8,25.0,9.083,9.772,9.377,1.0497,0.9908,0.0764
CC_CELL2,136.0,0.9781,0.8,10.0,7.104,7.257,6.95,1.0497,0.9908,0.0764
CC_CELL2,273.0,0.9594,0.95,25.0,3.534,1.798,1.736,1.0566,0.9902,0.1015
CC_CELL2,273.0,0.9594,0.95,10.0,2.619,1.122,1.083,1.0566,0.9902,0.1015
CC_CELL2,273.0,0.9594,0.9,25.0,5.328,3.86,3.712,1.0566,0.9902,0.1015
CC_CELL2,273.0,0.9594,0.9,10.0,3.769,2.387,2.297,1.0566,0.9902,0.1015
CC_CELL2,273.0,0.9594,0.8,25.0,8.982,9.53,9.096,1.0566,0.9902,0.1015
CC_CELL2,273.0,0.9594,0.8,10.0,7.048,7.088,6.748,1.0566,0.9902,0.1015
CC_CELL2,393.0,0.9463,0.95,25.0,3.454,1.629,1.56,1.0677,0.9904,0.1586
CC_CELL2,393.0,0.9463,0.95,10.0,2.469,1.016,0.973,1.0677,0.9904,0.1586
CC_CELL2,393.0,0.9463,0.9,25.0,5.139,3.617,3.449,1.0677,0.9904,0.1586
CC_CELL2,393.0,0.9463,0.9,10.0,3.484,2.234,2.132,1.0677,0.9904,0.1586
CC_CELL2,393.0,0.9463,0.8,25.0,8.813,9.341,8.837,1.0677,0.9904,0.1586
CC_CELL2,393.0,0.9463,0.8,10.0,7.004,6.947,4.81,1.0677,0.9904,0.1586
CC_CELL2,522.0,0.934,0.95,25.0,3.284,1.488,1.407,1.0846,0.9951,0.1758
CC_CELL2,522.0,0.934,0.95,10.0,2.277,0.927,0.877,1.0846,0.9951,0.1758
CC_CELL2,522.0,0.934,0.9,25.0,4.83,3.404,3.205,1.0846,0.9951,0.1758
CC_CELL2,522.0,0.934,0.9,10.0,3.203,2.106,1.984,1.0846,0.9951,0.1758
CC_CELL2,522.0,0.934,0.8,25.0,8.681,9.226,8.617,1.0846,0.9951,0.1758
CC_CELL2,522.0,0.934,0.8,10.0,6.912,4.946,4.657,1.0846,0.9951,0.1758
CC_CELL2,641.0,0.9264,0.95,25.0,3.121,1.409,1.319,1.0982,0.9976,0.1564
CC_CELL2,641.0,0.9264,0.95,10.0,2.044,0.878,0.823,1.0982,0.9976,0.1564
CC_CELL2,641.0,0.9264,0.9,25.0,4.551,3.283,3.062,1.0982,0.9976,0.1564
CC_CELL2,641.0,0.9264,0.9,10.0,2.912,2.035,1.899,1.0982,0.9976,0.1564
CC_CELL2,641.0,0.9264,0.8,25.0,8.514,9.194,8.5,1.0982,0.9976,0.1564
CC_CELL2,641.0,0.9264,0.8,10.0,6.762,4.915,4.584,1.0982,0.9976,0.1564
CC_CELL2,762.0,0.9191,0.95,25.0,2.927,1.333,1.236,1.1134,0.9995,0.1488
CC_CELL2,762.0,0.9191,0.95,10.0,1.734,0.831,0.77,1.1134,0.9995,0.1488
CC_CELL2,762.0,0.9191,0.9,25.0,4.216,3.168,2.924,1.1134,0.9995,0.1488
CC_CELL2,762.0,0.9191,0.9,10.0,2.53,1.967,1.817,1.1134,0.9995,0.1488
CC_CELL2,762.0,0.9191,0.8,25.0,8.329,9.144,8.36,1.1134,0.9995,0.1488
CC_CELL2,762.0,0.9191,0.8,10.0,6.596,4.868,4.495,1.1134,0.9995,0.1488
CC_CELL2,762.0,0.9191,0.7,10.0,10.586,11.37,10.478,1.1134,0.9995,0.1488
CC_CELL2,867.0,0.9103,0.95,25.0,2.647,1.218,1.016,1.2745,1.0238,0.2148
CC_CELL2,867.0,0.9103,0.95,10.0,1.476,0.759,0.634,1.2745,1.0238,0.2148
CC_CELL2,867.0,0.9103,0.9,25.0,3.769,2.996,2.478,1.2745,1.0238,0.2148
CC_CELL2,867.0,0.9103,0.9,10.0,2.26,1.86,1.54,1.2745,1.0238,0.2148
CC_CELL2,867.0,0.9103,0.8,25.0,8.116,8.93,7.272,1.2745,1.0238,0.2148
CC_CELL2,867.0,0.9103,0.8,10.0,6.316,4.697,3.896,1.2745,1.0238,0.2148
CC_CELL2,867.0,0.9103,0.7,10.0,9.817,10.998,9.046,1.2745,1.0238,0.2148
CC_CELL2,986.0,0.8946,0.95,25.0,2.44,0.976,0.878,1.1547,1.0077,0.0743
CC_CELL2,986.0,0.8946,0.95,10.0,1.315,0.608,0.547,1.1547,1.0077,0.0743
CC_CELL2,986.0,0.8946,0.9,25.0,3.482,2.647,2.368,1.1547,1.0077,0.0743
CC_CELL2,986.0,0.8946,0.9,10.0,2.091,1.64,1.469,1.1547,1.0077,0.0743
CC_CELL2,986.0,0.8946,0.8,25.0,7.772,8.595,7.61,1.1547,1.0077,0.0743
CC_CELL2,986.0,0.8946,0.8,10.0,6.029,4.449,3.999,1.1547,1.0077,0.0743
CC_CELL2,986.0,0.8946,0.7,10.0,9.252,10.397,9.275,1.1547,1.0077,0.0743
CC_CELL2,1100.0,0.8879,0.95,25.0,2.257,0.841,0.75,1.1668,1.0086,0.1101
CC_CELL2,1100.0,0.8879,0.95,10.0,1.175,0.524,0.468,1.1668,1.0086,0.1101
CC_CELL2,1100.0,0.8879,0.9,25.0,3.24,2.46,2.18,1.1668,1.0086,0.1101
CC_CELL2,1100.0,0.8879,0.9,10.0,1.975,1.521,1.35,1.1668,1.0086,0.1101
CC_CELL2,1100.0,0.8879,0.8,25.0,7.586,8.475,7.437,1.1668,1.0086,0.1101
CC_CELL2,1100.0,0.8879,0.8,10.0,5.855,4.371,3.898,1.1668,1.0086,0.1101
CC_CELL2,1100.0,0.8879,0.7,10.0,8.783,10.168,8.99,1.1668,1.0086,0.1101
CC_CELL2,1220.0,0.865,0.95,25.0,2.009,0.574,0.511,1.1696,1.0079,0.1497
CC_CELL2,1220.0,0.865,0.95,10.0,1.031,0.358,0.319,1.1696,1.0079,0.1497
CC_CELL2,1220.0,0.865,0.9,25.0,2.931,2.118,1.875,1.1696,1.0079,0.1497
CC_CELL2,1220.0,0.865,0.9,10.0,1.82,1.31,1.162,1.1696,1.0079,0.1497
CC_CELL2,1220.0,0.865,0.8,25.0,7.163,8.063,7.012,1.1696,1.0079,0.1497
CC_CELL2,1220.0,0.865,0.8,10.0,5.454,4.051,3.605,1.1696,1.0079,0.1497
CC_CELL2,1220.0,0.865,0.7,10.0,8.143,9.507,8.384,1.1696,1.0079,0.1497
CC_CELL2,1333.0,0.8528,1.0,10.0,0.017,0.05,0.05,1.1558,1.0048,0.3458
CC_CELL2,1333.0,0.8528,0.95,25.0,1.895,0.404,0.363,1.1558,1.0048,0.3458
CC_CELL2,1333.0,0.8528,0.95,10.0,0.963,0.252,0.226,1.1558,1.0048,0.3458
CC_CELL2,1333.0,0.8528,0.9,25.0,2.794,1.898,1.696,1.1558,1.0048,0.3458
CC_CELL2,1333.0,0.8528,0.9,10.0,1.744,1.171,1.05,1.1558,1.0048,0.3458
CC_CELL2,1333.0,0.8528,0.8,25.0,6.936,7.747,4.969,1.1558,1.0048,0.3458
CC_CELL2,1333.0,0.8528,0.8,10.0,5.245,3.831,3.441,1.1558,1.0048,0.3458
CC_CELL2,1333.0,0.8528,0.7,10.0,7.837,9.247,8.237,1.1558,1.0048,0.3458
CC_CELL2,1559.0,0.8371,1.0,25.0,0.029,0.05,0.05,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,1.0,10.0,0.033,0.05,0.05,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.95,25.0,1.605,0.232,0.204,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.95,10.0,0.797,0.144,0.127,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.9,25.0,2.492,1.604,1.398,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.9,10.0,1.602,0.991,0.869,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.8,25.0,6.575,7.362,4.543,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.8,10.0,4.727,3.59,3.15,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.7,25.0,10.586,12.76,11.003,1.1898,1.0086,0.1524
CC_CELL2,1559.0,0.8371,0.7,10.0,7.123,8.997,7.605,1.1898,1.0086,0.1524
CC_CELL2,1685.0,0.818,1.0,25.0,0.096,0.05,0.05,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,1.0,10.0,0.054,0.05,0.05,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.95,25.0,1.304,0.282,0.249,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.95,10.0,0.671,0.176,0.155,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.9,25.0,2.263,1.808,1.451,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.9,10.0,1.532,0.899,0.791,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.8,25.0,6.237,7.288,4.486,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.8,10.0,4.125,3.531,3.108,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.7,25.0,9.595,12.35,10.66,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.7,10.0,6.529,8.659,7.334,1.1854,1.005,0.1989
CC_CELL2,1685.0,0.818,0.6,10.0,10.387,11.099,9.54,1.1854,1.005,0.1989
BOOST,136.0,0.9781,0.95,25.0,3.615,2.018,1.907,1.0865,0.9913,0.1394
BOOST,136.0,0.9781,0.95,10.0,2.713,1.254,1.186,1.0865,0.9913,0.1394
BOOST,136.0,0.9781,0.9,25.0,5.506,4.131,3.88,1.0865,0.9913,0.1394
BOOST,136.0,0.9781,0.9,10.0,3.949,2.537,2.387,1.0865,0.9913,0.1394
BOOST,136.0,0.9781,0.8,25.0,9.083,9.783,9.115,1.0865,0.9913,0.1394
BOOST,136.0,0.9781,0.8,10.0,7.104,7.267,6.747,1.0865,0.9913,0.1394
BOOST,273.0,0.9594,0.95,25.0,3.534,1.856,1.774,1.0697,0.9946,0.1458
BOOST,273.0,0.9594,0.95,10.0,2.619,1.159,1.107,1.0697,0.9946,0.1458
BOOST,273.0,0.9594,0.9,25.0,5.328,3.919,3.728,1.0697,0.9946,0.1458
BOOST,273.0,0.9594,0.9,10.0,3.769,2.419,2.303,1.0697,0.9946,0.1458
BOOST,273.0,0.9594,0.8,25.0,8.982,9.603,9.07,1.0697,0.9946,0.1458
BOOST,273.0,0.9594,0.8,10.0,7.048,7.144,6.727,1.0697,0.9946,0.1458
BOOST,393.0,0.9463,0.95,25.0,3.454,1.707,1.621,1.0788,0.9949,0.1931
BOOST,393.0,0.9463,0.95,10.0,2.469,1.065,1.011,1.0788,0.9949,0.1931
BOOST,393.0,0.9463,0.9,25.0,5.139,3.684,3.482,1.0788,0.9949,0.1931
BOOST,393.0,0.9463,0.9,10.0,3.484,2.273,2.15,1.0788,0.9949,0.1931
BOOST,393.0,0.9463,0.8,25.0,8.813,9.41,8.827,1.0788,0.9949,0.1931
BOOST,393.0,0.9463,0.8,10.0,7.004,7.008,6.55,1.0788,0.9949,0.1931
BOOST,522.0,0.934,0.95,25.0,3.284,1.557,1.463,1.0945,0.9977,0.2092
BOOST,522.0,0.934,0.95,10.0,2.277,0.971,0.912,1.0945,0.9977,0.2092
BOOST,522.0,0.934,0.9,25.0,4.83,3.472,3.244,1.0945,0.9977,0.2092
BOOST,522.0,0.934,0.9,10.0,3.203,2.147,2.008,1.0945,0.9977,0.2092
BOOST,522.0,0.934,0.8,25.0,8.681,9.199,8.525,1.0945,0.9977,0.2092
BOOST,522.0,0.934,0.8,10.0,6.912,6.852,6.32,1.0945,0.9977,0.2092
BOOST,641.0,0.9264,0.95,25.0,3.121,1.457,1.35,1.1134,1.0007,0.2015
BOOST,641.0,0.9264,0.95,10.0,2.044,0.908,0.842,1.1134,1.0007,0.2015
BOOST,641.0,0.9264,0.9,25.0,4.551,3.344,3.084,1.1134,1.0007,0.2015
BOOST,641.0,0.9264,0.9,10.0,2.912,2.074,1.914,1.1134,1.0007,0.2015
BOOST,641.0,0.9264,0.8,25.0,8.514,9.05,8.266,1.1134,1.0007,0.2015
BOOST,641.0,0.9264,0.8,10.0,6.762,6.738,6.116,1.1134,1.0007,0.2015
BOOST,762.0,0.9191,0.95,25.0,2.927,1.362,1.25,1.1276,1.0042,0.1968
BOOST,762.0,0.9191,0.95,10.0,1.734,0.849,0.78,1.1276,1.0042,0.1968
BOOST,762.0,0.9191,0.9,25.0,4.216,3.223,2.943,1.1276,1.0042,0.1968
BOOST,762.0,0.9191,0.9,10.0,2.53,2.002,1.829,1.1276,1.0042,0.1968
BOOST,762.0,0.9191,0.8,25.0,8.329,8.919,8.059,1.1276,1.0042,0.1968
BOOST,762.0,0.9191,0.8,10.0,6.596,6.639,5.951,1.1276,1.0042,0.1968
BOOST,762.0,0.9191,0.7,10.0,10.586,11.477,10.461,1.1276,1.0042,0.1968
BOOST,867.0,0.9103,0.95,25.0,2.647,1.239,0.998,1.3239,1.058,0.2887
BOOST,867.0,0.9103,0.95,10.0,1.476,0.773,0.622,1.3239,1.058,0.2887
BOOST,867.0,0.9103,0.9,25.0,3.769,3.041,2.42,1.3239,1.058,0.2887
BOOST,867.0,0.9103,0.9,10.0,2.26,1.882,1.5,1.3239,1.058,0.2887
BOOST,867.0,0.9103,0.8,25.0,8.116,8.817,6.941,1.3239,1.058,0.2887
BOOST,867.0,0.9103,0.8,10.0,6.316,6.567,3.705,1.3239,1.058,0.2887
BOOST,867.0,0.9103,0.7,10.0,9.817,11.09,8.782,1.3239,1.058,0.2887
BOOST,986.0,0.8946,0.95,25.0,2.44,1.031,0.911,1.1821,1.0151,0.1198
BOOST,986.0,0.8946,0.95,10.0,1.315,0.643,0.568,1.1821,1.0151,0.1198
BOOST,986.0,0.8946,0.9,25.0,3.482,2.761,2.422,1.1821,1.0151,0.1198
BOOST,986.0,0.8946,0.9,10.0,2.091,1.707,1.499,1.1821,1.0151,0.1198
BOOST,986.0,0.8946,0.8,25.0,7.772,8.647,7.509,1.1821,1.0151,0.1198
BOOST,986.0,0.8946,0.8,10.0,6.029,6.442,3.964,1.1821,1.0151,0.1198
BOOST,986.0,0.8946,0.7,10.0,9.252,10.488,9.167,1.1821,1.0151,0.1198
BOOST,1100.0,0.8879,0.95,25.0,2.257,0.943,0.828,1.1919,1.0178,0.1549
BOOST,1100.0,0.8879,0.95,10.0,1.175,0.588,0.516,1.1919,1.0178,0.1549
BOOST,1100.0,0.8879,0.9,25.0,3.24,2.666,2.324,1.1919,1.0178,0.1549
BOOST,1100.0,0.8879,0.9,10.0,1.975,1.652,1.441,1.1919,1.0178,0.1549
BOOST,1100.0,0.8879,0.8,25.0,7.586,8.577,7.394,1.1919,1.0178,0.1549
BOOST,1100.0,0.8879,0.8,10.0,5.855,6.385,3.895,1.1919,1.0178,0.1549
BOOST,1100.0,0.8879,0.7,10.0,8.783,10.28,8.915,1.1919,1.0178,0.1549
BOOST,1220.0,0.865,0.95,25.0,2.009,0.704,0.612,1.2048,1.0227,0.1706
BOOST,1220.0,0.865,0.95,10.0,1.031,0.439,0.382,1.2048,1.0227,0.1706
BOOST,1220.0,0.865,0.9,25.0,2.931,2.334,2.014,1.2048,1.0227,0.1706
BOOST,1220.0,0.865,0.9,10.0,1.82,1.44,1.245,1.2048,1.0227,0.1706
BOOST,1220.0,0.865,0.8,25.0,7.163,8.232,6.982,1.2048,1.0227,0.1706
BOOST,1220.0,0.865,0.8,10.0,5.454,6.032,3.6,1.2048,1.0227,0.1706
BOOST,1220.0,0.865,0.7,10.0,8.143,9.604,8.237,1.2048,1.0227,0.1706
BOOST,1333.0,0.8528,1.0,10.0,0.017,0.05,0.05,1.2224,1.0268,0.3778
BOOST,1333.0,0.8528,0.95,25.0,1.895,0.57,0.49,1.2224,1.0268,0.3778
BOOST,1333.0,0.8528,0.95,10.0,0.963,0.355,0.306,1.2224,1.0268,0.3778
BOOST,1333.0,0.8528,0.9,25.0,2.794,2.167,1.849,1.2224,1.0268,0.3778
BOOST,1333.0,0.8528,0.9,10.0,1.744,1.336,1.144,1.2224,1.0268,0.3778
BOOST,1333.0,0.8528,0.8,25.0,6.936,8.101,6.745,1.2224,1.0268,0.3778
BOOST,1333.0,0.8528,0.8,10.0,5.245,4.03,3.45,1.2224,1.0268,0.3778
BOOST,1333.0,0.8528,0.7,10.0,7.837,9.31,7.665,1.2224,1.0268,0.3778
BOOST,1559.0,0.8371,1.0,25.0,0.029,0.05,0.05,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,1.0,10.0,0.033,0.05,0.05,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.95,25.0,1.605,0.426,0.354,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.95,10.0,0.797,0.265,0.22,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.9,25.0,2.492,1.977,1.627,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.9,10.0,1.602,1.219,1.009,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.8,25.0,6.575,8.029,6.368,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.8,10.0,4.727,3.938,3.255,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.7,25.0,10.586,12.763,10.293,1.276,1.0388,0.1989
BOOST,1559.0,0.8371,0.7,10.0,7.123,8.998,7.132,1.276,1.0388,0.1989
BOOST,1685.0,0.818,1.0,25.0,0.096,0.05,0.05,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,1.0,10.0,0.054,0.05,0.05,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.95,25.0,1.304,0.359,0.298,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.95,10.0,0.671,0.224,0.186,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.9,25.0,2.263,1.75,1.432,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.9,10.0,1.532,1.074,0.889,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.8,25.0,6.237,8.001,6.27,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.8,10.0,4.125,3.877,3.203,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.7,25.0,9.595,12.351,9.934,1.2781,1.0379,0.2304
BOOST,1685.0,0.818,0.7,10.0,6.529,8.685,6.873,1.2781,1.0379,0.2304
