temp_set_C,T_cell_C,SOC,direction,rate_rank,I_A,V_pre_V,rest_before_s,n_points,R0_mOhm,R1_mOhm,tau1_s,R2_mOhm,tau2_s,fit_rmse_mV,file
-20,-21.66,1.0,discharge,0,-1.499,4.17871,99999.0,101,46.4624,119.8614,0.6336,55.6494,4.3985,1.3076,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-23.13,1.0,discharge,1,-3.001,4.17753,869.6,101,79.6452,95.1923,0.4714,25.41,2.9986,1.1042,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-22.5,0.9999,discharge,2,-6.0,4.17753,1127.7,101,61.299,61.2861,0.3146,14.6416,1.6076,0.6967,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.82,0.9999,discharge,3,-11.999,4.1777,1455.3,101,46.827,31.2964,0.2121,10.7728,1.1008,0.5226,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.19,0.95,discharge,0,-1.497,4.0742,5882.2,101,39.7661,84.1823,0.3926,33.1008,2.9034,1.2053,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.51,0.95,discharge,1,-3.001,4.07488,687.7,101,47.6941,64.9486,0.3643,20.185,3.7292,0.5599,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.82,0.95,discharge,2,-6.0,4.07572,611.2,101,45.5186,45.7159,0.2721,14.237,3.2305,0.8526,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.19,0.9499,discharge,3,-11.999,4.07673,620.6,101,40.8539,27.4442,0.2205,8.8828,2.8378,1.4598,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.98,0.9,discharge,0,-1.499,4.06038,4829.0,101,38.5128,73.2279,0.324,28.5475,3.6401,1.0388,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.9,discharge,1,-3.001,4.06123,685.6,101,45.3648,53.1124,0.3222,19.5217,4.6762,0.6991,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.45,0.9,charge,0,1.042,4.06881,73.6,58,42.8072,83.1648,0.1444,0.01,3000.0,0.7774,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.9,discharge,2,-6.0,4.06207,626.1,101,42.0731,38.0801,0.2504,13.7425,4.0735,1.4015,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.56,0.9,charge,1,1.04,4.07404,107.6,38,70.1943,50.9374,0.0775,0.01,3000.0,0.0619,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.8999,discharge,3,-11.999,4.06291,621.3,101,37.5768,25.3128,0.2012,9.4221,3.6956,1.7694,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.24,0.9,charge,2,1.04,4.0801,174.1,30,101.6466,13.6538,0.0809,0.0104,2999.7222,0.0878,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.45,0.8,discharge,0,-1.499,3.97677,5431.5,101,35.9972,56.8348,0.2292,27.7099,4.768,0.8351,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.98,0.8,discharge,1,-3.001,3.98082,685.8,101,45.6331,42.4374,0.2532,21.3661,5.0699,0.6848,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.8,charge,0,1.497,3.98959,73.8,101,38.2539,54.6687,0.221,18.0699,4.8576,0.6604,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.7999,discharge,2,-6.0,3.98369,627.2,101,44.1973,30.2125,0.2208,14.8206,4.5217,0.9734,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.8,charge,1,2.098,3.99734,107.7,96,35.537,26.9732,0.0985,34.0764,0.3597,0.211,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.56,0.7999,discharge,3,-11.999,3.98672,632.9,101,37.5328,21.058,0.1844,10.3764,4.28,1.7708,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.03,0.8,charge,2,2.163,4.00661,175.1,87,56.0318,33.3576,0.1026,0.01,2999.9994,0.3557,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.7,discharge,0,-1.497,3.87766,5434.7,101,35.1333,53.9996,0.2078,21.3959,5.001,0.6147,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.7,discharge,1,-3.001,3.88086,685.5,101,46.3812,35.2885,0.2331,16.7835,5.2609,0.5871,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.7,charge,0,1.497,3.93278,73.7,100,27.5338,29.1377,0.2424,15.9784,5.3179,0.3732,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.09,0.6999,discharge,2,-6.0,3.8839,626.9,101,40.6572,29.6067,0.1768,12.5281,4.3376,1.3711,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.7,charge,1,2.248,3.89536,107.7,101,31.4532,49.7444,0.1642,14.113,4.6279,0.8798,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.6998,discharge,3,-11.999,3.88744,635.5,101,39.4543,17.5416,0.1873,9.478,4.8577,1.4108,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.24,0.7,charge,2,2.999,3.90699,175.0,101,39.5163,34.3033,0.2062,12.904,6.7465,0.6732,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.6,discharge,0,-1.499,3.78984,5446.2,101,35.2378,49.3517,0.1869,17.6514,5.3272,0.6028,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.6,discharge,1,-3.001,3.79152,685.4,101,45.2247,34.634,0.2177,15.9106,6.1981,0.5835,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.6,charge,0,1.497,3.79624,73.7,101,37.7229,46.8156,0.189,14.592,5.2616,0.5137,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.98,0.5999,discharge,2,-6.0,3.79304,627.0,101,41.1784,27.194,0.1941,13.4972,6.0718,0.8453,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.56,0.6,charge,1,2.248,3.80147,107.5,101,30.5249,48.5811,0.1737,13.3091,5.7996,0.5483,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.5999,discharge,3,-11.999,3.79422,635.5,101,40.5961,14.8588,0.1892,10.7785,5.4087,1.3123,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.35,0.6,charge,2,2.999,3.80855,174.1,101,43.22,29.3409,0.1959,12.6231,6.7942,0.3476,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.98,0.5,discharge,0,-1.499,3.69493,5446.4,101,36.3336,51.2881,0.1881,16.2101,5.1463,0.6361,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.5,discharge,1,-2.999,3.69628,685.5,101,45.3281,34.6502,0.2177,15.4857,6.6706,0.5596,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.5,charge,0,1.497,3.70033,73.7,101,32.2361,51.6903,0.1695,12.5822,4.9723,0.5573,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.4999,discharge,2,-6.0,3.69729,626.9,101,44.5669,23.6666,0.2005,13.7783,6.6973,0.7516,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.09,0.5,charge,1,2.248,3.70505,107.1,101,36.8874,43.1351,0.1762,12.4915,6.6981,0.5945,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.4999,discharge,3,-11.999,3.69831,635.2,101,39.2165,16.1069,0.1877,11.6269,6.1456,1.4678,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.24,0.5,charge,2,2.999,3.71213,173.9,101,41.7569,29.9359,0.1896,12.571,8.6121,0.318,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.4,discharge,0,-1.497,3.61891,5446.0,101,39.1943,51.5304,0.2146,15.7912,4.712,0.6543,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.98,0.4,discharge,1,-3.001,3.62026,685.5,101,44.3612,39.0715,0.2313,15.0624,6.0706,0.6577,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.4,charge,0,1.497,3.62414,74.1,101,32.9525,54.1476,0.1695,11.6162,3.8976,0.7687,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.4,0.3999,discharge,2,-6.0,3.62144,626.9,101,42.463,29.6802,0.1965,13.6809,5.8398,0.9389,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.4,charge,1,2.248,3.62835,107.1,101,34.9815,48.8411,0.1832,10.3754,5.3705,0.6769,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.45,0.3999,discharge,3,-11.999,3.62228,635.3,101,39.6807,16.0939,0.1818,11.8709,6.1155,1.6667,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.24,0.4,charge,2,2.999,3.63476,174.0,101,41.3555,31.5597,0.1988,11.2189,8.6624,0.4058,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.51,0.3,discharge,0,-1.499,3.54946,5446.3,101,33.5493,68.3917,0.2298,24.1785,3.2018,1.3953,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.35,0.3,discharge,1,-3.001,3.5525,685.5,101,45.0816,43.44,0.2826,19.7027,6.0793,0.7082,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.45,0.3,charge,0,1.497,3.55671,73.8,101,35.1898,57.0589,0.2291,12.8484,3.9181,0.6137,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.87,0.2999,discharge,2,-6.0,3.55536,627.0,101,42.881,32.0746,0.2328,19.3054,6.1961,1.0827,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.3,charge,1,2.248,3.56295,107.2,101,31.9081,55.3329,0.1977,11.2601,4.3483,0.8412,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.2999,discharge,3,-11.999,3.55739,635.4,101,39.2577,20.1495,0.2158,20.1034,7.256,2.0916,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.3,charge,2,2.999,3.57104,175.6,101,40.2238,39.048,0.2049,10.4975,6.1973,0.6156,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.51,0.2,discharge,0,-1.499,3.45153,5446.4,101,40.6995,80.7202,0.4049,63.5826,4.6566,1.5135,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.66,0.2,discharge,1,-3.001,3.45355,685.4,101,47.815,59.9104,0.4308,70.6888,8.6218,1.2924,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.35,0.2,charge,0,1.499,3.45962,73.8,101,37.4464,67.7144,0.2955,16.9246,2.7345,0.9573,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.45,0.1999,discharge,2,-6.0,3.45557,626.8,101,43.1694,42.8971,0.3544,123.211,16.1198,2.4313,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.24,0.2,charge,1,2.248,3.46653,107.2,101,36.9666,55.3419,0.2534,12.1749,4.1086,0.8537,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.77,0.2,charge,2,2.999,3.46215,62.4,101,48.6661,45.5,0.2859,11.025,6.2532,0.4648,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.56,0.15,discharge,0,-1.499,3.40736,4844.8,101,40.975,81.9089,0.5092,144.1635,7.7089,1.8182,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.4,0.15,discharge,1,-3.001,3.40888,685.4,101,46.7438,61.0614,0.3985,200.0,10.0751,4.3196,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-20.4,0.15,charge,0,1.497,3.41832,73.7,101,38.5295,74.9873,0.3174,20.0406,2.6266,0.9182,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.56,0.1499,discharge,2,-5.997,3.40972,626.9,42,43.153,34.1151,0.2732,133.7928,4.7973,3.3514,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.56,0.15,charge,1,2.248,3.41748,68.2,101,36.7298,64.2876,0.2694,13.4952,3.2548,1.1443,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-20,-19.24,0.15,charge,2,2.999,3.41478,54.5,101,44.4175,51.1466,0.3009,10.3962,5.3485,0.5005,06-28-19_20.09 866_HPPC_-20degC_IN21700_30T.mat
-10,-9.36,1.0,discharge,0,-3.001,4.1764,99999.0,101,23.0773,52.822,0.3391,24.9592,4.9628,0.7495,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.9999,discharge,1,-5.997,4.1764,786.2,101,29.3961,35.7513,0.2857,16.3194,4.3969,0.8016,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.9999,discharge,2,-11.999,4.1767,915.8,101,27.9434,23.0142,0.201,9.9135,2.9215,1.2101,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.9998,discharge,3,-18.001,4.1774,1113.7,101,27.6556,16.1881,0.1858,7.0495,2.1218,1.7575,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.95,discharge,0,-3.001,4.0793,5493.6,101,21.2832,44.0051,0.2545,14.6046,4.3532,0.7417,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.9499,discharge,1,-6.0,4.0801,702.4,101,31.0355,25.7747,0.2378,10.1845,4.1027,0.5373,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.78,0.95,charge,0,1.35,4.0897,107.0,70,24.1691,57.5747,0.3168,0.0102,2999.8166,0.6321,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.9498,discharge,2,-11.999,4.0808,621.0,101,28.0895,18.2212,0.201,6.3956,3.1417,1.6872,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.36,0.95,charge,1,1.28,4.0949,174.9,101,33.7473,48.4235,0.1097,0.01,3000.0,0.6305,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.9498,discharge,3,-18.001,4.082,625.1,101,26.8524,13.3462,0.1748,4.8316,2.4711,1.1984,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.15,0.95,charge,2,1.282,4.0983,240.9,91,48.031,31.2753,0.0853,0.01,2999.9999,0.1733,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.9,discharge,0,-3.001,4.0646,4825.4,101,22.8131,34.0796,0.2043,14.6242,5.0799,0.6479,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.8999,discharge,1,-6.0,4.0651,702.2,101,29.8414,21.5216,0.2118,10.8248,4.9444,0.6429,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.78,0.9,charge,0,1.497,4.0739,107.3,101,24.1008,34.3678,0.2253,13.6053,5.0849,0.3559,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.8999,discharge,2,-11.999,4.0654,627.0,101,28.0513,15.0395,0.1828,7.2776,4.2271,1.0722,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.25,0.9,charge,1,1.913,4.0774,174.2,101,24.8623,39.2447,0.1781,0.01,3000.0,0.2381,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.8998,discharge,3,-18.001,4.0663,632.0,101,27.1187,11.078,0.1692,5.6653,4.0214,1.3239,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.04,0.9,charge,2,1.969,4.0796,241.2,71,28.8796,32.2717,0.0865,0.01,3000.0,0.1684,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.8,discharge,0,-3.001,3.9953,5428.8,101,20.6982,26.7866,0.1485,19.1062,6.6562,0.6347,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.7999,discharge,1,-6.0,3.9973,702.6,101,28.5757,15.9077,0.187,14.2386,6.1286,0.6755,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.67,0.8,charge,0,1.497,4.0076,107.2,101,21.5809,25.3801,0.1526,14.0566,6.974,0.2337,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.7999,discharge,2,-11.999,3.9994,626.9,101,27.5973,11.4262,0.1799,9.5885,5.3561,1.1409,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.36,0.8,charge,1,2.248,4.0139,174.1,101,19.392,25.1304,0.1357,12.8863,7.0914,0.3629,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.7998,discharge,3,-18.001,4.0014,635.5,101,25.6013,9.4333,0.153,7.7701,4.9689,1.7717,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.15,0.8,charge,2,2.998,4.0181,241.1,101,17.2382,25.1307,0.1192,12.2522,7.0094,0.527,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.7,discharge,0,-3.001,3.9016,5446.4,101,21.775,22.4669,0.1492,17.8139,6.6545,0.4577,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.6999,discharge,1,-6.0,3.9043,702.3,101,29.0266,12.726,0.1801,12.8004,5.7363,0.6566,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.7,charge,0,1.497,3.9137,107.2,101,18.2725,25.0092,0.1178,12.5094,5.9895,0.2813,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.6999,discharge,2,-11.999,3.9061,627.0,101,27.3171,9.7968,0.1696,8.723,5.1798,1.1737,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.46,0.7,charge,1,2.248,3.9196,174.2,101,20.8622,20.3882,0.1273,11.0334,6.6634,0.276,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.6998,discharge,3,-18.001,3.9082,635.3,101,26.7003,7.1243,0.1813,7.2252,5.4346,1.3808,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.04,0.7,charge,2,2.998,3.9228,240.8,101,21.6105,17.6672,0.1207,10.2337,6.878,0.3327,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.6,discharge,0,-2.998,3.8011,5446.6,101,21.7696,20.482,0.1254,14.5051,8.0641,0.3675,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.5999,discharge,1,-6.0,3.8023,702.6,101,28.7683,11.2159,0.1642,12.2915,7.9342,0.4573,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.6,charge,0,1.497,3.8085,107.1,101,21.5913,20.7992,0.1287,11.9127,6.449,0.1988,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.5999,discharge,2,-11.999,3.8032,626.9,101,26.6085,8.9277,0.1421,9.3329,6.6879,1.0232,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.46,0.6,charge,1,2.248,3.8128,174.0,101,22.2472,18.2047,0.1295,11.8415,7.0054,0.2721,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.5997,discharge,3,-18.001,3.8038,635.5,101,25.6059,6.8819,0.1506,8.1594,6.5726,1.1643,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.36,0.6,charge,2,2.998,3.816,242.7,101,21.6582,17.1631,0.1237,11.3604,6.8925,0.3805,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.5,discharge,0,-3.001,3.7029,5446.2,101,21.7405,20.1707,0.1236,14.3077,9.7183,0.3152,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.4999,discharge,1,-6.0,3.7035,702.2,101,26.9112,12.5215,0.1352,12.7953,8.8985,0.5352,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.5,charge,0,1.497,3.7101,107.2,101,19.8789,21.5418,0.1069,11.5262,8.6509,0.1954,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.4999,discharge,2,-11.999,3.704,627.1,101,26.4663,8.7535,0.1519,10.4845,7.7667,0.7014,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.46,0.5,charge,1,2.248,3.715,175.1,101,19.2793,20.5956,0.1205,11.8038,9.733,0.1755,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.4998,discharge,3,-18.001,3.705,635.3,101,25.4083,6.6638,0.1569,9.1509,6.995,0.9365,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.04,0.5,charge,2,2.998,3.7185,241.0,101,21.6739,16.3807,0.1145,11.4562,9.5385,0.2667,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.57,0.4,discharge,0,-3.001,3.6267,5446.4,101,21.7275,21.0766,0.1316,13.3193,9.4977,0.3023,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.3999,discharge,1,-6.0,3.6275,702.6,101,27.5702,12.7671,0.1477,12.6728,9.2723,0.5225,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.57,0.4,charge,0,1.497,3.6336,107.7,101,21.3752,20.8349,0.1202,10.5448,8.878,0.1751,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.3999,discharge,2,-11.999,3.628,626.9,101,27.1757,8.7005,0.1337,10.7377,7.9861,0.985,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.4,charge,1,2.248,3.6378,174.3,101,21.1918,20.2873,0.1219,10.9475,9.7806,0.1913,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.99,0.3998,discharge,3,-18.001,3.629,635.3,101,25.8344,7.172,0.1487,9.5454,7.2899,1.1372,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.04,0.4,charge,2,2.998,3.6417,241.1,101,17.375,21.2969,0.1,10.3655,9.0974,0.3741,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.25,0.3,discharge,0,-2.998,3.5653,5446.6,101,21.8098,23.3873,0.1453,14.0869,8.3267,0.4741,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.67,0.2999,discharge,1,-6.0,3.5667,702.6,101,29.8631,15.0019,0.1798,14.2136,8.6679,0.5749,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-8.94,0.3,charge,0,1.497,3.5722,107.2,101,21.6601,23.7359,0.1458,9.7563,7.6223,0.1729,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.31,0.2999,discharge,2,-11.999,3.5675,626.9,101,27.6883,11.7976,0.1605,13.8537,8.3639,1.2287,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.78,0.3,charge,1,2.248,3.5766,173.9,101,22.8175,21.9344,0.1528,10.4758,9.0406,0.3703,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-8.94,0.2999,discharge,3,-18.001,3.5687,635.4,101,25.0938,8.9989,0.174,13.4518,8.7571,1.3876,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.04,0.3,charge,2,2.998,3.5803,242.5,101,18.8539,21.2246,0.1162,10.4653,8.9936,0.3883,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.2,discharge,0,-3.001,3.4648,5446.3,101,25.2325,31.9711,0.2393,26.3983,7.5297,0.8872,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.57,0.1999,discharge,1,-6.0,3.4659,702.5,101,29.3562,22.5214,0.2567,38.6048,11.7604,1.1589,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.2,charge,0,1.497,3.4729,107.2,101,22.6599,31.0622,0.1919,11.5344,5.8802,0.3074,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.67,0.1999,discharge,2,-11.999,3.4665,626.9,101,29.5285,15.3837,0.2704,169.7278,48.3179,2.2947,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.67,0.2,charge,1,2.248,3.478,174.0,101,22.0669,27.1088,0.1675,10.5786,6.5834,0.3488,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.78,0.1998,discharge,3,-18.001,3.4677,635.4,35,25.872,10.9895,0.1632,30.7855,4.0315,2.8015,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.2,charge,2,2.998,3.4751,110.5,101,22.0287,26.0947,0.1564,10.7087,7.0696,0.5234,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.94,0.15,discharge,0,-3.001,3.4129,4845.2,101,24.3161,43.5509,0.309,81.5913,11.3295,1.806,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.1499,discharge,1,-6.0,3.4138,702.2,101,29.6297,27.7891,0.3113,200.0,26.7418,2.3709,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.57,0.15,charge,0,1.497,3.4242,107.3,101,21.6557,34.911,0.2059,11.6104,4.4417,0.5209,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.78,0.1499,discharge,2,-11.999,3.4155,627.0,34,26.2926,15.4737,0.1575,62.2543,3.8538,4.3017,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-9.88,0.15,charge,1,2.248,3.4227,85.7,101,24.2597,30.7153,0.2079,10.634,5.624,0.4383,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
-10,-10.1,0.15,charge,2,2.998,3.4205,65.9,101,22.9879,31.2345,0.1806,9.9021,5.5408,0.622,06-14-19_17.40 847_HPPC_-10degC_IN21700_30T.mat
0,0.32,0.9999,discharge,0,-3.001,4.18512,99999.0,101,18.4446,28.6358,0.2824,22.706,6.2814,0.5852,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
0,-0.11,0.9999,discharge,2,-5.997,4.18461,600.2,101,19.2199,24.0441,0.2364,15.8536,5.2068,0.6938,05-28-19_19.04 814_HPPC_0degC_IN21700_30T.mat
