temp_set_C,T_cell_C,SOC,direction,rate_rank,I_A,V_pre_V,rest_before_s,n_points,R0_mOhm,R1_mOhm,tau1_s,R2_mOhm,tau2_s,fit_rmse_mV,file
40,38.8,0.1501,charge,3,11.997,3.43282,1254.0,101,7.0076,1.1551,0.1678,6.0297,12.7669,0.3152,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.8,0.1,discharge,0,-3.001,3.38427,4945.2,101,5.5133,3.0361,0.1009,7.498,6.9239,0.1053,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.8,0.1,charge,0,1.497,3.3868,142.1,101,5.6798,2.9782,0.1192,7.1191,8.2854,0.0802,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.8,0.1,discharge,1,-6.0,3.38579,627.0,101,5.5136,3.131,0.1063,8.2384,8.38,0.2771,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.8,0.1,charge,1,2.999,3.38983,243.9,101,5.4197,3.1597,0.1101,5.3666,6.6507,0.1079,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.7,0.0998,discharge,2,-18.001,3.38747,643.8,101,7.1023,1.6129,0.1817,18.6385,18.9819,0.8468,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.8,0.1001,charge,2,5.997,3.39455,646.6,101,5.4393,3.1448,0.1179,4.0976,6.5553,0.1765,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.8,0.1001,charge,3,11.997,3.39624,1254.5,101,7.2267,1.321,0.1881,4.2473,7.9829,0.3561,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.91,0.025,discharge,0,-3.001,3.04478,5245.7,101,6.9877,4.883,0.1912,67.4263,28.2457,0.3041,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.8,0.025,charge,0,1.497,3.05725,141.7,101,5.9896,5.1288,0.1471,39.8629,17.9269,0.1407,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.49,0.025,discharge,1,-6.0,3.06653,626.9,101,6.5938,4.9202,0.1858,172.8134,69.9531,0.6697,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.7,0.025,charge,1,2.999,3.07074,244.4,101,5.5688,5.2707,0.1354,34.4649,16.3033,0.2865,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.59,0.0248,discharge,2,-18.001,3.07377,643.6,51,8.3512,2.0241,0.1014,200.0,42.4073,4.2148,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.7,0.0251,charge,2,5.997,3.07698,342.4,101,5.4761,5.1409,0.1358,28.4822,14.1076,0.4614,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
40,38.91,0.0251,charge,3,11.997,3.079,181.8,101,8.4976,2.1641,0.2788,22.9033,12.6759,0.5594,03-01-19_19.23 705_HPPC_40degC_IN21700_30T.mat
