cell,cycle,SOH,SOC,tau_s,OCV_V,R_used_mOhm,I_at_rate_A,I_star_A,I_limited_A,V_at_limit_V,SOP_W,I_max_measured_A,SOP_measured_floor_W,limited_by,rate_extrapolated,ocv_soh_gap,low_soc_hyst
BOOST,40,0.99578,0.9493,2.0,4.11036,10.469,34.244,153.821,35.0,3.7439,131.04,34.244,128.48,current_rating,0,0.0028,0
BOOST,40,0.99578,0.9493,10.0,4.11036,12.341,34.244,130.49,35.0,3.6784,128.74,34.244,126.28,current_rating,0,0.0028,0
BOOST,40,0.99578,0.8997,2.0,4.08726,10.18,34.244,155.921,35.0,3.731,130.58,34.244,128.03,current_rating,0,0.0028,0
BOOST,40,0.99578,0.8997,10.0,4.08726,12.247,34.244,129.6,35.0,3.6586,128.05,34.244,125.6,current_rating,0,0.0028,0
BOOST,40,0.99578,0.8004,2.0,4.03726,10.696,34.245,143.716,35.0,3.6629,128.2,34.245,125.71,current_rating,0,0.0028,0
BOOST,40,0.99578,0.8004,10.0,4.03726,13.336,34.245,115.269,35.0,3.5705,124.97,34.245,122.62,current_rating,0,0.0028,0
BOOST,40,0.99578,0.7012,2.0,3.92837,10.46,34.246,136.56,35.0,3.5623,124.68,34.246,122.26,current_rating,0,0.0028,0
BOOST,40,0.99578,0.7012,10.0,3.92837,12.664,34.246,112.787,35.0,3.4851,121.98,34.246,119.68,current_rating,0,0.0028,0
BOOST,40,0.99578,0.6019,2.0,3.85505,10.498,34.244,129.074,35.0,3.4876,122.07,34.244,119.7,current_rating,0,0.0028,0
BOOST,40,0.99578,0.6019,10.0,3.85505,12.893,34.244,105.101,35.0,3.4038,119.13,34.244,116.89,current_rating,0,0.0028,0
BOOST,40,0.99578,0.5026,2.0,3.74211,10.014,34.243,124.041,35.0,3.3916,118.71,34.243,116.4,current_rating,0,0.0028,0
BOOST,40,0.99578,0.5026,10.0,3.74211,12.449,34.243,99.773,35.0,3.3064,115.72,34.243,113.54,current_rating,0,0.0028,0
BOOST,40,0.99578,0.4033,2.0,3.65798,9.916,34.246,116.773,35.0,3.3109,115.88,34.246,113.64,current_rating,0,0.0028,0
BOOST,40,0.99578,0.4033,10.0,3.65798,12.346,34.246,93.794,35.0,3.2259,112.91,34.246,110.79,current_rating,0,0.0028,0
BOOST,40,0.99578,0.3041,2.0,3.59631,10.112,34.245,108.413,35.0,3.2424,113.48,34.245,111.3,current_rating,0,0.0028,0
BOOST,40,0.99578,0.3041,10.0,3.59631,12.746,34.245,86.009,35.0,3.1502,110.26,34.245,108.21,current_rating,0,0.0028,0
BOOST,40,0.99578,0.2048,2.0,3.51394,10.542,34.244,96.181,35.0,3.145,110.07,34.244,107.97,current_rating,0,0.0028,0
BOOST,40,0.99578,0.2048,10.0,3.51394,13.661,34.244,74.222,35.0,3.0358,106.25,34.244,104.31,current_rating,0,0.0028,0
BOOST,40,0.99578,0.1552,2.0,3.45729,10.878,34.245,88.006,35.0,3.0766,107.68,34.245,105.64,current_rating,0,0.0028,0
BOOST,40,0.99578,0.1552,10.0,3.45729,15.38,34.245,62.241,35.0,2.919,102.16,34.245,100.36,current_rating,0,0.0028,0
BOOST,40,0.99578,0.1055,2.0,3.4087,12.464,34.244,72.909,35.0,2.9725,104.04,34.244,102.11,current_rating,0,0.0028,0
BOOST,40,0.99578,0.1055,10.0,3.4087,26.338,34.244,34.502,34.502,2.5,86.26,34.244,85.84,voltage,0,0.0028,0
BOOST,40,0.99578,0.0559,2.0,3.35245,20.074,23.289,42.465,35.0,2.6499,92.75,23.289,67.19,current_rating,1,0.0028,1
BOOST,40,0.99578,0.0559,10.0,3.35245,36.154,23.289,23.578,23.578,2.5,58.94,23.289,58.47,voltage,0,0.0028,1
BOOST,76,0.99272,0.9495,2.0,4.11048,10.532,34.142,152.905,35.0,3.7418,130.96,34.142,128.06,current_rating,0,0.0,0
BOOST,76,0.99272,0.9495,10.0,4.11048,12.477,34.142,129.073,35.0,3.6738,128.58,34.142,125.8,current_rating,0,0.0,0
BOOST,76,0.99272,0.9,2.0,4.08734,10.336,34.144,153.58,35.0,3.7256,130.4,34.144,127.51,current_rating,0,0.0,0
BOOST,76,0.99272,0.9,10.0,4.08734,12.403,34.144,127.976,35.0,3.6532,127.86,34.144,125.1,current_rating,0,0.0,0
BOOST,76,0.99272,0.8011,2.0,4.03787,10.518,34.143,146.22,35.0,3.6698,128.44,34.143,125.6,current_rating,0,0.0,0
BOOST,76,0.99272,0.8011,10.0,4.03787,13.218,34.143,116.347,35.0,3.5752,125.13,34.143,122.46,current_rating,0,0.0,0
BOOST,76,0.99272,0.7021,2.0,3.92906,10.5,34.143,136.101,35.0,3.5616,124.65,34.143,121.91,current_rating,0,0.0,0
BOOST,76,0.99272,0.7021,10.0,3.92906,12.72,34.143,112.348,35.0,3.4839,121.94,34.143,119.32,current_rating,0,0.0,0
BOOST,76,0.99272,0.6031,2.0,3.85618,10.5,34.144,129.165,35.0,3.4887,122.1,34.144,119.42,current_rating,0,0.0,0
BOOST,76,0.99272,0.6031,10.0,3.85618,12.907,34.144,105.072,35.0,3.4044,119.16,34.144,116.62,current_rating,0,0.0,0
BOOST,76,0.99272,0.5041,2.0,3.74357,10.032,34.142,123.965,35.0,3.3925,118.74,34.142,116.12,current_rating,0,0.0,0
BOOST,76,0.99272,0.5041,10.0,3.74357,12.51,34.142,99.41,35.0,3.3057,115.7,34.142,113.23,current_rating,0,0.0,0
BOOST,76,0.99272,0.4052,2.0,3.65918,9.952,34.144,116.477,35.0,3.3109,115.88,34.144,113.34,current_rating,0,0.0,0
BOOST,76,0.99272,0.4052,10.0,3.65918,12.427,34.144,93.281,35.0,3.2242,112.85,34.144,110.45,current_rating,0,0.0,0
BOOST,76,0.99272,0.3062,2.0,3.59768,10.175,34.144,107.884,35.0,3.2416,113.45,34.144,110.98,current_rating,0,0.0,0
BOOST,76,0.99272,0.3062,10.0,3.59768,12.81,34.144,85.686,35.0,3.1493,110.23,34.144,107.9,current_rating,0,0.0,0
BOOST,76,0.99272,0.2072,2.0,3.51626,10.532,34.143,96.491,35.0,3.1476,110.17,34.143,107.78,current_rating,0,0.0,0
BOOST,76,0.99272,0.2072,10.0,3.51626,13.856,34.143,73.343,35.0,3.0313,106.1,34.143,103.9,current_rating,0,0.0,0
BOOST,76,0.99272,0.1578,2.0,3.4604,11.007,34.142,87.254,35.0,3.0752,107.63,34.142,105.31,current_rating,0,0.0,0
BOOST,76,0.99272,0.1578,10.0,3.4604,16.018,34.142,59.956,35.0,2.8998,101.49,34.142,99.47,current_rating,0,0.0,0
BOOST,76,0.99272,0.1083,2.0,3.41078,13.007,34.143,70.022,35.0,2.9555,103.44,34.143,101.29,current_rating,0,0.0,0
BOOST,76,0.99272,0.1083,10.0,3.41078,26.392,34.143,34.51,34.51,2.5,86.27,34.143,85.69,voltage,0,0.0,0
BOOST,76,0.99272,0.0588,2.0,3.35827,22.946,21.807,37.404,35.0,2.5552,89.43,21.807,62.32,current_rating,1,0.0,1
BOOST,76,0.99272,0.0588,10.0,3.35827,38.441,21.807,22.327,22.327,2.5,55.82,21.807,54.95,voltage,0,0.0,1
BOOST,112,0.98166,0.9502,2.0,4.11105,10.638,33.757,151.445,35.0,3.7387,130.86,33.757,126.65,current_rating,0,0.0,0
BOOST,112,0.98166,0.9502,10.0,4.11105,12.602,33.757,127.843,35.0,3.67,128.45,33.757,124.42,current_rating,0,0.0,0
BOOST,112,0.98166,0.9013,2.0,4.08783,10.33,33.756,153.711,35.0,3.7263,130.42,33.756,126.22,current_rating,0,0.0,0
BOOST,112,0.98166,0.9013,10.0,4.08783,12.46,33.756,127.435,35.0,3.6517,127.81,33.756,123.79,current_rating,0,0.0,0
BOOST,112,0.98166,0.8034,2.0,4.03981,10.84,33.755,142.051,35.0,3.6604,128.11,33.755,124.01,current_rating,0,0.0,0
BOOST,112,0.98166,0.8034,10.0,4.03981,13.545,33.755,113.684,35.0,3.5657,124.8,33.755,120.93,current_rating,0,0.0,0
BOOST,112,0.98166,0.7056,2.0,3.93126,10.567,33.757,135.45,35.0,3.5614,124.65,33.757,120.67,current_rating,0,0.0,0
BOOST,112,0.98166,0.7056,10.0,3.93126,12.818,33.757,111.659,35.0,3.4826,121.89,33.757,118.1,current_rating,0,0.0,0
BOOST,112,0.98166,0.6078,2.0,3.85844,10.496,33.756,129.426,35.0,3.4911,122.19,33.756,118.29,current_rating,0,0.0,0
BOOST,112,0.98166,0.6078,10.0,3.85844,12.99,33.756,104.573,35.0,3.4038,119.13,33.756,115.44,current_rating,0,0.0,0
BOOST,112,0.98166,0.5099,2.0,3.748,10.058,33.756,124.087,35.0,3.396,118.86,33.756,115.06,current_rating,0,0.0,0
BOOST,112,0.98166,0.5099,10.0,3.748,12.576,33.756,99.241,35.0,3.3079,115.78,33.756,112.19,current_rating,0,0.0,0
BOOST,112,0.98166,0.412,2.0,3.66241,9.968,33.757,116.611,35.0,3.3135,115.97,33.757,112.27,current_rating,0,0.0,0
BOOST,112,0.98166,0.412,10.0,3.66241,12.48,33.757,93.139,35.0,3.2256,112.9,33.757,109.41,current_rating,0,0.0,0
BOOST,112,0.98166,0.3142,2.0,3.60098,10.22,33.756,107.724,35.0,3.2433,113.51,33.756,109.91,current_rating,0,0.0,0
BOOST,112,0.98166,0.3142,10.0,3.60098,12.907,33.756,85.299,35.0,3.1492,110.22,33.756,106.85,current_rating,0,0.0,0
BOOST,112,0.98166,0.2163,2.0,3.52167,10.655,33.759,95.888,35.0,3.1488,110.21,33.759,106.75,current_rating,0,0.0,0
BOOST,112,0.98166,0.2163,10.0,3.52167,13.973,33.759,73.12,35.0,3.0326,106.14,33.759,102.96,current_rating,0,0.0,0
BOOST,112,0.98166,0.1674,2.0,3.46719,11.188,33.758,86.445,35.0,3.0756,107.65,33.758,104.29,current_rating,0,0.0,0
BOOST,112,0.98166,0.1674,10.0,3.46719,16.076,33.758,60.163,35.0,2.9045,101.66,33.758,98.72,current_rating,0,0.0,0
BOOST,112,0.98166,0.1185,2.0,3.41613,12.866,33.757,71.208,35.0,2.9658,103.8,33.757,100.66,current_rating,0,0.0,0
BOOST,112,0.98166,0.1185,10.0,3.41613,26.851,33.757,34.119,34.119,2.5,85.3,33.757,84.72,voltage,0,0.0,0
BOOST,112,0.98166,0.0696,2.0,3.36752,19.779,23.479,43.86,35.0,2.6752,93.63,23.479,68.16,current_rating,1,0.0,1
BOOST,112,0.98166,0.0696,10.0,3.36752,36.364,23.479,23.856,23.856,2.5,59.64,23.479,59.02,voltage,0,0.0,1
BOOST,150,0.97459,0.9509,2.0,4.11163,10.79,33.521,149.359,35.0,3.734,130.69,33.521,125.7,current_rating,0,0.0,0
BOOST,150,0.97459,0.9509,10.0,4.11163,12.768,33.521,126.223,35.0,3.6647,128.27,33.521,123.48,current_rating,0,0.0,0
BOOST,150,0.97459,0.9024,2.0,4.08816,10.701,33.52,148.411,35.0,3.7136,129.98,33.52,125.01,current_rating,0,0.0,0
BOOST,150,0.97459,0.9024,10.0,4.08816,12.852,33.52,123.573,35.0,3.6383,127.34,33.52,122.59,current_rating,0,0.0,0
BOOST,150,0.97459,0.8053,2.0,4.04135,10.888,33.522,141.559,35.0,3.6603,128.11,33.522,123.24,current_rating,0,0.0,0
BOOST,150,0.97459,0.8053,10.0,4.04135,13.701,33.522,112.496,35.0,3.5618,124.66,33.522,120.08,current_rating,0,0.0,0
BOOST,150,0.97459,0.7081,2.0,3.93281,10.639,33.518,134.674,35.0,3.5604,124.62,33.518,119.87,current_rating,0,0.0,0
BOOST,150,0.97459,0.7081,10.0,3.93281,12.924,33.518,110.861,35.0,3.4805,121.82,33.518,117.3,current_rating,0,0.0,0
BOOST,150,0.97459,0.6109,2.0,3.86041,10.438,33.522,130.333,35.0,3.4951,122.33,33.522,117.68,current_rating,0,0.0,0
BOOST,150,0.97459,0.6109,10.0,3.86041,12.959,33.522,104.98,35.0,3.4069,119.24,33.522,114.85,current_rating,0,0.0,0
BOOST,150,0.97459,0.5138,2.0,3.75096,10.199,33.522,122.651,35.0,3.394,118.79,33.522,114.28,current_rating,0,0.0,0
BOOST,150,0.97459,0.5138,10.0,3.75096,12.777,33.522,97.909,35.0,3.3038,115.63,33.522,111.38,current_rating,0,0.0,0
BOOST,150,0.97459,0.4166,2.0,3.66462,10.107,33.522,115.231,35.0,3.3109,115.88,33.522,111.49,current_rating,0,0.0,0
BOOST,150,0.97459,0.4166,10.0,3.66462,12.744,33.522,91.386,35.0,3.2186,112.65,33.522,108.52,current_rating,0,0.0,0
BOOST,150,0.97459,0.3195,2.0,3.60324,10.262,33.521,107.505,35.0,3.2441,113.54,33.521,109.25,current_rating,0,0.0,0
BOOST,150,0.97459,0.3195,10.0,3.60324,12.995,33.521,84.898,35.0,3.1484,110.19,33.521,106.18,current_rating,0,0.0,0
BOOST,150,0.97459,0.2223,2.0,3.52506,10.796,33.521,94.946,35.0,3.1472,110.15,33.521,106.03,current_rating,0,0.0,0
BOOST,150,0.97459,0.2223,10.0,3.52506,14.242,33.521,71.975,35.0,3.0266,105.93,33.521,102.16,current_rating,0,0.0,0
BOOST,150,0.97459,0.1737,2.0,3.4716,11.441,33.521,84.925,35.0,3.0712,107.49,33.521,103.52,current_rating,0,0.0,0
BOOST,150,0.97459,0.1737,10.0,3.4716,16.673,33.521,58.273,35.0,2.888,101.08,33.521,97.64,current_rating,0,0.0,0
BOOST,150,0.97459,0.1251,2.0,3.41961,13.275,33.521,69.272,35.0,2.955,103.42,33.521,99.71,current_rating,0,0.0,0
BOOST,150,0.97459,0.1251,10.0,3.41961,27.088,33.521,33.95,33.95,2.5,84.87,33.521,84.19,voltage,0,0.0,0
BOOST,150,0.97459,0.0765,2.0,3.37276,21.144,23.198,41.277,35.0,2.6327,92.15,23.198,66.86,current_rating,1,0.0,1
BOOST,150,0.97459,0.0765,10.0,3.37276,36.947,23.198,23.622,23.622,2.5,59.05,23.198,58.36,voltage,0,0.0,1
BOOST,187,0.96647,0.9514,2.0,4.11153,11.122,33.24,144.894,35.0,3.7223,130.28,33.24,124.38,current_rating,1,0.0,0
BOOST,187,0.96647,0.9514,10.0,4.11153,13.063,33.24,123.37,35.0,3.6543,127.9,33.24,122.23,current_rating,1,0.0,0
BOOST,187,0.96647,0.9033,2.0,4.08813,10.78,33.238,147.325,35.0,3.7108,129.88,33.238,123.97,current_rating,1,0.0,0
BOOST,187,0.96647,0.9033,10.0,4.08813,13.009,33.238,122.077,35.0,3.6328,127.15,33.238,121.51,current_rating,1,0.0,0
BOOST,187,0.96647,0.807,2.0,4.04223,10.978,33.239,140.483,35.0,3.658,128.03,33.239,122.23,current_rating,1,0.0,0
BOOST,187,0.96647,0.807,10.0,4.04223,13.746,33.239,112.196,35.0,3.5611,124.64,33.239,119.17,current_rating,1,0.0,0
BOOST,187,0.96647,0.7106,2.0,3.93409,10.813,33.239,132.631,35.0,3.5556,124.45,33.239,118.82,current_rating,1,0.0,0
BOOST,187,0.96647,0.7106,10.0,3.93409,13.144,33.239,109.104,35.0,3.474,121.59,33.239,116.24,current_rating,1,0.0,0
BOOST,187,0.96647,0.6143,2.0,3.86089,10.702,33.236,127.158,35.0,3.4863,122.02,33.236,116.5,current_rating,1,0.0,0
BOOST,187,0.96647,0.6143,10.0,3.86089,13.224,33.236,102.913,35.0,3.3981,118.93,33.236,113.71,current_rating,1,0.0,0
BOOST,187,0.96647,0.5179,2.0,3.75362,10.268,33.238,122.085,35.0,3.3942,118.8,33.238,113.42,current_rating,1,0.0,0
BOOST,187,0.96647,0.5179,10.0,3.75362,12.892,33.238,97.241,35.0,3.3024,115.58,33.238,110.52,current_rating,1,0.0,0
BOOST,187,0.96647,0.4216,2.0,3.66678,10.097,33.238,115.558,35.0,3.3134,115.97,33.238,110.72,current_rating,1,0.0,0
BOOST,187,0.96647,0.4216,10.0,3.66678,12.699,33.238,91.877,35.0,3.2223,112.78,33.238,107.85,current_rating,1,0.0,0
BOOST,187,0.96647,0.3252,2.0,3.60499,10.434,33.239,105.908,35.0,3.2398,113.39,33.239,108.3,current_rating,1,0.0,0
BOOST,187,0.96647,0.3252,10.0,3.60499,13.238,33.239,83.474,35.0,3.1417,109.96,33.239,105.2,current_rating,1,0.0,0
BOOST,187,0.96647,0.2289,2.0,3.52794,10.943,33.237,93.939,35.0,3.1449,110.07,33.237,105.17,current_rating,1,0.0,0
BOOST,187,0.96647,0.2289,10.0,3.52794,14.499,33.237,70.898,35.0,3.0205,105.72,33.237,101.24,current_rating,1,0.0,0
BOOST,187,0.96647,0.1807,2.0,3.47513,11.445,33.237,85.201,35.0,3.0746,107.61,33.237,102.86,current_rating,1,0.0,0
BOOST,187,0.96647,0.1807,10.0,3.47513,16.888,33.237,57.742,35.0,2.8841,100.94,33.237,96.85,current_rating,1,0.0,0
BOOST,187,0.96647,0.1326,2.0,3.42279,13.518,33.237,68.263,35.0,2.9497,103.24,33.237,98.83,current_rating,1,0.0,0
BOOST,187,0.96647,0.1326,10.0,3.42279,27.391,33.237,33.689,33.689,2.5,84.22,33.237,83.5,voltage,0,0.0,0
BOOST,187,0.96647,0.0843,2.0,3.37601,20.642,23.123,42.439,35.0,2.6535,92.87,23.123,67.03,current_rating,1,0.0,1
BOOST,187,0.96647,0.0843,10.0,3.37601,37.227,23.123,23.532,23.532,2.5,58.83,23.123,58.16,voltage,0,0.0,1
BOOST,225,0.96176,0.9519,2.0,4.11168,11.381,33.081,141.609,35.0,3.7133,129.97,33.081,123.56,current_rating,1,0.0,0
BOOST,225,0.96176,0.9519,10.0,4.11168,13.34,33.081,120.815,35.0,3.6448,127.57,33.081,121.42,current_rating,1,0.0,0
BOOST,225,0.96176,0.904,2.0,4.08818,11.086,33.079,143.265,35.0,3.7002,129.51,33.079,123.1,current_rating,1,0.0,0
BOOST,225,0.96176,0.904,10.0,4.08818,13.317,33.079,119.263,35.0,3.6221,126.77,33.079,120.66,current_rating,1,0.0,0
BOOST,225,0.96176,0.8081,2.0,4.04294,11.279,33.08,136.801,35.0,3.6482,127.69,33.08,121.4,current_rating,1,0.0,0
BOOST,225,0.96176,0.8081,10.0,4.04294,14.105,33.08,109.388,35.0,3.5493,124.22,33.08,118.31,current_rating,1,0.0,0
BOOST,225,0.96176,0.7123,2.0,3.93504,10.865,33.079,132.08,35.0,3.5548,124.42,33.079,118.28,current_rating,1,0.0,0
BOOST,225,0.96176,0.7123,10.0,3.93504,13.298,33.079,107.91,35.0,3.4696,121.44,33.079,115.62,current_rating,1,0.0,0
BOOST,225,0.96176,0.6164,2.0,3.86149,10.72,33.079,127.007,35.0,3.4863,122.02,33.079,116.0,current_rating,1,0.0,0
BOOST,225,0.96176,0.6164,10.0,3.86149,13.262,33.079,102.66,35.0,3.3973,118.91,33.079,113.22,current_rating,1,0.0,0
BOOST,225,0.96176,0.5205,2.0,3.75532,10.257,33.081,122.391,35.0,3.3963,118.87,33.081,113.01,current_rating,1,0.0,0
BOOST,225,0.96176,0.5205,10.0,3.75532,12.971,33.081,96.777,35.0,3.3013,115.55,33.081,110.03,current_rating,1,0.0,0
BOOST,225,0.96176,0.4246,2.0,3.66816,10.242,33.079,114.055,35.0,3.3097,115.84,33.079,110.13,current_rating,1,0.0,0
BOOST,225,0.96176,0.4246,10.0,3.66816,12.89,33.079,90.622,35.0,3.217,112.59,33.079,107.23,current_rating,1,0.0,0
BOOST,225,0.96176,0.3287,2.0,3.60614,10.578,33.079,104.572,35.0,3.2359,113.26,33.079,107.71,current_rating,1,0.0,0
BOOST,225,0.96176,0.3287,10.0,3.60614,13.441,33.079,82.298,35.0,3.1357,109.75,33.079,104.58,current_rating,1,0.0,0
BOOST,225,0.96176,0.2328,2.0,3.52944,11.167,33.079,92.185,35.0,3.1386,109.85,33.079,104.53,current_rating,1,0.0,0
BOOST,225,0.96176,0.2328,10.0,3.52944,14.88,33.079,69.185,35.0,3.0087,105.3,33.079,100.47,current_rating,1,0.0,0
BOOST,225,0.96176,0.1849,2.0,3.47713,11.908,33.079,82.058,35.0,3.0604,107.11,33.079,101.99,current_rating,1,0.0,0
BOOST,225,0.96176,0.1849,10.0,3.47713,17.8,33.079,54.896,35.0,2.8541,99.89,33.079,95.54,current_rating,1,0.0,0
BOOST,225,0.96176,0.1369,2.0,3.42468,13.866,33.08,66.685,35.0,2.9394,102.88,33.08,98.11,current_rating,1,0.0,0
BOOST,225,0.96176,0.1369,10.0,3.42468,27.573,33.08,33.536,33.536,2.5,83.84,33.08,83.12,voltage,0,0.0,0
BOOST,225,0.96176,0.089,2.0,3.37852,21.002,23.012,41.83,35.0,2.6435,92.52,23.012,66.62,current_rating,1,0.0,1
BOOST,225,0.96176,0.089,10.0,3.37852,37.42,23.012,23.478,23.478,2.5,58.69,23.012,57.93,voltage,0,0.0,1
BOOST,262,0.95611,0.9522,2.0,4.11171,11.603,32.887,138.9,35.0,3.7056,129.7,32.887,122.67,current_rating,1,0.0,0
BOOST,262,0.95611,0.9522,10.0,4.11171,13.58,32.887,118.685,35.0,3.6364,127.27,32.887,120.53,current_rating,1,0.0,0
BOOST,262,0.95611,0.9045,2.0,4.08819,11.227,32.885,141.461,35.0,3.6952,129.33,32.885,122.3,current_rating,1,0.0,0
BOOST,262,0.95611,0.9045,10.0,4.08819,13.553,32.885,117.181,35.0,3.6138,126.48,32.885,119.78,current_rating,1,0.0,0
BOOST,262,0.95611,0.8093,2.0,4.04292,11.355,32.885,135.884,35.0,3.6455,127.59,32.885,120.67,current_rating,1,0.0,0
BOOST,262,0.95611,0.8093,10.0,4.04292,14.198,32.885,108.672,35.0,3.546,124.11,32.885,117.6,current_rating,1,0.0,0
BOOST,262,0.95611,0.7139,2.0,3.93566,10.883,32.886,131.916,35.0,3.5547,124.42,32.886,117.66,current_rating,1,0.0,0
BOOST,262,0.95611,0.7139,10.0,3.93566,13.328,32.886,107.718,35.0,3.4692,121.42,32.886,115.01,current_rating,1,0.0,0
BOOST,262,0.95611,0.6186,2.0,3.86149,10.923,32.886,124.649,35.0,3.4792,121.77,32.886,115.18,current_rating,1,0.0,0
BOOST,262,0.95611,0.6186,10.0,3.86149,13.526,32.886,100.661,35.0,3.3881,118.58,32.886,112.36,current_rating,1,0.0,0
BOOST,262,0.95611,0.5233,2.0,3.7568,10.582,32.886,118.768,35.0,3.3864,118.53,32.886,112.1,current_rating,1,0.0,0
BOOST,262,0.95611,0.5233,10.0,3.7568,13.322,32.886,94.342,35.0,3.2905,115.17,32.886,109.14,current_rating,1,0.0,0
BOOST,262,0.95611,0.428,2.0,3.66939,10.548,32.887,110.861,35.0,3.3002,115.51,32.887,109.27,current_rating,1,0.0,0
BOOST,262,0.95611,0.428,10.0,3.66939,13.279,32.887,88.064,35.0,3.2046,112.16,32.887,106.31,current_rating,1,0.0,0
BOOST,262,0.95611,0.3326,2.0,3.60712,10.664,32.885,103.815,35.0,3.2339,113.19,32.885,107.09,current_rating,1,0.0,0
BOOST,262,0.95611,0.3326,10.0,3.60712,13.59,32.885,81.467,35.0,3.1315,109.6,32.885,103.92,current_rating,1,0.0,0
BOOST,262,0.95611,0.2373,2.0,3.53071,11.159,32.887,92.363,35.0,3.1401,109.9,32.887,104.04,current_rating,1,0.0,0
BOOST,262,0.95611,0.2373,10.0,3.53071,15.079,32.887,68.355,35.0,3.0029,105.1,32.887,99.81,current_rating,1,0.0,0
BOOST,262,0.95611,0.1896,2.0,3.4789,12.306,32.886,79.546,35.0,3.0482,106.69,32.886,101.1,current_rating,1,0.0,0
BOOST,262,0.95611,0.1896,10.0,3.4789,18.85,32.886,51.931,35.0,2.8192,98.67,32.886,94.02,current_rating,1,0.0,0
BOOST,262,0.95611,0.142,2.0,3.42651,14.674,32.887,63.137,35.0,2.9129,101.95,32.887,96.82,current_rating,1,0.0,0
BOOST,262,0.95611,0.142,10.0,3.42651,27.744,32.887,33.395,33.395,2.5,83.49,32.887,82.68,voltage,0,0.0,0
BOOST,262,0.95611,0.0943,2.0,3.38014,23.805,22.281,36.973,35.0,2.547,89.14,22.281,63.5,current_rating,1,0.0,1
BOOST,262,0.95611,0.0943,10.0,3.38014,38.611,22.281,22.795,22.795,2.5,56.99,22.281,56.14,voltage,0,0.0,1
BOOST,300,0.95094,0.9525,2.0,4.11175,11.86,32.707,135.9,35.0,3.6967,129.38,32.707,121.8,current_rating,1,0.0,0
BOOST,300,0.95094,0.9525,10.0,4.11175,13.829,32.707,116.55,35.0,3.6277,126.97,32.707,119.69,current_rating,1,0.0,0
BOOST,300,0.95094,0.9051,2.0,4.08821,11.355,32.709,139.873,35.0,3.6908,129.18,32.709,121.57,current_rating,1,0.0,0
BOOST,300,0.95094,0.9051,10.0,4.08821,13.706,32.709,115.88,35.0,3.6085,126.3,32.709,119.06,current_rating,1,0.0,0
BOOST,300,0.95094,0.8103,2.0,4.04294,11.66,32.71,132.328,35.0,3.6348,127.22,32.71,119.77,current_rating,1,0.0,0
BOOST,300,0.95094,0.8103,10.0,4.04294,14.543,32.71,106.095,35.0,3.5339,123.69,32.71,116.68,current_rating,1,0.0,0
BOOST,300,0.95094,0.7155,2.0,3.93618,11.101,32.709,129.375,35.0,3.5476,124.17,32.709,116.87,current_rating,1,0.0,0
BOOST,300,0.95094,0.7155,10.0,3.93618,13.596,32.709,105.636,35.0,3.4603,121.11,32.709,114.2,current_rating,1,0.0,0
BOOST,300,0.95094,0.6207,2.0,3.8615,11.046,32.71,123.262,35.0,3.4749,121.62,32.71,114.49,current_rating,1,0.0,0
BOOST,300,0.95094,0.6207,10.0,3.8615,13.696,32.71,99.408,35.0,3.3821,118.37,32.71,111.66,current_rating,1,0.0,0
BOOST,300,0.95094,0.5259,2.0,3.75815,10.676,32.709,117.848,35.0,3.3845,118.46,32.709,111.5,current_rating,1,0.0,0
BOOST,300,0.95094,0.5259,10.0,3.75815,13.449,32.709,93.55,35.0,3.2874,115.06,32.709,108.54,current_rating,1,0.0,0
BOOST,300,0.95094,0.4311,2.0,3.67052,10.668,32.706,109.725,35.0,3.2971,115.4,32.706,108.64,current_rating,1,0.0,0
BOOST,300,0.95094,0.4311,10.0,3.67052,13.435,32.706,87.126,35.0,3.2003,112.01,32.706,105.68,current_rating,1,0.0,0
BOOST,300,0.95094,0.3362,2.0,3.60806,10.781,32.707,102.782,35.0,3.2307,113.08,32.707,106.48,current_rating,1,0.0,0
BOOST,300,0.95094,0.3362,10.0,3.60806,13.826,32.707,80.144,35.0,3.1242,109.35,32.707,103.22,current_rating,1,0.0,0
BOOST,300,0.95094,0.2414,2.0,3.53196,11.395,32.708,90.564,35.0,3.1331,109.66,32.708,103.33,current_rating,1,0.0,0
BOOST,300,0.95094,0.2414,10.0,3.53196,15.357,32.708,67.198,35.0,2.9945,104.81,32.708,99.09,current_rating,1,0.0,0
BOOST,300,0.95094,0.194,2.0,3.48057,12.547,32.71,78.154,35.0,3.0414,106.45,32.71,100.43,current_rating,1,0.0,0
BOOST,300,0.95094,0.194,10.0,3.48057,19.315,32.71,50.767,35.0,2.8045,98.16,32.71,93.18,current_rating,1,0.0,0
BOOST,300,0.95094,0.1466,2.0,3.42829,14.691,32.708,63.189,35.0,2.9141,101.99,32.708,96.42,current_rating,1,0.0,0
BOOST,300,0.95094,0.1466,10.0,3.42829,27.956,32.708,33.205,33.205,2.5,83.01,32.708,82.22,voltage,0,0.0,0
BOOST,300,0.95094,0.0992,2.0,3.38252,24.008,22.288,36.759,35.0,2.5422,88.98,22.288,63.46,current_rating,1,0.0,1
BOOST,300,0.95094,0.0992,10.0,3.38252,38.815,22.288,22.737,22.737,2.5,56.84,22.288,56.11,voltage,0,0.0,1
BOOST,337,0.94639,0.9527,2.0,4.11198,12.076,32.552,133.485,35.0,3.6893,129.13,32.552,121.06,current_rating,1,0.0,0
