cell,cycle,SOH,SOC,tau_s,OCV_V,R_used_mOhm,I_at_rate_A,I_star_A,I_limited_A,V_at_limit_V,SOP_W,I_max_measured_A,SOP_measured_floor_W,limited_by,rate_extrapolated,ocv_soh_gap,low_soc_hyst
BOOST_NEGPULSE,600,0.89016,0.3818,2.0,3.62222,12.573,30.462,89.256,35.0,3.1822,111.38,30.462,98.67,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.3818,10.0,3.62222,16.391,30.462,68.466,35.0,3.0485,106.7,30.462,95.13,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.2935,2.0,3.54992,13.387,30.463,78.43,35.0,3.0814,107.85,30.463,95.72,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.2935,10.0,3.54992,18.6,30.463,56.449,35.0,2.8989,101.46,30.463,90.88,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.2493,2.0,3.50796,14.398,30.462,70.005,35.0,3.004,105.14,30.462,93.5,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.2493,10.0,3.50796,22.379,30.462,45.041,35.0,2.7247,95.36,30.462,86.09,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.2051,2.0,3.46267,16.239,30.463,59.28,35.0,2.8943,101.3,30.463,90.41,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.2051,10.0,3.46267,30.916,30.463,31.138,31.138,2.5,77.85,30.463,76.79,voltage,0,0.0,0
BOOST_NEGPULSE,600,0.89016,0.161,2.0,3.41541,21.792,29.332,42.007,35.0,2.6527,92.84,29.332,81.43,current_rating,1,0.0,0
BOOST_NEGPULSE,600,0.89016,0.161,10.0,3.41541,30.847,29.332,29.676,29.676,2.5,74.19,29.332,73.64,voltage,0,0.0,0
BOOST_NEGPULSE,637,0.88354,0.9561,2.0,4.11323,14.906,30.236,108.226,35.0,3.5915,125.7,30.236,110.74,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.9561,10.0,4.11323,17.648,30.236,91.413,35.0,3.4956,122.34,30.236,108.23,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.9122,2.0,4.08885,14.5,30.235,109.577,35.0,3.5814,125.35,30.235,110.37,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.9122,10.0,4.08885,17.708,30.235,89.725,35.0,3.4691,121.42,30.235,107.44,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.8246,2.0,4.04325,14.133,30.235,109.198,35.0,3.5486,124.2,30.235,109.33,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.8246,10.0,4.04325,17.84,30.235,86.503,35.0,3.4188,119.66,30.235,105.94,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.7369,2.0,3.93965,13.28,30.234,108.409,35.0,3.4749,121.62,30.234,106.97,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.7369,10.0,3.93965,16.7,30.234,86.208,35.0,3.3552,117.43,30.234,103.85,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.6493,2.0,3.86492,12.916,30.234,105.678,35.0,3.4129,119.45,30.234,105.05,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.6493,10.0,3.86492,16.65,30.234,81.977,35.0,3.2822,114.88,30.234,101.63,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.5617,2.0,3.78467,12.949,30.234,99.21,35.0,3.3315,116.6,30.234,102.59,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.5617,10.0,3.78467,16.779,30.234,76.563,35.0,3.1974,111.91,30.234,99.09,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.474,2.0,3.69371,12.846,30.235,92.925,35.0,3.2441,113.54,30.235,99.94,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.474,10.0,3.69371,16.56,30.235,72.083,35.0,3.1141,108.99,30.235,96.54,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.3864,2.0,3.62349,12.968,30.236,86.636,35.0,3.1696,110.94,30.236,97.7,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.3864,10.0,3.62349,17.059,30.236,65.859,35.0,3.0264,105.92,30.236,93.96,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.2988,2.0,3.55167,13.782,30.235,76.308,35.0,3.0693,107.43,30.235,94.79,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.2988,10.0,3.55167,19.451,30.235,54.068,35.0,2.8709,100.48,30.235,89.6,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.2549,2.0,3.51061,14.738,30.234,68.57,35.0,2.9948,104.82,30.234,92.67,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.2549,10.0,3.51061,23.517,30.234,42.974,35.0,2.6875,94.06,30.234,84.64,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.2111,2.0,3.46599,16.676,30.235,57.927,35.0,2.8823,100.88,30.235,89.55,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.2111,10.0,3.46599,31.53,30.235,30.637,30.637,2.5,76.59,30.235,75.97,voltage,0,0.0,0
BOOST_NEGPULSE,637,0.88354,0.1673,2.0,3.41832,22.227,28.965,41.316,35.0,2.6404,92.41,28.965,80.36,current_rating,1,0.0,0
BOOST_NEGPULSE,637,0.88354,0.1673,10.0,3.41832,31.341,28.965,29.301,29.301,2.5,73.25,28.965,72.72,voltage,0,0.0,0
BOOST_NEGPULSE,675,0.87747,0.9564,2.0,4.11322,15.21,30.027,106.066,35.0,3.5809,125.33,30.027,109.79,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.9564,10.0,4.11322,17.984,30.027,89.704,35.0,3.4838,121.93,30.027,107.29,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.9128,2.0,4.08876,14.717,30.026,107.952,35.0,3.5737,125.08,30.026,109.5,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.9128,10.0,4.08876,18.038,30.026,88.08,35.0,3.4574,121.01,30.026,106.51,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.8258,2.0,4.04256,14.418,30.025,106.988,35.0,3.5379,123.83,30.025,108.38,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.8258,10.0,4.04256,18.168,30.025,84.904,35.0,3.4067,119.23,30.025,105.0,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.7388,2.0,3.93958,13.559,30.025,106.174,35.0,3.465,121.28,30.025,106.06,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.7388,10.0,3.93958,16.962,30.025,84.868,35.0,3.3459,117.11,30.025,102.99,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.6517,2.0,3.86537,13.204,30.028,103.403,35.0,3.4032,119.11,30.028,104.16,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.6517,10.0,3.86537,16.938,30.028,80.612,35.0,3.2726,114.54,30.028,100.8,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.5647,2.0,3.7863,13.175,30.026,97.631,35.0,3.3252,116.38,30.026,101.81,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.5647,10.0,3.7863,17.075,30.026,75.332,35.0,3.1887,111.6,30.026,98.29,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.4776,2.0,3.69559,13.028,30.028,91.772,35.0,3.2396,113.39,30.028,99.22,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.4776,10.0,3.69559,16.798,30.028,71.176,35.0,3.1077,108.77,30.028,95.83,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.3906,2.0,3.62468,13.262,30.026,84.806,35.0,3.1605,110.62,30.026,96.88,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.3906,10.0,3.62468,17.352,30.026,64.817,35.0,3.0174,105.61,30.026,93.19,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.3035,2.0,3.55318,14.081,30.027,74.796,35.0,3.0604,107.11,30.027,94.0,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.3035,10.0,3.55318,19.799,30.027,53.194,35.0,2.8602,100.11,30.027,88.84,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.26,2.0,3.51284,15.1,30.026,67.075,35.0,2.9843,104.45,30.026,91.86,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.26,10.0,3.51284,23.953,30.026,42.285,35.0,2.6745,93.61,30.026,83.88,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.2165,2.0,3.46886,16.988,30.027,57.032,35.0,2.8743,100.6,30.027,88.84,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.2165,10.0,3.46886,31.818,30.027,30.45,30.45,2.5,76.13,30.027,75.47,voltage,0,0.0,0
BOOST_NEGPULSE,675,0.87747,0.173,2.0,3.42159,22.24,28.957,41.439,35.0,2.6432,92.51,28.957,80.43,current_rating,1,0.0,0
BOOST_NEGPULSE,675,0.87747,0.173,10.0,3.42159,31.419,28.957,29.332,29.332,2.5,73.33,28.957,72.73,voltage,0,0.0,0
BOOST_NEGPULSE,712,0.87019,0.9567,2.0,4.11233,15.536,29.776,103.781,35.0,3.5686,124.9,29.776,108.67,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.9567,10.0,4.11233,18.495,29.776,87.178,35.0,3.465,121.28,29.776,106.05,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.9136,2.0,4.08845,15.248,29.774,104.173,35.0,3.5548,124.42,29.774,108.21,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.9136,10.0,4.08845,18.724,29.774,84.833,35.0,3.4331,120.16,29.774,105.13,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.8272,2.0,4.04116,14.643,29.776,105.251,35.0,3.5287,123.5,29.776,107.35,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.8272,10.0,4.04116,18.676,29.776,82.521,35.0,3.3875,118.56,29.776,103.77,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.741,2.0,3.93885,13.914,29.775,103.408,35.0,3.4519,120.81,29.775,104.94,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.741,10.0,3.93885,17.535,29.775,82.057,35.0,3.3251,116.38,29.775,101.73,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.6546,2.0,3.86538,13.558,29.776,100.707,35.0,3.3909,118.68,29.776,103.07,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.6546,10.0,3.86538,17.518,29.776,77.944,35.0,3.2523,113.83,29.776,99.56,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.5683,2.0,3.78757,13.283,29.774,96.931,35.0,3.3227,116.29,29.774,101.0,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.5683,10.0,3.78757,17.351,29.774,74.209,35.0,3.1803,111.31,29.774,97.39,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.482,2.0,3.6974,13.35,29.776,89.695,35.0,3.2302,113.06,29.776,98.26,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.482,10.0,3.6974,17.44,29.776,68.658,35.0,3.087,108.04,29.776,94.63,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.3957,2.0,3.62548,13.386,29.778,84.081,35.0,3.157,110.49,29.778,96.09,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.3957,10.0,3.62548,17.647,29.778,63.776,35.0,3.0078,105.27,29.778,92.31,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.3094,2.0,3.55423,14.495,29.776,72.731,35.0,3.0469,106.64,29.776,92.98,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.3094,10.0,3.55423,20.584,29.776,51.217,35.0,2.8338,99.18,29.776,87.58,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.2662,2.0,3.51452,15.117,29.774,67.111,35.0,2.9854,104.49,29.774,91.24,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.2662,10.0,3.51452,24.27,29.774,41.802,35.0,2.6651,93.28,29.774,83.13,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.2231,2.0,3.4714,17.185,29.776,56.526,35.0,2.8699,100.45,29.776,88.13,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.2231,10.0,3.4714,32.221,29.776,30.149,30.149,2.5,75.37,29.776,74.8,voltage,0,0.0,0
BOOST_NEGPULSE,712,0.87019,0.1799,2.0,3.42391,21.585,29.307,42.803,35.0,2.6684,93.39,29.307,81.8,current_rating,1,0.0,0
BOOST_NEGPULSE,712,0.87019,0.1799,10.0,3.42391,31.214,29.307,29.599,29.599,2.5,74.0,29.307,73.53,voltage,0,0.0,0
BOOST_NEGPULSE,750,0.86456,0.957,2.0,4.11172,15.974,29.585,100.895,35.0,3.5526,124.34,29.585,107.66,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.957,10.0,4.11172,19.003,29.585,84.815,35.0,3.4466,120.63,29.585,105.01,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.9141,2.0,4.08824,15.197,29.584,104.507,35.0,3.5563,124.47,29.584,107.65,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.9141,10.0,4.08824,18.743,29.584,84.737,35.0,3.4322,120.13,29.584,104.54,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.8283,2.0,4.04016,15.038,29.585,102.418,35.0,3.5138,122.98,29.585,106.37,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.8283,10.0,4.04016,19.037,29.585,80.905,35.0,3.3739,118.09,29.585,102.87,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.7426,2.0,3.93825,14.031,29.585,102.507,35.0,3.4472,120.65,29.585,104.23,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.7426,10.0,3.93825,17.678,29.585,81.359,35.0,3.3195,116.18,29.585,101.04,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.6569,2.0,3.86536,13.808,29.584,98.881,35.0,3.3821,118.37,29.584,102.27,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.6569,10.0,3.86536,17.834,29.584,76.559,35.0,3.2412,113.44,29.584,98.74,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.5711,2.0,3.78849,13.687,29.583,94.141,35.0,3.3095,115.83,29.583,100.1,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.5711,10.0,3.78849,17.852,29.583,72.178,35.0,3.1637,110.73,29.583,96.45,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.4853,2.0,3.69877,13.898,29.586,86.251,35.0,3.2123,112.43,29.586,97.27,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.4853,10.0,3.69877,18.015,29.586,66.542,35.0,3.0682,107.39,29.586,93.66,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.3996,2.0,3.62612,13.831,29.585,81.418,35.0,3.142,109.97,29.585,95.17,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.3996,10.0,3.62612,18.229,29.585,61.777,35.0,2.9881,104.58,29.585,91.32,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.3138,2.0,3.55491,14.362,29.585,73.451,35.0,3.0522,106.83,29.585,92.6,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.3138,10.0,3.55491,20.548,29.585,51.34,35.0,2.8357,99.25,29.585,87.19,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.2709,2.0,3.51581,15.684,29.585,64.769,35.0,2.9669,103.84,29.585,90.29,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.2709,10.0,3.51581,25.388,29.585,40.012,35.0,2.6272,91.95,29.585,81.79,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.2281,2.0,3.47324,17.316,29.585,56.204,35.0,2.8672,100.35,29.585,87.6,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.2281,10.0,3.47324,32.452,29.585,29.99,29.99,2.5,74.97,29.585,74.35,voltage,0,0.0,0
BOOST_NEGPULSE,750,0.86456,0.1852,2.0,3.42566,22.5,28.8,41.141,35.0,2.6382,92.34,28.8,80.0,current_rating,1,0.0,0
BOOST_NEGPULSE,750,0.86456,0.1852,10.0,3.42566,31.763,28.8,29.142,29.142,2.5,72.86,28.8,72.31,voltage,0,0.0,0
BOOST_NEGPULSE,787,0.85699,0.9574,2.0,4.11214,16.084,29.322,100.236,35.0,3.5492,124.22,29.322,106.75,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.9574,10.0,4.11214,19.31,29.322,83.489,35.0,3.4363,120.27,29.322,103.97,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.9149,2.0,4.08821,15.987,29.324,99.344,35.0,3.5287,123.5,29.324,106.14,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.9149,10.0,4.08821,19.772,29.324,80.325,35.0,3.3962,118.87,29.324,102.88,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.8299,2.0,4.0389,15.227,29.323,101.064,35.0,3.506,122.71,29.323,105.34,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.8299,10.0,4.0389,19.415,29.323,79.264,35.0,3.3594,117.58,29.323,101.74,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.7449,2.0,3.93767,14.544,29.324,98.847,35.0,3.4286,120.0,29.324,102.96,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.7449,10.0,3.93767,18.473,29.324,77.826,35.0,3.2911,115.19,29.324,99.58,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.6599,2.0,3.86576,13.935,29.322,98.01,35.0,3.378,118.23,29.322,101.37,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.6599,10.0,3.86576,18.252,29.322,74.826,35.0,3.2269,112.94,29.322,97.66,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.5749,2.0,3.79002,14.16,29.323,91.107,35.0,3.2944,115.31,29.323,98.96,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.5749,10.0,3.79002,18.607,29.323,69.331,35.0,3.1388,109.86,29.323,95.14,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.4899,2.0,3.70094,13.942,29.322,86.14,35.0,3.213,112.45,29.322,96.53,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.4899,10.0,3.70094,18.236,29.322,65.857,35.0,3.0627,107.19,29.322,92.84,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.4049,2.0,3.6273,14.272,29.323,78.987,35.0,3.1278,109.47,29.323,94.09,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.4049,10.0,3.6273,18.961,29.323,59.453,35.0,2.9637,103.73,29.323,90.06,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.3199,2.0,3.55627,14.988,29.323,70.473,35.0,3.0317,106.11,29.323,91.39,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.3199,10.0,3.55627,21.741,29.323,48.585,35.0,2.7953,97.84,29.323,85.59,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.2774,2.0,3.51788,16.062,29.323,63.37,35.0,2.9557,103.45,29.323,89.34,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.2774,10.0,3.51788,26.307,29.323,38.692,35.0,2.5971,90.9,29.323,80.54,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.2349,2.0,3.47596,18.088,29.323,53.956,35.0,2.8429,99.5,29.323,86.37,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.2349,10.0,3.47596,32.844,29.323,29.715,29.715,2.5,74.29,29.323,73.68,voltage,0,0.0,0
BOOST_NEGPULSE,787,0.85699,0.1924,2.0,3.42792,21.998,28.894,42.183,35.0,2.658,93.03,28.894,80.68,current_rating,1,0.0,0
BOOST_NEGPULSE,787,0.85699,0.1924,10.0,3.42792,31.771,28.894,29.206,29.206,2.5,73.02,28.894,72.52,voltage,0,0.0,0
BOOST_NEGPULSE,825,0.85194,0.9576,2.0,4.11249,16.346,29.156,98.644,35.0,3.5404,123.91,29.156,106.01,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.9576,10.0,4.11249,19.612,29.156,82.221,35.0,3.4261,119.91,29.156,103.23,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.9154,2.0,4.08821,16.248,29.155,97.75,35.0,3.5195,123.18,29.155,105.38,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.9154,10.0,4.08821,20.082,29.155,79.085,35.0,3.3853,118.49,29.155,102.12,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.8308,2.0,4.03797,15.462,29.155,99.466,35.0,3.4968,122.39,29.155,104.58,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.8308,10.0,4.03797,19.688,29.155,78.117,35.0,3.3489,117.21,29.155,100.99,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.7463,2.0,3.93732,14.76,29.154,97.382,35.0,3.4207,119.73,29.154,102.24,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.7463,10.0,3.93732,18.742,29.154,76.69,35.0,3.2814,114.85,29.154,98.86,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.6618,2.0,3.86599,14.272,29.154,95.708,35.0,3.3664,117.83,29.154,100.58,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.6618,10.0,3.86599,18.588,29.154,73.489,35.0,3.2154,112.54,29.154,96.91,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.5773,2.0,3.79113,14.396,29.155,89.69,35.0,3.2873,115.05,29.155,98.29,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.5773,10.0,3.79113,18.899,29.155,68.317,35.0,3.1297,109.54,29.155,94.47,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.4928,2.0,3.70246,14.238,29.155,84.456,35.0,3.2041,112.14,29.155,95.84,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.4928,10.0,3.70246,18.601,29.155,64.646,35.0,3.0514,106.8,29.155,92.13,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.4083,2.0,3.62808,14.492,29.154,77.842,35.0,3.1209,109.23,29.154,93.46,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.4083,10.0,3.62808,19.27,29.154,58.541,35.0,2.9536,103.38,29.154,89.39,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.3238,2.0,3.55713,15.256,29.155,69.291,35.0,3.0232,105.81,29.155,90.74,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.3238,10.0,3.55713,22.236,29.155,47.541,35.0,2.7789,97.26,29.155,84.81,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.2815,2.0,3.51913,16.506,29.154,61.745,35.0,2.9414,102.95,29.154,88.57,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.2815,10.0,3.51913,26.977,29.154,37.777,35.0,2.5749,90.12,29.154,79.67,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.2393,2.0,3.47784,18.206,29.155,53.71,35.0,2.8406,99.42,29.155,85.92,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.2393,10.0,3.47784,33.003,29.155,29.629,29.629,2.5,74.07,29.155,73.34,voltage,0,0.0,0
BOOST_NEGPULSE,825,0.85194,0.197,2.0,3.42959,21.982,28.633,42.29,35.0,2.6602,93.11,28.633,80.18,current_rating,1,0.0,0
BOOST_NEGPULSE,825,0.85194,0.197,10.0,3.42959,32.022,28.633,29.029,29.029,2.5,72.57,28.633,71.95,voltage,0,0.0,0
BOOST_NEGPULSE,862,0.84413,0.958,2.0,4.11406,17.154,28.885,94.091,35.0,3.5137,122.98,28.885,104.52,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.958,10.0,4.11406,20.817,28.885,77.536,35.0,3.3855,118.49,28.885,101.47,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.9162,2.0,4.08837,16.73,28.883,94.944,35.0,3.5028,122.6,28.883,104.13,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.9162,10.0,4.08837,20.832,28.883,76.246,35.0,3.3592,117.57,28.883,100.71,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.8324,2.0,4.03717,15.839,28.884,97.048,35.0,3.4828,121.9,28.884,103.4,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.8324,10.0,4.03717,20.302,28.884,75.715,35.0,3.3266,116.43,28.884,99.67,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.7487,2.0,3.93836,15.106,28.883,95.219,35.0,3.4097,119.34,28.883,101.15,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.7487,10.0,3.93836,19.344,28.883,74.359,35.0,3.2613,114.15,28.883,97.61,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.665,2.0,3.86777,14.392,28.884,95.036,35.0,3.364,117.74,28.884,99.71,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.665,10.0,3.86777,19.007,28.884,71.961,35.0,3.2025,112.09,28.884,95.86,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.5813,2.0,3.79435,14.68,28.883,88.172,35.0,3.2806,114.82,28.883,97.35,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.5813,10.0,3.79435,19.548,28.883,66.215,35.0,3.1102,108.86,28.883,93.28,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.4975,2.0,3.70626,14.348,28.883,84.075,35.0,3.2041,112.14,28.883,95.08,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.4975,10.0,3.70626,18.997,28.883,63.496,35.0,3.0414,106.45,28.883,91.2,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.4138,2.0,3.63043,14.918,28.884,75.775,35.0,3.1083,108.79,28.884,92.42,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.4138,10.0,3.63043,19.987,28.884,56.559,35.0,2.9309,102.58,28.884,88.19,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.3301,2.0,3.55922,15.57,28.883,68.031,35.0,3.0143,105.5,28.883,89.81,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.3301,10.0,3.55922,22.712,28.883,46.636,35.0,2.7643,96.75,28.883,83.85,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.2882,2.0,3.52177,16.969,28.882,60.214,35.0,2.9279,102.47,28.882,87.56,current_rating,1,0.0,0
BOOST_NEGPULSE,862,0.84413,0.2882,10.0,3.52177,27.993,28.882,36.501,35.0,2.542,88.97,28.882,78.36,current_rating,1,0.0,0
