protocol,cycle,SOH,CAP_Ah,SOC,soc_group,direction,rate_rank,I_A,CRate_rated,tau_s,tau_actual_s,V_pre_V,V_tau_V,R_mOhm,file
CC,750,0.90025,2.67681,0.286,9,discharge,3,-30.78,10.26,10.0,9.9,3.52,2.9041,20.0097,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2864,9,charge,3,26.766,8.922,2.0,2.0,3.5323,3.8732,12.7363,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2864,9,charge,3,26.766,8.922,10.0,9.9,3.5323,3.9487,15.557,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2416,10,discharge,0,-2.676,0.892,2.0,2.0,3.4641,3.4218,15.806,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2416,10,discharge,0,-2.676,0.892,10.0,9.9,3.4641,3.4084,20.8131,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2416,10,charge,0,1.339,0.446,2.0,2.0,3.4659,3.4864,15.3145,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2416,10,charge,0,1.339,0.446,10.0,9.9,3.4659,3.4921,19.5727,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2415,10,discharge,1,-10.706,3.569,2.0,2.0,3.4645,3.2945,15.8789,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2415,10,discharge,1,-10.706,3.569,10.0,9.9,3.4645,3.2376,21.1937,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2417,10,charge,1,5.353,1.784,2.0,1.9,3.4711,3.5488,14.5141,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2417,10,charge,1,5.353,1.784,10.0,9.91,3.4711,3.5698,18.4369,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2414,10,discharge,2,-21.411,7.137,2.0,2.0,3.4662,3.1269,15.847,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2414,10,discharge,2,-21.411,7.137,10.0,9.9,3.4662,2.9689,23.2264,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2418,10,charge,2,16.058,5.353,2.0,2.0,3.4756,3.6941,13.6069,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2418,10,charge,2,16.058,5.353,10.0,9.9,3.4756,3.7495,17.0569,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2414,10,discharge,3,-30.778,10.259,2.0,2.0,3.466,2.9816,15.7385,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2414,10,discharge,3,-30.778,10.259,10.0,9.9,3.466,2.6838,25.4143,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2418,10,charge,3,26.766,8.922,2.0,2.0,3.4787,3.8223,12.8372,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.2418,10,charge,3,26.766,8.922,10.0,9.9,3.4787,3.9052,15.9344,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.197,11,discharge,0,-2.676,0.892,2.0,2.0,3.4227,3.3768,17.1493,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.197,11,discharge,0,-2.676,0.892,10.0,9.9,3.4227,3.3601,23.3888,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.197,11,charge,0,1.34,0.447,2.0,1.9,3.4252,3.4469,16.1916,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.197,11,charge,0,1.34,0.447,10.0,9.9,3.4252,3.4528,20.5939,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1969,11,discharge,1,-10.708,3.569,2.0,1.9,3.4233,3.235,17.585,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1969,11,discharge,1,-10.708,3.569,10.0,9.9,3.4233,3.132,27.204,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1971,11,charge,1,5.353,1.784,2.0,1.9,3.4324,3.5126,14.9834,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1971,11,charge,1,5.353,1.784,10.0,9.9,3.4324,3.5296,18.1594,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1968,11,discharge,2,-21.411,7.137,2.0,1.9,3.4255,3.0395,18.0281,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1968,11,discharge,2,-21.411,7.137,10.0,9.9,3.4255,2.6895,34.3749,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1971,11,charge,2,16.06,5.353,2.0,2.0,3.4379,3.6544,13.4807,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1971,11,charge,2,16.06,5.353,10.0,9.9,3.4379,3.7011,16.3885,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1968,11,discharge,3,-30.78,10.26,2.0,2.0,3.4249,2.8448,18.8467,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1968,11,discharge,3,-30.78,10.26,10.0,9.9,3.4249,2.4999,30.052,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1972,11,charge,3,26.767,8.922,2.0,2.0,3.4402,3.781,12.7321,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1972,11,charge,3,26.767,8.922,10.0,9.9,3.4402,3.8591,15.6499,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1524,12,discharge,0,-2.676,0.892,2.0,2.0,3.3754,3.3156,22.3434,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1524,12,discharge,0,-2.676,0.892,10.0,9.9,3.3754,3.2811,35.2339,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1524,12,charge,0,1.341,0.447,2.0,2.0,3.3796,3.4062,19.8404,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1524,12,charge,0,1.341,0.447,10.0,9.9,3.3796,3.4161,27.2246,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1523,12,discharge,1,-10.707,3.569,2.0,2.0,3.3771,3.1035,25.5534,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1523,12,discharge,1,-10.707,3.569,10.0,9.9,3.3771,2.8067,53.2736,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1525,12,charge,1,5.351,1.784,2.0,2.0,3.3901,3.4838,17.5111,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1525,12,charge,1,5.351,1.784,10.0,9.9,3.3901,3.507,21.8468,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1522,12,discharge,2,-20.74,6.913,2.0,1.9,3.38,2.7999,27.9701,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1522,12,discharge,2,-20.74,6.913,10.0,9.9,3.38,2.4999,42.4349,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1526,12,charge,2,16.06,5.353,2.0,1.9,3.3974,3.6294,14.4458,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1526,12,charge,2,16.06,5.353,10.0,9.91,3.3974,3.6717,17.0797,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1522,12,discharge,3,-18.906,6.302,2.0,2.0,3.3804,2.4962,46.7682,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1522,12,discharge,3,-18.906,6.302,10.0,9.9,3.3804,2.4999,46.5725,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1527,12,charge,3,26.766,8.922,2.0,2.0,3.3989,3.7553,13.3154,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,750,0.90025,2.67681,0.1527,12,charge,3,26.766,8.922,10.0,9.91,3.3989,3.8229,15.841,09-19-21_01.19_CC_protocol_HPPC_IN21700_30T_cycle_#750.mat
CC,787,0.89629,2.66503,1.0,0,discharge,0,-2.663,0.888,2.0,2.0,4.1374,4.0926,16.8206,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,discharge,0,-2.663,0.888,10.0,9.7,4.1374,4.0749,23.4662,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,0,1.333,0.444,2.0,2.0,4.1506,4.1787,21.0803,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,0,1.333,0.444,10.0,9.9,4.1506,4.1903,29.7824,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9999,0,discharge,1,-10.658,3.553,2.0,1.9,4.1462,3.9443,18.9435,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9999,0,discharge,1,-10.658,3.553,10.0,9.9,4.1462,3.906,22.5371,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,1,1.859,0.62,2.0,2.0,4.1534,4.2,25.0672,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,1,1.859,0.62,10.0,9.9,4.1534,4.2,25.0672,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9998,0,discharge,2,-21.32,7.107,2.0,1.9,4.1445,3.7796,17.1154,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9998,0,discharge,2,-21.32,7.107,10.0,9.9,4.1445,3.7312,19.3856,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,2,1.753,0.584,2.0,2.0,4.1573,4.2,24.3555,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,2,1.753,0.584,10.0,9.91,4.1573,4.1999,24.2984,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9998,0,discharge,3,-30.645,10.215,2.0,2.0,4.1446,3.6515,16.0907,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9998,0,discharge,3,-30.645,10.215,10.0,9.9,4.1446,3.5932,17.9931,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,3,1.681,0.56,2.0,2.0,4.1594,4.2001,24.219,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,1.0,0,charge,3,1.681,0.56,10.0,9.91,4.1594,4.2001,24.219,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9556,1,discharge,0,-2.663,0.888,2.0,2.0,4.0938,4.0475,17.3838,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9556,1,discharge,0,-2.663,0.888,10.0,9.9,4.0938,4.0377,21.0633,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9556,1,charge,0,1.331,0.444,2.0,2.0,4.0944,4.1183,17.9564,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9556,1,charge,0,1.331,0.444,10.0,9.9,4.0944,4.1239,22.1638,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9555,1,discharge,1,-10.658,3.553,2.0,2.0,4.0941,3.9174,16.5791,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9555,1,discharge,1,-10.658,3.553,10.0,9.9,4.0941,3.8894,19.2062,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9556,1,charge,1,5.31,1.77,2.0,1.9,4.0977,4.189,17.1933,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9556,1,charge,1,5.31,1.77,10.0,9.9,4.0977,4.2,19.2648,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9554,1,discharge,2,-21.32,7.107,2.0,2.0,4.0945,3.7649,15.4597,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9554,1,discharge,2,-21.32,7.107,10.0,9.9,4.0945,3.7175,17.6829,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9557,1,charge,2,5.263,1.754,2.0,2.0,4.0996,4.2,19.0748,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9557,1,charge,2,5.263,1.754,10.0,9.9,4.0996,4.2,19.0748,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9553,1,discharge,3,-30.645,10.215,2.0,2.0,4.0951,3.6446,14.7006,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9553,1,discharge,3,-30.645,10.215,10.0,9.9,4.0951,3.579,16.8412,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9557,1,charge,3,5.143,1.714,2.0,2.0,4.1028,4.2,18.8976,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9557,1,charge,3,5.143,1.714,10.0,9.9,4.1028,4.2,18.8976,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9111,2,discharge,0,-2.665,0.888,2.0,1.9,4.079,4.0353,16.3965,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9111,2,discharge,0,-2.665,0.888,10.0,9.9,4.079,4.0257,19.9985,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9112,2,charge,0,1.331,0.444,2.0,2.0,4.0801,4.1019,16.3737,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9112,2,charge,0,1.331,0.444,10.0,9.9,4.0801,4.1064,19.7536,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9111,2,discharge,1,-10.66,3.553,2.0,2.0,4.0791,3.9087,15.985,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9111,2,discharge,1,-10.66,3.553,10.0,9.9,4.0791,3.8742,19.2214,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9112,2,charge,1,5.328,1.776,2.0,1.9,4.0822,4.1674,15.9904,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9112,2,charge,1,5.328,1.776,10.0,9.9,4.0822,4.1856,19.4062,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.911,2,discharge,2,-21.321,7.107,2.0,2.0,4.0794,3.7555,15.1916,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.911,2,discharge,2,-21.321,7.107,10.0,9.9,4.0794,3.6942,18.0667,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9113,2,charge,2,6.732,2.244,2.0,2.0,4.0843,4.2,17.1856,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9113,2,charge,2,6.732,2.244,10.0,9.9,4.0843,4.2,17.1856,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9109,2,discharge,3,-30.646,10.215,2.0,1.9,4.08,3.635,14.5207,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9109,2,discharge,3,-30.646,10.215,10.0,9.9,4.08,3.5503,17.2845,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9113,2,charge,3,6.624,2.208,2.0,2.0,4.0863,4.2,17.1639,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.9113,2,charge,3,6.624,2.208,10.0,9.9,4.0863,4.2,17.1639,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8223,3,discharge,0,-2.665,0.888,2.0,1.9,4.0146,3.974,15.2334,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8223,3,discharge,0,-2.665,0.888,10.0,9.9,4.0146,3.9586,21.0116,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8223,3,charge,0,1.333,0.444,2.0,2.0,4.0168,4.0366,14.8526,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8223,3,charge,0,1.333,0.444,10.0,9.9,4.0168,4.0432,19.8035,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8223,3,discharge,1,-10.66,3.553,2.0,1.9,4.0155,3.8552,15.0375,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8223,3,discharge,1,-10.66,3.553,10.0,9.9,4.0155,3.8032,19.9156,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8224,3,charge,1,5.33,1.777,2.0,1.9,4.0207,4.0974,14.3902,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8224,3,charge,1,5.33,1.777,10.0,9.9,4.0207,4.1201,18.6492,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8222,3,discharge,2,-21.32,7.107,2.0,1.9,4.0164,3.7076,14.4841,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8222,3,discharge,2,-21.32,7.107,10.0,9.9,4.0164,3.6299,18.1285,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8225,3,charge,2,11.449,3.816,2.0,2.0,4.0242,4.2001,15.3638,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8225,3,charge,2,11.449,3.816,10.0,9.9,4.0242,4.2001,15.3638,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8221,3,discharge,3,-30.646,10.215,2.0,1.9,4.0174,3.5893,13.9692,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8221,3,discharge,3,-30.646,10.215,10.0,9.9,4.0174,3.4926,17.1246,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8225,3,charge,3,11.425,3.808,2.0,2.0,4.0265,4.1999,15.1772,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.8225,3,charge,3,11.425,3.808,10.0,9.9,4.0265,4.1999,15.1772,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7335,4,discharge,0,-2.666,0.889,2.0,2.0,3.9194,3.8805,14.5928,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7335,4,discharge,0,-2.666,0.889,10.0,9.9,3.9194,3.8661,19.9947,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7335,4,charge,0,1.333,0.444,2.0,2.0,3.9215,3.9404,14.1807,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7335,4,charge,0,1.333,0.444,10.0,9.9,3.9215,3.946,18.3824,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7334,4,discharge,1,-10.658,3.553,2.0,1.9,3.9196,3.7659,14.4211,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7334,4,discharge,1,-10.658,3.553,10.0,9.9,3.9196,3.7201,18.7183,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7336,4,charge,1,5.33,1.777,2.0,2.0,3.9253,3.998,13.6408,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7336,4,charge,1,5.33,1.777,10.0,9.9,3.9253,4.0158,16.9806,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7333,4,discharge,2,-21.32,7.107,2.0,2.0,3.9202,3.6213,14.0197,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7333,4,discharge,2,-21.32,7.107,10.0,9.9,3.9202,3.5548,17.1388,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7337,4,charge,2,15.988,5.329,2.0,1.9,3.9277,4.1337,12.8847,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7337,4,charge,2,15.988,5.329,10.0,9.9,3.9277,4.1854,16.1183,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7333,4,discharge,3,-30.643,10.214,2.0,2.0,3.9205,3.5056,13.5398,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7333,4,discharge,3,-30.643,10.214,10.0,9.9,3.9205,3.4178,16.4051,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7337,4,charge,3,19.475,6.492,2.0,2.0,3.9291,4.2001,13.9153,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.7337,4,charge,3,19.475,6.492,10.0,9.9,3.9291,4.2,13.9101,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6446,5,discharge,0,-2.666,0.889,2.0,2.0,3.8328,3.7957,13.9175,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6446,5,discharge,0,-2.666,0.889,10.0,9.9,3.8328,3.7827,18.7943,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6447,5,charge,0,1.333,0.444,2.0,1.9,3.8343,3.8524,13.5794,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6447,5,charge,0,1.333,0.444,10.0,9.9,3.8343,3.8579,17.7058,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6446,5,discharge,1,-10.66,3.553,2.0,1.9,3.8325,3.6878,13.5741,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6446,5,discharge,1,-10.66,3.553,10.0,9.9,3.8325,3.6472,17.3827,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6447,5,charge,1,5.33,1.777,2.0,1.9,3.8374,3.9084,13.3221,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6447,5,charge,1,5.33,1.777,10.0,9.9,3.8374,3.9294,17.2624,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6445,5,discharge,2,-21.32,7.107,2.0,1.9,3.8323,3.552,13.1473,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
CC,787,0.89629,2.66503,0.6445,5,discharge,2,-21.32,7.107,10.0,9.9,3.8323,3.4814,16.4587,09-23-21_21.14_CC_protocol_HPPC_IN21700_30T_cycle_#787.mat
