holdout,cycle,SOH,SOC,T_C,I_meas_A,I_A0_A,I_A3_A,k_f,k_s,k_f_span
BOOST_NEGPULSE,641.0,0.9264,0.15,10.0,-16.13,-18.901,-17.694,1.0783,1.0184,0.1365
BOOST_NEGPULSE,867.0,0.9103,0.2,10.0,-16.757,-19.164,-17.265,1.2148,1.0559,0.1882
BOOST_NEGPULSE,986.0,0.8946,0.2,10.0,-16.47,-16.706,-15.683,1.1341,1.0328,0.0857
BOOST_NEGPULSE,1100.0,0.8879,0.3,10.0,-27.162,-34.952,-31.729,1.1404,1.0355,0.1164
BOOST_NEGPULSE,1100.0,0.8879,0.2,10.0,-13.916,-16.26,-15.206,1.1404,1.0355,0.1164
BOOST_NEGPULSE,1220.0,0.865,0.3,10.0,-25.448,-29.559,-26.918,1.1436,1.0344,0.1522
BOOST_NEGPULSE,1220.0,0.865,0.2,10.0,-13.387,-13.811,-12.459,1.1436,1.0344,0.1522
BOOST_NEGPULSE,1333.0,0.8528,0.3,10.0,-24.925,-25.86,-23.497,1.1418,1.0348,0.3384
BOOST_NEGPULSE,1559.0,0.8371,0.3,10.0,-20.271,-21.393,-19.087,1.1655,1.0406,0.1544
BOOST_NEGPULSE,1685.0,0.818,0.4,10.0,-22.968,-33.048,-28.785,1.1932,1.05,0.2318
BOOST_NEGPULSE,1685.0,0.818,0.3,10.0,-14.132,-17.717,-15.614,1.1932,1.05,0.2318
BOOST_NEGPULSE_1S,522.0,0.934,0.2,10.0,-28.617,-29.776,-28.607,1.0597,1.0152,0.1377
BOOST_NEGPULSE_1S,641.0,0.9264,0.2,10.0,-24.7,-28.487,-26.921,1.0742,1.0189,0.1361
BOOST_NEGPULSE_1S,867.0,0.9103,0.2,10.0,-16.757,-18.911,-16.865,1.2448,1.0712,0.2064
BOOST_NEGPULSE_1S,986.0,0.8946,0.2,10.0,-16.47,-16.789,-15.847,1.1203,1.0321,0.063
BOOST_NEGPULSE_1S,1100.0,0.8879,0.3,10.0,-27.162,-35.437,-32.313,1.1338,1.0361,0.0946
BOOST_NEGPULSE_1S,1100.0,0.8879,0.2,10.0,-13.916,-16.357,-15.341,1.1338,1.0361,0.0946
BOOST_NEGPULSE_1S,1220.0,0.865,0.3,10.0,-25.448,-29.824,-27.22,1.1483,1.041,0.112
BOOST_NEGPULSE_1S,1220.0,0.865,0.2,10.0,-13.387,-16.506,-14.965,1.1483,1.041,0.112
BOOST_NEGPULSE_1S,1333.0,0.8528,0.3,10.0,-24.925,-26.653,-24.36,1.1517,1.0425,0.2692
BOOST_NEGPULSE_1S,1559.0,0.8371,0.3,10.0,-20.271,-24.334,-21.008,1.2062,1.0586,0.1436
BOOST_NEGPULSE_1S,1685.0,0.818,0.4,10.0,-22.968,-33.242,-28.605,1.2138,1.0621,0.162
BOOST_NEGPULSE_1S,1685.0,0.818,0.3,10.0,-14.132,-21.413,-18.963,1.2138,1.0621,0.162
