temp_set_C,T_cell_C,tau_s,SOC,direction,I_A,rest_before_s,V_pre_V,V_tau_V,R_mOhm
-20,-17.04,30.0,0.5121,charge,4.997,20.2,3.6725,3.9818,61.8934
-20,-16.96,30.0,0.5117,discharge,-7.798,20.2,3.6474,3.1599,62.5144
-20,-16.81,30.0,0.5124,charge,4.967,20.2,3.6972,3.9993,60.819
-20,-16.63,30.0,0.5119,discharge,-8.177,20.2,3.6626,3.1533,62.2875
-20,-16.61,30.0,0.5126,discharge,-8.305,20.3,3.7074,3.1785,63.6838
-20,-16.41,30.0,0.5134,discharge,-8.226,20.3,3.7146,3.1944,63.2354
-20,-16.32,30.0,0.4642,charge,4.999,20.2,3.627,3.9278,60.172
-20,-16.07,30.0,0.4637,discharge,-7.066,20.2,3.6052,3.1605,62.937
-20,-16.07,30.0,0.4643,charge,4.967,20.2,3.6515,3.9478,59.6513
-20,-16.12,30.0,0.4639,discharge,-7.38,20.2,3.6207,3.1547,63.1419
-20,-16.09,30.0,0.4645,discharge,-7.458,20.3,3.662,3.1777,64.9396
-20,-15.9,30.0,0.4652,discharge,-7.372,20.3,3.6696,3.1936,64.5695
-20,-15.55,30.0,0.4158,charge,4.997,20.2,3.5848,3.883,59.6722
-20,-15.72,30.0,0.4154,discharge,-6.119,20.2,3.5658,3.1657,65.3886
-20,-15.71,30.0,0.4159,charge,4.968,20.2,3.6095,3.9059,59.657
-20,-15.87,30.0,0.4155,discharge,-6.429,20.2,3.5825,3.1572,66.1503
-20,-15.53,30.0,0.4161,discharge,-6.5,20.3,3.6216,3.1773,68.3528
-20,-15.66,30.0,0.4166,discharge,-6.402,20.3,3.6295,3.1925,68.2546
-20,-15.65,30.0,0.3671,charge,5.0,20.2,3.5421,3.8448,60.5448
-20,-15.35,30.0,0.3666,discharge,-4.989,20.2,3.5252,3.1705,71.0921
-20,-15.45,30.0,0.3671,charge,4.964,20.2,3.5658,3.8707,61.421
-20,-15.57,30.0,0.3666,discharge,-5.268,20.2,3.5425,3.1621,72.2055
-20,-15.46,30.0,0.3671,discharge,-5.351,20.3,3.5791,3.1759,75.3462
-20,-15.36,30.0,0.3676,discharge,-5.249,20.3,3.588,3.1909,75.6539
-20,-15.32,30.0,0.3179,charge,4.999,20.2,3.4977,3.8062,61.7086
-20,-15.24,30.0,0.3174,discharge,-3.842,20.2,3.4822,3.1652,82.5113
-20,-15.49,30.0,0.3178,charge,4.963,20.2,3.5179,3.8348,63.8486
-20,-15.33,30.0,0.3173,discharge,-3.957,20.2,3.4974,3.1655,83.8746
-20,-15.51,30.0,0.3177,discharge,-4.029,20.3,3.5312,3.1762,88.109
-20,-15.0,30.0,0.318,discharge,-3.948,20.3,3.5407,3.1899,88.8551
-20,-15.03,30.0,0.2682,charge,4.999,20.2,3.4562,3.7564,60.0568
-20,-14.65,30.0,0.2678,discharge,-2.921,20.2,3.4418,3.1467,101.0098
-20,-14.96,30.0,0.2681,charge,4.96,20.2,3.4746,3.7858,62.7419
-20,-14.52,30.0,0.2676,discharge,-2.787,20.2,3.4523,3.1703,101.2022
-20,-14.55,30.0,0.2678,discharge,-2.838,20.3,3.4824,3.1809,106.248
-20,-14.43,30.0,0.218,charge,4.999,20.2,3.412,3.7169,60.9922
-20,-14.34,30.0,0.2176,charge,4.957,20.2,3.4227,3.7416,64.3359
-20,-14.25,30.0,0.2171,discharge,-2.991,20.2,3.4058,2.8669,180.1799
-20,-14.5,30.0,0.2174,discharge,-1.411,20.3,3.4457,3.2661,127.2856
-20,-14.18,30.0,0.2175,discharge,-1.966,20.3,3.4458,3.1609,144.8988
-20,-14.33,30.0,0.2177,discharge,-1.771,20.3,3.4501,3.1983,142.2117
-20,-13.86,30.0,0.1695,charge,4.998,20.2,3.3635,3.712,69.7223
-20,-13.71,30.0,0.1694,charge,4.822,20.2,3.3795,3.7035,67.1948
-20,-13.46,30.0,0.1261,charge,4.999,47.3,3.2611,3.7324,94.2807
-20,-13.14,30.0,0.1254,charge,4.376,20.2,3.1944,3.6913,113.5564
-20,-12.98,30.0,0.1249,charge,4.567,20.3,2.9307,3.6878,165.7653
-20,-12.87,30.0,0.1243,charge,4.942,20.3,2.9609,3.6968,148.8983
10,10.88,30.0,1.0,discharge,-29.996,2345.2,4.1943,3.4686,24.1932
10,11.0,30.0,1.0019,discharge,-29.997,20.2,4.1988,3.4647,24.4724
10,11.08,30.0,0.9569,charge,2.631,20.2,4.12,4.2002,30.4781
10,11.06,30.0,0.9568,discharge,-29.685,20.2,4.0983,3.4872,20.5862
10,10.82,30.0,0.9122,charge,4.472,20.2,4.0934,4.1991,23.6381
10,11.09,30.0,0.9119,discharge,-29.45,20.2,4.0773,3.4669,20.7267
10,10.91,30.0,0.8671,charge,5.0,20.2,4.078,4.1899,22.3818
10,11.13,30.0,0.8666,discharge,-29.479,20.2,4.0647,3.426,21.6666
10,10.94,30.0,0.8693,charge,1.732,20.2,4.08,4.1154,20.4447
10,10.9,30.0,0.8216,charge,4.999,20.2,4.0324,4.1521,23.9443
10,10.76,30.0,0.8212,discharge,-29.605,20.2,4.0146,3.3838,21.3072
10,11.26,30.0,0.8238,charge,3.725,20.2,4.0365,4.1248,23.706
10,11.43,30.0,0.8235,charge,3.496,20.3,4.0202,4.1147,27.034
10,11.34,30.0,0.7758,charge,4.999,20.2,3.9721,4.088,23.1832
10,11.06,30.0,0.7754,discharge,-29.62,20.2,3.9551,3.3432,20.6583
10,10.98,30.0,0.778,charge,4.987,20.2,3.9755,4.0918,23.323
10,10.98,30.0,0.7303,charge,5.0,20.2,3.9307,4.036,21.0617
10,11.11,30.0,0.7298,discharge,-29.627,20.2,3.9146,3.3021,20.6737
10,10.96,30.0,0.7325,charge,4.987,20.2,3.9331,4.0382,21.0731
10,11.05,30.0,0.6846,charge,4.997,20.2,3.8909,3.9979,21.4111
10,11.09,30.0,0.6841,discharge,-29.633,20.2,3.8725,3.2526,20.9192
10,10.87,30.0,0.6867,charge,4.983,20.2,3.8976,3.9997,20.4897
10,10.88,30.0,0.6385,charge,5.0,20.2,3.8291,3.9442,23.0223
10,10.82,30.0,0.6381,discharge,-28.918,20.2,3.8074,3.2074,20.7483
10,10.95,30.0,0.6407,charge,4.979,20.2,3.8337,3.949,23.1549
10,10.83,30.0,0.5921,charge,4.998,20.2,3.7787,3.8857,21.4098
10,10.41,30.0,0.5916,discharge,-25.852,20.2,3.7595,3.2083,21.3214
10,10.57,30.0,0.5939,charge,4.982,20.2,3.781,3.8885,21.5794
10,10.9,30.0,0.545,charge,4.999,20.2,3.7282,3.8363,21.6226
10,10.77,30.0,0.5445,discharge,-22.904,20.2,3.7091,3.2102,21.7822
10,10.71,30.0,0.5466,charge,4.985,20.2,3.7303,3.838,21.6035
10,10.95,30.0,0.4971,charge,4.997,20.2,3.6833,3.7899,21.3319
10,10.85,30.0,0.4966,discharge,-20.732,20.2,3.6644,3.2034,22.2362
10,10.79,30.0,0.4985,charge,4.982,20.2,3.685,3.7918,21.4372
10,10.82,30.0,0.4488,charge,4.999,20.2,3.648,3.7533,21.0642
10,11.07,30.0,0.4483,discharge,-18.641,20.2,3.6281,3.1979,23.0782
10,10.95,30.0,0.45,charge,4.982,20.2,3.6509,3.7557,21.0362
10,10.9,30.0,0.4001,charge,4.999,20.2,3.6152,3.723,21.563
10,11.17,30.0,0.3997,discharge,-16.529,20.2,3.5944,3.1904,24.4419
10,10.96,30.0,0.4012,charge,4.976,20.2,3.6199,3.726,21.3245
10,11.21,30.0,0.3508,charge,4.999,20.2,3.5756,3.6924,23.3642
10,11.03,30.0,0.3504,discharge,-13.938,20.2,3.5571,3.1871,26.5461
10,10.85,30.0,0.3516,charge,4.977,20.2,3.5854,3.6975,22.5223
10,10.97,30.0,0.3012,charge,4.999,20.2,3.5268,3.6519,25.026
10,11.12,30.0,0.3008,discharge,-10.561,20.2,3.5098,3.1927,30.0256
10,11.01,30.0,0.3017,charge,4.98,20.2,3.5364,3.6611,25.0402
10,11.01,30.0,0.251,charge,4.999,20.2,3.464,3.6011,27.4271
10,10.9,30.0,0.2506,discharge,-6.483,20.2,3.4488,3.2119,36.5398
10,11.05,30.0,0.2512,charge,4.987,20.2,3.4717,3.6085,27.4335
10,10.91,30.0,0.2001,charge,5.001,20.2,3.4037,3.5432,27.8939
10,11.09,30.0,0.1997,discharge,-3.262,20.2,3.3869,3.2009,57.0132
10,11.15,30.0,0.2,charge,4.976,20.2,3.4102,3.5495,27.9916
10,10.72,30.0,0.1502,charge,4.999,20.2,3.309,3.5076,39.7295
10,11.01,30.0,0.1507,charge,4.967,20.2,3.3326,3.5144,36.5994
10,11.07,30.0,0.1502,discharge,-1.998,20.2,3.3127,3.0436,134.6982
10,11.4,30.0,0.1504,discharge,-1.169,20.3,3.3531,3.247,90.7225
10,11.08,30.0,0.1505,discharge,-1.774,20.3,3.3578,3.1595,111.7813
10,10.91,30.0,0.1122,charge,5.001,20.3,3.1468,3.4563,61.8889
10,11.11,30.0,0.1054,charge,4.513,20.2,2.9607,3.3947,96.173
10,10.96,30.0,0.1048,charge,4.864,20.3,2.8784,3.4105,109.4046
0,1.41,30.0,1.0,discharge,-29.999,2846.2,4.1923,3.3149,29.2476
0,1.16,30.0,1.0018,discharge,-29.998,20.2,4.1988,3.3916,26.9085
0,1.58,30.0,0.9585,charge,2.034,20.2,4.1216,4.2004,38.749
0,1.59,30.0,0.9586,discharge,-29.335,20.2,4.0988,3.3993,23.8452
0,1.52,30.0,0.9612,discharge,-29.939,20.2,4.1141,3.4088,23.5579
0,1.73,30.0,0.9164,charge,3.404,20.2,4.0969,4.2,30.2879
0,1.63,30.0,0.9163,discharge,-29.305,20.2,4.0775,3.3772,23.8969
0,1.76,30.0,0.9188,discharge,-29.733,20.2,4.087,3.3883,23.4987
0,1.81,30.0,0.8742,charge,4.741,20.2,4.0799,4.1999,25.3095
0,1.77,30.0,0.8739,discharge,-29.436,20.2,4.0634,3.3307,24.8913
0,1.49,30.0,0.8765,charge,1.42,20.2,4.0817,4.1168,24.7253
0,1.87,30.0,0.829,charge,5.0,20.2,4.0327,4.1754,28.5429
0,1.9,30.0,0.8285,discharge,-29.539,20.2,4.0097,3.2844,24.554
0,1.68,30.0,0.8312,charge,3.318,20.2,4.0378,4.1301,27.818
0,1.85,30.0,0.8309,charge,3.076,20.3,4.0177,4.1199,33.2239
0,1.32,30.0,0.783,charge,4.998,20.2,3.973,4.1184,29.0916
0,1.56,30.0,0.7825,discharge,-29.638,20.2,3.9491,3.2126,24.8499
0,1.1,30.0,0.7852,charge,4.98,20.2,3.9781,4.1225,28.9977
0,1.19,30.0,0.7847,charge,4.997,20.3,3.9535,4.1201,33.3373
0,1.28,30.0,0.7842,charge,4.659,20.2,3.9495,4.1123,34.9416
0,1.18,30.0,0.7357,charge,5.0,20.2,3.9284,4.0653,27.3822
0,1.26,30.0,0.7352,discharge,-27.702,20.2,3.9057,3.1994,25.4964
0,1.08,30.0,0.7376,charge,4.981,20.2,3.9347,4.0684,26.8442
0,1.2,30.0,0.6888,charge,5.0,20.2,3.8757,4.0225,29.3629
0,1.14,30.0,0.6884,discharge,-25.302,20.2,3.848,3.2022,25.5237
0,1.04,30.0,0.6906,charge,4.971,20.2,3.8907,4.0259,27.1961
0,1.22,30.0,0.6415,charge,5.0,20.2,3.8234,3.9637,28.0628
0,1.1,30.0,0.641,discharge,-22.802,20.2,3.7976,3.1981,26.2916
0,1.31,30.0,0.6431,charge,4.974,20.2,3.8282,3.9706,28.6289
0,1.43,30.0,0.5936,charge,5.0,20.2,3.7738,3.9128,27.8022
0,1.42,30.0,0.5931,discharge,-20.096,20.2,3.7487,3.1964,27.4838
0,1.41,30.0,0.5949,charge,4.978,20.2,3.7776,3.9158,27.7599
0,1.33,30.0,0.545,charge,5.0,20.2,3.7221,3.8628,28.1423
0,1.29,30.0,0.5445,discharge,-18.119,20.2,3.6977,3.1835,28.379
0,1.37,30.0,0.5462,charge,4.978,20.2,3.7267,3.8658,27.9446
0,1.2,30.0,0.4959,charge,4.999,20.2,3.6769,3.8177,28.1634
0,0.89,30.0,0.4955,discharge,-16.183,20.2,3.6521,3.1765,29.3889
0,0.74,30.0,0.4969,charge,4.974,20.2,3.6824,3.8211,27.8839
0,0.76,30.0,0.4965,discharge,-16.826,20.2,3.657,3.1669,29.1275
0,0.69,30.0,0.498,discharge,-16.915,20.3,3.6848,3.1891,29.3054
0,0.75,30.0,0.4499,charge,5.0,20.2,3.6404,3.7837,28.6617
0,1.05,30.0,0.4494,discharge,-14.497,20.2,3.6164,3.1684,30.9029
0,0.68,30.0,0.4507,charge,4.976,20.2,3.6484,3.7881,28.0753
0,0.6,30.0,0.4503,discharge,-14.884,20.2,3.6225,3.1652,30.7243
0,0.67,30.0,0.4516,discharge,-14.94,20.3,3.6511,3.1865,31.0977
0,0.73,30.0,0.4027,charge,5.0,20.2,3.5998,3.7529,30.6224
0,0.7,30.0,0.4023,discharge,-12.306,20.2,3.5789,3.1682,33.374
0,0.59,30.0,0.4034,charge,4.977,20.2,3.6134,3.7605,29.5574
0,0.6,30.0,0.4029,discharge,-12.701,20.2,3.5887,3.1651,33.3517
0,0.74,30.0,0.4041,discharge,-12.783,20.3,3.6184,3.185,33.9044
0,0.45,30.0,0.3551,charge,5.0,20.2,3.5551,3.7176,32.5033
0,0.64,30.0,0.3547,discharge,-9.825,20.2,3.537,3.1714,37.2112
0,0.83,30.0,0.3555,charge,4.973,20.2,3.5706,3.7306,32.1744
0,0.69,30.0,0.3551,discharge,-10.208,20.2,3.5485,3.1664,37.4314
0,0.83,30.0,0.356,discharge,-10.291,20.3,3.5772,3.1846,38.1498
0,0.69,30.0,0.3066,charge,4.999,20.2,3.5019,3.679,35.4264
0,0.6,30.0,0.3062,discharge,-6.777,20.2,3.4881,3.1864,44.5182
0,0.32,30.0,0.3068,charge,4.98,20.2,3.5187,3.6924,34.8788
0,0.53,30.0,0.2557,charge,4.999,20.2,3.4427,3.6272,36.9096
0,0.59,30.0,0.2553,discharge,-3.746,20.2,3.4277,3.2039,59.7485
0,0.63,30.0,0.2556,charge,4.978,20.2,3.4533,3.6418,37.8678
0,0.65,30.0,0.2051,charge,4.999,20.2,3.385,3.5696,36.9274
0,0.6,30.0,0.2046,discharge,-3.008,20.2,3.3698,3.0008,122.6729
0,0.46,30.0,0.2049,charge,4.96,20.2,3.4061,3.5841,35.8878
0,0.79,30.0,0.2044,discharge,-1.232,20.2,3.3804,3.2981,66.8128
0,0.78,30.0,0.2045,discharge,-3.119,20.3,3.402,3.0271,120.1872
0,0.97,30.0,0.2049,discharge,-2.979,20.3,3.4086,3.0697,113.7477
0,0.64,30.0,0.157,charge,5.001,20.2,3.2726,3.5603,57.5331
0,0.77,30.0,0.1566,charge,4.761,20.2,3.294,3.5582,55.496
25,25.92,2.0,1.0,discharge,-30.0,30.8,4.1939,3.7539,14.6667
25,25.17,2.0,1.0018,discharge,-30.569,20.2,4.195,3.7444,14.7404
25,25.22,2.0,1.0044,discharge,-30.572,20.2,4.1953,3.747,14.6637
25,25.54,2.0,1.0073,discharge,-30.0,84.1,4.1961,3.7564,14.6567
25,25.98,2.0,0.9628,charge,5.0,20.2,4.0933,4.1596,13.2589
25,26.11,2.0,0.9623,discharge,-30.0,20.2,4.0928,3.7227,12.3367
25,25.36,2.0,0.9175,charge,4.999,20.2,4.074,4.1346,12.1215
25,25.98,2.0,0.917,discharge,-30.002,20.2,4.0735,3.7178,11.8559
25,25.27,2.0,0.9198,charge,2.209,20.2,4.0759,4.103,12.2652
25,25.56,2.0,0.8722,charge,4.998,20.2,4.0514,4.1118,12.0856
25,25.99,2.0,0.8718,discharge,-30.002,20.2,4.0516,3.6927,11.9625
25,26.3,2.0,0.8745,charge,4.076,20.2,4.0555,4.1047,12.0704
25,25.63,2.0,0.8269,charge,4.999,20.2,4.003,4.0626,11.9226
25,26.23,2.0,0.8264,discharge,-29.998,20.2,4.0027,3.649,11.7908
25,25.96,2.0,0.8291,charge,4.994,20.2,4.0072,4.0664,11.8552
25,25.27,2.0,0.7813,charge,5.0,20.2,3.9492,4.0077,11.7002
25,25.14,2.0,0.7808,discharge,-30.001,20.2,3.9487,3.6034,11.5096
25,26.07,2.0,0.7836,charge,4.999,20.2,3.9531,4.011,11.5828
25,25.54,2.0,0.7358,charge,5.0,20.2,3.9085,3.9667,11.6407
25,25.94,2.0,0.7353,discharge,-29.999,20.2,3.9088,3.5695,11.3104
25,25.43,2.0,0.7381,charge,4.999,20.2,3.9135,3.9707,11.4427
25,25.36,2.0,0.6902,charge,4.997,20.2,3.865,3.9221,11.4257
25,25.57,2.0,0.6898,discharge,-30.002,20.2,3.8665,3.5329,11.1193
25,26.11,2.0,0.6925,charge,4.994,20.2,3.8728,3.9304,11.5336
25,25.59,2.0,0.6447,charge,4.999,20.2,3.8093,3.864,10.9415
25,26.01,2.0,0.6442,discharge,-29.995,20.2,3.8097,3.4838,10.8651
25,25.94,2.0,0.647,charge,4.995,20.2,3.8133,3.8682,10.9899
25,25.47,2.0,0.5992,charge,4.999,20.2,3.7589,3.8131,10.8417
25,25.73,2.0,0.5987,discharge,-30.002,20.2,3.7589,3.433,10.8626
25,25.97,2.0,0.6014,charge,4.997,20.2,3.7615,3.8154,10.7861
25,25.63,2.0,0.5536,charge,4.999,20.2,3.7072,3.7605,10.6617
25,25.21,2.0,0.5531,discharge,-29.998,20.2,3.7073,3.3816,10.8574
25,25.9,2.0,0.5558,charge,4.993,20.2,3.7105,3.7645,10.8145
25,25.57,2.0,0.5082,charge,4.998,20.2,3.6611,3.7141,10.604
25,26.09,2.0,0.5077,discharge,-30.002,20.2,3.6619,3.3374,10.8159
25,25.36,2.0,0.5104,charge,4.997,20.2,3.6659,3.7196,10.7471
25,25.17,2.0,0.4625,charge,4.998,20.2,3.6234,3.6772,10.7652
25,25.5,2.0,0.4621,discharge,-29.995,20.2,3.6252,3.3001,10.8385
25,25.23,2.0,0.4648,charge,4.993,20.2,3.6301,3.6836,10.7146
25,25.91,2.0,0.4172,charge,5.0,20.2,3.588,3.6421,10.8206
25,25.89,2.0,0.4167,discharge,-29.971,20.2,3.5909,3.2621,10.9706
25,25.2,2.0,0.4195,charge,4.99,20.2,3.5966,3.6509,10.8813
25,25.81,2.0,0.3718,charge,4.998,20.2,3.5514,3.6063,10.9835
25,25.86,2.0,0.3713,discharge,-29.959,20.2,3.5545,3.219,11.1986
25,25.16,2.0,0.374,charge,4.987,20.2,3.5607,3.6154,10.9692
25,25.76,2.0,0.3256,charge,5.001,20.2,3.5095,3.5659,11.2775
25,26.1,2.0,0.3251,discharge,-26.115,20.2,3.5126,3.2071,11.6983
25,25.72,2.0,0.3275,charge,4.991,20.2,3.5179,3.5745,11.3402
25,25.63,2.0,0.2786,charge,4.999,20.2,3.4545,3.5145,12.0022
25,25.49,2.0,0.2781,discharge,-19.562,20.2,3.4571,3.2086,12.7032
25,25.59,2.0,0.2799,charge,4.994,20.2,3.4611,3.5207,11.9343
25,25.38,2.0,0.2303,charge,5.0,20.2,3.3965,3.4635,13.4013
25,26.05,2.0,0.2298,discharge,-11.791,20.2,3.3986,3.2182,15.2998
25,25.25,2.0,0.2309,charge,4.996,20.2,3.4023,3.4684,13.2303
25,25.52,2.0,0.1805,charge,4.999,20.2,3.325,3.4139,17.7832
25,26.12,2.0,0.18,discharge,-4.086,20.2,3.3353,3.2447,22.1738
25,26.14,2.0,0.1804,charge,4.993,20.2,3.3418,3.4259,16.8449
25,26.08,2.0,0.1799,discharge,-6.321,20.2,3.3452,3.2017,22.7017
25,25.59,2.0,0.1322,charge,5.0,20.3,3.0462,3.1794,26.6421
25,25.85,2.0,0.1308,discharge,-5.675,20.2,3.0518,2.8139,41.9214
25,25.72,2.0,0.1313,charge,4.961,20.2,3.0744,3.1959,24.4895
25,25.72,2.0,0.1156,discharge,-2.203,27.0,2.8379,2.6664,77.8484
-10,-8.58,2.0,1.0,discharge,-26.133,3590.3,4.1886,3.1994,37.8525
-10,-8.65,2.0,1.0016,discharge,-23.513,409.9,4.1939,3.1995,42.2915
-10,-8.1,2.0,0.9558,charge,3.63,20.2,4.0539,4.201,40.5223
-10,-8.03,2.0,0.9555,discharge,-27.044,20.2,4.0592,3.2233,30.9089
-10,-8.12,2.0,0.9577,discharge,-28.82,20.2,4.0706,3.2009,30.177
-10,-8.15,2.0,0.9126,charge,4.879,20.2,4.0209,4.2,36.7106
-10,-8.38,2.0,0.9122,discharge,-28.26,20.2,4.0248,3.2142,28.6837
-10,-8.4,2.0,0.9147,charge,2.011,20.2,4.0388,4.1205,40.6245
-10,-8.54,2.0,0.9145,charge,1.516,20.3,4.038,4.103,42.8816
-10,-7.8,2.0,0.8666,charge,5.0,20.2,3.9619,4.1386,35.3386
-10,-8.35,2.0,0.8662,discharge,-26.742,20.2,3.9666,3.2144,28.128
-10,-7.89,2.0,0.8685,charge,3.837,20.2,3.979,4.1196,36.6461
-10,-7.62,2.0,0.8202,charge,5.0,20.2,3.9106,4.0787,33.6187
-10,-7.66,2.0,0.8198,discharge,-25.272,20.2,3.9139,3.212,27.7738
-10,-7.69,2.0,0.822,charge,4.986,20.2,3.9234,4.0927,33.9544
-10,-8.09,2.0,0.7735,charge,5.001,20.2,3.8604,4.0199,31.8955
-10,-8.52,2.0,0.773,discharge,-23.521,20.2,3.8657,3.2188,27.5031
-10,-7.66,2.0,0.7751,charge,4.982,20.2,3.8754,4.037,32.4342
-10,-8.52,2.0,0.7265,charge,4.999,20.2,3.8152,3.971,31.1644
-10,-7.99,2.0,0.726,discharge,-21.76,20.2,3.8227,3.2213,27.6379
-10,-8.07,2.0,0.7279,charge,4.981,20.2,3.8337,3.9918,31.7438
-10,-7.88,2.0,0.7275,discharge,-22.873,20.2,3.8358,3.2074,27.4734
-10,-8.55,2.0,0.6811,charge,5.0,20.2,3.7711,3.9263,31.0419
-10,-8.63,2.0,0.6806,discharge,-20.019,20.2,3.7798,3.2206,27.9335
-10,-8.38,2.0,0.6824,charge,4.982,20.2,3.7905,3.9471,31.4351
-10,-7.69,2.0,0.6819,discharge,-21.092,20.2,3.7933,3.2069,27.802
-10,-8.6,2.0,0.6353,charge,4.999,20.2,3.7235,3.8782,30.9446
-10,-8.07,2.0,0.6349,discharge,-17.976,20.2,3.7328,3.2208,28.4824
-10,-7.63,2.0,0.6365,charge,4.979,20.2,3.744,3.9003,31.3944
-10,-8.24,2.0,0.636,discharge,-19.039,20.2,3.7473,3.2061,28.4259
-10,-8.05,2.0,0.5889,charge,4.999,20.2,3.6726,3.8278,31.0443
-10,-8.48,2.0,0.5885,discharge,-15.853,20.2,3.6828,3.2198,29.2058
-10,-8.48,2.0,0.5899,charge,4.98,20.2,3.6941,3.851,31.5041
-10,-8.19,2.0,0.5402,charge,5.0,20.2,3.6244,3.78,31.1219
-10,-7.58,2.0,0.5397,discharge,-13.774,20.2,3.6344,3.2193,30.1365
-10,-8.11,2.0,0.541,charge,4.981,20.2,3.6451,3.8029,31.6804
-10,-8.52,2.0,0.4914,charge,5.0,20.2,3.5824,3.7415,31.8225
-10,-8.42,2.0,0.4909,discharge,-11.901,20.2,3.592,3.2181,31.4175
-10,-7.67,2.0,0.492,charge,4.979,20.2,3.602,3.7637,32.4744
-10,-8.51,2.0,0.4422,charge,4.999,20.2,3.5434,3.7073,32.7866
-10,-8.27,2.0,0.4417,discharge,-10.046,20.2,3.553,3.2184,33.3068
-10,-7.58,2.0,0.4426,charge,4.981,20.2,3.5621,3.7283,33.3675
-10,-8.44,2.0,0.3927,charge,4.997,20.2,3.5055,3.6762,34.1578
-10,-7.54,2.0,0.3922,discharge,-8.165,20.2,3.5144,3.2194,36.1289
-10,-7.5,2.0,0.393,charge,4.982,20.2,3.5222,3.6953,34.7416
-10,-8.47,2.0,0.3428,charge,4.999,20.2,3.4682,3.6482,36.0079
-10,-8.53,2.0,0.3424,discharge,-6.193,20.2,3.4765,3.2226,40.9959
-10,-7.76,2.0,0.3429,charge,4.982,20.2,3.483,3.6653,36.5947
-10,-8.41,2.0,0.3425,discharge,-6.858,20.2,3.487,3.2047,41.1612
-10,-8.25,2.0,0.2931,charge,5.0,20.2,3.4286,3.6133,36.9422
-10,-8.46,2.0,0.2927,discharge,-4.17,20.2,3.4404,3.2425,47.4569
-10,-7.7,2.0,0.293,charge,4.98,20.2,3.447,3.6338,37.51
-10,-7.91,2.0,0.2926,discharge,-5.163,20.2,3.45,3.2059,47.276
-10,-8.41,2.0,0.2435,charge,4.999,20.2,3.386,3.5683,36.468
-10,-7.61,2.0,0.243,discharge,-2.548,20.2,3.4025,3.2689,52.4271
-10,-8.12,2.0,0.2432,charge,4.979,20.2,3.412,3.5951,36.7708
-10,-7.92,2.0,0.2428,discharge,-3.971,20.2,3.4169,3.2026,53.9676
-10,-7.98,2.0,0.1953,charge,5.0,20.2,3.3392,3.5555,43.2574
-10,-7.61,2.0,0.1949,discharge,-1.487,20.2,3.3576,3.2456,75.3144
-10,-7.62,2.0,0.195,charge,4.981,20.2,3.3676,3.5793,42.5049
-10,-8.13,2.0,0.1945,discharge,-2.171,20.2,3.3731,3.2082,75.9453
-10,-8.44,2.0,0.1479,charge,5.0,20.3,3.1618,3.5513,77.8938
-10,-8.6,2.0,0.1471,charge,5.3,20.2,3.1739,3.5749,75.6561
-10,-8.18,2.0,0.1433,discharge,-2.342,27.0,3.2414,2.8808,153.9414
-10,-8.42,2.0,0.1379,discharge,-2.549,31.0,3.1985,2.7001,195.5123
-10,-8.27,2.0,0.137,discharge,-2.369,26.0,3.2225,2.6791,229.4085
-10,-8.08,2.0,0.1326,charge,1.59,31.0,2.6697,3.1496,301.8524
-10,-8.02,2.0,0.1321,discharge,-2.239,31.0,3.1759,2.6635,228.8931
-10,-8.8,2.0,0.132,discharge,-2.59,26.0,3.2053,2.9126,113.0334
-10,-8.16,2.0,0.1285,charge,1.587,31.0,2.6669,3.1498,304.3232
-20,-17.92,2.0,1.0,discharge,-14.257,5348.6,4.1908,3.1994,69.5378
-20,-18.1,2.0,1.0009,discharge,-11.851,711.2,4.1952,3.2002,83.9592
-20,-18.11,2.0,0.9528,charge,2.886,20.2,4.0162,4.1997,63.5762
-20,-17.94,2.0,0.9527,discharge,-15.63,20.2,4.0283,3.2232,51.5099
-20,-17.26,2.0,0.9539,discharge,-17.12,20.2,4.0507,3.1805,50.8294
-20,-18.12,2.0,0.9063,charge,4.904,20.2,3.9387,4.2001,53.3045
-20,-18.1,2.0,0.9058,discharge,-16.093,20.2,3.9558,3.2281,45.2184
-20,-17.63,2.0,0.9073,charge,2.7,20.2,3.9777,4.1497,63.7155
-20,-17.25,2.0,0.907,discharge,-17.135,20.2,3.9844,3.2041,45.5384
-20,-17.14,2.0,0.9085,charge,1.854,20.2,3.9988,4.1273,69.3003
-20,-17.31,2.0,0.9084,charge,1.441,20.2,4.0011,4.1073,73.6886
-20,-17.73,2.0,0.8594,charge,5.0,20.2,3.8888,4.144,51.039
-20,-17.16,2.0,0.8589,discharge,-15.399,20.2,3.9019,3.2272,43.8145
-20,-17.52,2.0,0.8603,charge,3.947,20.2,3.9175,4.1359,55.3332
-20,-17.24,2.0,0.8599,discharge,-16.308,20.2,3.923,3.2051,44.0213
-20,-17.34,2.0,0.8614,charge,3.23,20.2,3.9338,4.1242,58.9419
-20,-17.58,2.0,0.8611,charge,2.801,20.2,3.9365,4.1098,61.8774
-20,-17.79,2.0,0.812,charge,4.999,20.2,3.8481,4.0963,49.647
-20,-17.52,2.0,0.8116,discharge,-14.562,20.2,3.8609,3.2272,43.5174
-20,-18.08,2.0,0.8129,charge,4.892,20.2,3.8743,4.1259,51.4351
-20,-18.11,2.0,0.8124,discharge,-15.426,20.2,3.879,3.207,43.5628
