temp_set_C,T_cell_C,tau_s,SOC,direction,I_A,rest_before_s,V_pre_V,V_tau_V,R_mOhm
-10,-7.86,10.0,0.1976,discharge,-2.341,20.2,3.3782,3.1148,112.5064
-10,-8.43,10.0,0.1979,discharge,-2.566,20.3,3.3951,3.1132,109.8768
-10,-7.93,10.0,0.1981,discharge,-1.311,20.3,3.4003,3.2807,91.242
-10,-8.34,10.0,0.1509,charge,4.999,27.3,3.2538,3.5957,68.3978
-10,-7.57,10.0,0.1499,charge,4.672,50.6,3.2751,3.5892,67.2361
-10,-8.11,10.0,0.1494,charge,4.803,20.3,3.2302,3.593,75.5346
-20,-17.74,10.0,1.0,discharge,-11.747,5694.5,4.1908,3.2004,84.3109
-20,-17.67,10.0,1.0004,discharge,-11.711,2520.2,4.1975,3.1779,87.0634
-20,-17.8,10.0,1.0016,discharge,-11.545,2892.3,4.1978,3.1773,88.3932
-20,-18.28,10.0,1.0028,discharge,-11.333,2974.3,4.1981,3.1876,89.1644
-20,-18.02,10.0,0.9544,charge,1.538,20.2,4.0711,4.1997,83.6096
-20,-17.98,10.0,0.9544,discharge,-15.379,20.2,4.0661,3.2467,53.2804
-20,-18.16,10.0,0.9558,discharge,-16.561,20.2,4.0793,3.2359,50.9269
-20,-17.49,10.0,0.9573,discharge,-17.558,20.2,4.0848,3.2211,49.1913
-20,-17.7,10.0,0.959,discharge,-18.105,20.3,4.0965,3.2381,47.4123
-20,-17.79,10.0,0.9607,discharge,-18.895,20.3,4.0995,3.2342,45.7952
-20,-17.62,10.0,0.9131,charge,2.761,20.2,4.0389,4.1999,58.3143
-20,-18.24,10.0,0.913,discharge,-18.468,20.2,4.0318,3.2086,44.5744
-20,-18.3,10.0,0.9147,charge,1.11,20.2,4.0642,4.1342,63.0574
-20,-17.79,10.0,0.8653,charge,4.522,20.2,3.9631,4.2,52.393
-20,-17.8,10.0,0.8649,discharge,-16.579,20.2,3.9585,3.2106,45.1113
-20,-18.26,10.0,0.8664,charge,2.516,20.2,3.9976,4.1489,60.1256
-20,-18.19,10.0,0.8662,charge,1.903,20.3,3.9867,4.1155,67.6826
-20,-17.64,10.0,0.8166,charge,5.0,20.2,3.9066,4.1736,53.4053
-20,-17.93,10.0,0.8161,discharge,-14.769,20.2,3.9009,3.217,46.3065
-20,-17.51,10.0,0.8174,charge,3.784,20.2,3.9306,4.1428,56.0842
-20,-18.15,10.0,0.8171,charge,3.259,20.3,3.9191,4.1197,61.5507
-20,-18.01,10.0,0.7675,charge,5.0,20.2,3.8652,4.1273,52.4252
-20,-18.26,10.0,0.767,discharge,-13.71,20.2,3.8605,3.2156,47.0387
-20,-17.63,10.0,0.7682,charge,4.617,20.2,3.8866,4.1319,53.1355
-20,-17.53,10.0,0.7678,charge,4.279,20.3,3.8749,4.1191,57.0747
-20,-17.68,10.0,0.7179,charge,5.0,20.2,3.8229,4.083,52.0231
-20,-17.65,10.0,0.7174,discharge,-12.673,20.2,3.8204,3.2134,47.8971
-20,-17.61,10.0,0.7186,charge,4.976,20.2,3.8464,4.1053,52.0256
-20,-17.29,10.0,0.6684,charge,4.999,20.2,3.7754,4.0329,51.5072
-20,-17.81,10.0,0.6679,discharge,-11.652,20.2,3.7748,3.2095,48.5153
-20,-18.02,10.0,0.669,charge,4.973,20.2,3.8008,4.0579,51.6981
-20,-17.09,10.0,0.6189,charge,5.0,20.2,3.7247,3.9799,51.04
-20,-17.57,10.0,0.6184,discharge,-10.52,20.2,3.7261,3.2072,49.3251
-20,-16.86,10.0,0.6194,charge,4.972,20.2,3.7517,4.0079,51.5275
-20,-16.39,10.0,0.5693,charge,4.998,20.2,3.6719,3.9238,50.4002
-20,-16.63,10.0,0.5688,discharge,-9.343,20.2,3.6745,3.2057,50.1782
-20,-16.56,10.0,0.5697,charge,4.976,20.2,3.6987,3.954,51.3032
-20,-16.11,10.0,0.5195,charge,5.0,20.2,3.6242,3.873,49.763
-20,-15.94,10.0,0.519,discharge,-8.245,20.2,3.6275,3.2064,51.0703
-20,-16.23,10.0,0.5198,charge,4.977,20.2,3.6485,3.9015,50.8349
-20,-15.86,10.0,0.4695,charge,5.0,20.2,3.5831,3.8295,49.2849
-20,-15.98,10.0,0.469,discharge,-7.214,20.2,3.5867,3.2075,52.5652
-20,-16.34,10.0,0.4697,charge,4.971,20.2,3.6051,3.8571,50.6899
-20,-15.73,10.0,0.4192,charge,4.999,20.2,3.5447,3.7937,49.811
-20,-15.98,10.0,0.4187,discharge,-6.123,20.2,3.5488,3.2105,55.2489
-20,-16.27,10.0,0.4193,charge,4.979,20.2,3.565,3.8193,51.0766
-20,-16.04,10.0,0.3685,charge,4.999,20.2,3.5057,3.7595,50.7671
-20,-16.24,10.0,0.368,discharge,-4.993,20.2,3.5112,3.2114,60.0453
-20,-15.51,10.0,0.3685,charge,4.98,20.2,3.5254,3.7842,51.9679
-20,-15.99,10.0,0.318,charge,4.999,20.2,3.4655,3.724,51.7072
-20,-15.53,10.0,0.3176,discharge,-3.837,20.2,3.4738,3.2134,67.8673
-20,-15.36,10.0,0.3179,charge,4.974,20.2,3.487,3.7506,52.9934
-20,-15.41,10.0,0.2676,charge,4.999,20.2,3.4225,3.6795,51.4134
-20,-15.26,10.0,0.2671,discharge,-2.928,20.2,3.4384,3.2127,77.0965
-20,-15.7,10.0,0.2674,charge,4.978,20.2,3.4529,3.7119,52.0268
-20,-15.39,10.0,0.217,charge,4.999,20.2,3.3792,3.6538,54.931
-20,-15.51,10.0,0.2166,discharge,-1.747,20.2,3.3998,3.2193,103.3082
-20,-15.89,10.0,0.2167,charge,4.98,20.2,3.4171,3.6858,53.9547
-20,-15.35,10.0,0.1677,charge,4.999,20.2,3.3371,3.6627,65.1356
-20,-15.81,10.0,0.1674,charge,4.957,20.2,3.3666,3.6779,62.8051
-20,-15.04,10.0,0.1676,discharge,-1.522,20.3,3.3852,3.1152,177.4448
-20,-15.49,10.0,0.1677,discharge,-1.088,20.3,3.3917,3.2135,163.8169
25,25.6,30.0,1.0,discharge,-29.999,35.0,4.1827,3.6323,18.3473
25,25.63,30.0,1.0021,discharge,-29.746,20.2,4.1923,3.6433,18.4563
25,25.52,30.0,0.9575,charge,4.614,20.2,4.1124,4.1992,18.8111
25,25.64,30.0,0.9573,discharge,-29.701,20.2,4.0981,3.6222,16.0228
25,25.63,30.0,0.9126,charge,4.999,20.2,4.0898,4.1752,17.0827
25,25.52,30.0,0.9121,discharge,-29.477,20.2,4.0796,3.5989,16.3076
25,25.73,30.0,0.9147,charge,1.309,20.2,4.0914,4.1103,14.4407
25,25.69,30.0,0.8673,charge,4.999,20.2,4.0766,4.1525,15.1821
25,25.52,30.0,0.8669,discharge,-29.521,20.2,4.0683,3.5596,17.2318
25,25.63,30.0,0.8695,charge,2.24,20.2,4.0778,4.1103,14.5096
25,25.94,30.0,0.822,charge,5.0,20.2,4.0305,4.1203,17.9611
25,25.87,30.0,0.8216,discharge,-29.591,20.2,4.0201,3.5186,16.9477
25,26.01,30.0,0.8243,charge,4.593,20.2,4.0325,4.115,17.9609
25,25.54,30.0,0.7766,charge,4.998,20.2,3.9695,4.0569,17.4877
25,25.62,30.0,0.7761,discharge,-29.6,20.2,3.9594,3.4804,16.1824
25,25.7,30.0,0.7788,charge,4.994,20.2,3.9711,4.0596,17.7216
25,25.76,30.0,0.731,charge,5.0,20.2,3.9274,4.0065,15.8209
25,25.53,30.0,0.7305,discharge,-29.573,20.2,3.9177,3.44,16.1532
25,25.67,30.0,0.7332,charge,4.993,20.2,3.9283,4.0079,15.9414
25,25.24,30.0,0.6853,charge,5.0,20.2,3.894,3.9705,15.2997
25,25.47,30.0,0.6849,discharge,-29.632,20.2,3.8841,3.3888,16.715
25,25.67,30.0,0.6875,charge,4.991,20.2,3.8952,3.972,15.3889
25,25.52,30.0,0.6397,charge,5.0,20.2,3.8332,3.924,18.1607
25,25.5,30.0,0.6392,discharge,-29.552,20.2,3.8164,3.3321,16.3881
25,25.57,30.0,0.6419,charge,4.988,20.2,3.8355,3.9252,17.9841
25,25.24,30.0,0.5941,charge,5.0,20.2,3.7789,3.8616,16.5413
25,25.38,30.0,0.5936,discharge,-29.487,20.2,3.7655,3.274,16.6684
25,25.35,30.0,0.5963,charge,4.99,20.2,3.78,3.8628,16.5935
25,25.76,30.0,0.5485,charge,4.999,20.2,3.7292,3.8117,16.5033
25,25.32,30.0,0.548,discharge,-29.371,20.2,3.717,3.2236,16.7986
25,25.55,30.0,0.5507,charge,4.991,20.2,3.7305,3.8128,16.4897
25,25.53,30.0,0.5022,charge,4.999,20.2,3.6856,3.7659,16.0622
25,25.81,30.0,0.5018,discharge,-26.968,20.2,3.673,3.2202,16.7903
25,25.61,30.0,0.5042,charge,4.989,20.2,3.6868,3.7669,16.054
25,25.46,30.0,0.5037,discharge,-29.316,20.2,3.6741,3.1817,16.7963
25,25.43,30.0,0.458,charge,4.999,20.2,3.6515,3.7293,15.5619
25,25.6,30.0,0.4576,discharge,-24.748,20.2,3.6385,3.215,17.1125
25,25.69,30.0,0.4598,charge,4.99,20.2,3.6523,3.73,15.5721
25,25.81,30.0,0.4106,charge,5.0,20.2,3.6201,3.698,15.5816
25,25.57,30.0,0.4102,discharge,-22.22,20.2,3.6066,3.2129,17.7183
25,25.65,30.0,0.4122,charge,4.987,20.2,3.6216,3.6986,15.4405
25,25.71,30.0,0.3627,charge,4.999,20.2,3.5871,3.6677,16.1229
25,25.75,30.0,0.3622,discharge,-19.651,20.2,3.5703,3.2047,18.6047
25,25.46,30.0,0.364,charge,4.982,20.2,3.5891,3.6693,16.0992
25,25.67,30.0,0.3137,charge,4.999,20.2,3.5411,3.6306,17.9036
25,25.68,30.0,0.3133,discharge,-15.985,20.2,3.5256,3.2058,20.0063
25,25.64,30.0,0.3147,charge,4.989,20.2,3.5437,3.6339,18.0798
25,25.62,30.0,0.2642,charge,4.999,20.2,3.4778,3.5745,19.3446
25,25.44,30.0,0.2638,discharge,-11.345,20.2,3.4622,3.2139,21.8863
25,25.55,30.0,0.2648,charge,4.992,20.2,3.4791,3.5759,19.3902
25,25.86,30.0,0.214,charge,4.999,20.2,3.4195,3.5125,18.6037
25,25.95,30.0,0.2135,discharge,-6.558,20.2,3.4045,3.2243,27.4783
25,25.44,30.0,0.2141,charge,4.988,20.2,3.4214,3.5149,18.7461
25,25.66,30.0,0.2137,discharge,-8.243,20.2,3.4064,3.1488,31.2508
25,25.58,30.0,0.2144,discharge,-7.314,20.3,3.4245,3.2128,28.9441
25,25.78,30.0,0.1646,charge,4.999,20.2,3.3578,3.4796,24.3658
25,25.42,30.0,0.1641,discharge,-3.192,20.2,3.3441,3.1771,52.3117
25,25.29,30.0,0.1644,charge,4.979,20.2,3.3692,3.4844,23.1374
25,25.55,30.0,0.164,discharge,-3.338,20.2,3.3513,3.1774,52.1033
25,25.66,30.0,0.1643,discharge,-3.42,20.3,3.3733,3.1916,53.1333
25,25.73,30.0,0.1234,charge,4.999,20.3,3.1695,3.3957,45.2518
25,25.86,30.0,0.1147,charge,4.89,20.2,3.0782,3.3462,54.8102
40,40.23,30.0,1.0,discharge,-29.999,2498.8,4.1879,3.7256,15.4105
40,40.09,30.0,1.0021,discharge,-29.707,20.2,4.1923,3.7332,15.4543
40,40.08,30.0,0.9572,charge,5.0,20.2,4.1121,4.1978,17.1417
40,40.17,30.0,0.9568,discharge,-29.744,20.2,4.1021,3.701,13.4851
40,40.29,30.0,0.9118,charge,5.0,20.2,4.0896,4.1558,13.2411
40,40.17,30.0,0.9113,discharge,-29.538,20.2,4.0826,3.6723,13.8906
40,40.18,30.0,0.914,charge,1.439,20.2,4.0907,4.1076,11.7467
40,40.88,30.0,0.8664,charge,4.999,20.2,4.0775,4.1382,12.1415
40,40.51,30.0,0.866,discharge,-29.497,20.2,4.0713,3.6299,14.9642
40,40.53,30.0,0.8686,charge,2.467,20.2,4.0782,4.1074,11.8367
40,40.54,30.0,0.8211,charge,4.999,20.2,4.0324,4.1078,15.0818
40,40.34,30.0,0.8207,discharge,-29.599,20.2,4.0254,3.5868,14.8181
40,40.23,30.0,0.8234,charge,4.998,20.2,4.0336,4.1082,14.9266
40,40.35,30.0,0.7757,charge,5.0,20.2,3.9707,4.0447,14.8012
40,40.42,30.0,0.7752,discharge,-29.603,20.2,3.964,3.5499,13.9884
40,40.48,30.0,0.7778,charge,4.998,20.2,3.9716,4.0467,15.0263
40,40.39,30.0,0.7301,charge,5.0,20.2,3.927,3.994,13.4008
40,40.44,30.0,0.7296,discharge,-29.562,20.2,3.9203,3.5112,13.8387
40,40.26,30.0,0.7323,charge,4.997,20.2,3.9277,3.995,13.4667
40,40.25,30.0,0.6845,charge,5.0,20.2,3.8936,3.9585,12.9808
40,40.25,30.0,0.6841,discharge,-29.566,20.2,3.8869,3.4611,14.4017
40,40.49,30.0,0.6867,charge,4.994,20.2,3.8942,3.9589,12.9553
40,40.45,30.0,0.6388,charge,5.0,20.2,3.8361,3.9133,15.4409
40,39.89,30.0,0.6384,discharge,-29.567,20.2,3.8237,3.4,14.3302
40,40.23,30.0,0.6411,charge,4.991,20.2,3.8369,3.9132,15.2863
40,40.1,30.0,0.5935,charge,4.999,20.2,3.7813,3.8518,14.1025
40,40.18,30.0,0.5931,discharge,-29.507,20.2,3.7714,3.3417,14.5626
40,40.34,30.0,0.5958,charge,4.994,20.2,3.7821,3.8528,14.1566
40,40.22,30.0,0.5479,charge,4.999,20.2,3.7318,3.8028,14.2023
40,40.28,30.0,0.5475,discharge,-29.512,20.2,3.7229,3.2906,14.6483
40,40.32,30.0,0.5501,charge,4.996,20.2,3.7327,3.8028,14.0307
40,40.38,30.0,0.5025,charge,4.999,20.2,3.6881,3.7571,13.8028
40,40.6,30.0,0.5021,discharge,-29.483,20.2,3.6786,3.249,14.5711
40,40.32,30.0,0.5047,charge,4.994,20.2,3.6889,3.7571,13.6578
40,40.27,30.0,0.4569,charge,4.999,20.2,3.6536,3.72,13.2835
40,40.31,30.0,0.4564,discharge,-29.415,20.2,3.6437,3.2129,14.6456
40,40.49,30.0,0.4591,charge,4.994,20.2,3.6546,3.7211,13.3164
40,40.43,30.0,0.4106,charge,5.001,20.2,3.6227,3.6883,13.1174
40,40.47,30.0,0.4101,discharge,-27.096,20.2,3.6127,3.2057,15.0207
40,40.31,30.0,0.4125,charge,4.993,20.2,3.6236,3.6892,13.1379
40,40.5,30.0,0.3637,charge,4.998,20.2,3.587,3.6566,13.9247
40,40.46,30.0,0.3633,discharge,-23.884,20.2,3.572,3.2028,15.458
40,40.31,30.0,0.3654,charge,4.985,20.2,3.5879,3.6576,13.9828
40,40.24,30.0,0.3161,charge,4.999,20.2,3.5431,3.6189,15.1639
40,40.46,30.0,0.3157,discharge,-19.699,20.2,3.5313,3.2095,16.3359
40,40.52,30.0,0.3175,charge,4.99,20.2,3.5444,3.6208,15.3094
40,40.47,30.0,0.267,charge,4.998,20.2,3.4791,3.5606,16.3049
40,40.49,30.0,0.2665,discharge,-14.632,20.2,3.4673,3.2198,16.915
40,40.35,30.0,0.2679,charge,4.997,20.2,3.4797,3.5617,16.4082
40,40.38,30.0,0.2172,charge,4.999,20.2,3.4238,3.4998,15.2026
40,40.57,30.0,0.2168,discharge,-9.849,20.2,3.4108,3.2233,19.0371
40,40.39,30.0,0.2177,charge,4.991,20.2,3.4247,3.5004,15.1673
40,40.34,30.0,0.2172,discharge,-11.989,20.2,3.4119,3.1615,20.8858
40,40.45,30.0,0.2183,discharge,-11.002,20.3,3.4264,3.2008,20.5054
40,40.23,30.0,0.1689,charge,4.999,20.2,3.3786,3.4644,17.1645
40,40.39,30.0,0.1684,discharge,-5.048,20.2,3.3653,3.2184,29.0983
40,40.19,30.0,0.1689,charge,4.987,20.2,3.3814,3.4662,17.0059
40,40.56,30.0,0.1262,charge,4.999,20.3,3.1815,3.3691,37.529
40,40.58,30.0,0.1177,charge,4.996,20.2,3.1086,3.3241,43.1319
-10,-8.44,30.0,1.0,discharge,-23.514,3519.3,4.1939,3.2004,42.2514
-10,-8.67,30.0,1.0013,discharge,-25.425,6389.5,4.1993,3.1995,39.3235
-10,-9.07,30.0,0.9552,charge,1.404,20.2,4.1157,4.1992,59.4814
-10,-9.08,30.0,0.9553,discharge,-25.907,20.2,4.0943,3.2588,32.25
-10,-9.31,30.0,0.9576,discharge,-28.817,20.2,4.1123,3.2225,30.8776
-10,-9.26,30.0,0.9603,discharge,-29.768,20.3,4.135,3.2347,30.2439
-10,-9.39,30.0,0.9148,charge,2.196,20.2,4.0989,4.2,46.0466
-10,-9.42,30.0,0.9148,discharge,-26.24,20.2,4.0772,3.2416,31.8445
-10,-9.11,30.0,0.9171,discharge,-28.472,20.2,4.088,3.2151,30.6582
-10,-9.12,30.0,0.8713,charge,3.095,20.2,4.0794,4.2,38.9636
-10,-9.26,30.0,0.8711,discharge,-25.629,20.2,4.0582,3.2051,33.2865
-10,-9.28,30.0,0.8734,charge,1.058,20.2,4.0841,4.1227,36.4667
-10,-8.99,30.0,0.8244,charge,4.668,20.2,4.0204,4.2001,38.4978
-10,-8.83,30.0,0.8241,discharge,-23.455,20.2,3.986,3.1874,34.0482
-10,-8.94,30.0,0.8262,charge,2.655,20.2,4.0342,4.1438,41.2853
-10,-8.93,30.0,0.8259,charge,2.321,20.3,4.0076,4.1267,51.3097
-10,-8.89,30.0,0.8257,charge,1.969,20.3,4.0034,4.1132,55.7615
-10,-8.88,30.0,0.7765,charge,4.999,20.2,3.9494,4.1639,42.9051
-10,-8.66,30.0,0.776,discharge,-20.68,20.2,3.9109,3.2051,34.1296
-10,-8.84,30.0,0.7779,charge,4.541,20.2,3.9674,4.1537,41.0276
-10,-8.59,30.0,0.7775,charge,4.173,20.3,3.9337,4.1378,48.912
-10,-7.08,30.0,0.7771,charge,3.616,20.2,3.9292,4.12,52.7582
-10,-8.76,30.0,0.7275,charge,4.997,20.2,3.8981,4.1038,41.1606
-10,-8.92,30.0,0.727,discharge,-18.939,20.2,3.8642,3.2063,34.7378
-10,-8.74,30.0,0.7287,charge,4.963,20.2,3.9145,4.1128,39.9525
-10,-8.44,30.0,0.679,charge,5.0,20.2,3.858,4.0557,39.5424
-10,-8.44,30.0,0.6785,discharge,-17.708,20.2,3.8265,3.1933,35.7578
-10,-7.94,30.0,0.6801,charge,4.965,20.2,3.8684,4.0643,39.4594
-10,-8.12,30.0,0.6302,charge,5.0,20.2,3.8136,4.0083,38.9439
-10,-8.06,30.0,0.6298,discharge,-16.361,20.2,3.7821,3.1745,37.1371
-10,-8.05,30.0,0.6312,charge,4.968,20.2,3.8222,4.0144,38.6837
-10,-8.05,30.0,0.6308,discharge,-17.175,20.2,3.7876,3.1638,36.3202
-10,-8.04,30.0,0.6323,discharge,-17.441,20.3,3.8272,3.1937,36.3214
-10,-7.81,30.0,0.5843,charge,4.999,20.2,3.7683,3.962,38.7443
-10,-7.97,30.0,0.5838,discharge,-15.146,20.2,3.7366,3.1603,38.0497
-10,-8.14,30.0,0.5852,charge,4.968,20.2,3.7759,3.9674,38.5428
-10,-7.89,30.0,0.5847,discharge,-15.564,20.2,3.7424,3.156,37.6767
-10,-7.79,30.0,0.5861,discharge,-15.626,20.3,3.7796,3.1865,37.956
-10,-7.61,30.0,0.538,charge,4.999,20.2,3.7145,3.9124,39.5844
-10,-7.71,30.0,0.5376,discharge,-13.55,20.2,3.6846,3.1536,39.1882
-10,-7.51,30.0,0.5388,charge,4.971,20.2,3.7251,3.9175,38.7037
-10,-7.54,30.0,0.5383,discharge,-13.787,20.2,3.6921,3.1554,38.928
-10,-7.58,30.0,0.5396,discharge,-13.833,20.3,3.7285,3.1829,39.4419
-10,-7.48,30.0,0.491,charge,4.999,20.2,3.6643,3.864,39.9448
-10,-7.32,30.0,0.4905,discharge,-11.937,20.2,3.6375,3.1546,40.4541
-10,-7.2,30.0,0.4916,charge,4.969,20.2,3.6789,3.8721,38.8818
-10,-7.44,30.0,0.4911,discharge,-12.169,20.2,3.6476,3.1563,40.3731
-10,-7.32,30.0,0.4922,discharge,-12.217,20.3,3.6835,3.1823,41.0248
-10,-7.22,30.0,0.4436,charge,4.999,20.2,3.6201,3.8241,40.8057
-10,-7.27,30.0,0.4431,discharge,-10.37,20.2,3.5977,3.1582,42.3819
-10,-7.03,30.0,0.444,charge,4.971,20.2,3.6387,3.8357,39.6283
-10,-6.98,30.0,0.4436,discharge,-10.642,20.2,3.6104,3.1601,42.3135
-10,-6.88,30.0,0.4445,discharge,-10.729,20.3,3.6452,3.1825,43.1261
-10,-6.87,30.0,0.3956,charge,4.999,20.2,3.5781,3.7866,41.7117
-10,-6.73,30.0,0.3952,discharge,-8.715,20.2,3.5598,3.1651,45.2913
-10,-6.46,30.0,0.396,charge,4.974,20.2,3.5991,3.8022,40.8299
-10,-6.54,30.0,0.3955,discharge,-9.039,20.2,3.5731,3.1644,45.2157
-10,-6.3,30.0,0.3963,discharge,-9.186,20.3,3.6074,3.1828,46.224
-10,-6.24,30.0,0.3471,charge,5.0,20.2,3.5311,3.7484,43.4557
-10,-6.07,30.0,0.3467,discharge,-6.824,20.2,3.5171,3.1728,50.4543
-10,-5.92,30.0,0.3473,charge,4.973,20.2,3.5546,3.7669,42.6905
-10,-6.01,30.0,0.3468,discharge,-7.2,20.2,3.5324,3.1672,50.725
-10,-6.06,30.0,0.3475,discharge,-7.344,20.3,3.5651,3.1822,52.1392
-10,-5.83,30.0,0.2979,charge,4.999,20.2,3.4817,3.7084,45.3518
-10,-5.52,30.0,0.2974,discharge,-4.603,20.2,3.4679,3.1888,60.637
-10,-5.81,30.0,0.2979,charge,4.975,20.2,3.5008,3.7277,45.6099
-10,-5.51,30.0,0.2469,charge,4.999,20.2,3.4334,3.652,43.7322
-10,-5.66,30.0,0.2464,discharge,-2.859,20.2,3.4175,3.1791,83.3727
-10,-5.55,30.0,0.2467,charge,4.962,20.2,3.446,3.673,45.7509
-10,-5.55,30.0,0.2462,discharge,-3.022,20.2,3.4258,3.1731,83.6091
-10,-5.36,30.0,0.2465,discharge,-3.076,20.3,3.4524,3.1912,84.9072
-10,-5.3,30.0,0.1974,charge,4.999,20.2,3.3746,3.6107,47.2332
-10,-5.07,30.0,0.197,discharge,-3.373,20.2,3.3608,2.6025,224.808
-10,-5.21,30.0,0.1973,charge,4.959,20.2,3.4118,3.624,42.7883
-10,-5.3,30.0,0.1968,discharge,-1.027,20.2,3.3786,3.2831,93.0165
-10,-5.16,30.0,0.1969,discharge,-2.246,20.3,3.4028,3.0594,152.9076
-10,-5.06,30.0,0.1971,discharge,-1.44,20.3,3.414,3.2508,113.3648
-10,-5.01,30.0,0.1507,charge,4.999,20.2,3.2725,3.6134,68.1964
-10,-4.74,30.0,0.1502,charge,4.576,20.2,3.2904,3.5977,67.1562
-10,-4.44,30.0,0.1497,charge,4.656,20.3,3.1673,3.5931,91.4597
-10,-4.74,30.0,0.1492,charge,4.864,20.3,3.1937,3.5977,83.0592
-20,-17.83,30.0,1.0,discharge,-11.242,4657.1,4.1774,3.2,86.9418
-20,-18.14,30.0,1.0002,discharge,-12.212,20.2,4.1914,3.1828,82.5909
-20,-17.71,30.0,0.9518,discharge,-15.704,20.2,4.0798,3.2074,55.5527
-20,-17.89,30.0,0.9036,charge,1.741,20.2,4.0739,4.1998,72.3085
-20,-17.91,30.0,0.9036,discharge,-16.882,20.2,4.0521,3.1929,50.8944
-20,-17.82,30.0,0.8554,charge,2.881,20.2,4.0236,4.2,61.2351
-20,-17.79,30.0,0.8554,discharge,-16.434,20.2,3.989,3.1856,48.8865
-20,-17.76,30.0,0.8568,charge,1.647,20.2,4.0528,4.1566,63.016
-20,-18.07,30.0,0.8567,charge,1.212,20.3,4.0267,4.1269,82.6596
-20,-18.09,30.0,0.8068,charge,4.14,20.2,3.9565,4.2008,59.0139
-20,-18.04,30.0,0.8066,discharge,-14.475,20.2,3.9165,3.1823,50.7219
-20,-18.34,30.0,0.8079,charge,2.755,20.2,3.9851,4.1636,64.7913
-20,-18.21,30.0,0.8076,charge,2.42,20.3,3.946,4.1434,81.577
-20,-18.27,30.0,0.8074,charge,2.022,20.3,3.9411,4.1249,90.8934
-20,-18.38,30.0,0.8072,charge,1.808,20.3,3.9411,4.1178,97.7539
-20,-18.18,30.0,0.7576,charge,4.999,20.2,3.9081,4.2,58.3893
-20,-18.13,30.0,0.7572,discharge,-12.792,20.2,3.8688,3.1894,53.1113
-20,-18.15,30.0,0.7583,charge,3.793,20.2,3.9282,4.1627,61.8212
-20,-18.3,30.0,0.758,charge,3.535,20.3,3.8855,4.1484,74.3769
-20,-18.41,30.0,0.7576,charge,3.017,20.3,3.8807,4.1262,81.3668
-20,-18.4,30.0,0.7573,charge,2.759,20.3,3.8814,4.1206,86.7075
-20,-18.13,30.0,0.7571,charge,2.577,20.3,3.8826,4.1168,90.8915
-20,-18.34,30.0,0.707,charge,4.999,20.2,3.8688,4.1758,61.4111
-20,-18.3,30.0,0.7065,discharge,-11.481,20.2,3.8324,3.1812,56.7198
-20,-18.43,30.0,0.7075,charge,4.431,20.2,3.8865,4.1576,61.184
-20,-18.37,30.0,0.7071,charge,4.226,20.3,3.8448,4.1467,71.4472
-20,-18.45,30.0,0.7067,charge,3.697,20.3,3.8409,4.1261,77.1499
-20,-18.55,30.0,0.7064,charge,3.425,20.3,3.8413,4.1193,81.1797
-20,-18.61,30.0,0.6563,charge,4.999,20.2,3.8234,4.1371,62.7526
-20,-18.68,30.0,0.6558,discharge,-10.372,20.2,3.7895,3.1672,59.9981
-20,-18.66,30.0,0.6568,charge,4.961,20.2,3.8435,4.1476,61.3031
-20,-18.43,30.0,0.6563,discharge,-11.013,20.2,3.802,3.1573,58.5399
-20,-18.63,30.0,0.6573,charge,4.901,20.2,3.853,4.1515,60.9022
-20,-18.66,30.0,0.6568,discharge,-11.499,20.2,3.8091,3.1493,57.3789
-20,-18.77,30.0,0.6579,charge,4.823,20.2,3.8599,4.153,60.7763
-20,-18.62,30.0,0.6574,discharge,-11.899,20.2,3.8142,3.1414,56.5426
-20,-18.85,30.0,0.6585,charge,4.743,20.2,3.8656,4.1532,60.6316
-20,-18.62,30.0,0.658,discharge,-12.208,20.2,3.8183,3.1349,55.9797
-20,-18.81,30.0,0.6591,charge,4.694,20.2,3.8706,4.1563,60.8675
-20,-18.94,30.0,0.6089,charge,4.998,20.2,3.7828,4.1076,64.9912
-20,-19.05,30.0,0.6084,discharge,-9.494,20.2,3.7492,3.1479,63.3347
-20,-18.99,30.0,0.6093,charge,4.961,20.2,3.8029,4.1215,64.2235
-20,-18.76,30.0,0.6088,discharge,-9.806,20.2,3.7617,3.1441,62.9793
-20,-18.93,30.0,0.6097,charge,4.963,20.2,3.8111,4.1286,63.9798
-20,-18.85,30.0,0.6092,discharge,-10.032,20.2,3.7674,3.1415,62.3904
-20,-19.01,30.0,0.6101,charge,4.965,20.2,3.8164,4.1333,63.83
-20,-19.05,30.0,0.6097,discharge,-10.222,20.2,3.7712,3.1383,61.9155
-20,-19.25,30.0,0.6106,charge,4.966,20.2,3.8203,4.1364,63.6567
-20,-19.04,30.0,0.6101,discharge,-10.388,20.2,3.7743,3.1362,61.4266
-20,-18.75,30.0,0.611,charge,4.967,20.2,3.8228,4.1386,63.5835
-20,-18.61,30.0,0.5607,charge,4.999,20.2,3.7261,4.0608,66.9507
-20,-18.73,30.0,0.5602,discharge,-8.221,20.2,3.6974,3.1508,66.4899
-20,-18.18,30.0,0.5609,charge,4.965,20.2,3.7506,4.0748,65.2984
-20,-17.4,30.0,0.5605,discharge,-8.501,20.2,3.7123,3.1589,65.0975
-20,-17.56,30.0,0.5612,discharge,-8.713,20.3,3.7592,3.1882,65.5358
