cell,cycle,SOH,CAP_Ah,SOC,soc_group,tau_s,direction,V_pre_V,V_min_V,n_rates,I_max_meas_A,I_star_lin4_A,I_star_lin2hi_A,spread_A,extrap,fit_r2
BOOST,1687,0.74426,2.22951,0.4007,9,2.0,discharge,3.4611,2.5,4,-22.651,-26.193,-25.217,0.976,1.156,0.99497
BOOST,1687,0.74426,2.22951,0.4007,9,10.0,discharge,3.4611,2.5,4,-22.651,-20.302,,,0.896,0.93998
BOOST,1687,0.74426,2.22951,0.3635,10,2.0,discharge,3.4312,2.5,4,-18.605,-20.94,-18.634,2.305,1.125,0.94981
BOOST,1687,0.74426,2.22951,0.3635,10,10.0,discharge,3.4312,2.5,4,-18.605,-17.786,,,0.956,0.96466
BOOST,1687,0.74426,2.22951,0.3264,11,2.0,discharge,3.3985,2.5,4,-14.435,-15.531,-13.928,1.603,1.076,0.95325
BOOST,1687,0.74426,2.22951,0.3264,11,10.0,discharge,3.3985,2.5,4,-14.435,-13.628,,,0.944,0.94598
BOOST,1687,0.74426,2.22951,0.2892,12,2.0,discharge,3.35,2.5,4,-10.706,-11.521,-10.387,1.134,1.076,0.8792
BOOST,1687,0.74426,2.22951,0.2892,12,10.0,discharge,3.35,2.5,4,-10.706,-10.078,,,0.941,0.96142
BOOST,1725,0.73295,2.19563,1.0,0,2.0,discharge,4.087,2.5,4,-25.259,-50.981,-59.749,8.767,2.018,0.98304
BOOST,1725,0.73295,2.19563,1.0,0,10.0,discharge,4.087,2.5,4,-25.259,-43.137,-48.542,5.405,1.708,0.98827
BOOST,1725,0.73295,2.19563,0.9571,1,2.0,discharge,4.0564,2.5,4,-25.259,-51.31,-61.398,10.087,2.031,0.98453
BOOST,1725,0.73295,2.19563,0.9571,1,10.0,discharge,4.0564,2.5,4,-25.259,-42.26,-48.264,6.004,1.673,0.98708
BOOST,1725,0.73295,2.19563,0.9205,2,2.0,discharge,3.9927,2.5,4,-25.259,-52.08,-60.019,7.939,2.062,0.98799
BOOST,1725,0.73295,2.19563,0.9205,2,10.0,discharge,3.9927,2.5,4,-25.259,-42.782,-47.656,4.874,1.694,0.9895
BOOST,1725,0.73295,2.19563,0.8473,3,2.0,discharge,3.8878,2.5,4,-25.258,-51.642,-56.626,4.984,2.045,0.9925
BOOST,1725,0.73295,2.19563,0.8473,3,10.0,discharge,3.8878,2.5,4,-25.258,-41.526,-44.747,3.221,1.644,0.99353
BOOST,1725,0.73295,2.19563,0.7741,4,2.0,discharge,3.7995,2.5,4,-25.26,-48.47,-54.889,6.419,1.919,0.99059
BOOST,1725,0.73295,2.19563,0.7741,4,10.0,discharge,3.7995,2.5,4,-25.26,-38.502,-42.089,3.586,1.524,0.99149
BOOST,1725,0.73295,2.19563,0.7008,5,2.0,discharge,3.7203,2.5,4,-25.259,-45.86,-49.552,3.691,1.816,0.99333
BOOST,1725,0.73295,2.19563,0.7008,5,10.0,discharge,3.7203,2.5,4,-25.259,-36.183,-38.514,2.331,1.432,0.99336
BOOST,1725,0.73295,2.19563,0.6276,6,2.0,discharge,3.6531,2.5,4,-25.26,-42.218,-47.37,5.152,1.671,0.99016
BOOST,1725,0.73295,2.19563,0.6276,6,10.0,discharge,3.6531,2.5,4,-25.26,-33.002,-35.48,2.477,1.307,0.99143
BOOST,1725,0.73295,2.19563,0.5544,7,2.0,discharge,3.5973,2.5,4,-25.259,-39.142,-42.933,3.791,1.55,0.99126
BOOST,1725,0.73295,2.19563,0.5544,7,10.0,discharge,3.5973,2.5,4,-25.259,-29.552,-30.784,1.233,1.17,0.99371
BOOST,1725,0.73295,2.19563,0.4812,8,2.0,discharge,3.5306,2.5,4,-25.26,-33.655,-36.484,2.829,1.332,0.99047
BOOST,1725,0.73295,2.19563,0.4812,8,10.0,discharge,3.5306,2.5,4,-25.26,-24.292,-25.256,0.964,0.962,0.98699
BOOST,1725,0.73295,2.19563,0.4079,9,2.0,discharge,3.4573,2.5,4,-21.352,-24.412,-22.828,1.584,1.143,0.98976
BOOST,1725,0.73295,2.19563,0.4079,9,10.0,discharge,3.4573,2.5,4,-21.352,-19.412,,,0.909,0.95536
BOOST,1725,0.73295,2.19563,0.3714,10,2.0,discharge,3.4283,2.5,4,-17.411,-19.524,-17.148,2.376,1.121,0.93538
BOOST,1725,0.73295,2.19563,0.3714,10,10.0,discharge,3.4283,2.5,4,-17.411,-16.802,,,0.965,0.95942
BOOST,1725,0.73295,2.19563,0.3347,11,2.0,discharge,3.3966,2.5,4,-14.258,-15.385,-13.831,1.554,1.079,0.95515
BOOST,1725,0.73295,2.19563,0.3347,11,10.0,discharge,3.3966,2.5,4,-14.258,-13.483,,,0.946,0.94411
BOOST,1725,0.73295,2.19563,0.2981,12,2.0,discharge,3.3469,2.5,4,-10.185,-10.988,-9.89,1.098,1.079,0.85685
BOOST,1725,0.73295,2.19563,0.2981,12,10.0,discharge,3.3469,2.5,4,-10.185,-9.654,-10.185,0.531,0.948,0.97473
BOOST,1762,0.7253,2.17271,1.0,0,2.0,discharge,4.0842,2.5,4,-24.987,-49.34,-58.677,9.337,1.975,0.98224
BOOST,1762,0.7253,2.17271,1.0,0,10.0,discharge,4.0842,2.5,4,-24.987,-41.437,-46.698,5.261,1.658,0.98778
BOOST,1762,0.7253,2.17271,0.9568,1,2.0,discharge,4.0489,2.5,4,-24.988,-49.568,-57.432,7.864,1.984,0.98739
BOOST,1762,0.7253,2.17271,0.9568,1,10.0,discharge,4.0489,2.5,4,-24.988,-40.763,-45.802,5.04,1.631,0.98756
BOOST,1762,0.7253,2.17271,0.9206,2,2.0,discharge,3.9816,2.5,4,-24.987,-50.451,-57.466,7.014,2.019,0.98791
BOOST,1762,0.7253,2.17271,0.9206,2,10.0,discharge,3.9816,2.5,4,-24.987,-41.116,-45.898,4.782,1.645,0.98888
BOOST,1762,0.7253,2.17271,0.8482,3,2.0,discharge,3.8761,2.5,4,-24.988,-48.569,-54.469,5.9,1.944,0.99078
BOOST,1762,0.7253,2.17271,0.8482,3,10.0,discharge,3.8761,2.5,4,-24.988,-38.81,-42.661,3.851,1.553,0.99107
BOOST,1762,0.7253,2.17271,0.7758,4,2.0,discharge,3.7891,2.5,4,-24.989,-46.341,-52.667,6.326,1.854,0.98956
BOOST,1762,0.7253,2.17271,0.7758,4,10.0,discharge,3.7891,2.5,4,-24.989,-36.663,-40.286,3.623,1.467,0.99014
BOOST,1762,0.7253,2.17271,0.7034,5,2.0,discharge,3.7119,2.5,4,-24.988,-43.113,-47.765,4.652,1.725,0.99194
BOOST,1762,0.7253,2.17271,0.7034,5,10.0,discharge,3.7119,2.5,4,-24.988,-33.935,-36.831,2.896,1.358,0.99161
BOOST,1762,0.7253,2.17271,0.6309,6,2.0,discharge,3.6463,2.5,4,-24.987,-40.545,-45.209,4.664,1.623,0.98935
BOOST,1762,0.7253,2.17271,0.6309,6,10.0,discharge,3.6463,2.5,4,-24.987,-31.452,-33.882,2.43,1.259,0.98998
BOOST,1762,0.7253,2.17271,0.5585,7,2.0,discharge,3.5912,2.5,4,-24.988,-36.604,-40.889,4.284,1.465,0.98847
BOOST,1762,0.7253,2.17271,0.5585,7,10.0,discharge,3.5912,2.5,4,-24.988,-27.298,-28.523,1.225,1.092,0.99177
BOOST,1762,0.7253,2.17271,0.4861,8,2.0,discharge,3.5237,2.5,4,-24.988,-32.021,-34.251,2.23,1.281,0.99106
BOOST,1762,0.7253,2.17271,0.4861,8,10.0,discharge,3.5237,2.5,4,-24.988,-23.703,-24.984,1.281,0.949,0.97904
BOOST,1762,0.7253,2.17271,0.4136,9,2.0,discharge,3.4513,2.5,4,-19.912,-22.256,-20.563,1.693,1.118,0.98319
BOOST,1762,0.7253,2.17271,0.4136,9,10.0,discharge,3.4513,2.5,4,-19.912,-18.368,-17.384,0.984,0.922,0.95793
BOOST,1762,0.7253,2.17271,0.3774,10,2.0,discharge,3.4243,2.5,4,-16.695,-18.455,-16.301,2.154,1.105,0.94181
BOOST,1762,0.7253,2.17271,0.3774,10,10.0,discharge,3.4243,2.5,4,-16.695,-16.0,-16.299,0.299,0.958,0.95472
BOOST,1762,0.7253,2.17271,0.3412,11,2.0,discharge,3.393,2.5,4,-13.486,-14.492,-13.115,1.377,1.075,0.95697
BOOST,1762,0.7253,2.17271,0.3412,11,10.0,discharge,3.393,2.5,4,-13.486,-12.737,-13.486,0.749,0.944,0.94254
BOOST,1762,0.7253,2.17271,0.305,12,2.0,discharge,3.3414,2.5,4,-9.807,-10.626,-9.389,1.238,1.084,0.83648
BOOST,1762,0.7253,2.17271,0.305,12,10.0,discharge,3.3414,2.5,4,-9.807,-9.347,,,0.953,0.98329
BOOST,1800,0.71505,2.14202,1.0,0,2.0,discharge,4.082,2.5,4,-24.649,-45.808,-53.581,7.773,1.858,0.98281
BOOST,1800,0.71505,2.14202,1.0,0,10.0,discharge,4.082,2.5,4,-24.649,-38.347,-43.266,4.919,1.556,0.98665
BOOST,1800,0.71505,2.14202,0.9545,1,2.0,discharge,4.0398,2.5,4,-24.649,-47.579,-55.086,7.507,1.93,0.98614
BOOST,1800,0.71505,2.14202,0.9545,1,10.0,discharge,4.0398,2.5,4,-24.649,-38.833,-43.697,4.864,1.575,0.98693
BOOST,1800,0.71505,2.14202,0.9188,2,2.0,discharge,3.9704,2.5,4,-24.647,-48.468,-55.862,7.394,1.966,0.98725
BOOST,1800,0.71505,2.14202,0.9188,2,10.0,discharge,3.9704,2.5,4,-24.647,-39.346,-43.896,4.551,1.596,0.98852
BOOST,1800,0.71505,2.14202,0.8473,3,2.0,discharge,3.8663,2.5,4,-24.648,-46.254,-52.674,6.42,1.877,0.98887
BOOST,1800,0.71505,2.14202,0.8473,3,10.0,discharge,3.8663,2.5,4,-24.648,-36.811,-40.63,3.819,1.493,0.98986
BOOST,1800,0.71505,2.14202,0.7759,4,2.0,discharge,3.7801,2.5,4,-24.649,-44.533,-50.889,6.356,1.807,0.98863
BOOST,1800,0.71505,2.14202,0.7759,4,10.0,discharge,3.7801,2.5,4,-24.649,-35.119,-38.827,3.707,1.425,0.98871
BOOST,1800,0.71505,2.14202,0.7045,5,2.0,discharge,3.7017,2.5,4,-24.648,-40.992,-46.457,5.465,1.663,0.98846
BOOST,1800,0.71505,2.14202,0.7045,5,10.0,discharge,3.7017,2.5,4,-24.648,-32.21,-35.155,2.945,1.307,0.9886
BOOST,1800,0.71505,2.14202,0.633,6,2.0,discharge,3.6401,2.5,4,-24.649,-38.687,-43.989,5.303,1.569,0.98694
BOOST,1800,0.71505,2.14202,0.633,6,10.0,discharge,3.6401,2.5,4,-24.649,-29.972,-32.291,2.319,1.216,0.9884
BOOST,1800,0.71505,2.14202,0.5616,7,2.0,discharge,3.5862,2.5,4,-24.648,-34.873,-39.006,4.133,1.415,0.98789
BOOST,1800,0.71505,2.14202,0.5616,7,10.0,discharge,3.5862,2.5,4,-24.648,-25.821,-26.888,1.067,1.048,0.99028
BOOST,1800,0.71505,2.14202,0.4902,8,2.0,discharge,3.5193,2.5,4,-24.646,-30.886,-33.508,2.622,1.253,0.98689
BOOST,1800,0.71505,2.14202,0.4902,8,10.0,discharge,3.5193,2.5,4,-24.646,-23.021,-24.646,1.625,0.934,0.96574
BOOST,1800,0.71505,2.14202,0.4187,9,2.0,discharge,3.4502,2.5,4,-19.192,-21.365,-19.574,1.791,1.113,0.97754
BOOST,1800,0.71505,2.14202,0.4187,9,10.0,discharge,3.4502,2.5,4,-19.192,-17.865,-19.192,1.327,0.931,0.96313
BOOST,1800,0.71505,2.14202,0.383,10,2.0,discharge,3.4231,2.5,4,-16.265,-18.026,-15.895,2.132,1.108,0.93942
BOOST,1800,0.71505,2.14202,0.383,10,10.0,discharge,3.4231,2.5,4,-16.265,-15.579,-15.893,0.314,0.958,0.95319
BOOST,1800,0.71505,2.14202,0.3473,11,2.0,discharge,3.3929,2.5,4,-12.875,-13.751,-12.371,1.38,1.068,0.94769
BOOST,1800,0.71505,2.14202,0.3473,11,10.0,discharge,3.3929,2.5,4,-12.875,-12.08,,,0.938,0.94378
BOOST,1800,0.71505,2.14202,0.3115,12,2.0,discharge,3.3411,2.5,4,-9.524,-10.421,-9.199,1.222,1.094,0.81993
BOOST,1800,0.71505,2.14202,0.3115,12,10.0,discharge,3.3411,2.5,4,-9.524,-9.132,,,0.959,0.98705
BOOST,1837,0.70491,2.11164,1.0,0,2.0,discharge,4.0776,2.5,4,-24.3,-44.598,-51.118,6.519,1.835,0.9853
BOOST,1837,0.70491,2.11164,1.0,0,10.0,discharge,4.0776,2.5,4,-24.3,-37.105,-41.348,4.243,1.527,0.98753
BOOST,1837,0.70491,2.11164,0.9552,1,2.0,discharge,4.0294,2.5,4,-24.299,-45.596,-52.886,7.291,1.876,0.98569
BOOST,1837,0.70491,2.11164,0.9552,1,10.0,discharge,4.0294,2.5,4,-24.299,-37.163,-41.956,4.793,1.529,0.98591
BOOST,1837,0.70491,2.11164,0.92,2,2.0,discharge,3.9577,2.5,4,-24.302,-46.412,-53.695,7.283,1.91,0.98665
BOOST,1837,0.70491,2.11164,0.92,2,10.0,discharge,3.9577,2.5,4,-24.302,-37.562,-42.138,4.576,1.546,0.98746
BOOST,1837,0.70491,2.11164,0.8496,3,2.0,discharge,3.8544,2.5,4,-24.3,-44.205,-50.419,6.215,1.819,0.98838
BOOST,1837,0.70491,2.11164,0.8496,3,10.0,discharge,3.8544,2.5,4,-24.3,-35.118,-38.939,3.82,1.445,0.98852
BOOST,1837,0.70491,2.11164,0.7791,4,2.0,discharge,3.7703,2.5,4,-24.3,-42.709,-49.732,7.023,1.758,0.98705
BOOST,1837,0.70491,2.11164,0.7791,4,10.0,discharge,3.7703,2.5,4,-24.3,-33.537,-37.295,3.758,1.38,0.98677
BOOST,1837,0.70491,2.11164,0.7087,5,2.0,discharge,3.6945,2.5,4,-24.298,-39.213,-44.636,5.423,1.614,0.98826
BOOST,1837,0.70491,2.11164,0.7087,5,10.0,discharge,3.6945,2.5,4,-24.298,-30.829,-33.709,2.88,1.269,0.98697
BOOST,1837,0.70491,2.11164,0.6383,6,2.0,discharge,3.6352,2.5,4,-24.299,-37.054,-41.682,4.629,1.525,0.98728
BOOST,1837,0.70491,2.11164,0.6383,6,10.0,discharge,3.6352,2.5,4,-24.299,-28.605,-30.526,1.921,1.177,0.98819
BOOST,1837,0.70491,2.11164,0.5678,7,2.0,discharge,3.579,2.5,4,-24.299,-33.031,-37.326,4.295,1.359,0.98471
BOOST,1837,0.70491,2.11164,0.5678,7,10.0,discharge,3.579,2.5,4,-24.299,-24.222,-25.169,0.947,0.997,0.98849
BOOST,1837,0.70491,2.11164,0.4974,8,2.0,discharge,3.5119,2.5,4,-24.294,-29.47,-32.239,2.769,1.213,0.98525
BOOST,1837,0.70491,2.11164,0.4974,8,10.0,discharge,3.5119,2.5,4,-24.294,-22.388,-24.294,1.906,0.922,0.95328
BOOST,1837,0.70491,2.11164,0.4269,9,2.0,discharge,3.4471,2.5,4,-18.678,-20.856,-18.937,1.919,1.117,0.97077
BOOST,1837,0.70491,2.11164,0.4269,9,10.0,discharge,3.4471,2.5,4,-18.678,-17.494,,,0.937,0.9679
BOOST,1837,0.70491,2.11164,0.3917,10,2.0,discharge,3.4205,2.5,4,-15.727,-17.206,-15.321,1.886,1.094,0.94911
BOOST,1837,0.70491,2.11164,0.3917,10,10.0,discharge,3.4205,2.5,4,-15.727,-15.029,,,0.956,0.95242
BOOST,1837,0.70491,2.11164,0.3565,11,2.0,discharge,3.3899,2.5,4,-13.04,-14.023,-12.695,1.328,1.075,0.95738
BOOST,1837,0.70491,2.11164,0.3565,11,10.0,discharge,3.3899,2.5,4,-13.04,-12.318,,,0.945,0.94228
BOOST,1837,0.70491,2.11164,0.3213,12,2.0,discharge,3.3351,2.5,4,-9.341,-10.195,-9.01,1.185,1.091,0.82712
BOOST,1837,0.70491,2.11164,0.3213,12,10.0,discharge,3.3351,2.5,4,-9.341,-8.967,,,0.96,0.98845
BOOST,1875,0.69674,2.08716,1.0,0,2.0,discharge,4.0753,2.5,4,-24.027,-43.085,-50.394,7.309,1.793,0.98281
BOOST,1875,0.69674,2.08716,1.0,0,10.0,discharge,4.0753,2.5,4,-24.027,-35.522,-40.586,5.065,1.478,0.98347
BOOST,1875,0.69674,2.08716,0.9552,1,2.0,discharge,4.0195,2.5,4,-24.026,-43.679,-49.557,5.878,1.818,0.98641
BOOST,1875,0.69674,2.08716,0.9552,1,10.0,discharge,4.0195,2.5,4,-24.026,-35.298,-39.842,4.544,1.469,0.98516
BOOST,1875,0.69674,2.08716,0.9204,2,2.0,discharge,3.9461,2.5,4,-24.027,-43.857,-50.667,6.81,1.825,0.98621
BOOST,1875,0.69674,2.08716,0.9204,2,10.0,discharge,3.9461,2.5,4,-24.027,-35.306,-39.69,4.383,1.469,0.98624
BOOST,1875,0.69674,2.08716,0.8508,3,2.0,discharge,3.8446,2.5,4,-24.028,-41.981,-47.703,5.722,1.747,0.98877
BOOST,1875,0.69674,2.08716,0.8508,3,10.0,discharge,3.8446,2.5,4,-24.028,-33.275,-36.916,3.641,1.385,0.98792
BOOST,1875,0.69674,2.08716,0.7811,4,2.0,discharge,3.7586,2.5,4,-24.027,-39.851,-45.6,5.749,1.659,0.98688
BOOST,1875,0.69674,2.08716,0.7811,4,10.0,discharge,3.7586,2.5,4,-24.027,-31.385,-34.827,3.441,1.306,0.98519
BOOST,1875,0.69674,2.08716,0.7115,5,2.0,discharge,3.6863,2.5,4,-24.027,-38.341,-44.631,6.289,1.596,0.98528
BOOST,1875,0.69674,2.08716,0.7115,5,10.0,discharge,3.6863,2.5,4,-24.027,-29.905,-32.79,2.885,1.245,0.98522
BOOST,1875,0.69674,2.08716,0.6418,6,2.0,discharge,3.6284,2.5,4,-24.026,-35.048,-40.376,5.328,1.459,0.98332
BOOST,1875,0.69674,2.08716,0.6418,6,10.0,discharge,3.6284,2.5,4,-24.026,-26.64,-28.354,1.714,1.109,0.98602
BOOST,1875,0.69674,2.08716,0.5722,7,2.0,discharge,3.5728,2.5,4,-24.027,-32.335,-36.394,4.059,1.346,0.98372
BOOST,1875,0.69674,2.08716,0.5722,7,10.0,discharge,3.5728,2.5,4,-24.027,-23.673,-24.555,0.882,0.985,0.98703
BOOST,1875,0.69674,2.08716,0.5025,8,2.0,discharge,3.5076,2.5,4,-23.557,-27.545,-29.491,1.947,1.169,0.98718
BOOST,1875,0.69674,2.08716,0.5025,8,10.0,discharge,3.5076,2.5,4,-23.557,-21.402,-23.557,2.155,0.909,0.94057
BOOST,1875,0.69674,2.08716,0.4329,9,2.0,discharge,3.4416,2.5,4,-17.607,-19.459,-17.633,1.826,1.105,0.9598
BOOST,1875,0.69674,2.08716,0.4329,9,10.0,discharge,3.4416,2.5,4,-17.607,-16.749,-17.607,0.858,0.951,0.96245
BOOST,1875,0.69674,2.08716,0.3981,10,2.0,discharge,3.4159,2.5,4,-15.301,-16.552,-14.577,1.975,1.082,0.94184
BOOST,1875,0.69674,2.08716,0.3981,10,10.0,discharge,3.4159,2.5,4,-15.301,-14.494,,,0.947,0.95759
BOOST,1875,0.69674,2.08716,0.3632,11,2.0,discharge,3.386,2.5,4,-12.005,-12.838,-11.642,1.196,1.069,0.94956
BOOST,1875,0.69674,2.08716,0.3632,11,10.0,discharge,3.386,2.5,4,-12.005,-11.272,-12.005,0.733,0.939,0.94016
BOOST,1875,0.69674,2.08716,0.3284,12,2.0,discharge,3.3264,2.5,4,-9.106,-10.011,-8.865,1.146,1.099,0.82105
BOOST,1875,0.69674,2.08716,0.3284,12,10.0,discharge,3.3264,2.5,4,-9.106,-8.801,,,0.967,0.99116
BOOST_NEGPULSE,5,0.99948,2.97465,1.0,0,2.0,discharge,4.1815,2.5,4,-34.223,-148.584,-153.597,5.013,4.342,0.99975
BOOST_NEGPULSE,5,0.99948,2.97465,1.0,0,10.0,discharge,4.1815,2.5,4,-34.223,-122.494,-134.662,12.168,3.579,0.99748
BOOST_NEGPULSE,5,0.99948,2.97465,0.9493,1,2.0,discharge,4.1044,2.5,4,-34.226,-152.628,-160.475,7.847,4.459,0.99942
BOOST_NEGPULSE,5,0.99948,2.97465,0.9493,1,10.0,discharge,4.1044,2.5,4,-34.226,-129.842,-136.371,6.529,3.794,0.99887
BOOST_NEGPULSE,5,0.99948,2.97465,0.8997,2,2.0,discharge,4.0832,2.5,4,-34.224,-153.485,-160.073,6.588,4.485,0.99951
BOOST_NEGPULSE,5,0.99948,2.97465,0.8997,2,10.0,discharge,4.0832,2.5,4,-34.224,-129.109,-133.345,4.236,3.772,0.99937
BOOST_NEGPULSE,5,0.99948,2.97465,0.8005,3,2.0,discharge,4.0298,2.5,4,-34.225,-142.431,-147.504,5.073,4.162,0.99958
BOOST_NEGPULSE,5,0.99948,2.97465,0.8005,3,10.0,discharge,4.0298,2.5,4,-34.225,-114.949,-121.346,6.397,3.359,0.99848
BOOST_NEGPULSE,5,0.99948,2.97465,0.7013,4,2.0,discharge,3.9241,2.5,4,-34.224,-135.367,-143.679,8.313,3.955,0.99905
BOOST_NEGPULSE,5,0.99948,2.97465,0.7013,4,10.0,discharge,3.9241,2.5,4,-34.224,-113.201,-119.991,6.791,3.308,0.9979
BOOST_NEGPULSE,5,0.99948,2.97465,0.6021,5,2.0,discharge,3.8419,2.5,4,-34.226,-129.471,-134.684,5.213,3.783,0.99949
BOOST_NEGPULSE,5,0.99948,2.97465,0.6021,5,10.0,discharge,3.8419,2.5,4,-34.226,-106.902,-110.428,3.526,3.123,0.99934
BOOST_NEGPULSE,5,0.99948,2.97465,0.5029,6,2.0,discharge,3.7337,2.5,4,-34.226,-121.037,-122.443,1.405,3.536,0.99996
BOOST_NEGPULSE,5,0.99948,2.97465,0.5029,6,10.0,discharge,3.7337,2.5,4,-34.226,-97.58,-100.548,2.968,2.851,0.99962
BOOST_NEGPULSE,5,0.99948,2.97465,0.4033,7,2.0,discharge,3.652,2.5,4,-34.226,-114.359,-115.213,0.854,3.341,0.99997
BOOST_NEGPULSE,5,0.99948,2.97465,0.4033,7,10.0,discharge,3.652,2.5,4,-34.226,-92.384,-95.173,2.79,2.699,0.9996
BOOST_NEGPULSE,5,0.99948,2.97465,0.3042,8,2.0,discharge,3.5935,2.5,4,-34.226,-105.379,-105.752,0.374,3.079,0.99998
BOOST_NEGPULSE,5,0.99948,2.97465,0.3042,8,10.0,discharge,3.5935,2.5,4,-34.226,-84.874,-86.855,1.981,2.48,0.99973
BOOST_NEGPULSE,5,0.99948,2.97465,0.205,9,2.0,discharge,3.5071,2.5,4,-34.226,-95.752,-95.633,0.119,2.798,0.99999
BOOST_NEGPULSE,5,0.99948,2.97465,0.205,9,10.0,discharge,3.5071,2.5,4,-34.226,-74.887,-75.993,1.106,2.188,0.99991
BOOST_NEGPULSE,5,0.99948,2.97465,0.1554,10,2.0,discharge,3.4467,2.5,4,-34.227,-87.356,-89.129,1.773,2.552,0.99985
BOOST_NEGPULSE,5,0.99948,2.97465,0.1554,10,10.0,discharge,3.4467,2.5,4,-34.227,-66.48,-63.842,2.639,1.942,0.9993
BOOST_NEGPULSE,5,0.99948,2.97465,0.1058,11,2.0,discharge,3.4081,2.5,4,-34.227,-77.201,-75.256,1.945,2.256,0.9998
BOOST_NEGPULSE,5,0.99948,2.97465,0.1058,11,10.0,discharge,3.4081,2.5,4,-34.227,-39.74,-36.515,3.225,1.161,0.971
BOOST_NEGPULSE,5,0.99948,2.97465,0.0562,12,2.0,discharge,3.3598,2.5,4,-25.66,-41.308,-27.567,13.741,1.61,0.88635
BOOST_NEGPULSE,5,0.99948,2.97465,0.0562,12,10.0,discharge,3.3598,2.5,4,-25.66,-24.923,-28.127,3.203,0.971,0.99243
BOOST_NEGPULSE,40,0.99146,2.95077,1.0,0,2.0,discharge,4.1812,2.5,4,-33.976,-149.486,-155.028,5.543,4.4,0.9997
BOOST_NEGPULSE,40,0.99146,2.95077,1.0,0,10.0,discharge,4.1812,2.5,4,-33.976,-124.011,-136.433,12.421,3.65,0.99727
BOOST_NEGPULSE,40,0.99146,2.95077,0.9493,1,2.0,discharge,4.1041,2.5,4,-33.976,-154.756,-158.704,3.948,4.555,0.99982
BOOST_NEGPULSE,40,0.99146,2.95077,0.9493,1,10.0,discharge,4.1041,2.5,4,-33.976,-132.215,-137.963,5.747,3.891,0.99914
BOOST_NEGPULSE,40,0.99146,2.95077,0.9001,2,2.0,discharge,4.0832,2.5,4,-33.974,-152.696,-158.512,5.816,4.494,0.9997
BOOST_NEGPULSE,40,0.99146,2.95077,0.9001,2,10.0,discharge,4.0832,2.5,4,-33.974,-128.638,-132.289,3.651,3.786,0.9995
BOOST_NEGPULSE,40,0.99146,2.95077,0.8016,3,2.0,discharge,4.0307,2.5,4,-33.975,-143.694,-150.538,6.844,4.229,0.9995
BOOST_NEGPULSE,40,0.99146,2.95077,0.8016,3,10.0,discharge,4.0307,2.5,4,-33.975,-116.349,-122.933,6.584,3.425,0.9984
BOOST_NEGPULSE,40,0.99146,2.95077,0.7031,4,2.0,discharge,3.9243,2.5,4,-33.975,-136.751,-144.984,8.233,4.025,0.99912
BOOST_NEGPULSE,40,0.99146,2.95077,0.7031,4,10.0,discharge,3.9243,2.5,4,-33.975,-114.757,-121.077,6.32,3.378,0.99792
BOOST_NEGPULSE,40,0.99146,2.95077,0.6046,5,2.0,discharge,3.8408,2.5,4,-33.976,-132.073,-137.179,5.106,3.887,0.9994
BOOST_NEGPULSE,40,0.99146,2.95077,0.6046,5,10.0,discharge,3.8408,2.5,4,-33.976,-108.991,-112.227,3.236,3.208,0.99931
BOOST_NEGPULSE,40,0.99146,2.95077,0.5062,6,2.0,discharge,3.736,2.5,4,-33.977,-124.535,-127.015,2.48,3.665,0.99992
BOOST_NEGPULSE,40,0.99146,2.95077,0.5062,6,10.0,discharge,3.736,2.5,4,-33.977,-100.021,-102.318,2.298,2.944,0.99976
BOOST_NEGPULSE,40,0.99146,2.95077,0.4077,7,2.0,discharge,3.6541,2.5,4,-33.975,-115.149,-115.524,0.375,3.389,0.99999
BOOST_NEGPULSE,40,0.99146,2.95077,0.4077,7,10.0,discharge,3.6541,2.5,4,-33.975,-92.662,-94.817,2.155,2.727,0.99974
BOOST_NEGPULSE,40,0.99146,2.95077,0.3092,8,2.0,discharge,3.5933,2.5,4,-33.974,-107.519,-108.603,1.084,3.165,0.99998
BOOST_NEGPULSE,40,0.99146,2.95077,0.3092,8,10.0,discharge,3.5933,2.5,4,-33.974,-86.119,-87.795,1.676,2.535,0.99981
BOOST_NEGPULSE,40,0.99146,2.95077,0.2107,9,2.0,discharge,3.5065,2.5,4,-33.976,-97.229,-97.995,0.766,2.862,0.99998
BOOST_NEGPULSE,40,0.99146,2.95077,0.2107,9,10.0,discharge,3.5065,2.5,4,-33.976,-75.478,-76.014,0.536,2.222,0.99998
BOOST_NEGPULSE,40,0.99146,2.95077,0.1614,10,2.0,discharge,3.4474,2.5,4,-33.976,-89.45,-90.934,1.484,2.633,0.99989
BOOST_NEGPULSE,40,0.99146,2.95077,0.1614,10,10.0,discharge,3.4474,2.5,4,-33.976,-66.394,-63.311,3.083,1.954,0.99898
BOOST_NEGPULSE,40,0.99146,2.95077,0.1122,11,2.0,discharge,3.4092,2.5,4,-33.973,-78.834,-76.568,2.267,2.321,0.99975
BOOST_NEGPULSE,40,0.99146,2.95077,0.1122,11,10.0,discharge,3.4092,2.5,4,-33.973,-40.824,-37.496,3.328,1.202,0.97675
BOOST_NEGPULSE,40,0.99146,2.95077,0.063,12,2.0,discharge,3.3591,2.5,4,-25.226,-39.456,-26.658,12.797,1.564,0.87961
BOOST_NEGPULSE,40,0.99146,2.95077,0.063,12,10.0,discharge,3.3591,2.5,4,-25.226,-24.549,-29.201,4.652,0.973,0.99512
