cell,zipname,file,kind,cycle,n,bad_frac,T_min,T_med,T_lowV_med,note
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,01-31-22_22.51_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1535.mat,other,1535,2760,0.0,25.41,27.17,27.62,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-01-22_01.38_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1536.mat,other,1536,1366,0.0,25.37,30.32,31.03,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-01-22_04.06_CC_protocol_HPPC_IN21700_30T_cycle_#1537.mat,HPPC,1537,34110,0.0,24.06,26.14,26.01,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-02-22_10.53_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1538_to_1552.mat,drive,1538,88967,0.0,24.85,27.3,27.69,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-03-22_13.31_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1553.mat,halfC,1553,5615,0.0,24.89,26.2,26.65,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-03-22_13.31_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1553.mat,CAP,1553,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-03-22_16.59_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1554.mat,halfC,1554,5603,0.0,24.95,25.99,26.3,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-03-22_16.59_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1554.mat,CAP,1554,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-03-22_19.27_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1555_to_1569.mat,drive,1555,88795,0.0,24.37,27.36,27.67,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,Cover20 is not performed this week_#42.mat,other,-1,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-07-22_12.33_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1570_week#43.mat,schedule,1570,265459,0.0,24.03,26.89,27.23,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-07-22_13.18_CC_protocol_OCV_0.05C_IN21700_30T_cycle_#1570.mat,OCV,1570,2040,0.0,24.06,25.61,25.71,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_00.44_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1571.mat,halfC,1571,5719,0.0,25.55,26.54,26.44,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_00.44_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1571.mat,CAP,1571,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_04.19_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1572.mat,halfC,1572,5553,0.0,24.95,26.37,26.88,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_04.19_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1572.mat,CAP,1572,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_06.11_CC_protocol_ONE_C_charge_IN21700_30T_cycle_#1572.mat,other,1572,215,0.0,25.83,28.12,25.94,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_07.55_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1573.mat,other,1573,2725,0.0,24.85,27.32,27.69,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_10.44_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1574.mat,other,1574,1360,0.0,25.59,30.85,31.73,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-09-22_13.16_CC_protocol_HPPC_IN21700_30T_cycle_#1575.mat,HPPC,1575,33980,0.0,24.1,26.02,25.93,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-10-22_20.03_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1576_to_1590.mat,drive,1576,88868,0.0,24.72,27.48,27.9,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-11-22_22.42_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1591.mat,halfC,1591,5554,0.0,25.41,26.47,26.35,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-11-22_22.42_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1591.mat,CAP,1591,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-12-22_02.12_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1592.mat,halfC,1592,5550,0.0,25.01,26.47,26.98,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-12-22_02.12_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1592.mat,CAP,1592,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-12-22_04.40_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1593_to_1607.mat,drive,1593,88598,0.0,24.03,27.39,27.77,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_09.26_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1608_week#44.mat,schedule,1608,260767,0.0,24.12,26.98,27.32,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_10.08_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1608.mat,halfC,1608,5686,0.0,24.96,26.25,26.53,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_10.08_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1608.mat,CAP,1608,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_13.45_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1609.mat,halfC,1609,5473,0.0,24.91,26.5,26.4,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_13.45_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1609.mat,CAP,1609,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_15.33_CC_protocol_ONE_C_charge_IN21700_30T_cycle_#1609.mat,other,1609,208,0.0,25.12,27.42,25.67,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_17.19_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1610.mat,other,1610,2695,0.0,25.01,27.57,28.14,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_20.06_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1611.mat,other,1611,1339,0.0,25.27,30.55,31.29,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-14-22_22.37_CC_protocol_HPPC_IN21700_30T_cycle_#1612.mat,HPPC,1612,33889,0.0,24.13,26.02,25.92,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-16-22_05.23_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1613_to_1627.mat,drive,1613,87733,0.0,24.68,27.57,28.03,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-17-22_07.46_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1628.mat,halfC,1628,5496,0.0,25.65,26.92,27.02,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-17-22_07.46_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1628.mat,CAP,1628,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-17-22_11.17_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1629.mat,halfC,1629,5491,0.0,25.09,26.59,27.1,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-17-22_11.17_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1629.mat,CAP,1629,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-17-22_13.43_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1630_to_1644.mat,drive,1630,87304,0.0,24.12,27.53,27.95,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,Cover20 is not performed this week_#44.mat,other,-1,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-26-22_10.56_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1645_week#45.mat,schedule,1645,259037,0.0,18.49,26.96,27.35,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-26-22_11.42_CC_protocol_OCV_0.05C_IN21700_30T_cycle_#1645.mat,OCV,1645,1987,0.0,24.23,25.65,25.61,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-27-22_22.15_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1646.mat,halfC,1646,5587,0.0,24.97,26.27,26.66,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-27-22_22.15_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1646.mat,CAP,1646,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-28-22_01.52_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1647.mat,halfC,1647,5392,0.0,25.37,26.36,26.63,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-28-22_01.52_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1647.mat,CAP,1647,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-28-22_03.39_CC_protocol_ONE_C_charge_IN21700_30T_cycle_#1647.mat,other,1647,201,0.0,24.99,27.52,25.5,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-28-22_05.27_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1648.mat,other,1648,2658,0.0,25.62,28.33,28.92,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-28-22_08.19_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1649.mat,other,1649,1316,0.0,25.0,30.59,31.32,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,02-28-22_10.52_CC_protocol_HPPC_IN21700_30T_cycle_#1650.mat,HPPC,1650,33754,0.0,24.04,26.1,26.13,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-01-22_17.30_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1651_to_1665.mat,drive,1651,85608,0.0,20.45,27.67,28.03,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-02-22_19.16_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1666.mat,halfC,1666,5404,0.0,25.57,26.7,26.7,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-02-22_19.16_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1666.mat,CAP,1666,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-02-22_22.47_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1667.mat,halfC,1667,5398,0.0,24.91,26.51,27.09,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-02-22_22.47_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1667.mat,CAP,1667,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-03-22_01.12_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1668_to_1682.mat,drive,1668,86395,0.0,18.49,27.55,28.02,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_12.24_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1683_week#46.mat,schedule,1683,254969,0.0,19.55,27.04,27.4,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_13.09_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1683.mat,halfC,1683,5550,0.0,25.57,26.56,26.82,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_13.09_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1683.mat,CAP,1683,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_16.47_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1684.mat,halfC,1684,5322,0.0,25.32,26.99,27.4,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_16.47_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1684.mat,CAP,1684,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_18.33_CC_protocol_ONE_C_charge_IN21700_30T_cycle_#1684.mat,other,1684,195,0.0,25.09,27.72,25.67,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_20.22_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1685.mat,other,1685,2623,0.0,25.0,27.8,28.38,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-05-22_23.12_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1686.mat,other,1686,1298,0.0,24.17,30.95,31.76,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-06-22_01.46_CC_protocol_HPPC_IN21700_30T_cycle_#1687.mat,HPPC,1687,33620,0.0,24.21,26.0,25.95,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-08-22_07.31_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1688_to_1702.mat,drive,1688,85112,0.0,24.06,27.66,28.11,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-09-22_21.59_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1703.mat,halfC,1703,5332,0.0,24.99,26.29,26.63,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-09-22_21.59_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1703.mat,CAP,1703,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-10-22_01.29_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1704.mat,halfC,1704,5339,0.0,24.8,26.21,26.72,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-10-22_01.29_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1704.mat,CAP,1704,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-10-22_03.52_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1705_to_1719.mat,drive,1705,84767,0.0,19.55,27.71,28.09,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,Cover20 is not performed this week_#46.mat,other,-1,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-14-22_08.55_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1720_week#47.mat,schedule,1720,255439,0.0,24.06,27.07,27.49,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-14-22_09.44_CC_protocol_OCV_0.05C_IN21700_30T_cycle_#1720.mat,OCV,1720,1942,0.0,24.07,25.58,25.5,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-15-22_19.33_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1721.mat,halfC,1721,5456,0.0,24.95,26.71,27.21,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-15-22_19.33_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1721.mat,CAP,1721,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-15-22_23.16_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1722.mat,halfC,1722,5257,0.0,24.92,26.33,26.73,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-15-22_23.16_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1722.mat,CAP,1722,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-16-22_01.01_CC_protocol_ONE_C_charge_IN21700_30T_cycle_#1722.mat,other,1722,190,0.0,25.28,28.0,26.01,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-16-22_02.53_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1723.mat,other,1723,2599,0.0,25.56,28.07,28.53,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-16-22_05.47_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1724.mat,other,1724,1290,0.0,25.14,31.6,32.21,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-16-22_08.23_CC_protocol_HPPC_IN21700_30T_cycle_#1725.mat,HPPC,1725,33517,0.0,24.06,26.05,25.93,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-17-22_14.57_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1726_to_1740.mat,drive,1726,84562,0.0,24.67,27.85,28.26,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-18-22_16.36_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1741.mat,halfC,1741,5261,0.0,25.04,26.42,26.87,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-18-22_16.36_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1741.mat,CAP,1741,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-18-22_20.06_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1742.mat,halfC,1742,5233,0.0,24.93,26.48,26.69,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-18-22_20.06_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1742.mat,CAP,1742,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-18-22_22.29_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1743_to_1757.mat,drive,1743,83874,0.0,24.43,27.88,28.28,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_10.21_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1758_week#48.mat,schedule,1758,255949,0.0,24.15,27.32,27.77,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_11.08_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1758.mat,halfC,1758,5398,0.0,24.88,26.83,27.29,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_11.08_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1758.mat,CAP,1758,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_14.50_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1759.mat,halfC,1759,5208,0.0,25.29,26.39,26.42,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_14.50_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1759.mat,CAP,1759,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_16.34_CC_protocol_ONE_C_charge_IN21700_30T_cycle_#1759.mat,other,1759,183,0.0,25.14,27.8,25.42,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_18.27_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1760.mat,other,1760,2560,0.0,25.09,28.43,29.13,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-21-22_21.22_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1761.mat,other,1761,1272,0.0,24.96,32.05,32.56,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-22-22_00.01_CC_protocol_HPPC_IN21700_30T_cycle_#1762.mat,HPPC,1762,33343,0.0,24.15,26.09,25.95,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-23-22_06.33_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1763_to_1777.mat,drive,1763,85955,0.0,24.85,28.12,28.52,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-24-22_11.57_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1778.mat,halfC,1778,5213,0.0,25.68,27.29,27.39,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-24-22_11.57_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1778.mat,CAP,1778,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-24-22_15.32_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1779.mat,halfC,1779,5191,0.0,25.18,26.99,27.16,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-24-22_15.32_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1779.mat,CAP,1779,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-24-22_17.52_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1780_to_1794.mat,drive,1780,85013,0.0,24.6,28.23,28.67,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,Cover20 is not performed this week_#48.mat,other,-1,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-26-22_17.08_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1795_week#49.mat,schedule,1795,255929,0.0,24.03,27.41,27.87,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-26-22_17.54_CC_protocol_OCV_0.05C_IN21700_30T_cycle_#1795.mat,OCV,1795,1895,0.0,24.03,25.6,25.55,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_02.55_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1796.mat,halfC,1796,5319,0.0,24.7,26.77,27.24,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_02.55_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1796.mat,CAP,1796,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_06.34_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1797.mat,halfC,1797,5135,0.0,25.04,26.73,26.98,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_06.34_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1797.mat,CAP,1797,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_08.17_CC_protocol_ONE_C_charge_IN21700_30T_cycle_#1797.mat,other,1797,179,0.0,25.02,28.36,25.29,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_10.13_CC_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1798.mat,other,1798,2543,0.0,25.6,28.75,29.34,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_13.13_CC_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1799.mat,other,1799,1263,0.0,24.91,32.53,32.96,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-28-22_15.54_CC_protocol_HPPC_IN21700_30T_cycle_#1800.mat,HPPC,1800,33167,0.0,24.07,26.09,25.94,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-29-22_22.23_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1801_to_1815.mat,drive,1801,84363,0.0,24.74,28.37,28.79,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-30-22_23.58_CC_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1816.mat,halfC,1816,5100,0.0,24.2,26.79,27.09,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-30-22_23.58_CC_protocol_halfC_CAP_(b1)_forexcel_cycle_#1816.mat,CAP,1816,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-31-22_03.33_CC_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1817.mat,halfC,1817,5138,0.0,25.63,27.48,27.68,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-31-22_03.33_CC_protocol_halfC_CAP_(b2)_forexcel_cycle_#1817.mat,CAP,1817,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,03-31-22_05.54_CC_protocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1818_to_1832.mat,drive,1818,84946,0.0,24.78,28.36,28.79,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,04-03-22_11.47_CC_protocol_whole_Schedule_IN21700_30T_cycle_#1833_week#50.mat,schedule,1833,252729,0.0,24.16,27.5,27.94,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,04-03-22_12.32_CC_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1833.mat,halfC,1833,5245,0.0,24.83,27.01,27.3,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,04-03-22_12.32_CC_protocol_halfC_CAP_(a1)_forexcel_cycle_#1833.mat,CAP,1833,0,1.0,,,,read:KeyError
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,04-03-22_16.14_CC_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1834.mat,halfC,1834,5058,0.0,26.05,27.17,27.24,
CC,04-CONSTANT CURRENT protocol_Cycles 1000 to 1908.zip,04-03-22_16.14_CC_protocol_halfC_CAP_(a2)_forexcel_cycle_#1834.mat,CAP,1834,0,1.0,,,,read:KeyError
