cell,zipname,file,kind,cycle,n,bad_frac,T_min,T_med,T_lowV_med,note
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,04-30-22_20.38_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#880_to_894.mat,drive,880,89642,0.0,24.78,26.73,26.75,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,Cover20 is not performed this week_#24.mat,other,-1,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-03-22_16.05_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#895_week#25.mat,schedule,895,304924,0.0,24.13,26.69,26.61,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-03-22_17.30_RESTPulse_protocol_OCV_0.05C_IN21700_30T_cycle_#895.mat,OCV,895,2039,0.0,24.13,25.56,25.62,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_04.55_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#896.mat,halfC,896,5621,0.0,25.16,25.95,26.01,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_04.55_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#896.mat,CAP,896,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_08.06_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#897.mat,halfC,897,5482,0.0,24.93,25.92,26.5,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_08.06_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#897.mat,CAP,897,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_09.56_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#897.mat,other,897,237,0.0,25.82,27.23,26.41,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_11.17_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#898.mat,other,898,2687,0.0,24.91,26.31,26.82,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_13.41_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#899.mat,other,899,1322,0.0,25.4,28.74,29.59,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-05-22_15.49_RESTPulse_protocol_HPPC_IN21700_30T_cycle_#900.mat,HPPC,900,34976,0.0,24.29,25.84,25.87,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-06-22_22.51_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#901_to_915.mat,drive,901,89343,0.0,24.7,26.78,26.94,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-08-22_01.19_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#916.mat,halfC,916,5473,0.0,24.95,25.68,26.02,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-08-22_01.19_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#916.mat,CAP,916,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-08-22_04.25_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#917.mat,halfC,917,5480,0.0,25.59,26.36,26.31,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-08-22_04.25_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#917.mat,CAP,917,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-08-22_06.49_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#918_to_932.mat,drive,918,89460,0.0,24.75,26.81,26.84,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_11.24_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#933_week#26.mat,schedule,933,297490,0.0,24.2,26.71,26.73,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_11.58_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#933.mat,halfC,933,5560,0.0,25.17,26.25,26.65,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_11.58_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#933.mat,CAP,933,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_15.11_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#934.mat,halfC,934,5427,0.0,24.99,25.97,26.57,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_15.11_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#934.mat,CAP,934,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_17.00_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#934.mat,other,934,230,0.0,26.0,26.92,26.39,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_18.24_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#935.mat,other,935,2652,0.0,24.96,26.33,26.79,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_20.49_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#936.mat,other,936,1305,0.0,25.3,28.46,29.24,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-10-22_22.57_RESTPulse_protocol_HPPC_IN21700_30T_cycle_#937.mat,HPPC,937,34932,0.0,24.2,25.93,25.97,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-12-22_05.57_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#938_to_952.mat,drive,938,87686,0.0,24.91,26.76,26.99,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-13-22_07.57_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#953.mat,halfC,953,5432,0.0,25.18,26.16,26.68,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-13-22_07.57_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#953.mat,CAP,953,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-13-22_11.06_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#954.mat,halfC,954,5422,0.0,24.95,25.72,26.02,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-13-22_11.06_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#954.mat,CAP,954,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,05-13-22_13.29_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#955_to_969.mat,drive,955,87731,0.0,24.66,26.82,26.93,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,Cover20 is not performed this week_#26.mat,other,-1,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-08-22_12.18_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#970_week#27.mat,schedule,970,297000,0.0,24.13,26.66,26.63,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-08-22_14.26_RESTPulse_protocol_OCV_0.05C_IN21700_30T_cycle_#970.mat,OCV,970,1961,0.0,24.21,25.7,25.68,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_00.03_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#971.mat,halfC,971,5347,0.0,25.21,26.02,26.07,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_00.03_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#971.mat,CAP,971,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_03.09_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#972.mat,halfC,972,5351,0.0,25.16,26.16,26.68,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_03.09_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#972.mat,CAP,972,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_04.57_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#972.mat,other,972,230,0.0,25.94,27.51,26.38,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_06.17_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#973.mat,other,973,2619,0.0,25.02,26.33,26.75,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_08.39_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#974.mat,other,974,1287,0.0,25.4,28.58,29.36,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-10-22_10.43_RESTPulse_protocol_HPPC_IN21700_30T_cycle_#975.mat,HPPC,975,35006,0.0,24.13,25.91,25.88,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-11-22_17.43_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#976_to_990.mat,drive,976,86351,0.0,24.17,26.77,26.89,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-12-22_19.18_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#991.mat,halfC,991,5365,0.0,25.51,26.38,26.24,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-12-22_19.18_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#991.mat,CAP,991,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-12-22_22.21_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#992.mat,halfC,992,5368,0.0,25.02,25.98,26.47,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-12-22_22.21_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#992.mat,CAP,992,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-13-22_00.45_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#993_to_1007.mat,drive,993,86456,0.0,24.41,26.73,26.89,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-19-22_20.19_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#1008_week#28.mat,schedule,1008,298840,0.0,23.44,26.84,26.87,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-19-22_20.55_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1008.mat,halfC,1008,5421,0.0,24.96,25.77,26.16,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-19-22_20.55_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#1008.mat,CAP,1008,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-20-22_00.03_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1009.mat,halfC,1009,5271,0.0,25.38,26.29,26.07,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-20-22_00.03_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#1009.mat,CAP,1009,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-20-22_01.45_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#1009.mat,other,1009,224,0.0,24.43,26.54,24.6,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-20-22_03.07_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1010.mat,other,1010,2587,0.0,24.95,26.41,26.98,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-20-22_05.29_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1011.mat,other,1011,1276,0.0,25.83,29.03,29.8,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-20-22_07.37_RESTPulse_protocol_HPPC_IN21700_30T_cycle_#1012.mat,HPPC,1012,35020,0.0,24.18,26.02,26.1,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-21-22_14.37_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1013_to_1027.mat,drive,1013,87213,0.0,24.05,26.93,27.2,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-22-22_16.27_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1028.mat,halfC,1028,5325,0.0,25.1,26.08,26.56,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-22-22_16.27_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#1028.mat,CAP,1028,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-22-22_19.32_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1029.mat,halfC,1029,5317,0.0,24.25,25.49,26.13,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-22-22_19.32_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#1029.mat,CAP,1029,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-22-22_21.53_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1030_to_1044.mat,drive,1030,90740,0.0,23.44,27.04,27.12,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,Cover20 is not performed this week_#28.mat,other,-1,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-25-22_10.44_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#1045_week#29.mat,schedule,1045,298554,0.0,24.2,26.9,26.84,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-25-22_12.10_RESTPulse_protocol_OCV_0.05C_IN21700_30T_cycle_#1045.mat,OCV,1045,1986,0.0,24.2,25.6,25.52,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-28-22_08.01_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1046.mat,halfC,1046,5503,0.0,24.37,26.18,25.83,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-28-22_08.01_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#1046.mat,CAP,1046,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-29-22_17.17_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1047.mat,halfC,1047,5336,0.0,25.1,26.09,26.62,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-29-22_17.17_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#1047.mat,CAP,1047,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-29-22_19.05_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#1047.mat,other,1047,226,0.0,25.9,27.97,26.34,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-29-22_20.28_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1048.mat,other,1048,2607,0.0,25.27,26.77,27.33,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-29-22_22.54_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1049.mat,other,1049,1281,0.0,25.41,29.08,29.94,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,06-30-22_01.02_RESTPulse_protocol_HPPC_IN21700_30T_cycle_#1050.mat,HPPC,1050,34945,0.0,24.2,26.1,26.08,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-01-22_08.05_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1051_to_1065.mat,drive,1051,87688,0.0,24.56,27.01,27.18,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-02-22_10.11_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1066.mat,halfC,1066,5305,0.0,24.98,25.9,26.41,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-02-22_10.11_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#1066.mat,CAP,1066,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-02-22_13.18_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1067.mat,halfC,1067,5312,0.0,25.64,26.6,26.46,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-02-22_13.18_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#1067.mat,CAP,1067,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-02-22_15.38_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1068_to_1082.mat,drive,1068,87719,0.0,24.58,27.03,27.1,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_09.02_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#1083_week#30.mat,schedule,1083,292393,0.0,24.22,26.96,27.03,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_09.38_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1083.mat,halfC,1083,5426,0.0,25.5,26.62,27.4,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_09.38_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#1083.mat,CAP,1083,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_12.54_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1084.mat,halfC,1084,5253,0.0,25.01,25.98,26.46,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_12.54_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#1084.mat,CAP,1084,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_14.41_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#1084.mat,other,1084,218,0.0,25.64,27.66,26.21,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_16.06_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1085.mat,other,1085,2581,0.0,25.83,26.96,27.36,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-04-22_18.35_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1086.mat,other,1086,1265,0.0,25.35,28.98,29.75,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-06-22_03.45_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1088_to_1102.mat,drive,1088,87404,0.0,24.22,27.07,27.28,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-07-22_05.44_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1103.mat,halfC,1103,5262,0.0,25.15,26.13,26.67,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-07-22_05.44_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#1103.mat,CAP,1103,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-07-22_08.52_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1104.mat,halfC,1104,5253,0.0,24.51,25.79,26.38,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-07-22_08.52_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#1104.mat,CAP,1104,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-07-22_11.12_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1105_to_1119.mat,drive,1105,86509,0.0,24.71,27.08,27.25,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,Cover20 is not performed this week_#30.mat,other,-1,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-12-22_16.50_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#1120_week#31.mat,schedule,1120,293412,0.0,24.26,26.99,27.08,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-12-22_18.18_RESTPulse_protocol_OCV_0.05C_IN21700_30T_cycle_#1120.mat,OCV,1120,1958,0.0,24.3,25.84,25.96,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_04.21_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1121.mat,halfC,1121,5396,0.0,25.43,26.17,26.39,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_04.21_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#1121.mat,CAP,1121,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_07.34_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1122.mat,halfC,1122,5249,0.0,25.57,26.65,27.25,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_07.34_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#1122.mat,CAP,1122,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_09.23_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#1122.mat,other,1122,217,0.0,25.67,27.21,25.87,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_10.49_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1123.mat,other,1123,2563,0.0,25.0,26.74,27.36,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_13.17_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1124.mat,other,1124,1265,0.0,25.95,29.68,30.45,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-14-22_15.30_RESTPulse_protocol_HPPC_IN21700_30T_cycle_#1125.mat,HPPC,1125,34913,0.0,24.26,26.15,26.12,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-15-22_22.29_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1126_to_1140.mat,drive,1126,86764,0.0,24.6,27.17,27.39,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-17-22_00.17_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1141.mat,halfC,1141,5226,0.0,25.47,26.69,27.34,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-17-22_00.17_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#1141.mat,CAP,1141,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-17-22_03.28_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1142.mat,halfC,1142,5213,0.0,24.97,26.09,26.61,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-17-22_03.28_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#1142.mat,CAP,1142,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-17-22_05.50_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1143_to_1157.mat,drive,1143,86062,0.0,24.65,27.18,27.4,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_14.01_RESTPulse_protocol_whole_Schedule_IN21700_30T_cycle_#1158_week#32.mat,schedule,1158,289345,0.0,20.08,27.04,27.09,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_14.37_RESTPulse_protocol_halfC_0.5C_dchg_(a1)_IN21700_30T_cycle_#1158.mat,halfC,1158,5315,0.0,25.22,26.37,26.94,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_14.37_RESTPulse_protocol_halfC_CAP_(a1)_forexcel_cycle_#1158.mat,CAP,1158,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_17.53_RESTPulse_protocol_halfC_0.5C_dchg_(a2)_IN21700_30T_cycle_#1159.mat,halfC,1159,5156,0.0,25.14,25.99,26.42,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_17.53_RESTPulse_protocol_halfC_CAP_(a2)_forexcel_cycle_#1159.mat,CAP,1159,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_19.37_REST_Pulseprotocol_ONE_C_charge_IN21700_30T_cycle_#1159.mat,other,1159,208,0.0,25.41,27.51,25.91,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_21.06_RESTPulse_protocol_OneC_1C_dchg_IN21700_30T_cycle_#1160.mat,other,1160,2540,0.0,25.88,27.69,28.3,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-18-22_23.39_RESTPulse_protocol_TwoC_2C_dchg_IN21700_30T_cycle_#1161.mat,other,1161,1241,0.0,25.15,28.96,29.67,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-19-22_01.51_RESTPulse_protocol_HPPC_IN21700_30T_cycle_#1162.mat,HPPC,1162,34863,0.0,24.33,26.06,25.99,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-20-22_08.49_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1163_to_1177.mat,drive,1163,87121,0.0,25.05,27.25,27.52,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-21-22_10.49_RESTPulse_protocol_halfC_0.5C_dchg_(b1)_IN21700_30T_cycle_#1178.mat,halfC,1178,5151,0.0,25.06,26.06,26.55,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-21-22_10.49_RESTPulse_protocol_halfC_CAP_(b1)_forexcel_cycle_#1178.mat,CAP,1178,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-21-22_13.59_RESTPulse_protocol_halfC_0.5C_dchg_(b2)_IN21700_30T_cycle_#1179.mat,halfC,1179,5159,0.0,20.08,26.8,26.84,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-21-22_13.59_RESTPulse_protocol_halfC_CAP_(b2)_forexcel_cycle_#1179.mat,CAP,1179,0,1.0,,,,read:KeyError
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,07-21-22_16.17_REST_Pulseprotocol__Fifteen_Drive_Cycles_set_IN21700_30T_cycle_#1180_to_1194.mat,drive,1180,86207,0.0,24.59,27.16,27.31,
BOOST_REST,07-BOOST CHARGING WITH REST protocol.zip,Cover20 is not performed this week_#32.mat,other,-1,0,1.0,,,,read:KeyError
